id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/13/value,assist,qualifier/16/value,qualifier/17/value
2512602299,10,61,1,0,32,cuj4qahgk4idsme4dg8clk6gw,1,15.9,16.7,2023-02-26T06:01:48.465Z,2023-02-26T07:01:01Z,4058024365,56,Back,,,,,,,,,,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602301,11,49,1,0,33,v046no35g7ebk8lytdjmfb43,1,86.1,91.1,2023-02-26T06:01:49.579Z,2023-02-26T06:51:25Z,,,,,,,,,,,,,,,,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602309,12,1,1,0,34,v046no35g7ebk8lytdjmfb43,1,79.6,93.8,2023-02-26T06:01:50.683Z,2023-02-26T06:51:24Z,4058024465,212,17.5,4058024459,56,Left,4058024467,213,3.1,4058024461,140,62.9,4058024463,141,93.8,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602313,13,1,1,0,36,v046no35g7ebk8lytdjmfb43,1,61.3,93.6,2023-02-26T06:01:53.051Z,2023-02-26T06:51:24Z,4058024507,56,Back,4058024509,140,42.6,4058024511,141,66.4,4058024515,213,3.9,4058024513,212,27.0,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602319,14,1,1,0,40,v046no35g7ebk8lytdjmfb43,1,39.7,62.9,2023-02-26T06:01:56.347Z,2023-02-26T06:51:24Z,4058024573,212,21.7,4058024569,140,42.3,4058024567,56,Back,4058024571,141,31.2,4058024575,213,4.8,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602327,15,1,1,0,43,v046no35g7ebk8lytdjmfb43,0,46.2,28.6,2023-02-26T06:01:59.756Z,2023-02-26T06:51:24Z,4058024649,1,,4058024641,140,71.5,4058024647,213,0.7,4058024645,212,36.1,4058024637,155,,4058024639,56,Center,4058024643,141,64.6,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602329,11,49,1,0,47,cuj4qahgk4idsme4dg8clk6gw,1,25.7,35.9,2023-02-26T06:02:03.900Z,2023-02-26T06:54:11Z,,,,,,,,,,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602335,12,3,1,0,48,cuj4qahgk4idsme4dg8clk6gw,1,30,34.5,2023-02-26T06:02:04.317Z,2023-02-26T08:29:47Z,4058024783,233,16,4058024771,56,Back,4058024773,285,,4058204893,465,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602333,16,45,1,0,48,v046no35g7ebk8lytdjmfb43,0,70,65.5,2023-02-26T06:02:04.317Z,2023-02-26T06:51:23Z,4058024797,286,,4058024793,233,12,4058024731,56,Center,,,,,,,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602341,13,1,1,0,52,cuj4qahgk4idsme4dg8clk6gw,1,46.4,40,2023-02-26T06:02:08.205Z,2023-02-26T06:54:10Z,4058024881,1,,4058024873,140,83.3,4058024875,141,2.3,4058024879,213,5.7,4058024877,212,46.5,4058024871,56,Right,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602347,14,1,1,0,59,cuj4qahgk4idsme4dg8clk6gw,0,84.5,24.2,2023-02-26T06:02:15.357Z,2023-02-26T08:30:03Z,4058024903,2,,4058024913,212,10.3,4058205173,223,,4058024909,140,88.2,4058024911,141,38.2,4058024907,56,Center,4058024915,213,1.2,4058024905,155,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,4058205177,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602349,17,12,1,1,0,v046no35g7ebk8lytdjmfb43,1,12.1,68.4,2023-02-26T06:02:16.780Z,2023-02-26T07:02:20Z,4058024931,141,89.9,4058024933,212,15.4,4058024935,213,1.9,4058024929,140,7.4,4058024927,56,Back,4058114231,15,,,,,,,,cl816ciqmvh4bjzm9vjq4wyga,Rahmat Akbari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602353,18,49,1,1,2,v046no35g7ebk8lytdjmfb43,1,7.6,93.5,2023-02-26T06:02:18.195Z,2023-02-26T08:30:08Z,,,,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602359,19,1,1,1,3,v046no35g7ebk8lytdjmfb43,1,7.6,93.5,2023-02-26T06:02:19.388Z,2023-02-26T07:02:23Z,4058025051,1,,4058025039,157,,4058025041,56,Back,4058025049,213,6.1,4058025047,212,18.8,4058025045,141,89.1,4058025043,140,25.3,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602361,20,4,1,1,8,v046no35g7ebk8lytdjmfb43,1,31.2,88.9,2023-02-26T06:02:24.252Z,2023-02-26T06:51:22Z,4058025063,285,,4058025059,152,,4058025057,56,Back,4058025171,233,15,4058025061,265,,4058025055,13,,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602377,15,4,1,1,8,cuj4qahgk4idsme4dg8clk6gw,0,68.8,11.1,2023-02-26T06:02:24.253Z,2023-02-26T06:54:10Z,4058025155,265,,4058025151,56,Right,4058025157,286,,4058025149,13,,4058025153,152,,4058025175,233,20,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602473,21,1,1,1,44,v046no35g7ebk8lytdjmfb43,0,29.9,91.7,2023-02-26T06:03:01.116Z,2023-02-26T08:31:20Z,4058025845,141,76.6,4058025847,212,48.7,4058025849,213,6.1,4058025841,56,Center,4058206477,157,,4058025839,152,,4058025851,1,,4058025835,5,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,4058025843,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602485,16,44,1,1,47,cuj4qahgk4idsme4dg8clk6gw,1,24,18,2023-02-26T06:03:03.833Z,2023-02-26T08:31:28Z,4058025941,233,22,4058025939,285,,4058025937,56,Back,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602475,22,44,1,1,47,v046no35g7ebk8lytdjmfb43,0,76,82,2023-02-26T06:03:03.834Z,2023-02-26T08:31:26Z,4058025859,286,,4058025857,56,Left,4058025949,233,16,,,,,,,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602491,17,1,1,1,48,cuj4qahgk4idsme4dg8clk6gw,0,23.6,17.8,2023-02-26T06:03:04.804Z,2023-02-26T08:31:27Z,4058025975,212,12.8,4058025977,213,4.9,4058025971,140,26.0,4058025967,3,,4058025969,56,Back,4058025973,141,0.0,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602493,18,5,1,1,50,cuj4qahgk4idsme4dg8clk6gw,0,23.2,-1,2023-02-26T06:03:06.782Z,2023-02-26T09:36:49Z,4058025979,56,Back,4058026063,233,23,4058025981,347,,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602497,23,5,1,1,50,v046no35g7ebk8lytdjmfb43,1,76.8,101,2023-02-26T06:03:06.782Z,2023-02-26T08:31:30Z,4058026051,56,Left,4058026053,347,,4058026055,233,18,,,,,,,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602537,24,1,1,2,8,v046no35g7ebk8lytdjmfb43,1,79.1,100,2023-02-26T06:03:24.732Z,2023-02-26T06:51:21Z,4058026337,107,,4058026339,56,Left,4058026347,213,5.6,4058026341,140,89.5,4058026345,212,13.6,4058026343,141,89.6,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602541,25,1,1,2,10,v046no35g7ebk8lytdjmfb43,0,89.5,89.6,2023-02-26T06:03:26.235Z,2023-02-26T06:51:21Z,4058026367,213,2.8,4058026361,140,84.3,4058026359,56,Left,4058026365,212,5.9,4058026363,141,92.7,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602543,19,1,1,2,11,cuj4qahgk4idsme4dg8clk6gw,0,20.5,5.8,2023-02-26T06:03:27.708Z,2023-02-26T06:54:09Z,4058026381,157,,4058026389,212,13.7,4058026387,141,6.5,4058026385,140,33.5,4058026391,213,0.0,4058026393,1,,4058026383,56,Back,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602563,26,1,1,2,14,v046no35g7ebk8lytdjmfb43,1,61.2,94.4,2023-02-26T06:03:30.827Z,2023-02-26T06:51:21Z,4058026533,212,38.1,4058026535,213,4.3,4058026527,56,Back,4058026529,140,46.0,4058026531,141,43.6,4058026537,1,,,,,,,,7nhzkoa6bywrlkj9nc3f5ylii,T. Gomulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602567,27,1,1,2,18,v046no35g7ebk8lytdjmfb43,0,45.1,41.8,2023-02-26T06:03:34.539Z,2023-02-26T06:51:21Z,4058026553,141,29.8,4058026555,212,32.3,4058026557,213,6.0,4058026559,1,,4058026551,140,74.9,4058026549,56,Center,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512637941,908,49,1,2,19,cuj4qahgk4idsme4dg8clk6gw,1,21.3,72.9,2023-02-26T06:03:35.861Z,2023-02-26T08:32:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602583,20,1,1,2,21,cuj4qahgk4idsme4dg8clk6gw,1,20.7,76.7,2023-02-26T06:03:37.772Z,2023-02-26T07:02:30Z,4058026643,212,26.4,4058026647,1,,4058026641,141,96.0,4058026645,213,0.5,4058026635,157,,4058026637,56,Back,4058026639,140,42.5,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602587,21,43,1,2,24,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-02-26T06:03:40.796Z,2023-02-26T08:32:06Z,4058207159,144,49,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602591,22,3,1,2,26,cuj4qahgk4idsme4dg8clk6gw,0,44.4,96,2023-02-26T06:03:43.101Z,2023-02-26T08:32:18Z,4058026691,56,Back,4058026697,211,,4058026693,286,,4058207357,465,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602597,28,49,1,2,27,v046no35g7ebk8lytdjmfb43,1,24.5,5.8,2023-02-26T06:03:43.682Z,2023-02-26T08:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602615,29,1,1,2,28,v046no35g7ebk8lytdjmfb43,1,24.5,5.8,2023-02-26T06:03:44.922Z,2023-02-26T06:51:20Z,4058026855,141,25.3,4058026851,56,Back,4058026859,213,2.6,4058026857,212,25.5,4058026853,140,3.8,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602627,30,1,1,2,32,v046no35g7ebk8lytdjmfb43,0,6.8,12.9,2023-02-26T06:03:48.715Z,2023-02-26T07:04:11Z,4058026925,141,0.0,4058026931,1,,4058026929,213,6.1,4058026927,212,42.3,4058026921,56,Back,4058026919,157,,4058026923,140,46.0,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602635,23,5,1,2,35,cuj4qahgk4idsme4dg8clk6gw,1,58.1,101.4,2023-02-26T06:03:52.044Z,2023-02-26T06:54:08Z,4058026977,347,,4058026975,56,Left,4058026989,233,31,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512602629,31,5,1,2,35,v046no35g7ebk8lytdjmfb43,0,41.9,-1.4,2023-02-26T06:03:52.044Z,2023-02-26T06:51:20Z,4058026993,233,23,4058026935,347,,4058026933,56,Back,,,,,,,,,,,,,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
