id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2530797675,12,1,1,0,50,9xmhnv6im8h7c9e17oqvcx8gl,1,29.5,73,2023-04-09T05:01:03.968Z,2023-04-09T05:10:05Z,4175226823,141,28.6,4175226817,56,Back,4175226827,212,30.2,4175226831,213,4.7,4175226821,140,28.3,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797691,13,1,1,0,53,9xmhnv6im8h7c9e17oqvcx8gl,1,34.3,27.6,2023-04-09T05:01:07.311Z,2023-04-09T05:10:34Z,4175226915,212,26.6,4175226913,141,3.5,4175226917,213,5.6,4175226909,56,Right,4175226911,140,54.2,,,,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797707,14,1,1,0,56,9xmhnv6im8h7c9e17oqvcx8gl,1,58.9,4.9,2023-04-09T05:01:10.128Z,2023-04-10T13:45:50Z,4175226991,212,15.0,4175226985,56,Center,4175226989,141,22.8,4175226993,213,0.9,4175226987,140,67.3,,,,,,,,,,bzzknt1y8qkmcon3vw7hdadp1,B. Kamau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531718377,994,3,1,0,57,9xmhnv6im8h7c9e17oqvcx8gl,0,66.8,25.2,2023-04-09T05:01:11.052Z,2023-04-10T14:43:12Z,4180094193,286,,4180556645,233,13,4180094189,56,Center,4180094367,464,,,,,,,,,,,,,,cl3z842ngppg6uu3tlusruep5,F. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797713,13,7,1,0,57,cuj4qahgk4idsme4dg8clk6gw,1,33.2,74.8,2023-04-09T05:01:11.053Z,2023-04-10T14:43:12Z,4180556625,233,994,4175227025,56,Back,4180094523,285,,4180094689,383,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797727,14,49,1,1,1,cuj4qahgk4idsme4dg8clk6gw,1,30.3,49.9,2023-04-09T05:01:15.209Z,2023-04-09T05:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797783,15,1,1,1,1,cuj4qahgk4idsme4dg8clk6gw,0,29.8,55.7,2023-04-09T05:01:15.818Z,2023-04-09T05:10:54Z,4175227323,140,69.9,4175227333,1,,4175227317,155,,4175227325,141,95.3,4175227319,56,Left,4175227331,213,0.6,4175227329,212,50.0,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797751,15,49,1,1,4,9xmhnv6im8h7c9e17oqvcx8gl,1,32.8,8.2,2023-04-09T05:01:18.592Z,2023-04-09T05:01:18Z,,,,,,,,,,,,,,,,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797773,16,1,1,1,5,9xmhnv6im8h7c9e17oqvcx8gl,1,30.5,9.1,2023-04-09T05:01:19.119Z,2023-04-09T05:11:10Z,4175227277,140,13.8,4175227281,212,21.9,4175227279,141,28.5,4175227283,213,2.5,4175227275,56,Back,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797789,17,1,1,1,8,9xmhnv6im8h7c9e17oqvcx8gl,1,13.8,28.5,2023-04-09T05:01:22.431Z,2023-04-09T05:11:13Z,4175227367,212,18.8,4175227369,213,1.3,4175227361,56,Back,4175227365,141,55.2,4175227363,140,18.5,,,,,,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797831,18,1,1,1,10,9xmhnv6im8h7c9e17oqvcx8gl,1,19.6,61.1,2023-04-09T05:01:24.383Z,2023-04-09T05:01:32Z,4175227523,141,84.5,4175227525,212,16.1,4175227519,56,Back,4175227521,140,21.9,4175227527,213,1.4,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797877,19,1,1,1,18,9xmhnv6im8h7c9e17oqvcx8gl,1,22.5,94.2,2023-04-09T05:01:32.175Z,2023-04-09T05:11:18Z,4175227719,140,53.3,4175227725,213,0.1,4175227717,56,Left,4175227723,212,32.4,4175227715,155,,4175227727,1,,4175227721,141,96.6,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797885,20,1,1,1,25,9xmhnv6im8h7c9e17oqvcx8gl,1,45.9,93.3,2023-04-09T05:01:39.359Z,2023-04-09T05:11:34Z,4175227751,140,42.9,4175227757,213,4.3,4175227755,212,7.7,4175227749,56,Back,4175227753,141,83.0,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797901,21,1,1,1,26,9xmhnv6im8h7c9e17oqvcx8gl,1,39.7,81.2,2023-04-09T05:01:40.446Z,2023-04-09T05:11:46Z,4175227827,212,23.1,4175227829,213,4.1,4175227821,56,Back,4175227825,141,52.6,4175227823,140,27.8,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797939,22,1,1,1,29,9xmhnv6im8h7c9e17oqvcx8gl,1,33.2,43.4,2023-04-09T05:01:43.231Z,2023-04-09T05:11:54Z,4175227983,213,5.5,4175227985,1,,4175227975,56,Right,4175227977,140,58.9,4175227981,212,38.0,4175227979,141,4.0,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797963,23,1,1,1,35,9xmhnv6im8h7c9e17oqvcx8gl,1,63.3,4,2023-04-09T05:01:49.487Z,2023-04-09T05:01:52Z,4175228077,212,11.0,4175228073,140,55.8,4175228075,141,15.3,4175228079,213,2.4,4175228071,56,Right,,,,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797989,24,1,1,1,38,9xmhnv6im8h7c9e17oqvcx8gl,1,53.6,18.2,2023-04-09T05:01:52.287Z,2023-04-09T05:01:56Z,4175228175,56,Back,4175228183,213,1.8,4175228179,141,55.8,4175228181,212,26.2,4175228177,140,48.0,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798019,25,1,1,1,42,9xmhnv6im8h7c9e17oqvcx8gl,1,52.6,59.7,2023-04-09T05:01:55.951Z,2023-04-09T05:12:03Z,4175228329,141,93.5,4175228331,212,24.9,4175228327,140,61.8,4175228333,213,1.2,4175228325,56,Left,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530803139,126,61,1,1,45,9xmhnv6im8h7c9e17oqvcx8gl,0,73.5,92.9,2023-04-09T05:01:59.433Z,2023-04-09T05:12:55Z,4175252199,56,Left,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798035,16,4,1,1,46,cuj4qahgk4idsme4dg8clk6gw,1,29.6,6.8,2023-04-09T05:02:00.365Z,2023-04-09T05:02:18Z,4175228835,13,,4175228863,233,27,4175228839,265,,4175228409,285,,4175228837,152,,4175228407,56,Back,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798041,26,43,1,1,46,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-09T05:02:00.365Z,2023-04-09T05:02:08Z,4175228435,56,Left,4175228501,233,16,4175228561,144,3,4175228437,286,0,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798043,27,4,1,1,46,9xmhnv6im8h7c9e17oqvcx8gl,0,70.4,93.2,2023-04-09T05:02:00.366Z,2023-04-09T05:02:18Z,4175228445,56,Left,4175228451,286,,4175228443,13,,4175228871,233,16,4175228449,265,,4175228447,152,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798167,17,1,1,2,13,cuj4qahgk4idsme4dg8clk6gw,1,30.1,11.9,2023-04-09T05:02:27.539Z,2023-04-09T05:13:27Z,4175229155,56,Center,4175229153,152,,4175229149,5,,4175229165,1,,4175229163,213,0.4,4175229159,141,42.7,4175229151,155,,4175229157,140,73.5,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,4175229161,212,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798179,18,1,1,2,15,cuj4qahgk4idsme4dg8clk6gw,0,73.5,42.7,2023-04-09T05:02:29.114Z,2023-04-09T05:14:58Z,4175229229,56,Center,4175229231,140,80.5,4175229237,213,5.7,4175229225,168,,4175229233,141,36.1,4175229235,212,8.6,4175229223,3,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804063,155,49,1,2,16,9xmhnv6im8h7c9e17oqvcx8gl,1,20.9,67.6,2023-04-09T05:02:30.645Z,2023-04-09T05:15:00Z,,,,,,,,,,,,,,,,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798175,28,1,1,2,17,9xmhnv6im8h7c9e17oqvcx8gl,0,20.5,67.2,2023-04-09T05:02:31.655Z,2023-04-10T13:47:12Z,4175229207,212,9.0,4175229203,140,28.3,4175229201,56,Back,4175229209,213,5.8,4175229205,141,61.6,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530801217,73,1,1,2,18,cuj4qahgk4idsme4dg8clk6gw,0,74.2,39.6,2023-04-09T05:02:32.434Z,2023-04-09T05:15:27Z,4175257787,140,63.8,4175257789,141,40.0,4175257785,56,Center,4175257793,213,3.1,4175257791,212,10.9,4175257783,3,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798205,29,1,1,2,19,9xmhnv6im8h7c9e17oqvcx8gl,1,36.7,69.9,2023-04-09T05:02:33.151Z,2023-04-09T05:14:46Z,4175229309,56,Back,4175229317,213,5.4,4175229307,3,,4175229311,140,45.7,4175229313,141,54.5,4175229315,212,14.1,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798215,30,43,1,2,20,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-09T05:02:34.351Z,2023-04-09T05:15:36Z,4175258217,144,49,,,,,,,,,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798221,31,61,1,2,20,9xmhnv6im8h7c9e17oqvcx8gl,0,43.4,56.1,2023-04-09T05:02:34.831Z,2023-04-09T05:15:38Z,4175229369,56,Back,,,,,,,,,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798231,19,49,1,2,22,cuj4qahgk4idsme4dg8clk6gw,1,56,45.4,2023-04-09T05:02:36.398Z,2023-04-09T05:16:01Z,,,,,,,,,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798245,20,1,1,2,22,cuj4qahgk4idsme4dg8clk6gw,1,56,45.4,2023-04-09T05:02:36.731Z,2023-04-09T05:16:03Z,4175229463,212,10.2,4175229465,213,4.5,4175229457,56,Center,4175229461,141,30.9,4175229459,140,53.5,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798273,21,1,1,2,23,cuj4qahgk4idsme4dg8clk6gw,1,53.5,30.7,2023-04-09T05:02:37.818Z,2023-04-09T05:16:07Z,4175229583,212,14.9,4175229579,140,55.1,4175229581,141,8.9,4175229585,213,4.8,4175229577,56,Right,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798325,22,1,1,2,26,cuj4qahgk4idsme4dg8clk6gw,1,55.1,8,2023-04-09T05:02:40.737Z,2023-04-09T05:16:11Z,4175229783,140,97.0,4175229791,1,,4175229781,56,Right,4175229789,213,6.3,4175229785,141,7.3,4175229787,212,44.0,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798337,24,61,1,2,33,cuj4qahgk4idsme4dg8clk6gw,0,98,5.3,2023-04-09T05:02:47.171Z,2023-04-09T05:05:40Z,4175229831,56,Right,,,,,,,,,,,,,,,,,,,,,,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798331,23,43,1,2,33,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-09T05:02:47.393Z,2023-04-09T05:02:50Z,4175229853,144,45,4175229809,56,Right,4175229811,286,0,,,,,,,,,,,,,,,,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
