id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/16/value,qualifier/17/value
2500858627,14,1,1,1,3,chu9blh367xs3yumct5tqto2q,0,25.8,4.6,2023-01-27T08:46:49.251Z,2023-03-02T16:53:26Z,3996233417,56,Back,3996233419,140,31.1,3996233423,212,8.3,3996233421,141,13.7,3996233425,213,0.8,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858637,15,61,1,1,5,v046no35g7ebk8lytdjmfb43,0,69.4,79.9,2023-01-27T08:46:50.935Z,2023-03-02T16:48:57Z,3996233451,56,Left,,,,,,,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858655,15,1,1,1,6,chu9blh367xs3yumct5tqto2q,1,29.1,30.8,2023-01-27T08:46:52.475Z,2023-03-02T16:53:26Z,3996233513,140,42.5,3996233511,56,Back,3996233517,212,17.7,3996233515,141,14.9,3996233519,213,5.6,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858665,16,1,1,1,8,chu9blh367xs3yumct5tqto2q,0,42.5,14.9,2023-01-27T08:46:54.660Z,2023-03-02T16:53:26Z,3996233541,212,22.0,3996233543,213,0.3,3996233535,56,Center,3996233537,140,62.4,3996233539,141,25.0,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858663,16,49,1,1,9,v046no35g7ebk8lytdjmfb43,1,37.5,80,2023-01-27T08:46:55.414Z,2023-03-02T16:48:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858677,17,1,1,1,10,v046no35g7ebk8lytdjmfb43,0,38.2,80.5,2023-01-27T08:46:56.231Z,2023-03-21T07:28:39Z,3996233569,56,Left,3996233585,213,0.0,3996233575,140,55.7,3996233581,212,18.4,3996233577,141,81.4,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523118153,932,8,1,1,11,chu9blh367xs3yumct5tqto2q,1,42.2,12.4,2023-01-27T08:46:57.125Z,2023-03-21T05:31:49Z,4113682199,56,Back,4113682257,385,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858691,18,61,1,1,12,v046no35g7ebk8lytdjmfb43,1,55.8,81.5,2023-01-27T08:46:58.415Z,2023-03-21T05:32:02Z,3996233659,56,Left,,,,,,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858693,19,50,1,1,14,v046no35g7ebk8lytdjmfb43,1,65.8,93,2023-01-27T08:46:59.782Z,2023-03-02T16:48:56Z,3996233697,233,17,3996233671,56,Left,3996233673,286,,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858697,17,7,1,1,14,chu9blh367xs3yumct5tqto2q,1,34.2,7,2023-01-27T08:46:59.783Z,2023-03-02T16:53:25Z,3996233687,285,,3996233685,56,Back,3996233683,167,,3996233693,233,19,3996770861,385,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858699,18,5,1,1,15,chu9blh367xs3yumct5tqto2q,0,35.2,-1.4,2023-01-27T08:47:00.966Z,2023-03-02T16:53:25Z,3996233689,56,Back,3996233691,347,,3996233937,233,20,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858765,20,5,1,1,15,v046no35g7ebk8lytdjmfb43,1,64.8,101.4,2023-01-27T08:47:00.966Z,2023-03-02T16:48:56Z,3996233931,347,,3996233933,233,18,3996233929,56,Left,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858783,21,1,1,1,33,v046no35g7ebk8lytdjmfb43,1,61.3,100,2023-01-27T08:47:19.686Z,2023-03-02T16:48:56Z,3996233999,56,Left,3996234007,213,4.8,3996233997,107,,3996234005,212,6.7,3996234001,140,62.0,3996234003,141,91.5,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858787,22,1,1,1,36,v046no35g7ebk8lytdjmfb43,0,64.9,92.3,2023-01-27T08:47:22.583Z,2023-03-02T16:48:56Z,3996234023,213,2.2,3996234021,212,8.0,3996234019,141,100.0,3996234015,56,Left,3996234017,140,60.3,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858837,19,5,1,1,37,chu9blh367xs3yumct5tqto2q,1,37.8,-1.4,2023-01-27T08:47:23.481Z,2023-03-02T16:53:25Z,3996234243,56,Back,3996234263,233,23,3996234245,347,,,,,,,,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858789,23,5,1,1,37,v046no35g7ebk8lytdjmfb43,0,62.2,101.4,2023-01-27T08:47:23.481Z,2023-03-02T16:48:56Z,3996234277,233,19,3996234025,56,Left,3996234027,347,,,,,,,,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858853,20,1,1,1,49,chu9blh367xs3yumct5tqto2q,1,43.6,0,2023-01-27T08:47:34.803Z,2023-03-21T05:33:19Z,3996234329,107,,3996234339,213,0.6,3996234335,141,20.0,3996234331,56,Right,3996234333,140,64.4,3996234341,1,,3996234337,212,26.0,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858863,21,1,1,1,52,chu9blh367xs3yumct5tqto2q,1,65.6,16.6,2023-01-27T08:47:38.395Z,2023-03-02T16:53:24Z,3996234389,212,7.2,3996234383,56,Right,3996234391,213,5.0,3996234385,140,67.6,3996234387,141,6.4,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858879,22,1,1,1,55,chu9blh367xs3yumct5tqto2q,0,74.7,6.4,2023-01-27T08:47:41.307Z,2023-03-21T05:33:57Z,3996234457,140,94.6,4113683719,4,,3996234461,212,28.8,3996234463,213,0.8,3996234453,155,,3996234455,56,Center,3996234459,141,35.6,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858873,24,52,1,1,57,v046no35g7ebk8lytdjmfb43,1,4.1,65.7,2023-01-27T08:47:43.590Z,2023-03-02T16:48:55Z,3996771589,377,,,,,,,,,,,,,,,,,,,,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858913,25,1,1,2,0,v046no35g7ebk8lytdjmfb43,1,8,51.8,2023-01-27T08:47:46.470Z,2023-03-02T16:48:55Z,3996234577,140,21.6,3996234575,56,Back,3996234581,212,29.9,3996234573,123,,3996234583,213,5.2,3996234579,141,13.1,3996274429,189,,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858947,26,1,1,2,6,v046no35g7ebk8lytdjmfb43,1,23.7,13.4,2023-01-27T08:47:51.863Z,2023-03-02T16:48:55Z,3996234721,155,,3996234725,140,73.9,3996234731,213,0.1,3996234733,1,,3996234723,56,Right,3996234729,212,52.8,3996234727,141,18.3,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858951,27,50,1,2,13,v046no35g7ebk8lytdjmfb43,1,94.6,23.8,2023-01-27T08:47:59.478Z,2023-03-02T16:48:55Z,3996234773,233,23,3996234741,56,Center,3996234743,286,,,,,,,,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858955,23,7,1,2,13,chu9blh367xs3yumct5tqto2q,0,5.4,76.2,2023-01-27T08:47:59.479Z,2023-03-21T05:34:38Z,3996234757,233,27,3996234751,285,,3996771755,385,,3996234749,56,Back,,,,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858981,28,1,1,2,14,v046no35g7ebk8lytdjmfb43,1,94.5,20.3,2023-01-27T08:48:00.310Z,2023-03-02T16:48:54Z,3996234857,141,23.1,3996234855,140,88.6,3996234853,56,Center,3996234859,212,6.5,3996234861,213,2.8,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500859003,29,1,1,2,19,v046no35g7ebk8lytdjmfb43,1,78.6,41.5,2023-01-27T08:48:05.254Z,2023-03-02T16:48:54Z,3996234937,140,77.5,3996234941,212,1.6,3996234943,213,2.4,3996234935,56,Center,3996234939,141,43.1,,,,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500859017,30,1,1,2,21,v046no35g7ebk8lytdjmfb43,1,79.3,39.2,2023-01-27T08:48:07.158Z,2023-03-02T16:48:54Z,3996235031,212,16.3,3996235025,56,Center,3996235023,155,,3996235033,213,5.6,3996235029,141,24.1,3996235027,140,91.3,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500859025,31,1,1,2,24,v046no35g7ebk8lytdjmfb43,0,98.2,29.3,2023-01-27T08:48:10.630Z,2023-03-21T05:35:34Z,3996235067,140,92.2,3996235065,56,Center,4113684537,195,,3996235069,141,50.3,3996235073,213,2.0,3996235071,212,15.6,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500859029,24,8,1,2,25,chu9blh367xs3yumct5tqto2q,1,8.7,45.5,2023-01-27T08:48:10.970Z,2023-03-21T05:36:53Z,3996235089,56,Back,3996772027,384,,,,,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
