id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,qualifier/16/value,qualifier/18/value
2484573171,13,56,1,0,39,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-11-12T14:32:58.086Z,2022-11-13T00:11:05Z,3910322303,56,Back,,,,,,,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573135,11,5,1,0,40,9gefq4dz9b2hl8rqrxwrlrzmp,0,64,101.8,2022-11-12T14:32:58.588Z,2022-11-13T00:11:14Z,3910323407,233,14,3910322135,56,Left,3910322139,347,,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573385,14,5,1,0,40,cu0eztmjcsbydyp53aleznorw,1,36,-1.8,2022-11-12T14:32:58.588Z,2022-11-13T00:11:13Z,3910323311,347,,3910323389,233,11,3910323309,56,Back,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573425,15,1,1,0,56,cu0eztmjcsbydyp53aleznorw,1,33.9,0,2022-11-12T14:33:15.235Z,2022-11-13T00:11:47Z,3910323473,107,,3910323479,141,12.8,3910323483,213,0.9,3910323481,212,12.7,3910323477,140,41.2,3910323475,56,Back,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573459,16,1,1,0,57,cu0eztmjcsbydyp53aleznorw,1,41.2,12.8,2022-11-12T14:33:16.285Z,2022-11-13T00:12:03Z,3910323609,140,38.8,3910323607,56,Back,3910323613,212,8.0,3910323611,141,1.7,3910323605,3,,3912816397,178,,3910323615,213,4.4,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573577,17,1,1,0,59,cu0eztmjcsbydyp53aleznorw,1,38.8,1.6,2022-11-12T14:33:18.245Z,2022-11-13T00:12:11Z,3910324159,213,0.4,3912816555,178,,3910324155,141,16.7,3910324157,212,27.0,3910324151,56,Right,3910324153,140,62.6,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573591,18,1,1,1,1,cu0eztmjcsbydyp53aleznorw,0,62.6,16.7,2022-11-12T14:33:19.783Z,2022-11-13T00:12:20Z,3912816661,178,,3910324225,213,5.9,3910324221,141,12.3,3910324223,212,8.7,3910324219,140,70.4,3910324217,56,Right,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573507,12,49,1,1,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,30,86.1,2022-11-12T14:33:21.045Z,2022-11-13T00:12:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573611,13,1,1,1,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.2,84.8,2022-11-12T14:33:21.115Z,2022-11-13T00:12:27Z,3910324313,140,26.4,3910324311,56,Back,3910324319,213,4.4,3910324317,212,9.9,3912816751,178,,3910324315,141,70.9,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573691,14,1,1,1,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,26.4,65.8,2022-11-12T14:33:24.674Z,2022-11-13T00:12:30Z,3910324723,213,3.7,3910324721,212,22.5,3910324719,141,47.0,3910324717,140,8.8,3912816805,178,,3910324715,56,Back,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573739,15,1,1,1,10,9gefq4dz9b2hl8rqrxwrlrzmp,1,8.7,45.2,2022-11-12T14:33:29.155Z,2022-11-13T00:12:34Z,3910324989,212,19.5,3910324987,141,35.2,3910324985,140,26.1,3912816907,178,,3910324991,213,5.9,3910324983,56,Back,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573811,16,1,1,1,12,9gefq4dz9b2hl8rqrxwrlrzmp,0,26,31.5,2022-11-12T14:33:31.215Z,2022-11-13T00:12:37Z,3912816951,178,,3910325369,213,4.7,3910325367,212,22.2,3910325365,141,0.0,3910325361,56,Back,3910325363,140,25.5,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573813,17,5,1,1,14,9gefq4dz9b2hl8rqrxwrlrzmp,0,26,-1.1,2022-11-12T14:33:32.798Z,2022-11-13T00:12:42Z,3910325373,347,,3910325371,56,Back,3910325415,233,20,,,,,,,,,,,,,,,,7o3fumeufgigw092b7i5n4f6x,A. Haidara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573809,20,5,1,1,14,cu0eztmjcsbydyp53aleznorw,1,74,101.1,2022-11-12T14:33:32.798Z,2022-11-13T00:12:43Z,3910325359,347,,3910325401,233,17,3910325357,56,Left,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573879,21,1,1,1,17,cu0eztmjcsbydyp53aleznorw,1,73.4,100,2022-11-12T14:33:36.355Z,2022-11-13T00:12:56Z,3910325721,212,13.9,3910325703,107,,3910325715,141,83.8,3910325707,56,Left,3910325711,140,66.2,3910325725,213,4.1,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573907,22,1,1,1,18,cu0eztmjcsbydyp53aleznorw,1,66.2,83.8,2022-11-12T14:33:37.215Z,2022-11-13T00:12:59Z,3910325873,213,1.4,3910325871,212,8.3,3910325861,56,Left,3910325869,141,95.9,3910325865,140,67.3,3912817307,178,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573957,23,1,1,1,19,cu0eztmjcsbydyp53aleznorw,1,67.3,96,2022-11-12T14:33:38.013Z,2022-11-13T00:13:05Z,3910326129,140,59.9,3912817373,178,,3910326127,56,Left,3910326135,213,3.9,3910326131,141,85.6,3910326133,212,10.5,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573983,24,1,1,1,22,cu0eztmjcsbydyp53aleznorw,1,59.9,85.6,2022-11-12T14:33:40.653Z,2022-11-13T00:13:09Z,3912817419,178,,3910326271,56,Back,3910326273,140,42.9,3910326277,212,18.1,3910326275,141,90.3,3910326279,213,3.0,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574021,25,1,1,1,24,cu0eztmjcsbydyp53aleznorw,1,42.9,90,2022-11-12T14:33:42.974Z,2022-11-13T00:13:15Z,3910326485,213,6.2,3910326479,140,69.8,3910326477,56,Left,3912817477,178,,3910326481,141,86.8,3910326483,212,28.3,3910326475,155,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574053,26,2,1,1,26,cu0eztmjcsbydyp53aleznorw,1,69.8,86.8,2022-11-12T14:33:44.645Z,2022-11-13T00:13:27Z,3910326627,3,,3910326981,7,cjq9g6zgcxk1ceo2xzpe1qnyt,3912817585,388,,3910326633,141,64.6,3910326631,140,73.1,3910326629,56,Center,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574083,18,55,1,1,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,23.6,11,2022-11-12T14:33:44.646Z,2022-11-13T00:13:27Z,,,,,,,,,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574397,19,1,1,1,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,24.1,44.6,2022-11-12T14:34:00.175Z,2022-11-13T00:13:34Z,3910328325,213,4.8,3910328313,5,,3910328317,56,Back,3910328315,241,,3912817659,178,,3910328323,212,12.0,3910328321,141,27.0,3910328319,140,24.7,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574457,20,1,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,24.5,27.6,2022-11-12T14:34:02.725Z,2022-11-13T00:13:40Z,3910328651,141,50.1,3910328653,212,15.8,3912817783,178,,3910328655,213,1.3,3910328647,56,Back,3910328649,140,28.2,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574531,21,1,1,1,47,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.8,51.9,2022-11-12T14:34:05.576Z,2022-11-13T00:13:44Z,3910329093,213,1.4,3910329091,212,17.4,3912817873,178,,3910329089,141,77.3,3910329085,56,Back,3910329087,140,31.8,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574595,22,1,1,1,50,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.7,74.8,2022-11-12T14:34:08.836Z,2022-11-13T00:13:45Z,3910329367,140,31.5,3910329365,56,Back,3910329375,213,4.5,3910329369,141,54.8,3912817885,178,,3910329371,212,14.0,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574711,23,1,1,1,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,31,49.7,2022-11-12T14:34:10.877Z,2022-11-13T00:13:48Z,3910329917,140,34.7,3910329915,56,Back,3912817905,178,,3910329921,212,24.5,3910329923,213,4.9,3910329919,141,14.1,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574777,24,1,1,1,57,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.9,13.7,2022-11-12T14:34:15.564Z,2022-11-13T00:13:52Z,3910330265,140,30.4,3910330267,141,41.3,3910330269,212,19.4,3912817953,178,,3910330271,213,1.8,3910330263,56,Back,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574827,25,1,1,1,59,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.2,48.9,2022-11-12T14:34:18.455Z,2022-11-13T00:13:57Z,3910330525,141,78.5,3910330527,212,20.5,3910330529,213,1.4,3910330521,56,Back,3910330523,140,32.7,3912818021,178,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484574901,26,1,1,2,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.5,74.2,2022-11-12T14:34:20.684Z,2022-11-13T00:14:07Z,3912818085,178,,3910330963,56,Back,3910330973,1,,3910330971,213,4.7,3910330967,141,15.6,3910330965,140,32.5,3910330969,212,39.8,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484575029,27,1,1,2,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.5,13.9,2022-11-12T14:34:24.115Z,2022-11-13T00:14:15Z,3910331693,141,7.0,3910331691,140,88.2,3910331697,213,6.2,3912818185,178,,3910331687,155,,3910331695,212,58.7,3910331699,1,,3910331689,56,Right,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484575087,28,1,1,2,12,9gefq4dz9b2hl8rqrxwrlrzmp,1,92.9,4.5,2022-11-12T14:34:31.277Z,2022-11-13T00:14:19Z,3910331943,56,Right,3910331951,213,2.9,3912818249,178,,3910331949,212,20.1,3910331945,140,74.5,3910331947,141,12.5,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484575107,29,1,1,2,15,9gefq4dz9b2hl8rqrxwrlrzmp,1,73.5,12.3,2022-11-12T14:34:33.716Z,2022-11-13T00:14:23Z,3910332053,140,68.6,3910332051,56,Center,3910332057,212,8.1,3912818301,178,,3910332055,141,21.5,3910332059,213,2.3,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
