id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2468798611,11,1,1,0,29,7ad69ngbpjuyzv96drf8d9sn2,1,35.4,78.2,2022-10-08T13:31:14.309Z,2022-10-09T02:57:41Z,3827018153,56,Back,3827018155,140,39.8,3827018159,212,11.9,3827018157,141,94.4,3830269613,178,,3827018161,213,1.2,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798685,12,1,1,0,31,7ad69ngbpjuyzv96drf8d9sn2,1,39.8,94.4,2022-10-08T13:31:16.608Z,2022-10-09T02:57:44Z,3827018551,212,22.7,3827018553,213,3.6,3827018545,140,20.8,3827018541,56,Back,3827018549,141,78.6,3830269643,178,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798821,13,1,1,0,34,7ad69ngbpjuyzv96drf8d9sn2,1,20.8,78.6,2022-10-08T13:31:19.387Z,2022-10-09T02:57:48Z,3827019311,213,4.3,3827019307,141,47.6,3827019303,56,Back,3830269701,178,,3827019309,212,22.7,3827019305,140,12.7,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798885,14,1,1,0,41,7ad69ngbpjuyzv96drf8d9sn2,1,12.7,47.6,2022-10-08T13:31:27.064Z,2022-10-09T02:57:57Z,3827019637,213,5.0,3827019629,56,Back,3830269945,178,,3827019633,141,12.3,3827019635,212,25.4,3827019631,140,20.6,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799003,15,1,1,0,47,7ad69ngbpjuyzv96drf8d9sn2,1,29.5,9.3,2022-10-08T13:31:32.596Z,2022-10-09T02:58:01Z,3830270065,178,,3827020287,213,0.0,3827020277,155,,3827020283,141,9.6,3827020279,56,Right,3827020281,140,63.6,3827020289,1,,3827020285,212,35.8,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799011,16,1,1,0,55,7ad69ngbpjuyzv96drf8d9sn2,0,98.5,23.3,2022-10-08T13:31:40.485Z,2022-10-09T02:58:04Z,3827020319,140,95.6,3827020323,212,9.4,3827020325,213,1.9,3827020321,141,36.4,3830270119,178,,3827020317,56,Center,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799113,7,12,1,0,55,cz4a6wmzx2obyisadhgaccx7b,1,3.3,69.6,2022-10-08T13:31:40.989Z,2022-10-09T02:58:11Z,3827020897,212,19.3,3827020893,141,97.8,3830270257,178,,3827020891,140,1.4,3827020899,213,1.7,3827020889,56,Back,,,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799123,8,61,1,1,0,cz4a6wmzx2obyisadhgaccx7b,0,1.7,97.8,2022-10-08T13:31:46.063Z,2022-10-09T02:58:20Z,3830270495,178,,3827020909,56,Back,3830270493,21,,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799129,9,5,1,1,1,cz4a6wmzx2obyisadhgaccx7b,0,3.4,100.9,2022-10-08T13:31:46.811Z,2022-10-09T02:58:26Z,3827020933,347,,3827021035,233,17,3827020931,56,Back,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799135,17,5,1,1,1,7ad69ngbpjuyzv96drf8d9sn2,1,96.6,-0.9,2022-10-08T13:31:46.811Z,2022-10-09T02:58:26Z,3827020959,56,Right,3827020961,347,,3827020997,233,9,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799409,18,1,1,1,19,7ad69ngbpjuyzv96drf8d9sn2,1,93.6,0,2022-10-08T13:32:04.941Z,2022-10-09T02:58:30Z,3827022315,56,Right,3827022323,213,2.2,3827022319,141,8.5,3827022321,212,8.9,3827022313,107,,3827022317,140,88.5,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799477,19,2,1,1,21,7ad69ngbpjuyzv96drf8d9sn2,1,88.5,8.5,2022-10-08T13:32:06.530Z,2022-10-09T02:58:37Z,3827022637,140,90.2,3827022639,141,4.1,3827022635,56,Right,3827022633,7,9qo448ueot8pfc5oqo378wag9,3830270901,178,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799497,10,55,1,1,21,cz4a6wmzx2obyisadhgaccx7b,1,8.4,91.9,2022-10-08T13:32:06.531Z,2022-10-09T02:58:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799903,11,1,1,1,44,cz4a6wmzx2obyisadhgaccx7b,1,11.6,92.6,2022-10-08T13:32:29.448Z,2022-10-09T02:58:42Z,3827024815,5,,3827024847,1,,3827024845,213,6.2,3827024827,241,,3827024839,141,80.9,3827024831,56,Left,3827024835,140,69.0,3830271043,178,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,3827029579,155,3827024843,212,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799909,12,1,1,1,47,cz4a6wmzx2obyisadhgaccx7b,0,61,85.1,2022-10-08T13:32:32.761Z,2022-10-09T02:58:52Z,3827024881,141,77.9,3827024873,3,,3827024885,213,5.9,3827024875,168,,3827024883,212,12.6,3827024879,140,72.1,3827024877,56,Center,3830271323,178,,8czesxhh2bedy0ukqb95rk82d,S. Polter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799923,20,1,1,1,48,7ad69ngbpjuyzv96drf8d9sn2,1,21.4,24.5,2022-10-08T13:32:34.189Z,2022-10-09T02:58:58Z,3827024935,3,,3827024941,141,3.2,3827024939,140,30.5,3827024945,213,5.3,3827024943,212,17.4,3827024937,56,Back,3830271433,178,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799949,21,1,1,1,50,7ad69ngbpjuyzv96drf8d9sn2,1,30.5,3.2,2022-10-08T13:32:35.837Z,2022-10-09T02:59:02Z,3827025091,213,1.1,3827025085,141,13.3,3827025081,140,33.6,3827025089,212,7.6,3827025071,3,,3827025077,56,Back,3830271525,388,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468799963,22,1,1,1,52,7ad69ngbpjuyzv96drf8d9sn2,0,33.6,13.3,2022-10-08T13:32:37.392Z,2022-10-09T02:59:13Z,3827025197,56,Back,3827025201,141,20.2,3827025205,213,0.7,3827025193,3,,3830271849,178,,3827025195,168,,3827025203,212,7.5,3827025199,140,39.2,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800001,13,1,1,1,53,cz4a6wmzx2obyisadhgaccx7b,1,64.1,71.7,2022-10-08T13:32:38.521Z,2022-10-09T02:59:18Z,3827025415,140,44.5,3827025419,212,26.4,3827025421,213,2.5,3827025413,56,Back,3827025417,141,96.0,3830271957,178,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800071,14,1,1,1,55,cz4a6wmzx2obyisadhgaccx7b,1,44.2,96.3,2022-10-08T13:32:40.771Z,2022-10-09T02:59:21Z,3830271999,178,,3827025755,56,Back,3827025759,141,70.8,3827025757,140,19.6,3827025763,213,3.7,3827025761,212,31.1,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800087,15,1,1,1,58,cz4a6wmzx2obyisadhgaccx7b,1,19.9,70.8,2022-10-08T13:32:43.886Z,2022-10-09T02:59:28Z,3827025849,141,41.5,3827025845,56,Back,3827025851,212,21.3,3827025847,140,27.1,3827025853,213,5.1,3830272165,178,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800105,16,1,1,2,0,cz4a6wmzx2obyisadhgaccx7b,0,27.1,41.5,2022-10-08T13:32:45.746Z,2022-10-09T03:00:06Z,3827025939,212,27.8,3827025931,140,48.0,3827025935,141,66.5,3827025941,213,0.7,3830273127,178,,3827025925,56,Back,,,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800129,23,1,1,2,1,7ad69ngbpjuyzv96drf8d9sn2,0,50.8,34.1,2022-10-08T13:32:46.758Z,2022-10-09T03:00:10Z,3827026059,56,Center,3827026061,140,58.7,3827026065,212,8.3,3827026063,141,32.9,3830273179,178,,3827026067,213,6.2,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800179,17,1,1,2,3,cz4a6wmzx2obyisadhgaccx7b,1,39.5,67.2,2022-10-08T13:32:48.334Z,2022-10-09T03:00:18Z,3827026343,212,19.3,3827026339,140,33.3,3827026345,213,1.9,3827026341,141,93.9,3827026335,3,,3827026337,56,Back,3830273315,178,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800209,18,1,1,2,6,cz4a6wmzx2obyisadhgaccx7b,1,31.1,95.9,2022-10-08T13:32:51.569Z,2022-10-09T03:00:22Z,3827026497,213,5.3,3830273495,178,,3827026491,140,35.8,3827026495,212,8.8,3827026489,56,Back,3827026493,141,85.2,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800411,19,1,1,2,7,cz4a6wmzx2obyisadhgaccx7b,1,33.7,83.7,2022-10-08T13:32:52.928Z,2022-10-09T03:00:26Z,3827027487,56,Back,3827027497,1,,3827027493,212,34.7,3830273579,178,,3827027491,141,58.7,3827027495,213,3.7,3827027489,140,4.9,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800653,20,1,1,2,27,cz4a6wmzx2obyisadhgaccx7b,0,20.9,53.6,2022-10-08T13:33:12.911Z,2022-10-09T03:00:37Z,3827028695,213,0.1,3827028689,140,70.6,3827028699,1,,3827028691,141,65.0,3827028685,155,,3827028693,212,52.8,3830273809,178,,3827028687,56,Center,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800629,24,4,1,2,31,7ad69ngbpjuyzv96drf8d9sn2,1,27.6,39.5,2022-10-08T13:33:16.470Z,2022-10-09T03:00:41Z,3827029257,13,,3827029263,285,,3827029261,152,,3827029313,233,21,3827028557,56,Back,3827029259,294,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800697,21,4,1,2,31,cz4a6wmzx2obyisadhgaccx7b,0,72.4,60.5,2022-10-08T13:33:16.471Z,2022-10-09T03:00:41Z,3827028925,13,,3827029755,294,,3827028927,56,Center,3827028943,286,,3827029337,233,24,3827028933,152,,3830273907,178,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468800663,25,43,1,2,33,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-08T13:33:18.754Z,2022-10-08T13:33:25Z,3827029401,144,49,,,,,,,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468801037,26,1,1,2,54,7ad69ngbpjuyzv96drf8d9sn2,1,25.8,39,2022-10-08T13:33:39.951Z,2022-10-09T03:00:45Z,3827030589,5,,3830274037,178,,3827030605,141,33.7,3827030601,140,32.6,3827030593,152,,3827030611,213,5.8,3827030607,212,8.0,3827030597,56,Back,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468801065,27,1,1,2,55,7ad69ngbpjuyzv96drf8d9sn2,1,32.6,33.7,2022-10-08T13:33:40.973Z,2022-10-09T03:00:51Z,3827030727,213,2.8,3830274189,178,,3827030723,141,39.8,3827030719,56,Back,3827030721,140,22.4,3827030725,212,11.5,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468801099,28,1,1,2,57,7ad69ngbpjuyzv96drf8d9sn2,1,22.4,39.8,2022-10-08T13:33:42.895Z,2022-10-09T03:00:55Z,3827030883,212,22.2,3830274331,178,,3827030879,140,18.8,3827030881,141,72.0,3827030885,213,1.7,3827030877,56,Back,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468801161,29,1,1,2,59,7ad69ngbpjuyzv96drf8d9sn2,1,18.8,72,2022-10-08T13:33:44.872Z,2022-10-09T03:00:58Z,3830274435,178,,3827031187,140,30.7,3827031189,141,84.5,3827031191,212,15.1,3827031185,56,Back,3827031193,213,0.6,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468801189,30,1,1,3,3,7ad69ngbpjuyzv96drf8d9sn2,1,32.4,83.1,2022-10-08T13:33:49.003Z,2022-10-09T03:01:06Z,3830274625,178,,3827031321,141,75.0,3827031319,140,25.3,3827031323,212,9.3,3827031317,56,Back,3827031327,213,3.8,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468801219,31,1,1,3,4,7ad69ngbpjuyzv96drf8d9sn2,1,25.3,75,2022-10-08T13:33:49.696Z,2022-10-09T03:01:15Z,3827031481,213,2.6,3827031473,56,Back,3827031475,140,16.8,3830274845,178,,3827031479,212,10.6,3827031477,141,83.5,,,,,,,8wlyh0e8178je0hylqjifbkr9,C. Aránguiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
