id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2503744173,19,12,1,1,20,9gefq4dz9b2hl8rqrxwrlrzmp,1,9.8,47.9,2023-02-04T14:33:10.756Z,2023-02-05T12:22:24Z,4011334881,15,,4011334839,213,0.1,4011334837,212,21.3,4014099999,388,,4011334833,140,30.0,4011334831,56,Back,4011334835,141,50.0,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744197,14,13,1,1,23,8q1ul09cygzswb7tb456bmifv,1,69.8,35.9,2023-02-04T14:33:13.992Z,2023-02-05T06:33:34Z,4011334949,18,,4011336283,20,,4011336791,103,97.2,4011336803,231,49.1,4011336799,458,,4014100043,178,,4011336281,25,,4013345529,81,,38knnji3m4qg6pqohph35n74l,B. Schmitz,4011336787,102,37.0,4011334951,56,Center,4011336801,230,4013345531,215,,4011336797,328,98.9,,,,,,,,,,,,,,,,,
2503744245,15,5,1,1,26,8q1ul09cygzswb7tb456bmifv,0,101.2,35.8,2023-02-04T14:33:16.429Z,2023-02-05T06:33:37Z,4011335243,56,Center,4011335245,346,,4011335347,233,20,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744183,20,5,1,1,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,-1.2,64.2,2023-02-04T14:33:16.429Z,2023-02-05T06:33:38Z,4011335299,233,15,4011334895,56,Back,4011334897,346,,,,,,,,,,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744609,21,1,1,1,40,9gefq4dz9b2hl8rqrxwrlrzmp,1,4,51.3,2023-02-04T14:33:30.477Z,2023-02-05T06:33:40Z,4011337061,237,,4011337047,124,,4011337049,56,Back,4011337051,140,10.0,4011337053,141,30.8,4011337055,212,15.3,4011337057,213,5.1,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744693,22,1,1,1,41,9gefq4dz9b2hl8rqrxwrlrzmp,0,13.4,15.4,2023-02-04T14:33:31.340Z,2023-02-05T06:33:45Z,4011337409,56,Center,4011337415,212,51.0,4011337413,141,31.1,4011337407,155,,4011337411,140,60.9,4011337417,213,0.2,4014100239,178,,4011337419,1,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744759,16,1,1,1,47,8q1ul09cygzswb7tb456bmifv,1,43.1,76,2023-02-04T14:33:37.928Z,2023-02-05T06:33:50Z,4011337735,3,,4014100369,388,,4011337745,213,0.1,4011337743,212,18.6,4011337741,141,77.5,4011337739,140,60.8,4011337737,56,Center,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744761,17,61,1,1,50,8q1ul09cygzswb7tb456bmifv,0,60.5,77.5,2023-02-04T14:33:41.029Z,2023-02-05T06:34:07Z,4011337749,56,Center,4014100653,15,,4014100655,178,,,,,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744821,24,1,1,1,53,9gefq4dz9b2hl8rqrxwrlrzmp,0,33.6,33.8,2023-02-04T14:33:43.465Z,2023-02-05T06:34:12Z,4011337989,140,34.2,4011337991,141,32.9,4011338227,286,,4014100761,178,,4011338223,233,18,4011337987,56,Back,4011337993,212,0.9,4011337995,213,5.5,1qthvf5krys0pzk24h8wtr9at,K. Laimer,4011338221,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744863,18,74,1,1,53,8q1ul09cygzswb7tb456bmifv,1,57.2,75,2023-02-04T14:33:43.562Z,2023-02-05T06:34:17Z,4011338155,56,Center,4014100843,178,,4011338159,285,,4011338271,233,24,,,,,,,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744807,23,43,1,1,53,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-02-04T14:33:43.847Z,2023-02-04T20:57:10Z,4013348471,144,49,,,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744911,25,1,1,1,54,9gefq4dz9b2hl8rqrxwrlrzmp,1,30.9,33,2023-02-04T14:33:44.744Z,2023-02-05T06:34:22Z,4011338347,212,12.0,4011338349,213,1.8,4011338345,141,50.3,4011338343,140,28.6,4011338341,56,Back,4014100965,178,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744973,26,1,1,1,56,9gefq4dz9b2hl8rqrxwrlrzmp,1,28.9,64.1,2023-02-04T14:33:46.788Z,2023-02-05T06:34:25Z,4011338617,140,37.4,4011338619,141,89.9,4011338623,213,1.1,4011338621,212,19.7,4011338615,56,Back,4014101019,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745005,27,1,1,1,59,9gefq4dz9b2hl8rqrxwrlrzmp,0,39.6,85.7,2023-02-04T14:33:50.005Z,2023-02-05T06:34:28Z,4011338785,212,38.8,4014101115,178,,4011338781,140,76.5,4011338783,141,81.9,4011338779,56,Left,4011338777,155,,4011338787,213,6.2,4011338789,1,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745013,19,12,1,2,2,8q1ul09cygzswb7tb456bmifv,1,25.7,18.5,2023-02-04T14:33:52.383Z,2023-02-05T06:34:38Z,4011338821,56,Back,4011338823,140,29.1,4011338825,141,0.0,4011338931,167,,4011338865,15,,4011338829,213,5.0,4011338827,212,13.9,4014101247,388,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745037,20,5,1,2,3,8q1ul09cygzswb7tb456bmifv,0,30.1,-1.4,2023-02-04T14:33:53.764Z,2023-02-05T06:34:43Z,4011339481,233,28,4011338905,56,Back,4011338907,347,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745141,28,5,1,2,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,69.9,101.4,2023-02-04T14:33:53.764Z,2023-02-05T06:34:42Z,4011339445,233,20,4011339439,347,,4011339437,56,Left,,,,,,,,,,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745201,29,1,1,2,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,70.3,100,2023-02-04T14:33:57.942Z,2023-02-05T06:34:47Z,4011339743,56,Left,4011339741,107,,4011339745,140,52.6,4011339749,212,19.8,4011339747,141,91.5,4011339751,213,3.5,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745247,30,1,1,2,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,42.9,79.8,2023-02-04T14:34:01.738Z,2023-02-05T06:34:52Z,4011339965,56,Back,4011339973,213,4.2,4011339971,212,18.5,4011339967,140,34.7,4014101619,178,,4011339969,141,55.7,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745287,31,1,1,2,14,9gefq4dz9b2hl8rqrxwrlrzmp,1,33.5,50,2023-02-04T14:34:04.658Z,2023-02-05T06:34:57Z,4014101719,178,,4011340185,56,Back,4011340187,140,35.9,4011340189,141,28.9,4011340191,212,14.6,4011340193,213,4.9,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745309,32,1,1,2,16,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.9,20.9,2023-02-04T14:34:06.751Z,2023-02-05T06:35:01Z,4011340285,141,7.7,4011340279,56,Back,4011340283,140,41.8,4011340287,212,11.5,4014101811,178,,4011340289,213,5.4,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745389,33,1,1,2,18,9gefq4dz9b2hl8rqrxwrlrzmp,1,40.2,6.1,2023-02-04T14:34:09.071Z,2023-02-05T06:35:05Z,4011340679,140,47.0,4011340677,56,Back,4014101875,178,,4011340685,213,0.7,4011340681,141,15.8,4011340683,212,9.7,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745395,34,61,1,2,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,52.4,16.1,2023-02-04T14:34:10.176Z,2023-02-05T06:35:09Z,4011340709,56,Right,4014101923,178,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745459,35,1,1,2,22,9gefq4dz9b2hl8rqrxwrlrzmp,1,53.8,31.1,2023-02-04T14:34:12.975Z,2023-02-05T06:35:13Z,4011341009,56,Center,4011341015,212,18.6,4011341013,141,54.2,4011341011,140,63.3,4014101987,178,,4011341017,213,1.0,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503745553,36,1,1,2,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,68,59.2,2023-02-04T14:34:15.655Z,2023-02-05T06:57:47Z,4014102093,178,,4011341493,141,50.5,4011341491,140,81.1,4011341495,212,15.0,4011803845,4,,4011341489,56,Center,4011342677,154,,4011342675,210,13,dhhmffih4gl51nlu92hfctqs5,André Silva,4011341497,213,5.9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
