id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2506520119,21,1,1,1,34,a8d2gb2nag8fy0itbuxmcibh2,1,5.4,38.6,2023-02-11T17:32:54.841Z,2023-02-12T07:32:08Z,4025891703,56,Back,4025891709,212,14.7,4025891705,140,9.7,4027618981,178,,4025891711,213,5.0,4025891707,141,18.0,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520121,22,49,1,1,36,a8d2gb2nag8fy0itbuxmcibh2,1,10.7,26.1,2023-02-11T17:32:55.951Z,2023-02-12T07:32:12Z,,,,,,,,,,,,,,,,,,,,,,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520125,23,1,1,1,37,a8d2gb2nag8fy0itbuxmcibh2,1,10.7,26.1,2023-02-11T17:32:57.771Z,2023-02-12T07:32:15Z,4025891729,141,26.7,4025891731,212,13.0,4025891727,140,23.1,4025891725,56,Back,4025891733,213,0.0,4027619197,178,,,,,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520137,24,1,1,1,38,a8d2gb2nag8fy0itbuxmcibh2,1,25.4,26.2,2023-02-11T17:32:58.577Z,2023-02-12T07:32:18Z,4025891793,141,30.6,4025891797,213,2.6,4025891791,140,20.5,4027619269,178,,4025891789,56,Back,4025891795,212,6.0,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520181,25,1,1,1,41,a8d2gb2nag8fy0itbuxmcibh2,0,27.6,26.5,2023-02-11T17:33:01.039Z,2023-02-12T07:32:25Z,4025891987,213,3.5,4025891981,141,24.4,4025891977,56,Back,4027619475,178,,4025891983,212,4.1,4025891979,140,23.9,,,,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520193,24,49,1,1,41,9gefq4dz9b2hl8rqrxwrlrzmp,1,77.8,75.5,2023-02-11T17:33:01.378Z,2023-02-12T07:32:31Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520209,25,15,1,1,44,9gefq4dz9b2hl8rqrxwrlrzmp,1,78.1,72.6,2023-02-11T17:33:04.628Z,2023-02-12T07:32:42Z,4025892457,230,97.5,4027619895,178,,4025892081,56,Center,4025892449,215,,4025892453,146,82.8,4025892079,18,,4025892445,102,49.7,4025892205,20,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,4025892459,231,4025892443,78,51.8,4025892455,147,67.7,4025892209,82,4025892077,22,4025892239,233,26,4025892451,458,4025892447,103,19,,,,,,,,,,,,,,,,,,
2506520225,26,10,1,1,44,a8d2gb2nag8fy0itbuxmcibh2,1,17.6,31.6,2023-02-11T17:33:04.825Z,2023-02-12T07:32:47Z,4027620025,21,,4025892151,94,,4025892257,233,25,4025892153,56,Back,4027620023,178,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520271,27,49,1,1,47,a8d2gb2nag8fy0itbuxmcibh2,1,19.5,3.5,2023-02-11T17:33:07.717Z,2023-02-12T07:32:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520299,28,1,1,1,49,a8d2gb2nag8fy0itbuxmcibh2,0,19.5,3.5,2023-02-11T17:33:09.728Z,2023-02-12T07:32:58Z,4025892563,155,,4025892575,1,,4025892571,212,35.0,4025892569,141,5.0,4025892573,213,0.0,4025892565,56,Right,4027620227,178,,4025892567,140,52.8,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520325,26,49,1,1,52,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.1,94.5,2023-02-11T17:33:12.288Z,2023-02-12T11:13:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
