id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/12/value
2511572445,9,49,1,0,53,bk5ltsueqmeng29eovd8m2tml,1,60,82.7,2023-02-24T19:03:15.313Z,2023-02-24T19:50:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572467,10,1,1,0,53,bk5ltsueqmeng29eovd8m2tml,1,60,82.4,2023-02-24T19:03:15.783Z,2023-02-24T19:50:54Z,4052569883,141,65.6,4052569885,212,11.9,4052569887,213,4.4,4052569879,56,Center,4052569881,140,57.0,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572501,11,1,1,0,54,bk5ltsueqmeng29eovd8m2tml,1,57,65.6,2023-02-24T19:03:16.682Z,2023-02-24T19:50:56Z,4052570017,140,30.9,4052570015,56,Back,4052570019,141,35.3,4052570025,1,,4052570023,213,3.8,4052570021,212,34.3,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572603,12,1,1,0,56,bk5ltsueqmeng29eovd8m2tml,1,30.9,35.3,2023-02-24T19:03:18.387Z,2023-02-24T19:50:53Z,4052570537,140,56.6,4052570535,56,Right,4052570543,213,5.8,4052570539,141,14.0,4052570541,212,30.6,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572649,13,3,1,1,5,bk5ltsueqmeng29eovd8m2tml,1,69.2,6.6,2023-02-24T19:03:28.022Z,2023-02-24T19:03:30Z,4052570753,233,13,4052570729,286,,4052570727,56,Right,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572613,13,45,1,1,5,6lzy9iiqoysvtdsgx719fng9n,0,30.8,93.4,2023-02-24T19:03:28.022Z,2023-02-24T19:03:30Z,4052570581,285,,4052570831,233,13,4052570579,56,Back,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572689,14,1,1,1,8,bk5ltsueqmeng29eovd8m2tml,0,91.8,9.2,2023-02-24T19:03:30.209Z,2023-02-24T19:03:32Z,4052570939,212,27.7,4052570929,2,,4052570931,155,,4052570941,213,1.6,4052570935,140,91.9,4052570933,56,Center,4052570937,141,49.9,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572739,14,12,1,1,10,6lzy9iiqoysvtdsgx719fng9n,1,6.7,44.7,2023-02-24T19:03:32.605Z,2023-02-24T19:03:35Z,4052571201,212,22.1,4052571203,213,0.9,4052571195,56,Back,4052571199,141,69.6,4052571197,140,20.2,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572743,15,49,1,1,13,6lzy9iiqoysvtdsgx719fng9n,1,24.4,71,2023-02-24T19:03:35.517Z,2023-02-24T19:03:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572827,16,1,1,1,13,6lzy9iiqoysvtdsgx719fng9n,1,24.4,71,2023-02-24T19:03:35.661Z,2023-02-24T19:03:41Z,4052571601,56,Back,4052571609,213,5.0,4052571611,1,,4052571603,140,34.5,4052571605,141,26.4,4052571607,212,32.1,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572835,17,3,1,1,18,6lzy9iiqoysvtdsgx719fng9n,0,64.2,15.2,2023-02-24T19:03:40.973Z,2023-02-24T19:03:44Z,4052571663,56,Right,4052571665,286,,4052571895,233,15,,,,,,,,,,,,,,,,baghnvel8qsn5k9s79jiyldnu,A. Martha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572865,15,7,1,1,18,bk5ltsueqmeng29eovd8m2tml,1,35.8,84.8,2023-02-24T19:03:40.974Z,2023-02-24T19:03:44Z,4052571867,233,17,4052571831,56,Back,4052571833,285,,,,,,,,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572869,16,49,1,1,21,bk5ltsueqmeng29eovd8m2tml,1,42.1,78.3,2023-02-24T19:03:43.803Z,2023-02-24T19:03:44Z,,,,,,,,,,,,,,,,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572959,17,1,1,1,22,bk5ltsueqmeng29eovd8m2tml,1,42.1,78.3,2023-02-24T19:03:44.157Z,2023-02-24T19:03:49Z,4052572341,141,87.6,4052572339,140,30.4,4052572343,212,13.8,4052572345,213,2.7,4052572337,56,Back,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572967,18,1,1,1,27,bk5ltsueqmeng29eovd8m2tml,1,25.2,76.1,2023-02-24T19:03:49.888Z,2023-02-24T19:03:51Z,4052572431,140,24.3,4052572429,56,Back,4052572437,213,4.7,4052572433,141,49.1,4052572435,212,18.4,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573005,19,1,1,1,28,bk5ltsueqmeng29eovd8m2tml,1,24.3,49.1,2023-02-24T19:03:50.962Z,2023-02-24T19:03:53Z,4052572661,212,17.1,4052572663,213,1.8,4052572659,141,73.7,4052572655,56,Back,4052572657,140,20.7,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573029,20,1,1,1,31,bk5ltsueqmeng29eovd8m2tml,1,21.3,74.3,2023-02-24T19:03:53.176Z,2023-02-24T19:03:55Z,4052572791,56,Back,4052572799,213,4.1,4052572793,140,10.8,4052572795,141,50.7,4052572797,212,19.5,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573085,21,1,1,1,33,bk5ltsueqmeng29eovd8m2tml,1,10.8,50.7,2023-02-24T19:03:55.399Z,2023-02-24T19:03:59Z,4052573101,141,60.6,4052573099,140,45.7,4052573103,212,37.3,4052573105,213,0.2,4052573097,56,Back,4052573095,155,,4052573107,1,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573115,22,1,1,1,37,bk5ltsueqmeng29eovd8m2tml,1,45.7,60.6,2023-02-24T19:03:59.406Z,2023-02-24T19:04:01Z,4052573289,141,31.7,4052573293,213,5.4,4052573285,56,Center,4052573283,3,,4052573291,212,25.4,4052573287,140,61.1,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573127,23,1,1,1,39,bk5ltsueqmeng29eovd8m2tml,0,60.7,28.9,2023-02-24T19:04:01.457Z,2023-02-24T19:04:02Z,4052573347,155,,4052573351,140,77.0,4052573357,213,0.9,4052573349,56,Center,4052573355,212,26.6,4052573353,141,58.8,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573153,18,1,1,1,40,6lzy9iiqoysvtdsgx719fng9n,1,24.8,37.5,2023-02-24T19:04:02.445Z,2023-02-24T19:04:04Z,4052573509,213,5.2,4052573501,56,Back,4052573499,3,,4052573507,212,17.0,4052573505,141,15.4,4052573503,140,32.4,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573157,19,49,1,1,41,6lzy9iiqoysvtdsgx719fng9n,1,32.3,15.4,2023-02-24T19:04:03.965Z,2023-02-24T19:04:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573277,20,1,1,1,47,6lzy9iiqoysvtdsgx719fng9n,1,64.4,25.1,2023-02-24T19:04:09.837Z,2023-02-24T19:04:11Z,4052574147,140,57.5,4052574151,141,40.5,4052574141,56,Center,4052574153,212,12.7,4052574155,213,2.2,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573371,21,1,1,1,49,6lzy9iiqoysvtdsgx719fng9n,1,57.1,40.5,2023-02-24T19:04:11.565Z,2023-02-24T19:04:17Z,4052574629,140,63.2,4052574631,141,62.1,4052574635,213,1.2,4052574633,212,16.0,4052574627,56,Center,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573377,22,3,1,1,54,6lzy9iiqoysvtdsgx719fng9n,0,74.4,64.4,2023-02-24T19:04:16.893Z,2023-02-24T19:04:22Z,4052575029,233,24,4052574661,286,,4052574659,56,Center,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573425,24,7,1,1,54,bk5ltsueqmeng29eovd8m2tml,1,25.6,35.6,2023-02-24T19:04:16.894Z,2023-02-24T19:51:30Z,4052574883,285,,4052574881,56,Back,4052575011,233,22,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573431,25,4,1,1,58,bk5ltsueqmeng29eovd8m2tml,1,30,27.3,2023-02-24T19:04:20.620Z,2023-02-24T19:51:28Z,4052574921,285,,4052574913,13,,4052574915,56,Back,4052575061,233,23,4052574917,152,,4052574919,265,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573445,23,4,1,1,58,6lzy9iiqoysvtdsgx719fng9n,0,70,72.7,2023-02-24T19:04:20.621Z,2023-02-24T19:04:22Z,4052574997,152,,4052574995,56,Center,4052574993,13,,4052575075,233,25,4052575001,286,,4052574999,265,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573851,26,1,1,2,20,bk5ltsueqmeng29eovd8m2tml,1,25.9,28.7,2023-02-24T19:04:42.148Z,2023-02-24T19:05:15Z,4052576941,212,52.7,4052576931,56,Left,4052576927,152,,4052576947,1,,4052576937,141,85.8,4052579215,189,,4052576943,213,0.8,4052576923,5,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,4052576933,140,59.8,4052576925,155,,,,,,,,,,,,,,,,,,,,,,,,,
2511573907,27,1,1,2,22,bk5ltsueqmeng29eovd8m2tml,1,59.5,85.7,2023-02-24T19:04:44.871Z,2023-02-24T19:04:49Z,4052577239,140,82.2,4052577241,141,91.2,4052577237,56,Left,4052577245,213,0.2,4052577243,212,24.1,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573945,28,1,1,2,26,bk5ltsueqmeng29eovd8m2tml,1,75.2,91.5,2023-02-24T19:04:48.915Z,2023-02-24T19:04:51Z,4052577431,212,16.0,4052577429,141,79.1,4052577433,213,3.7,4052577425,56,Left,4052577427,140,62.2,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573971,29,1,1,2,29,bk5ltsueqmeng29eovd8m2tml,1,61.3,79.4,2023-02-24T19:04:51.653Z,2023-02-24T19:52:08Z,4052577577,212,14.4,4052577583,213,3.1,4052577569,56,Back,4052577573,141,80.0,4052577571,140,47.6,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574009,30,1,1,2,31,bk5ltsueqmeng29eovd8m2tml,0,46.5,79.7,2023-02-24T19:04:53.625Z,2023-02-24T19:52:11Z,4052577755,213,5.4,4052577749,140,74.9,4052577753,212,44.5,4052577757,1,,4052577745,155,,4052577751,141,31.1,4052577747,56,Center,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574037,24,1,1,2,34,6lzy9iiqoysvtdsgx719fng9n,1,26.2,74.2,2023-02-24T19:04:56.157Z,2023-02-24T19:05:00Z,4052577917,213,0.2,4052577915,212,17.6,4052577909,56,Back,4052577913,141,79.6,4052577907,3,,4052577911,140,42.6,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574055,25,1,1,2,37,6lzy9iiqoysvtdsgx719fng9n,1,42.6,79.4,2023-02-24T19:05:00.013Z,2023-02-24T19:05:02Z,4052578017,56,Back,4052578025,213,4.0,4052578015,3,,4052578019,140,38.0,4052578021,141,70.5,4052578023,212,7.7,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574065,26,49,1,2,40,6lzy9iiqoysvtdsgx719fng9n,1,38,70.5,2023-02-24T19:05:02.653Z,2023-02-24T19:05:03Z,,,,,,,,,,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574109,27,3,1,2,40,6lzy9iiqoysvtdsgx719fng9n,1,37.4,66.2,2023-02-24T19:05:02.845Z,2023-02-24T19:05:06Z,4052578319,56,Back,4052578321,286,,4052578341,233,31,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574101,31,45,1,2,40,bk5ltsueqmeng29eovd8m2tml,0,62.6,33.8,2023-02-24T19:05:02.845Z,2023-02-24T19:52:47Z,4052578217,285,,4052578215,56,Center,4052578367,233,27,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511574145,28,1,1,2,43,6lzy9iiqoysvtdsgx719fng9n,1,53.9,90.3,2023-02-24T19:05:06.029Z,2023-02-24T19:05:08Z,4052578553,213,3.0,4052578549,141,94.8,4052578551,212,18.7,4052578545,56,Back,4052578547,140,36.3,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
