id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/12/value,qualifier/8/value,qualifier/13/value,assist,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value
2457556767,10,61,1,0,31,bk5ltsueqmeng29eovd8m2tml,1,13.7,35.8,2022-09-09T18:04:39.778Z,2022-09-09T19:01:45Z,3767246649,56,Back,,,,,,,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457556539,9,6,1,0,32,bk5ltsueqmeng29eovd8m2tml,0,0,22,2022-09-09T18:04:40.397Z,2022-09-09T18:23:52Z,3767245521,73,,3767245777,233,14,3767245519,56,Back,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457556585,14,6,1,0,32,2uuh2bir8ktof0uxfo06lb4ox,1,100,78,2022-09-09T18:04:40.397Z,2022-09-09T18:04:43Z,3767245757,56,Center,3767245759,73,,3767245769,233,9,,,,,,,,,,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557083,15,1,1,1,4,2uuh2bir8ktof0uxfo06lb4ox,0,99.5,99.6,2022-09-09T18:05:12.397Z,2022-09-09T18:05:31Z,3767248337,213,3.5,3767248325,6,,3767248331,140,85.9,3767248333,141,91.2,3767248329,56,Left,3767248335,212,15.4,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557131,16,2,1,1,7,2uuh2bir8ktof0uxfo06lb4ox,1,84.1,92.4,2022-09-09T18:05:15.661Z,2022-09-09T18:05:34Z,3767248597,141,86.3,3767248595,140,94.0,3767249473,7,dse1rndtog4qn2mwv966vp6mt,3767248593,56,Left,,,,,,,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557247,11,55,1,1,7,bk5ltsueqmeng29eovd8m2tml,1,18.8,29,2022-09-09T18:05:15.662Z,2022-09-09T19:00:45Z,,,,,,,,,,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557657,12,1,1,1,39,bk5ltsueqmeng29eovd8m2tml,1,9.4,29.5,2022-09-09T18:05:47.664Z,2022-09-09T18:05:52Z,3767251381,213,6.0,3767251363,5,,3767251367,241,,3767251373,141,3.4,3767251365,155,,3767251377,212,57.4,3767251369,56,Right,3767251371,140,61.4,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,3767251385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557697,13,1,1,1,44,bk5ltsueqmeng29eovd8m2tml,1,61.4,3.4,2022-09-09T18:05:52.592Z,2022-09-09T18:05:54Z,3767251601,212,26.1,3767251595,56,Center,3767251599,141,41.8,3767251603,213,1.6,3767251593,3,,3767251597,140,60.4,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557713,14,1,1,1,46,bk5ltsueqmeng29eovd8m2tml,0,60.4,41.8,2022-09-09T18:05:55.040Z,2022-09-09T18:05:55Z,3767251675,213,2.4,3767251673,212,10.9,3767251667,56,Center,3767251671,141,52.8,3767251669,140,52.9,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557743,17,1,1,1,48,2uuh2bir8ktof0uxfo06lb4ox,0,42.3,60.2,2022-09-09T18:05:56.477Z,2022-09-09T18:05:57Z,3767251811,56,Back,3767251817,212,13.8,3767251819,213,4.6,3767251815,141,40.0,3767251813,140,41.2,,,,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557771,15,1,1,1,50,bk5ltsueqmeng29eovd8m2tml,1,59.3,63,2022-09-09T18:05:58.240Z,2022-09-09T18:05:59Z,3767251963,140,45.0,3767251957,56,Back,3767251967,141,68.9,3767251971,213,2.9,3767251969,212,15.5,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557805,16,1,1,1,51,bk5ltsueqmeng29eovd8m2tml,1,45,68.9,2022-09-09T18:05:59.519Z,2022-09-09T18:06:01Z,3767252177,213,0.7,3767252171,140,58.2,3767252169,56,Left,3767252173,141,86.7,3767252175,212,18.4,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557807,17,61,1,1,54,bk5ltsueqmeng29eovd8m2tml,0,54.5,91.4,2022-09-09T18:06:02.256Z,2022-09-09T18:06:02Z,3767252185,56,Left,,,,,,,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557815,18,5,1,1,54,bk5ltsueqmeng29eovd8m2tml,0,56,101.6,2022-09-09T18:06:02.702Z,2022-09-09T18:25:08Z,3767252233,347,,3767252709,233,18,3767252231,56,Left,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557895,18,5,1,1,54,2uuh2bir8ktof0uxfo06lb4ox,1,44,-1.6,2022-09-09T18:06:02.702Z,2022-09-09T18:06:08Z,3767252657,347,,3767252671,233,18,3767252655,56,Back,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557913,19,1,1,2,0,2uuh2bir8ktof0uxfo06lb4ox,1,44.6,0,2022-09-09T18:06:08.414Z,2022-09-09T18:06:09Z,3767252769,212,16.1,3767252771,213,0.6,3767252765,140,57.5,3767252767,141,10.9,3767252761,107,,3767252763,56,Right,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557945,20,1,1,2,1,2uuh2bir8ktof0uxfo06lb4ox,1,57.5,10.9,2022-09-09T18:06:09.727Z,2022-09-09T18:06:13Z,3767252967,3,,3767252971,140,65.5,3767252969,56,Right,3767252977,213,5.7,3767252975,212,9.9,3767252973,141,3.1,,,,,,,2esbyi3i7rtsdkxe6a917rsnp,L. Thy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557995,21,1,1,2,5,2uuh2bir8ktof0uxfo06lb4ox,1,66.3,3.7,2022-09-09T18:06:13.582Z,2022-09-09T18:06:17Z,3767253261,213,0.6,3767253255,140,74.1,3767253259,212,10.1,3767253253,56,Right,3767253257,141,12.5,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558001,22,61,1,2,7,2uuh2bir8ktof0uxfo06lb4ox,0,74.1,12.5,2022-09-09T18:06:15.455Z,2022-09-09T19:02:03Z,3767253289,56,Right,,,,,,,,,,,,,,,,,,,,,,a4dg6hmhim8bhpl5d7me85al1,T. Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557971,19,49,1,2,7,bk5ltsueqmeng29eovd8m2tml,1,28.5,82.5,2022-09-09T18:06:15.985Z,2022-09-09T18:06:15Z,,,,,,,,,,,,,,,,,,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457557981,20,1,1,2,8,bk5ltsueqmeng29eovd8m2tml,0,31.2,84.1,2022-09-09T18:06:16.256Z,2022-09-09T18:56:04Z,3767253181,56,Back,3767253187,212,12.9,3767253189,213,1.2,3767253185,141,100.0,3767253183,140,36.2,,,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558025,21,5,1,2,10,bk5ltsueqmeng29eovd8m2tml,0,27.6,101.3,2022-09-09T18:06:18.607Z,2022-09-09T18:25:08Z,3767253383,347,,3767254023,233,23,3767253381,56,Back,,,,,,,,,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558135,23,5,1,2,10,2uuh2bir8ktof0uxfo06lb4ox,1,72.4,-1.3,2022-09-09T18:06:18.607Z,2022-09-09T18:06:27Z,3767253981,56,Right,3767253997,233,21,3767253983,347,,,,,,,,,,,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558195,24,1,1,2,19,2uuh2bir8ktof0uxfo06lb4ox,1,76.3,0,2022-09-09T18:06:28.031Z,2022-09-09T18:06:31Z,3767254355,213,0.3,3767254347,56,Right,3767254345,107,,3767254351,141,7.0,3767254353,212,17.8,3767254349,140,92.5,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558211,25,1,1,2,23,2uuh2bir8ktof0uxfo06lb4ox,1,93.7,7.3,2022-09-09T18:06:31.503Z,2022-09-09T18:06:32Z,3767254427,140,86.0,3767254433,213,3.3,3767254429,141,4.9,3767254431,212,8.2,3767254425,56,Right,,,,,,,,,,2esbyi3i7rtsdkxe6a917rsnp,L. Thy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558283,26,1,1,2,24,2uuh2bir8ktof0uxfo06lb4ox,0,86,4.9,2022-09-09T18:06:32.623Z,2022-09-09T18:06:37Z,3767254865,213,1.5,3767254857,56,Center,3767254849,2,,3767254863,212,41.4,3767254859,140,90.0,3767254861,141,65.4,3767254855,155,,3767254867,1,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558295,27,44,1,2,27,2uuh2bir8ktof0uxfo06lb4ox,1,90.5,66.5,2022-09-09T18:06:36.143Z,2022-09-09T18:06:41Z,3767254905,56,Center,3767254907,286,,3767255153,233,22,,,,,,,,,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558261,22,44,1,2,27,bk5ltsueqmeng29eovd8m2tml,0,9.5,33.5,2022-09-09T18:06:36.144Z,2022-09-09T18:06:41Z,3767254733,56,Back,3767255189,233,27,3767254735,285,,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558321,28,61,1,2,30,2uuh2bir8ktof0uxfo06lb4ox,1,90.1,68.3,2022-09-09T18:06:38.876Z,2022-09-09T18:06:39Z,3767255033,56,Center,,,,,,,,,,,,,,,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558415,23,12,1,2,31,bk5ltsueqmeng29eovd8m2tml,1,16,36.4,2022-09-09T18:06:39.633Z,2022-09-09T18:06:44Z,3767255501,141,67.7,3767255505,213,0.5,3767255497,56,Center,3767255499,140,56.5,3767255503,212,47.6,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558381,29,44,1,2,34,2uuh2bir8ktof0uxfo06lb4ox,1,46.2,30.7,2022-09-09T18:06:42.688Z,2022-09-09T18:06:45Z,3767255623,233,24,3767255355,285,,3767255353,56,Back,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558421,24,44,1,2,34,bk5ltsueqmeng29eovd8m2tml,0,53.8,69.3,2022-09-09T18:06:42.689Z,2022-09-09T18:06:54Z,3767255531,56,Center,3767255649,233,29,3767255533,286,,,,,,,,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558433,30,1,1,2,34,2uuh2bir8ktof0uxfo06lb4ox,1,44.9,28.3,2022-09-09T18:06:42.911Z,2022-09-09T18:06:44Z,3767255581,56,Center,3767255587,212,17.4,3767255579,3,,3767255583,140,57.2,3767255589,213,0.7,3767255585,141,45.4,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558439,31,61,1,2,36,2uuh2bir8ktof0uxfo06lb4ox,0,57.5,45.4,2022-09-09T18:06:44.623Z,2022-09-09T18:06:44Z,3767255605,56,Center,,,,,,,,,,,,,,,,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558541,25,1,1,2,39,bk5ltsueqmeng29eovd8m2tml,0,46,47,2022-09-09T18:06:47.601Z,2022-09-09T18:06:48Z,3767256177,1,,3767256171,141,100.0,3767256167,56,Left,3767256169,140,77.2,3767256173,212,49.3,3767256165,155,,3767256175,213,0.8,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457558553,26,5,1,2,41,bk5ltsueqmeng29eovd8m2tml,0,74.4,100.9,2022-09-09T18:06:49.387Z,2022-09-09T18:07:07Z,3767256197,56,Left,3767256199,347,,3767257973,233,32,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
