id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,assist
2529877853,6,1,1,0,19,59t7flioj4w4mpwnrwbm0m8ck,1,44.6,76.3,2023-04-07T18:03:18.615Z,2023-04-07T18:03:21Z,4170358243,56,Back,4170358251,213,3.0,4170358247,141,77.8,4170358245,140,35.0,4170358249,212,10.1,4170358241,3,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877869,7,1,1,0,21,59t7flioj4w4mpwnrwbm0m8ck,0,35,77.8,2023-04-07T18:03:20.687Z,2023-04-07T18:55:06Z,4170358323,56,Center,4170358329,212,23.1,4170358331,213,6.2,4170358325,140,56.8,4170358327,141,73.5,,,,,,,,,,c066582sb3qfs7c0472rw371m,A. Omgba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877885,6,1,1,0,22,eh54mfvjtrttgsg1wbjnvxcqz,1,31.7,32.4,2023-04-07T18:03:21.044Z,2023-04-07T18:03:24Z,4170358411,56,Right,4170358419,213,5.8,4170358413,140,54.6,4170358415,141,11.6,4170358409,3,,4170358417,212,27.9,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877899,7,49,1,0,25,eh54mfvjtrttgsg1wbjnvxcqz,1,55.7,10.7,2023-04-07T18:03:24.414Z,2023-04-07T18:03:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877911,8,1,1,0,25,eh54mfvjtrttgsg1wbjnvxcqz,0,55.7,10.7,2023-04-07T18:03:24.574Z,2023-04-07T18:03:38Z,4170358519,140,68.6,4170358525,213,0.8,4170358523,212,19.7,4170358515,155,,4170358517,56,Center,4170358521,141,31.8,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877945,8,1,1,0,29,59t7flioj4w4mpwnrwbm0m8ck,0,29.8,63,2023-04-07T18:03:28.055Z,2023-04-07T18:03:28Z,4170358713,56,Center,4170358715,140,64.0,4170358717,141,60.8,4170358721,213,6.2,4170358711,155,,4170358719,212,35.9,4170358723,1,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877949,9,1,1,0,29,eh54mfvjtrttgsg1wbjnvxcqz,0,31,27.9,2023-04-07T18:03:28.193Z,2023-04-07T18:03:29Z,4170358753,56,Back,4170358759,212,16.3,4170358751,3,,4170358757,141,21.6,4170358755,140,46.0,4170358761,213,6.0,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877975,9,1,1,0,32,59t7flioj4w4mpwnrwbm0m8ck,0,52.2,72,2023-04-07T18:03:30.902Z,2023-04-07T18:03:31Z,4170358859,3,,4170358867,212,17.6,4170358865,141,63.3,4170358869,213,5.9,4170358863,140,68.0,4170358861,56,Center,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877981,10,1,1,0,32,eh54mfvjtrttgsg1wbjnvxcqz,0,40.6,30.6,2023-04-07T18:03:31.326Z,2023-04-07T18:03:32Z,4170358887,56,Back,4170358893,140,41.9,4170358899,213,4.9,4170358895,141,20.7,4170358897,212,6.9,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878015,10,49,1,0,35,59t7flioj4w4mpwnrwbm0m8ck,1,58.1,78.2,2023-04-07T18:03:33.751Z,2023-04-07T18:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,c066582sb3qfs7c0472rw371m,A. Omgba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878109,11,1,1,0,35,59t7flioj4w4mpwnrwbm0m8ck,1,56.6,86,2023-04-07T18:03:34.551Z,2023-04-07T18:03:39Z,4170359591,212,22.3,4170359589,141,94.4,4170359585,56,Back,4170359593,213,2.9,4170359587,140,36.1,,,,,,,,,,c066582sb3qfs7c0472rw371m,A. Omgba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878163,12,1,1,0,41,59t7flioj4w4mpwnrwbm0m8ck,1,33.6,95,2023-04-07T18:03:39.783Z,2023-04-07T18:03:43Z,4170359911,212,7.5,4170359905,56,Back,4170359907,140,40.7,4170359913,213,0.1,4170359909,141,95.9,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878211,13,1,1,0,44,59t7flioj4w4mpwnrwbm0m8ck,1,36.8,92,2023-04-07T18:03:43.527Z,2023-04-07T18:03:47Z,4170360165,56,Back,4170360177,212,33.5,4170360181,1,,4170360173,141,42.8,4170360169,140,37.7,4170360179,213,4.7,,,,,,,c066582sb3qfs7c0472rw371m,A. Omgba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878279,14,1,1,0,48,59t7flioj4w4mpwnrwbm0m8ck,1,34.2,28,2023-04-07T18:03:47.303Z,2023-04-07T18:03:52Z,4170360579,213,5.1,4170360571,56,Back,4170360577,212,15.4,4170360575,141,7.0,4170360573,140,39.8,,,,,,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878309,15,1,1,0,54,59t7flioj4w4mpwnrwbm0m8ck,1,50.4,8,2023-04-07T18:03:52.759Z,2023-04-07T18:03:54Z,4170360717,212,8.9,4170360715,141,4.9,4170360713,140,58.6,4170360719,213,6.0,4170360711,56,Right,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878321,16,1,1,0,55,59t7flioj4w4mpwnrwbm0m8ck,0,58.6,4.9,2023-04-07T18:03:54.327Z,2023-04-07T18:03:58Z,4170361025,233,12,4170360781,140,61.9,4170361023,236,,4170360783,141,15.3,4170360779,56,Right,4170360787,213,1.1,4170361029,286,,4170360785,212,7.9,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878367,12,74,1,0,55,eh54mfvjtrttgsg1wbjnvxcqz,1,31.9,89,2023-04-07T18:03:54.328Z,2023-04-07T18:06:20Z,4170360983,56,Back,4170361043,233,16,4170360985,285,,,,,,,,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878343,11,8,1,0,57,eh54mfvjtrttgsg1wbjnvxcqz,1,36.7,80.3,2023-04-07T18:03:56.510Z,2023-04-07T18:03:56Z,4170360859,56,Back,,,,,,,,,,,,,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878361,17,43,1,0,58,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-07T18:03:57.318Z,2023-04-07T18:04:00Z,4170360969,56,Right,4170361237,144,50,4170360971,286,0,,,,,,,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878385,18,1,1,0,59,59t7flioj4w4mpwnrwbm0m8ck,0,62.3,12,2023-04-07T18:03:58.102Z,2023-04-07T18:03:58Z,4170361085,212,3.1,4170361087,213,0.9,4170361081,140,64.2,4170361079,56,Right,4170361083,141,15.5,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878391,13,50,1,1,0,eh54mfvjtrttgsg1wbjnvxcqz,1,38.4,93.8,2023-04-07T18:03:59.321Z,2023-04-07T18:04:05Z,4170361115,286,,4170361595,233,19,4170361113,56,Back,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878469,19,7,1,1,0,59t7flioj4w4mpwnrwbm0m8ck,1,61.6,6.2,2023-04-07T18:03:59.322Z,2023-04-07T18:04:04Z,4170361579,233,13,4170361529,56,Right,4170361531,285,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878509,20,1,1,1,5,59t7flioj4w4mpwnrwbm0m8ck,1,86,13.2,2023-04-07T18:04:04.550Z,2023-04-07T18:04:07Z,4170361751,141,25.0,4170361749,140,92.6,4170361753,212,10.6,4170361755,213,0.9,4170361747,56,Center,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878519,21,1,1,1,8,59t7flioj4w4mpwnrwbm0m8ck,0,95.8,25.3,2023-04-07T18:04:07.239Z,2023-04-07T18:04:08Z,4170361823,141,34.6,4170361827,213,2.5,4170361819,56,Center,4170361825,212,10.6,4170361855,195,,4170361821,140,87.7,,,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878527,14,49,1,1,10,eh54mfvjtrttgsg1wbjnvxcqz,1,15.7,59.6,2023-04-07T18:04:08.876Z,2023-04-07T18:04:09Z,,,,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878537,15,1,1,1,10,eh54mfvjtrttgsg1wbjnvxcqz,0,18.5,58.5,2023-04-07T18:04:09.467Z,2023-04-07T18:04:11Z,4170361925,56,Back,4170361927,140,28.5,4170361933,213,0.5,4170361929,141,67.9,4170361931,212,12.3,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878587,22,49,1,1,14,59t7flioj4w4mpwnrwbm0m8ck,1,69.8,24,2023-04-07T18:04:13.175Z,2023-04-07T18:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878609,23,1,1,1,14,59t7flioj4w4mpwnrwbm0m8ck,1,69.8,24,2023-04-07T18:04:13.351Z,2023-04-07T18:04:14Z,4170362327,213,5.4,4170362325,212,12.5,4170362319,56,Right,4170362323,141,10.3,4170362321,140,77.7,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878613,24,1,1,1,16,59t7flioj4w4mpwnrwbm0m8ck,0,79.3,10.9,2023-04-07T18:04:14.743Z,2023-04-07T18:04:16Z,4170362355,212,15.3,4170362341,56,Center,4170362345,140,82.8,4170362359,213,1.3,4170362351,141,32.7,4170362335,2,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878697,16,12,1,1,16,eh54mfvjtrttgsg1wbjnvxcqz,1,16.5,65.8,2023-04-07T18:04:14.817Z,2023-04-07T18:04:22Z,4170362785,212,15.3,4170362787,213,6.0,4170362781,140,30.6,4170362779,56,Back,4170362783,141,60.0,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878681,25,1,1,1,19,59t7flioj4w4mpwnrwbm0m8ck,1,71.7,40.4,2023-04-07T18:04:17.846Z,2023-04-07T18:04:19Z,4170362713,213,5.7,4170362707,140,79.3,4170362705,56,Center,4170362711,212,9.3,4170362709,141,33.3,,,,,,,,,,c066582sb3qfs7c0472rw371m,A. Omgba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878695,26,1,1,1,20,59t7flioj4w4mpwnrwbm0m8ck,0,80.2,36,2023-04-07T18:04:19.383Z,2023-04-07T18:04:20Z,4170362771,140,83.8,4170362773,141,47.9,4170362775,212,8.9,4170362767,56,Center,4170362777,213,1.1,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878705,17,52,1,1,21,eh54mfvjtrttgsg1wbjnvxcqz,1,7.7,49,2023-04-07T18:04:20.266Z,2023-04-07T18:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878891,18,80,1,1,33,eh54mfvjtrttgsg1wbjnvxcqz,0,4.4,49.4,2023-04-07T18:04:32.193Z,2023-04-07T18:04:35Z,4170363969,189,,,,,,,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879085,19,1,1,1,39,eh54mfvjtrttgsg1wbjnvxcqz,1,12.6,37.1,2023-04-07T18:04:37.758Z,2023-04-07T18:04:46Z,4170364757,213,1.1,4170364755,212,40.6,4170364759,1,,4170364753,141,89.7,4170364751,140,30.9,4170364749,56,Back,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879091,20,3,1,1,47,eh54mfvjtrttgsg1wbjnvxcqz,0,62.5,90,2023-04-07T18:04:46.534Z,2023-04-07T18:04:49Z,4170365077,233,27,4170364791,56,Left,4170364793,286,,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879097,27,7,1,1,47,59t7flioj4w4mpwnrwbm0m8ck,1,37.5,10,2023-04-07T18:04:46.535Z,2023-04-07T18:04:49Z,4170364945,233,20,4170364817,285,,4170364815,56,Back,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879113,28,49,1,1,48,59t7flioj4w4mpwnrwbm0m8ck,1,36.2,9.1,2023-04-07T18:04:47.372Z,2023-04-07T18:04:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879141,29,1,1,1,49,59t7flioj4w4mpwnrwbm0m8ck,0,37.8,9.8,2023-04-07T18:04:47.879Z,2023-04-07T18:04:48Z,4170365027,140,44.4,4170365035,212,9.4,4170365037,213,0.7,4170365031,141,19.2,4170365023,56,Back,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879145,21,8,1,1,50,eh54mfvjtrttgsg1wbjnvxcqz,1,61.2,80.6,2023-04-07T18:04:48.948Z,2023-04-07T18:04:49Z,4170365055,56,Left,,,,,,,,,,,,,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879171,22,49,1,1,51,eh54mfvjtrttgsg1wbjnvxcqz,1,66.6,74.4,2023-04-07T18:04:50.276Z,2023-04-07T18:04:50Z,,,,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879189,23,1,1,1,51,eh54mfvjtrttgsg1wbjnvxcqz,1,66.6,74.4,2023-04-07T18:04:50.516Z,2023-04-07T18:04:51Z,4170365261,140,59.1,4170365263,141,82.3,4170365265,212,9.5,4170365267,213,2.5,4170365259,56,Left,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879227,24,1,1,1,52,eh54mfvjtrttgsg1wbjnvxcqz,1,59.1,82.3,2023-04-07T18:04:51.279Z,2023-04-07T18:04:54Z,4170365475,56,Left,4170365491,213,0.8,4170365487,212,12.6,4170365479,140,67.9,4170365483,141,95.0,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879309,25,1,1,1,55,eh54mfvjtrttgsg1wbjnvxcqz,1,63.1,94.5,2023-04-07T18:04:53.899Z,2023-04-07T18:05:00Z,4170365899,213,3.5,4170365901,1,,4170365889,140,13.4,4170365893,141,62.4,4170365887,56,Back,4170365897,212,56.6,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879385,26,1,1,2,1,eh54mfvjtrttgsg1wbjnvxcqz,1,12.9,60.9,2023-04-07T18:05:00.108Z,2023-04-07T18:05:03Z,4170366287,141,85.1,4170366291,213,1.1,4170366285,140,20.8,4170366289,212,18.4,4170366283,56,Back,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879437,27,1,1,2,4,eh54mfvjtrttgsg1wbjnvxcqz,1,22,81.1,2023-04-07T18:05:03.586Z,2023-04-07T18:05:07Z,4170366581,140,33.9,4170366579,56,Back,4170366589,213,6.2,4170366583,141,78.8,4170366585,212,12.6,,,,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879463,28,1,1,2,8,eh54mfvjtrttgsg1wbjnvxcqz,1,32.4,78.8,2023-04-07T18:05:07.010Z,2023-04-07T18:05:08Z,4170366709,140,34.2,4170366715,213,1.4,4170366707,56,Back,4170366713,212,11.4,4170366711,141,95.4,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
