id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2505917037,14,1,1,0,55,1wyg1tunyt7go9tnjea1hjqxb,0,55.8,10,2023-02-10T19:02:43.465Z,2023-02-10T19:02:44Z,4022740053,56,Right,4022740055,140,67.0,4022740057,141,15.2,4022740059,212,12.3,4022740061,213,0.3,,,,,,,,,,ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917051,15,49,1,0,57,2uuh2bir8ktof0uxfo06lb4ox,1,26.1,82,2023-02-10T19:02:46.154Z,2023-02-10T19:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,idvh0ac1f8wv39640pyl4esp,S. Kersten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917075,16,1,1,0,58,2uuh2bir8ktof0uxfo06lb4ox,1,22.4,80.6,2023-02-10T19:02:46.778Z,2023-02-10T19:02:49Z,4022740247,141,66.4,4022740251,212,18.1,4022740243,140,7.8,4022740253,213,3.7,4022740237,56,Back,,,,,,,,,,idvh0ac1f8wv39640pyl4esp,S. Kersten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917135,17,1,1,1,0,2uuh2bir8ktof0uxfo06lb4ox,0,7.8,66.4,2023-02-10T19:02:49.018Z,2023-02-10T19:02:55Z,4022740553,157,,4022740563,213,6.0,4022740559,141,53.7,4022740557,140,38.3,4022740555,56,Back,4022740565,1,,4022740561,212,33.2,,,,cetavjue5femoxid9fmcd0zjd,J. Schendelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917121,15,44,1,1,4,1wyg1tunyt7go9tnjea1hjqxb,1,62.7,46.8,2023-02-10T19:02:52.890Z,2023-02-10T19:02:55Z,4022740469,56,Center,4022740471,286,,4022740617,233,18,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917141,18,44,1,1,4,2uuh2bir8ktof0uxfo06lb4ox,0,37.3,53.2,2023-02-10T19:02:52.891Z,2023-02-10T19:02:55Z,4022740597,285,,4022740595,56,Back,4022740633,233,15,,,,,,,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917153,16,2,1,1,4,1wyg1tunyt7go9tnjea1hjqxb,1,63.7,47.3,2023-02-10T19:02:53.177Z,2023-02-10T19:03:08Z,4022740641,140,69.9,4022740643,141,37.4,4022740639,56,Center,4022741179,7,cs49ec8y6cubrlo5nmu3j3jtg,4022740637,3,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917285,19,55,1,1,4,2uuh2bir8ktof0uxfo06lb4ox,1,35.4,65.5,2023-02-10T19:02:53.178Z,2023-02-10T19:59:00Z,,,,,,,,,,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917157,17,43,1,1,7,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-02-10T19:02:55.627Z,2023-02-10T19:03:04Z,4022740963,144,49,,,,,,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917407,20,1,1,1,26,2uuh2bir8ktof0uxfo06lb4ox,1,38.3,70.5,2023-02-10T19:03:15.337Z,2023-02-10T19:59:11Z,4022741885,140,60.9,4022741881,241,,4022741887,141,95.3,4022741891,213,0.6,4022741889,212,29.1,4022741879,5,,4022741883,56,Left,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917433,21,1,1,1,31,2uuh2bir8ktof0uxfo06lb4ox,1,61.1,86.3,2023-02-10T19:03:19.801Z,2023-02-10T19:03:22Z,4022742029,140,45.9,4022742033,212,16.5,4022742035,213,2.9,4022742031,141,92.6,4022742027,56,Back,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917487,22,1,1,1,33,2uuh2bir8ktof0uxfo06lb4ox,1,51.5,92.7,2023-02-10T19:03:22.313Z,2023-02-10T19:59:26Z,4022742299,213,0.1,4022742297,212,14.6,4022742295,141,93.9,4022742293,140,65.4,4022742291,56,Left,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917537,23,1,1,1,38,2uuh2bir8ktof0uxfo06lb4ox,1,75.3,83.5,2023-02-10T19:03:26.905Z,2023-02-10T19:03:31Z,4022742533,140,80.0,4022742539,213,0.7,4022742535,141,89.7,4022742531,56,Left,4022742537,212,6.5,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917543,24,1,1,1,41,2uuh2bir8ktof0uxfo06lb4ox,0,80,88.9,2023-02-10T19:03:29.674Z,2023-02-10T19:13:11Z,4022742569,141,86.3,4022742567,140,80.6,4022742573,213,5.1,4022742571,212,1.9,4022742565,56,Left,,,,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917519,18,61,1,1,41,1wyg1tunyt7go9tnjea1hjqxb,1,29.6,15.6,2023-02-10T19:03:29.862Z,2023-02-10T19:03:29Z,4022742455,56,Back,,,,,,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917535,19,6,1,1,42,1wyg1tunyt7go9tnjea1hjqxb,0,24.5,14.6,2023-02-10T19:03:30.730Z,2023-02-10T19:03:34Z,4022742527,56,Back,4022742529,73,,4022742707,233,25,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917565,25,6,1,1,42,2uuh2bir8ktof0uxfo06lb4ox,1,75.5,85.4,2023-02-10T19:03:30.730Z,2023-02-10T19:23:41Z,4022742683,73,,4022742681,56,Left,4022742697,233,19,,,,,,,,,,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917813,26,1,1,2,8,2uuh2bir8ktof0uxfo06lb4ox,0,99.5,99.5,2023-02-10T19:03:56.554Z,2023-02-10T19:59:45Z,4022743979,1,,4022743973,141,52.1,4022743961,2,,4022743965,155,,4022743967,224,,4022743969,56,Center,4022743975,212,33.6,4022743971,140,90.5,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,4022743963,6,4022743977,213,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917867,21,44,1,2,8,1wyg1tunyt7go9tnjea1hjqxb,1,14.3,40.4,2023-02-10T19:03:57.130Z,2023-02-10T19:04:04Z,4022744187,233,27,4022744181,285,,4022744179,56,Back,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917821,27,44,1,2,8,2uuh2bir8ktof0uxfo06lb4ox,0,85.7,59.6,2023-02-10T19:03:57.131Z,2023-02-10T19:04:04Z,4022744211,233,21,4022744005,56,Center,4022744007,286,,,,,,,,,,,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917807,20,12,1,2,9,1wyg1tunyt7go9tnjea1hjqxb,1,11.4,41.6,2023-02-10T19:03:58.057Z,2023-02-10T19:03:59Z,4022743943,212,14.4,4022743945,213,5.7,4022743941,141,30.0,4022743939,140,22.9,4022744001,15,,4022743937,56,Back,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917859,28,1,1,2,11,2uuh2bir8ktof0uxfo06lb4ox,1,79.8,66.1,2023-02-10T19:04:00.200Z,2023-02-10T19:59:53Z,4022929057,155,,4022744159,213,1.4,4022744153,140,83.7,4022744151,56,Left,4022744155,141,94.5,4022744157,212,19.7,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917875,29,1,1,2,14,2uuh2bir8ktof0uxfo06lb4ox,1,83.7,94.5,2023-02-10T19:04:03.354Z,2023-02-10T19:59:59Z,4022744229,141,82.9,4022744231,212,16.3,4022744225,56,Left,4022744227,140,70.1,4022744233,213,3.6,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917897,30,1,1,2,17,2uuh2bir8ktof0uxfo06lb4ox,1,68.7,81.2,2023-02-10T19:04:05.770Z,2023-02-10T20:00:04Z,4022744351,213,4.5,4022744347,141,41.3,4022744345,140,63.6,4022744349,212,27.7,4022744343,56,Center,,,,,,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917935,31,1,1,2,20,2uuh2bir8ktof0uxfo06lb4ox,1,62.7,37.3,2023-02-10T19:04:08.553Z,2023-02-10T20:00:07Z,4022744533,213,5.2,4022744527,140,73.1,4022744525,56,Right,4022744531,212,22.4,4022744529,141,8.6,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917949,32,1,1,2,23,2uuh2bir8ktof0uxfo06lb4ox,1,74.6,16.7,2023-02-10T19:04:11.577Z,2023-02-10T19:04:13Z,4022744587,141,19.7,4022744585,140,61.4,4022744589,212,14.0,4022744591,213,3.0,4022744583,56,Right,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918011,33,1,1,2,24,2uuh2bir8ktof0uxfo06lb4ox,1,61.4,19.7,2023-02-10T19:04:13.354Z,2023-02-10T20:00:27Z,4022744839,56,Right,4022744847,141,8.8,4022744851,213,6.0,4022744843,140,87.9,4022744849,212,28.8,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918021,34,1,1,2,31,2uuh2bir8ktof0uxfo06lb4ox,0,98.6,13.1,2023-02-10T19:04:19.498Z,2023-02-10T19:04:20Z,4022745009,236,,4022744901,2,,4022745011,233,22,4022744903,155,,4022744907,140,98.7,4022744911,212,1.9,4022744905,56,Right,4022744909,141,15.9,2f3j5qchxzh11u4bi2mb8dslw,D. Chirino,4022745015,286,4022744913,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918029,22,12,1,2,31,1wyg1tunyt7go9tnjea1hjqxb,1,3.8,86.2,2023-02-10T19:04:19.598Z,2023-02-10T19:04:21Z,4022744947,56,Back,4022745037,233,34,4022744945,185,,,,,,,,,,,,,,,,,a33sy9bstlsfq023oiym5qk9g,D. Beukers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918059,23,6,1,2,32,1wyg1tunyt7go9tnjea1hjqxb,0,2.6,85.2,2023-02-10T19:04:20.907Z,2023-02-10T19:23:41Z,4022745221,233,35,4022745083,56,Back,4022745085,73,,,,,,,,,,,,,,,,,a33sy9bstlsfq023oiym5qk9g,D. Beukers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918077,35,6,1,2,32,2uuh2bir8ktof0uxfo06lb4ox,1,97.4,14.8,2023-02-10T19:04:20.907Z,2023-02-10T19:04:22Z,4022745193,233,23,4022745147,75,,4022745145,56,Right,,,,,,,,,,,,,,,,2f3j5qchxzh11u4bi2mb8dslw,D. Chirino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
