id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2540220003,5,1,1,0,27,zjawy6qdzk3y69v5pa3zl2cb,0,44.6,22.7,2023-04-28T18:00:52.556Z,2023-04-28T18:50:29Z,4232327689,213,0.3,4232327687,212,20.3,4232327691,1,,4232327685,141,32.5,4232327683,140,62.9,4232327679,157,,4232327681,56,Center,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219951,7,44,1,0,28,eh54mfvjtrttgsg1wbjnvxcqz,1,34.8,61.4,2023-04-28T18:00:53.663Z,2023-04-28T18:00:58Z,4232327735,233,6,4232327417,56,Back,4232327419,285,,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220005,6,44,1,0,28,zjawy6qdzk3y69v5pa3zl2cb,0,65.2,38.6,2023-04-28T18:00:53.664Z,2023-04-28T18:01:11Z,4232327781,233,7,4232327703,286,,4232327699,56,Center,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219969,8,1,1,0,28,eh54mfvjtrttgsg1wbjnvxcqz,1,32.6,55.4,2023-04-28T18:00:53.982Z,2023-04-28T18:00:56Z,4232327563,212,16.0,4232327561,141,33.0,4232327555,3,,4232327559,140,37.4,4232327557,56,Back,4232327565,213,5.0,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219979,9,43,1,0,30,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-28T18:00:55.919Z,2023-04-28T18:01:03Z,4232328011,144,49,,,,,,,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220013,10,1,1,0,31,eh54mfvjtrttgsg1wbjnvxcqz,1,39.2,26.6,2023-04-28T18:00:56.943Z,2023-04-28T20:12:34Z,4232327751,141,7.9,4232327755,213,5.6,4232327749,140,53.3,4232327747,56,Right,4232327753,212,19.5,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220079,11,1,1,0,34,eh54mfvjtrttgsg1wbjnvxcqz,1,53.8,4.9,2023-04-28T18:01:00.127Z,2023-04-28T18:01:04Z,4232328035,56,Back,4232328043,213,2.7,4232328039,141,15.9,4232328037,140,37.2,4232328041,212,19.0,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220087,12,1,1,0,38,eh54mfvjtrttgsg1wbjnvxcqz,1,36.5,21.8,2023-04-28T18:01:04.078Z,2023-04-28T18:01:05Z,4232328083,140,37.5,4232328089,213,1.5,4232328087,212,28.4,4232328081,56,Back,4232328085,141,63.6,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220103,13,1,1,0,40,eh54mfvjtrttgsg1wbjnvxcqz,1,37.5,63.6,2023-04-28T18:01:05.647Z,2023-04-28T18:01:08Z,4232328161,213,0.8,4232328157,141,92.6,4232328159,212,27.0,4232328153,56,Left,4232328155,140,55.0,,,,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220131,14,1,1,0,42,eh54mfvjtrttgsg1wbjnvxcqz,1,53.7,88.4,2023-04-28T18:01:08.287Z,2023-04-28T18:01:11Z,4232328283,140,32.8,4232328281,56,Back,4232328287,212,42.0,4232328289,213,4.2,4232328291,1,,4232328285,141,35.8,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220155,15,1,1,0,46,eh54mfvjtrttgsg1wbjnvxcqz,1,32.9,31.3,2023-04-28T18:01:11.791Z,2023-04-28T18:01:15Z,4232328435,56,Back,4232328443,213,5.2,4232328439,141,11.6,4232328437,140,40.0,4232328441,212,15.3,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220193,16,1,1,0,50,eh54mfvjtrttgsg1wbjnvxcqz,0,40,11.6,2023-04-28T18:01:15.551Z,2023-04-28T18:01:21Z,4232328603,213,6.2,4232328593,155,,4232328601,212,64.5,4232328599,141,7.4,4232328607,1,,4232328597,140,100.0,4232328595,56,Right,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220201,7,5,1,0,55,zjawy6qdzk3y69v5pa3zl2cb,1,-1.2,89.8,2023-04-28T18:01:20.921Z,2023-04-28T18:21:32Z,4232328635,346,,4232328633,56,Back,4232328661,233,17,,,,,,,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220197,17,5,1,0,55,eh54mfvjtrttgsg1wbjnvxcqz,0,101.2,10.2,2023-04-28T18:01:20.921Z,2023-04-28T18:01:21Z,4232328673,233,7,4232328627,346,,4232328625,56,Right,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220305,8,1,1,1,3,zjawy6qdzk3y69v5pa3zl2cb,1,3.2,59.6,2023-04-28T18:01:29.435Z,2023-04-28T18:01:34Z,4232329145,213,1.3,4232329149,237,,4232329141,141,73.0,4232329137,56,Back,4232329139,140,5.5,4232329135,124,,4232329143,212,9.4,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220345,9,1,1,1,9,zjawy6qdzk3y69v5pa3zl2cb,1,12.7,77,2023-04-28T18:01:34.843Z,2023-04-28T18:01:38Z,4232329297,212,20.8,4232329299,213,0.7,4232329295,141,97.7,4232329293,140,27.3,4232329291,56,Back,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220443,10,1,1,1,12,zjawy6qdzk3y69v5pa3zl2cb,1,31.8,95.6,2023-04-28T18:01:38.428Z,2023-04-28T18:01:44Z,4232329627,56,Back,4232329629,140,48.3,4232329633,212,18.6,4232329635,213,5.9,4232329631,141,85.7,,,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220449,11,4,1,1,16,zjawy6qdzk3y69v5pa3zl2cb,1,42.2,80.1,2023-04-28T18:01:42.429Z,2023-04-28T18:51:20Z,4232329643,295,,4232329653,286,,4232329641,13,,4232329649,152,,4232329665,233,18,4232329645,56,Back,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220429,18,4,1,1,16,eh54mfvjtrttgsg1wbjnvxcqz,0,57.8,19.9,2023-04-28T18:01:42.430Z,2023-04-28T18:01:46Z,4232329569,56,Right,4232329571,152,,4232329567,295,,4232329565,13,,4232329573,285,,4232329683,233,11,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220527,12,1,1,1,24,zjawy6qdzk3y69v5pa3zl2cb,1,32.3,76.6,2023-04-28T18:01:49.611Z,2023-04-28T18:01:51Z,4232329939,140,45.5,4232329937,56,Back,4232329945,213,0.8,4232329933,5,,4232329941,141,96.2,4232329943,212,19.2,4232329935,152,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220573,13,1,1,1,26,zjawy6qdzk3y69v5pa3zl2cb,1,45.5,96.2,2023-04-28T18:01:51.707Z,2023-04-28T18:01:55Z,4232330115,212,13.2,4232330117,213,4.4,4232330109,140,41.3,4232330113,141,77.9,4232330107,56,Back,,,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220603,14,1,1,1,29,zjawy6qdzk3y69v5pa3zl2cb,1,41.3,77.9,2023-04-28T18:01:55.308Z,2023-04-28T18:01:58Z,4232330215,56,Left,4232330221,212,20.2,4232330217,140,56.2,4232330223,213,0.7,4232330219,141,96.6,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220617,15,1,1,1,32,zjawy6qdzk3y69v5pa3zl2cb,0,58.1,96.6,2023-04-28T18:01:58.171Z,2023-04-28T18:01:59Z,4232330293,213,0.0,4232330287,141,97.1,4232330289,212,16.2,4232330283,56,Left,4232330285,140,73.5,,,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220613,19,8,1,1,33,eh54mfvjtrttgsg1wbjnvxcqz,1,30.3,6.8,2023-04-28T18:01:58.704Z,2023-04-28T18:01:58Z,4232330261,56,Back,,,,,,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220681,16,3,1,1,36,zjawy6qdzk3y69v5pa3zl2cb,1,63.7,94.3,2023-04-28T18:02:01.854Z,2023-04-28T18:51:56Z,4232330577,286,,4232330573,56,Left,4232330589,233,20,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220657,20,45,1,1,36,eh54mfvjtrttgsg1wbjnvxcqz,0,36.3,5.7,2023-04-28T18:02:01.854Z,2023-04-28T18:02:05Z,4232330595,233,16,4232330449,56,Back,4232330451,285,,,,,,,,,,,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220747,17,1,1,1,38,zjawy6qdzk3y69v5pa3zl2cb,1,65.7,97.1,2023-04-28T18:02:04.523Z,2023-04-28T18:51:58Z,4232330951,212,24.9,4232330953,213,3.5,4232330947,140,43.4,4232330949,141,84.5,4232330945,56,Back,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220797,18,1,1,1,44,zjawy6qdzk3y69v5pa3zl2cb,1,45.9,88.3,2023-04-28T18:02:10.027Z,2023-04-28T18:02:13Z,4232331191,212,16.5,4232331185,56,Left,4232331187,140,60.5,4232331193,213,0.4,4232331189,141,97.2,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220833,19,1,1,1,47,zjawy6qdzk3y69v5pa3zl2cb,0,60.5,97.2,2023-04-28T18:02:13.403Z,2023-04-28T18:52:32Z,4232331341,213,5.8,4232331337,141,82.0,4232331339,212,22.7,4232331335,140,79.8,4232331333,56,Left,4232331331,155,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220831,21,8,1,1,49,eh54mfvjtrttgsg1wbjnvxcqz,1,23.1,9.7,2023-04-28T18:02:15.358Z,2023-04-28T18:02:16Z,4232331317,56,Back,4232331347,15,,,,,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220859,22,61,1,1,52,eh54mfvjtrttgsg1wbjnvxcqz,0,24.8,8.8,2023-04-28T18:02:17.599Z,2023-04-28T18:02:17Z,4232331497,56,Back,,,,,,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220931,20,1,1,1,55,zjawy6qdzk3y69v5pa3zl2cb,0,76.5,82.6,2023-04-28T18:02:21.003Z,2023-04-28T18:53:30Z,4232331833,141,95.4,4232331827,155,,4232331829,56,Left,4232331837,213,1.8,4232331835,212,9.0,4232331831,140,74.4,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220917,23,49,1,1,55,eh54mfvjtrttgsg1wbjnvxcqz,1,37.5,4,2023-04-28T18:02:21.439Z,2023-04-28T18:02:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220949,24,61,1,1,58,eh54mfvjtrttgsg1wbjnvxcqz,0,38.3,3.7,2023-04-28T18:02:23.791Z,2023-04-28T18:02:23Z,4232331937,56,Back,,,,,,,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221047,21,5,1,2,0,zjawy6qdzk3y69v5pa3zl2cb,1,58.6,101.2,2023-04-28T18:02:26.238Z,2023-04-28T18:21:32Z,4232332435,56,Left,4232332453,233,25,4232332437,347,,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221001,25,5,1,2,0,eh54mfvjtrttgsg1wbjnvxcqz,0,41.4,-1.2,2023-04-28T18:02:26.238Z,2023-04-28T18:02:31Z,4232332487,233,21,4232332209,347,,4232332207,56,Back,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221091,22,1,1,2,5,zjawy6qdzk3y69v5pa3zl2cb,1,57.9,100,2023-04-28T18:02:30.779Z,2023-04-28T18:02:33Z,4232332663,56,Back,4232332661,107,,4232332669,212,22.9,4232332667,141,83.2,4232332671,213,3.7,4232332673,1,,4232332665,140,39.6,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221131,23,1,1,2,7,zjawy6qdzk3y69v5pa3zl2cb,1,39.6,83.2,2023-04-28T18:02:33.355Z,2023-04-28T18:02:37Z,4232332885,1,,4232332881,212,34.0,4232332877,140,16.2,4232332879,141,48.7,4232332875,56,Back,4232332883,213,3.9,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221145,24,1,1,2,11,zjawy6qdzk3y69v5pa3zl2cb,0,18.1,46.3,2023-04-28T18:02:37.147Z,2023-04-28T18:02:40Z,4232332963,140,68.8,4232333123,1,,4232332961,56,Center,4232332969,213,6.1,4232332967,212,53.7,4232332965,141,35.5,4232332959,155,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221199,26,1,1,2,14,eh54mfvjtrttgsg1wbjnvxcqz,0,25.7,69.4,2023-04-28T18:02:40.158Z,2023-04-28T18:02:42Z,4232333265,140,46.8,4232333271,213,6.1,4232333267,141,61.7,4232333269,212,22.8,4232333261,3,,4232333263,56,Back,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221221,25,1,1,2,17,zjawy6qdzk3y69v5pa3zl2cb,0,54.9,39.1,2023-04-28T18:02:42.795Z,2023-04-28T18:02:45Z,4232333379,212,20.3,4232333377,141,13.5,4232333373,56,Right,4232333381,213,5.3,4232333375,140,64.8,4232333371,3,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221225,27,61,1,2,19,eh54mfvjtrttgsg1wbjnvxcqz,0,36.6,86.5,2023-04-28T18:02:45.213Z,2023-04-28T18:02:45Z,4232333399,56,Back,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221435,26,5,1,2,20,zjawy6qdzk3y69v5pa3zl2cb,1,59.6,-1.5,2023-04-28T18:02:46.429Z,2023-04-28T18:21:32Z,4232334339,56,Right,4232334341,347,,4232334347,233,28,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221237,28,5,1,2,20,eh54mfvjtrttgsg1wbjnvxcqz,0,40.4,101.5,2023-04-28T18:02:46.429Z,2023-04-28T18:03:04Z,4232334357,233,26,4232333455,347,,4232333453,56,Back,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221469,27,1,1,2,38,zjawy6qdzk3y69v5pa3zl2cb,1,57,0,2023-04-28T18:03:03.979Z,2023-04-28T18:53:50Z,4232334557,212,20.2,4232334559,213,2.9,4232334555,141,6.2,4232334549,107,,4232334553,140,38.4,4232334551,56,Back,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221485,28,1,1,2,42,zjawy6qdzk3y69v5pa3zl2cb,1,38.2,6.4,2023-04-28T18:03:08.011Z,2023-04-28T18:03:09Z,4232334637,56,Back,4232334645,141,30.0,4232334641,140,22.7,4232334649,213,2.4,4232334647,212,22.9,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221501,29,1,1,2,43,zjawy6qdzk3y69v5pa3zl2cb,1,22.7,30,2023-04-28T18:03:09.083Z,2023-04-28T18:03:10Z,4232334745,56,Back,4232334747,140,26.4,4232334749,141,68.1,4232334753,213,1.4,4232334751,212,26.2,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221553,30,1,1,2,44,zjawy6qdzk3y69v5pa3zl2cb,1,26.4,68.1,2023-04-28T18:03:10.332Z,2023-04-28T18:54:05Z,4232334995,56,Left,4232335003,213,0.2,4232334993,155,,4232335001,212,53.5,4232335005,1,,4232334997,140,76.7,4232334999,141,80.6,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
