id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/9/value
2505918695,8,1,1,0,18,6lzy9iiqoysvtdsgx719fng9n,1,26.3,34.8,2023-02-10T19:05:13.669Z,2023-02-10T19:05:15Z,4022748299,141,33.0,4022748293,3,,4022748301,212,9.8,4022748295,56,Back,4022748303,213,6.2,4022748297,140,35.6,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918729,9,1,1,0,19,6lzy9iiqoysvtdsgx719fng9n,0,34.4,32.8,2023-02-10T19:05:15.543Z,2023-02-10T19:05:18Z,4022748419,141,0.0,4022748427,1,,4022748421,212,33.6,4022748413,155,,4022748417,140,57.2,4022748423,213,5.5,4022748415,56,Right,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918837,5,5,1,0,22,eh54mfvjtrttgsg1wbjnvxcqz,1,42.8,101.8,2023-02-10T19:05:18.472Z,2023-02-10T19:07:56Z,4022749003,233,10,4022748967,56,Back,4022748969,347,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918735,10,5,1,0,22,6lzy9iiqoysvtdsgx719fng9n,0,57.2,-1.8,2023-02-10T19:05:18.472Z,2023-02-10T19:05:28Z,4022748451,56,Right,4022748453,347,,4022749039,233,5,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918891,6,1,1,0,32,eh54mfvjtrttgsg1wbjnvxcqz,1,44.8,100,2023-02-10T19:05:28.131Z,2023-02-10T19:05:31Z,4022749255,213,5.5,4022749251,141,71.4,4022749257,1,,4022749245,107,,4022749247,56,Center,4022749253,212,27.9,4022749249,140,62.8,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918917,7,1,1,0,35,eh54mfvjtrttgsg1wbjnvxcqz,1,63,72.1,2023-02-10T19:05:31.453Z,2023-02-10T19:05:34Z,4022749409,56,Left,4022749415,212,16.0,4022749411,140,55.8,4022749413,141,92.9,4022749417,213,2.1,4022749407,3,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918953,8,1,1,0,38,eh54mfvjtrttgsg1wbjnvxcqz,1,53.4,92.7,2023-02-10T19:05:33.944Z,2023-02-10T19:05:37Z,4022749635,213,4.0,4022749633,212,29.0,4022749631,141,61.7,4022749623,56,Back,4022749627,140,34.5,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505918985,9,1,1,0,42,eh54mfvjtrttgsg1wbjnvxcqz,1,33.7,59,2023-02-10T19:05:37.591Z,2023-02-10T19:05:39Z,4022749767,141,65.5,4022749765,140,8.1,4022749769,212,27.2,4022749763,56,Back,4022749771,213,3.0,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919033,10,1,1,0,44,eh54mfvjtrttgsg1wbjnvxcqz,1,7.7,68.7,2023-02-10T19:05:39.555Z,2023-02-10T19:05:43Z,4022749997,56,Back,4022749999,140,12.0,4022750005,213,1.2,4022750003,212,12.8,4022750001,141,86.3,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919097,11,1,1,0,48,eh54mfvjtrttgsg1wbjnvxcqz,1,14.2,90.8,2023-02-10T19:05:43.788Z,2023-02-10T19:05:48Z,4022750329,141,89.4,4022750335,1,,4022750331,212,51.6,4022750323,155,,4022750333,213,6.3,4022750327,140,63.3,4022750325,56,Left,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919107,12,1,1,0,51,eh54mfvjtrttgsg1wbjnvxcqz,0,63.3,89.4,2023-02-10T19:05:46.826Z,2023-02-10T19:07:36Z,4022750377,213,5.6,4022750371,140,72.7,4022750375,212,13.2,4022750369,56,Center,4022750367,3,,4022750373,141,76.6,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919091,11,49,1,0,52,6lzy9iiqoysvtdsgx719fng9n,1,26.1,19.8,2023-02-10T19:05:48.069Z,2023-02-10T19:05:48Z,,,,,,,,,,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919155,12,1,1,0,53,6lzy9iiqoysvtdsgx719fng9n,1,25.3,23.7,2023-02-10T19:05:48.869Z,2023-02-10T19:05:53Z,4022750559,140,25.5,4022750565,213,1.6,4022750561,141,45.1,4022750563,212,14.6,4022750557,56,Back,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919187,13,1,1,0,58,6lzy9iiqoysvtdsgx719fng9n,1,29,62.9,2023-02-10T19:05:53.590Z,2023-02-10T19:05:57Z,4022750813,141,41.2,4022750815,212,16.7,4022750811,140,21.5,4022750817,213,4.2,4022750809,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919221,14,1,1,1,1,6lzy9iiqoysvtdsgx719fng9n,1,23.1,36.4,2023-02-10T19:05:57.461Z,2023-02-10T19:06:01Z,4022750997,213,4.6,4022750991,140,21.6,4022750995,212,16.9,4022750993,141,11.7,4022750989,56,Back,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919311,15,1,1,1,5,6lzy9iiqoysvtdsgx719fng9n,1,17.8,14.1,2023-02-10T19:06:01.094Z,2023-02-10T19:06:09Z,4022751395,212,23.6,4022751393,141,41.8,4022751389,56,Back,4022751391,140,4.2,4022751397,213,2.2,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919387,16,1,1,1,13,6lzy9iiqoysvtdsgx719fng9n,1,7.9,50.4,2023-02-10T19:06:09.189Z,2023-02-10T19:06:14Z,4022751769,1,,4022751753,56,Back,4022751763,212,35.7,4022751757,140,26.4,4022751761,141,6.4,4022751765,213,5.3,4022751747,155,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919425,17,1,1,1,19,6lzy9iiqoysvtdsgx719fng9n,1,33.9,3.2,2023-02-10T19:06:14.565Z,2023-02-10T19:06:17Z,4022751955,56,Back,4022751967,212,9.4,4022751969,213,2.0,4022751963,141,15.6,4022751959,140,29.9,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919459,18,1,1,1,22,6lzy9iiqoysvtdsgx719fng9n,1,27.3,10.7,2023-02-10T19:06:17.606Z,2023-02-10T19:06:20Z,4022752149,212,9.1,4022752143,56,Back,4022752151,213,3.4,4022752147,141,7.6,4022752145,140,18.9,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919503,19,1,1,1,24,6lzy9iiqoysvtdsgx719fng9n,1,15.2,11,2023-02-10T19:06:20.373Z,2023-02-10T19:06:23Z,4022752361,56,Back,4022752365,141,47.2,4022752367,212,27.2,4022752363,140,4.2,4022752369,213,2.0,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919563,20,1,1,1,27,6lzy9iiqoysvtdsgx719fng9n,0,4.2,47.2,2023-02-10T19:06:22.997Z,2023-02-10T19:06:27Z,4022752673,56,Back,4022752683,1,,4022752679,212,44.1,4022752675,140,42.5,4022752671,157,,4022752677,141,73.9,4022752681,213,0.4,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919627,13,1,1,1,32,eh54mfvjtrttgsg1wbjnvxcqz,1,58,28,2023-02-10T19:06:28.522Z,2023-02-10T19:06:34Z,4022752937,141,39.1,4022752935,140,67.9,4022752931,3,,4022752933,56,Center,4022752941,213,0.6,4022752939,212,12.8,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919631,14,50,1,1,36,eh54mfvjtrttgsg1wbjnvxcqz,1,65,43.4,2023-02-10T19:06:32.132Z,2023-02-10T19:06:35Z,4022752989,233,21,4022752961,286,,4022752959,56,Center,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919613,21,7,1,1,36,6lzy9iiqoysvtdsgx719fng9n,0,35,56.6,2023-02-10T19:06:32.133Z,2023-02-10T19:06:35Z,4022752909,285,,4022752983,233,14,4022752907,56,Back,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919665,15,1,1,1,39,eh54mfvjtrttgsg1wbjnvxcqz,1,62.3,43.4,2023-02-10T19:06:35.542Z,2023-02-10T19:06:38Z,4022753135,140,71.0,4022753137,141,84.2,4022753139,212,29.2,4022753141,213,1.3,4022753133,56,Left,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919667,16,49,1,1,42,eh54mfvjtrttgsg1wbjnvxcqz,1,70.9,78.8,2023-02-10T19:06:38.497Z,2023-02-10T19:06:38Z,,,,,,,,,,,,,,,,,,,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919729,17,1,1,1,43,eh54mfvjtrttgsg1wbjnvxcqz,1,70.9,78.8,2023-02-10T19:06:38.882Z,2023-02-10T19:06:44Z,4022753497,213,0.7,4022753495,212,11.2,4022753493,141,90.0,4022753489,56,Left,4022753491,140,78.7,,,,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919801,18,1,1,1,48,eh54mfvjtrttgsg1wbjnvxcqz,0,86.8,86.5,2023-02-10T19:06:44.087Z,2023-02-10T19:06:50Z,4022753843,155,,4022753849,141,7.4,4022753853,213,4.9,4022753847,140,95.4,4022753841,2,,4022753845,56,Right,4022753851,212,54.5,4022753855,1,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919793,22,49,1,1,54,6lzy9iiqoysvtdsgx719fng9n,1,2.9,93.3,2023-02-10T19:06:49.701Z,2023-02-10T19:06:49Z,,,,,,,,,,,,,,,,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919837,23,1,1,1,55,6lzy9iiqoysvtdsgx719fng9n,1,7.3,95.9,2023-02-10T19:06:51.269Z,2023-02-10T19:06:54Z,4022754067,212,11.5,4022754065,141,79.7,4022754061,56,Back,4022754069,213,4.4,4022754063,140,4.1,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919855,24,1,1,1,58,6lzy9iiqoysvtdsgx719fng9n,1,4.4,78.4,2023-02-10T19:06:54.101Z,2023-02-10T19:06:56Z,4022754179,213,4.7,4022754177,212,18.5,4022754175,141,51.3,4022754171,56,Back,4022754173,140,3.4,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919879,25,1,1,2,0,6lzy9iiqoysvtdsgx719fng9n,1,3.2,51,2023-02-10T19:06:56.341Z,2023-02-10T19:06:58Z,4022754299,140,24.0,4022754305,213,5.9,4022754301,141,37.6,4022754303,212,23.7,4022754297,56,Back,,,,,,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919889,26,1,1,2,3,6lzy9iiqoysvtdsgx719fng9n,1,24,37.6,2023-02-10T19:06:58.805Z,2023-02-10T19:07:00Z,4022754377,212,21.2,4022754375,141,7.0,4022754373,140,27.9,4022754371,56,Back,4022754379,213,4.9,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919993,27,1,1,2,5,6lzy9iiqoysvtdsgx719fng9n,1,28.6,6.5,2023-02-10T19:07:00.757Z,2023-02-10T19:07:25Z,4022754979,212,13.8,4022754973,56,Back,4022754977,141,21.8,4022754981,213,0.9,4022754975,140,37.3,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920149,29,1,1,2,6,6lzy9iiqoysvtdsgx719fng9n,1,43.2,29.1,2023-02-10T19:07:02.334Z,2023-02-10T19:07:43Z,4022755877,56,Center,4022755885,212,12.3,4022755883,141,35.9,4022755881,140,54.1,4022755887,213,0.4,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505919997,28,4,1,2,8,6lzy9iiqoysvtdsgx719fng9n,1,53.1,34.4,2023-02-10T19:07:03.858Z,2023-02-10T19:07:52Z,4022755127,233,19,4022754997,152,,4022754993,13,,4022755001,286,,4022754995,56,Center,4022754999,265,,,,,,,,6w6ewzxircqxk6dsrs1rvc8ru,L. Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920011,19,4,1,2,8,eh54mfvjtrttgsg1wbjnvxcqz,0,46.9,65.6,2023-02-10T19:07:03.859Z,2023-02-10T19:07:57Z,4022755065,13,,4022755175,233,28,4022755073,285,,4022755067,56,Back,4022755071,265,,4022755069,152,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920191,20,27,1,2,26,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-02-10T19:07:22.211Z,2023-02-10T19:07:55Z,4022756055,41,Injury,4022758133,233,30,4022756057,53,abgkpku77iidahswqpvce5gtm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920273,30,27,1,2,26,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-02-10T19:07:22.211Z,2023-02-10T19:07:56Z,4022758143,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920753,21,28,1,3,16,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-02-10T19:08:12.342Z,2023-02-10T19:20:36Z,4022806535,233,31,4022759009,55,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920889,31,28,1,3,16,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-02-10T19:08:12.342Z,2023-02-10T19:20:36Z,4022759775,55,30,4022806543,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505920945,32,1,1,3,30,6lzy9iiqoysvtdsgx719fng9n,1,51.5,34.5,2023-02-10T19:08:26.308Z,2023-02-10T19:08:29Z,4022760151,213,2.3,4022760145,140,43.9,4022760139,152,,4022760147,141,48.1,4022760149,212,12.2,4022760137,5,,4022760143,56,Back,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505921015,33,1,1,3,33,6lzy9iiqoysvtdsgx719fng9n,1,45.6,50.1,2023-02-10T19:08:29.140Z,2023-02-10T19:08:34Z,4022760547,213,1.9,4022760543,212,14.7,4022760541,141,70.3,4022760537,140,40.6,4022760535,56,Back,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505921051,34,1,1,3,38,6lzy9iiqoysvtdsgx719fng9n,1,50.9,72.9,2023-02-10T19:08:34.052Z,2023-02-10T19:08:36Z,4022760743,213,4.6,4022760735,140,49.4,4022760729,56,Back,4022760741,212,18.5,4022760739,141,45.8,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505921079,35,1,1,3,40,6lzy9iiqoysvtdsgx719fng9n,1,49.1,45.4,2023-02-10T19:08:36.260Z,2023-02-10T19:08:38Z,4022760895,140,56.1,4022760897,141,15.3,4022760893,56,Right,4022760901,213,5.1,4022760899,212,21.7,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505921115,36,1,1,3,42,6lzy9iiqoysvtdsgx719fng9n,1,56.1,15,2023-02-10T19:08:38.100Z,2023-02-10T19:08:41Z,4022761063,212,19.5,4022761059,140,48.2,4022761057,56,Back,4022761061,141,41.0,4022761067,213,2.0,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505921183,37,1,1,3,45,6lzy9iiqoysvtdsgx719fng9n,1,52.1,42.4,2023-02-10T19:08:41.381Z,2023-02-10T19:08:46Z,4022761401,140,52.9,4022761405,212,16.5,4022761403,141,66.7,4022761399,56,Center,4022761407,213,1.5,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505921219,38,1,1,3,51,6lzy9iiqoysvtdsgx719fng9n,1,60.4,68.5,2023-02-10T19:08:46.724Z,2023-02-10T19:08:49Z,4022761609,56,Left,4022761611,140,70.7,4022761615,212,21.8,4022761613,141,96.3,4022761617,213,1.1,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
