id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value
2456368263,13,1,1,0,26,dnzj0iv5qtaemm9kthh9pos8q,1,22,61.7,2022-09-05T18:01:57.325Z,2022-09-05T18:01:59Z,3760922721,212,20.6,3760922715,56,Back,3760922717,140,21.9,3760922719,141,92.0,3760922723,213,1.6,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368285,14,1,1,0,29,dnzj0iv5qtaemm9kthh9pos8q,1,21.8,90.5,2022-09-05T18:01:59.742Z,2022-09-05T18:02:04Z,3760922845,140,31.8,3760922851,213,0.2,3760922843,56,Back,3760922849,212,10.8,3760922847,141,94.1,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368313,15,1,1,0,33,dnzj0iv5qtaemm9kthh9pos8q,1,29.5,80.2,2022-09-05T18:02:03.902Z,2022-09-05T18:02:07Z,3760922983,56,Back,3760922985,140,29.9,3760922991,213,4.8,3760922987,141,71.4,3760922989,212,6.0,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368317,16,50,1,0,37,dnzj0iv5qtaemm9kthh9pos8q,1,33.2,79.6,2022-09-05T18:02:07.678Z,2022-09-05T18:02:10Z,3760923011,56,Back,3760923077,233,5,3760923013,285,,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368325,5,7,1,0,37,2xlnfgrl6r18ftv38unwp7h4s,1,66.8,20.4,2022-09-05T18:02:07.679Z,2022-09-05T18:02:10Z,3760923071,286,,3760923051,56,Right,3760923067,233,16,,,,,,,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368329,6,49,1,0,38,2xlnfgrl6r18ftv38unwp7h4s,1,69.7,18.5,2022-09-05T18:02:09.626Z,2022-09-05T18:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368369,7,15,1,0,43,2xlnfgrl6r18ftv38unwp7h4s,1,79.5,30.3,2022-09-05T18:02:14.010Z,2022-09-05T18:02:24Z,3760923609,102,53.2,3760923607,76,,3760923333,22,,3760923337,56,Center,3760923615,146,82.3,3760923611,103,19,3760923621,231,48.9,3760923335,18,,6nwn2522yescgrx57wkcxjhwq,Sávio,3760923619,230,99.1,3760923617,147,33.4,3760923483,72,3760923613,458,3760923505,233,17,3760923487,82,,,,,,,,,,,,,,,,,
2456368347,17,10,1,0,43,dnzj0iv5qtaemm9kthh9pos8q,1,17.9,48.8,2022-09-05T18:02:14.110Z,2022-09-05T18:37:52Z,3760923521,233,7,3760923193,56,Back,3760923191,94,,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368437,8,5,1,0,45,2xlnfgrl6r18ftv38unwp7h4s,1,67.3,101.4,2022-09-05T18:02:15.823Z,2022-09-05T18:57:18Z,3760923779,347,,3760923777,56,Left,3761033519,233,18,,,,,,,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368473,18,5,1,0,45,dnzj0iv5qtaemm9kthh9pos8q,0,32.7,-1.4,2022-09-05T18:02:15.823Z,2022-09-05T18:38:02Z,3761033535,233,8,3760923955,347,,3760923953,56,Back,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456395199,532,1,1,0,48,2xlnfgrl6r18ftv38unwp7h4s,1,66.2,100,2022-09-05T18:02:18.629Z,2022-09-05T19:02:41Z,3761073691,107,,3761073455,189,,3761073461,140,33.4,3761073459,56,Back,3761073469,1,,3761073467,213,3.8,3761073465,212,44.6,3761073463,141,59.1,a7eyujeyux7nj68ifa7nnndas,K. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456395597,533,1,1,0,56,2xlnfgrl6r18ftv38unwp7h4s,1,29.4,24,2022-09-05T18:02:26.629Z,2022-09-05T18:52:25Z,3761075613,212,12.6,3761075615,213,5.3,3761075611,141,8.3,3761075607,56,Back,3761075609,140,35.8,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368457,9,43,1,0,59,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-09-05T18:02:30.469Z,2022-09-05T18:52:15Z,3761075215,144,49,,,,,,,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368471,10,1,1,1,0,2xlnfgrl6r18ftv38unwp7h4s,0,34.5,19.5,2022-09-05T18:02:31.217Z,2022-09-05T20:17:02Z,3760923945,141,15.0,3760923943,140,53.2,3760923949,213,6.1,3760923947,212,19.9,3760923941,56,Right,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368485,11,43,1,1,4,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-09-05T18:02:35.098Z,2022-09-05T18:52:39Z,3761076075,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368489,12,43,1,1,4,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-09-05T18:02:35.263Z,2022-09-05T18:52:40Z,3761076155,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368511,13,1,1,1,5,2xlnfgrl6r18ftv38unwp7h4s,1,59.4,37.3,2022-09-05T18:02:36.364Z,2022-09-05T18:02:38Z,3760924131,141,71.1,3760924135,213,2.2,3760924129,140,42.1,3760924127,56,Back,3760924133,212,29.3,,,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368533,14,1,1,1,7,2xlnfgrl6r18ftv38unwp7h4s,1,42.1,71.1,2022-09-05T18:02:38.139Z,2022-09-05T18:02:42Z,3760924261,141,86.9,3760924265,213,0.5,3760924263,212,22.7,3760924259,140,61.1,3760924257,56,Left,,,,,,,,,,a7eyujeyux7nj68ifa7nnndas,K. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368539,15,43,1,1,12,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-09-05T18:02:42.762Z,2022-09-05T18:53:13Z,3761077451,144,1,3760924309,141,95.3,3760924307,140,72.0,3760924305,56,Left,3760924313,213,0,3760924311,212,2.7,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368553,16,1,1,1,13,2xlnfgrl6r18ftv38unwp7h4s,1,72,95.3,2022-09-05T18:02:43.647Z,2022-09-05T18:02:46Z,3760924395,213,3.6,3760924393,212,16.7,3760924387,56,Left,3760924389,140,57.5,3760924391,141,85.1,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368621,17,1,1,1,15,2xlnfgrl6r18ftv38unwp7h4s,1,53.3,69.4,2022-09-05T18:02:46.054Z,2022-09-05T18:02:52Z,3760924709,56,Back,3760924717,213,4.2,3760924713,141,37.9,3760924715,212,25.1,3760924711,140,40.8,,,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368661,18,1,1,1,22,2xlnfgrl6r18ftv38unwp7h4s,1,44.2,37.6,2022-09-05T18:02:52.788Z,2022-09-05T18:02:59Z,3760924981,56,Back,3760924983,140,42.6,3760924985,141,69.0,3760924987,212,21.4,3760924989,213,1.6,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368685,19,1,1,1,28,2xlnfgrl6r18ftv38unwp7h4s,1,43.1,75.3,2022-09-05T18:02:59.070Z,2022-09-05T18:03:02Z,3760925099,212,30.1,3760925097,141,36.0,3760925101,213,4.2,3760925093,56,Back,3760925095,140,30.0,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368727,20,1,1,1,31,2xlnfgrl6r18ftv38unwp7h4s,1,30,36,2022-09-05T18:03:02.412Z,2022-09-05T18:03:09Z,3760925351,140,42.0,3760925363,213,5.4,3760925347,56,Back,3760925359,212,21.1,3760925355,141,11.1,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368743,21,1,1,1,38,2xlnfgrl6r18ftv38unwp7h4s,1,74.1,30.7,2022-09-05T18:03:09.445Z,2022-09-05T18:03:12Z,3760925471,141,20.7,3760925475,213,5.9,3760925467,56,Right,3760925469,140,90.7,3760925473,212,18.7,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368761,22,1,1,1,41,2xlnfgrl6r18ftv38unwp7h4s,1,90.7,20.7,2022-09-05T18:03:12.384Z,2022-09-05T18:03:42Z,3760925581,2,,3760926681,210,13,3760925593,213,1.3,3760925591,212,24.6,3760925589,141,55.4,3760925587,140,97.4,3760925583,155,,3760926683,154,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,3760925585,56,Center,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2456368765,23,13,1,1,44,2xlnfgrl6r18ftv38unwp7h4s,1,95.4,58.3,2022-09-05T18:03:15.144Z,2022-09-05T18:03:43Z,3760926713,328,,3760925617,56,Center,3760925613,22,,3760925805,72,,3760926717,231,51.8,3760926701,154,,3760926697,83,,3760926699,29,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,3760926715,230,99.4,3760926703,55,22,3760926707,102,3760926709,103,3760925615,61,,3760926711,214,,58.8,12.5,,,,,,,,,,,,,,
2456368759,19,5,1,1,44,dnzj0iv5qtaemm9kthh9pos8q,1,-0.7,42.2,2022-09-05T18:03:15.278Z,2022-09-05T18:03:17Z,3760925577,56,Back,3760925579,346,,3760925709,233,24,,,,,,,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368769,24,5,1,1,44,2xlnfgrl6r18ftv38unwp7h4s,0,100.7,57.8,2022-09-05T18:03:15.278Z,2022-09-05T18:57:18Z,3760925679,346,,3760925677,56,Center,3760925715,233,19,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368957,20,1,1,2,10,dnzj0iv5qtaemm9kthh9pos8q,0,5.3,47.9,2022-09-05T18:03:40.702Z,2022-09-05T18:03:44Z,3760926791,124,,3760926801,213,5.9,3760926797,141,13.5,3760926799,212,59.6,3760926805,74,,3760926803,1,,3760926795,140,57.5,3760926793,56,Right,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368975,25,8,1,2,15,2xlnfgrl6r18ftv38unwp7h4s,1,43.6,66.6,2022-09-05T18:03:45.926Z,2022-09-05T18:05:01Z,3760926907,56,Back,,,,,,,,,,,,,,,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369019,21,5,1,2,16,dnzj0iv5qtaemm9kthh9pos8q,1,61.4,-1.2,2022-09-05T18:03:46.686Z,2022-09-05T18:03:56Z,3760927163,233,26,3760927147,56,Right,3760927149,347,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368985,26,5,1,2,16,2xlnfgrl6r18ftv38unwp7h4s,0,38.6,101.2,2022-09-05T18:03:46.686Z,2022-09-05T18:57:19Z,3760926965,56,Back,3760927179,233,21,3760926967,347,,,,,,,,,,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369031,22,1,1,2,25,dnzj0iv5qtaemm9kthh9pos8q,1,66.8,0,2022-09-05T18:03:55.966Z,2022-09-05T18:03:57Z,3760927211,56,Right,3760927219,213,1.4,3760927217,212,10.0,3760927209,107,,3760927215,141,12.5,3760927213,140,68.2,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369045,23,1,1,2,26,dnzj0iv5qtaemm9kthh9pos8q,1,68.4,13.7,2022-09-05T18:03:57.021Z,2022-09-05T18:03:59Z,3760927283,213,4.2,3760927275,56,Right,3760927281,212,7.4,3760927277,140,64.9,3760927279,141,4.3,,,,,,,,,,b61yiz3lait78xmlbyzr2vd62,T. Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369049,24,1,1,2,28,dnzj0iv5qtaemm9kthh9pos8q,0,64.7,4.6,2022-09-05T18:03:59.277Z,2022-09-05T18:04:02Z,3760927329,286,,3760927323,236,,3760927325,233,27,3760927297,141,5.6,3760927299,212,2.0,3760927295,140,66.5,3760927293,56,Right,3760927301,213,0.3,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369053,27,74,1,2,28,2xlnfgrl6r18ftv38unwp7h4s,1,34.7,90.8,2022-09-05T18:03:59.278Z,2022-09-05T19:59:00Z,3760927331,233,24,3760927319,56,Back,3760927321,285,,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369071,25,5,1,2,30,dnzj0iv5qtaemm9kthh9pos8q,1,65,-1.2,2022-09-05T18:04:00.957Z,2022-09-05T18:04:05Z,3760927407,56,Right,3760927409,347,,3760927429,233,28,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369059,28,5,1,2,30,2xlnfgrl6r18ftv38unwp7h4s,0,35,101.2,2022-09-05T18:04:00.957Z,2022-09-05T18:57:19Z,3760927433,233,25,3760927359,347,,3760927357,56,Back,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369079,26,1,1,2,34,dnzj0iv5qtaemm9kthh9pos8q,1,67,0,2022-09-05T18:04:05.566Z,2022-09-05T18:04:07Z,3760927451,107,,3760927453,56,Right,3760927461,213,1.4,3760927455,140,68.2,3760927457,141,8.5,3760927459,212,6.8,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456369085,27,1,1,2,36,dnzj0iv5qtaemm9kthh9pos8q,1,68.3,9.2,2022-09-05T18:04:06.909Z,2022-09-05T18:04:08Z,3760927503,56,Right,3760927505,140,66.2,3760927509,212,4.3,3760927507,141,3.8,3760927511,213,4.2,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
