id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/15/value,assist,qualifier/16/value
2468437455,18,1,1,1,5,bqm1bnp1bh2apyudlz1o1whr3,0,58,8.3,2022-10-07T18:04:12.822Z,2022-10-07T18:59:28Z,3825100967,212,10.2,3825100961,56,Center,3825100965,141,21.2,3825100959,3,,3825100969,213,1.0,3825100963,140,62.9,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437461,10,49,1,1,6,dnzj0iv5qtaemm9kthh9pos8q,1,38.6,87.5,2022-10-07T18:04:13.441Z,2022-10-07T18:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437475,11,1,1,1,6,dnzj0iv5qtaemm9kthh9pos8q,0,38.6,87.5,2022-10-07T18:04:13.578Z,2022-10-07T18:04:18Z,3825101027,56,Back,3825101369,156,,3825101035,213,2.2,3825101031,141,93.3,3825101033,212,5.0,3825101029,140,35.6,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437499,19,49,1,1,7,bqm1bnp1bh2apyudlz1o1whr3,1,59.2,14.7,2022-10-07T18:04:15.430Z,2022-10-07T18:59:40Z,,,,,,,,,,,,,,,,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437569,20,1,1,1,8,bqm1bnp1bh2apyudlz1o1whr3,1,66.1,13.7,2022-10-07T18:04:15.927Z,2022-10-07T19:00:05Z,3825101487,56,Right,3825101499,213,3.0,3825101493,141,15.5,3825101497,212,11.3,3825101489,140,55.4,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468483837,528,1,1,1,9,bqm1bnp1bh2apyudlz1o1whr3,1,56.9,18.8,2022-10-07T18:04:16.433Z,2022-10-07T19:00:21Z,3825351069,56,Center,3825351073,141,23.7,3825351071,140,65.0,3825351077,213,0.4,3825351075,212,9.1,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437575,21,50,1,1,12,bqm1bnp1bh2apyudlz1o1whr3,1,62.2,28.2,2022-10-07T18:04:20.102Z,2022-10-07T19:00:23Z,3825101521,286,,3825101519,56,Center,3825101799,233,12,,,,,,,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437625,12,7,1,1,12,dnzj0iv5qtaemm9kthh9pos8q,1,37.8,71.8,2022-10-07T18:04:20.103Z,2022-10-07T18:04:23Z,3825101759,285,,3825101757,56,Back,3825101791,233,21,,,,,,,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437631,13,49,1,1,15,dnzj0iv5qtaemm9kthh9pos8q,1,36.7,38.9,2022-10-07T18:04:22.698Z,2022-10-07T18:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437659,14,1,1,1,15,dnzj0iv5qtaemm9kthh9pos8q,1,36.7,38.9,2022-10-07T18:04:22.766Z,2022-10-07T18:04:24Z,3825101901,213,0.7,3825101897,141,65.7,3825101895,140,59.4,3825101899,212,30.0,3825101893,56,Center,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437679,15,1,1,1,17,dnzj0iv5qtaemm9kthh9pos8q,1,59.4,65.8,2022-10-07T18:04:24.833Z,2022-10-07T18:04:25Z,3825101987,212,7.9,3825101981,56,Center,3825101985,141,55.1,3825101989,213,4.3,3825101983,140,56.5,,,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437683,16,61,1,1,17,dnzj0iv5qtaemm9kthh9pos8q,0,56.5,55.1,2022-10-07T18:04:24.849Z,2022-10-07T18:15:46Z,3825102007,56,Center,,,,,,,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437665,22,49,1,1,17,bqm1bnp1bh2apyudlz1o1whr3,1,55.9,45.1,2022-10-07T18:04:25.190Z,2022-10-07T18:04:25Z,,,,,,,,,,,,,,,,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437751,23,1,1,1,18,bqm1bnp1bh2apyudlz1o1whr3,1,55.9,44.8,2022-10-07T18:04:25.734Z,2022-10-07T18:04:29Z,3825102399,56,Right,3825102403,141,18.8,3825102409,1,,3825102405,212,41.8,3825102401,140,92.0,3825102407,213,5.8,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437765,24,1,1,1,22,bqm1bnp1bh2apyudlz1o1whr3,0,93.2,19.5,2022-10-07T18:04:29.782Z,2022-10-07T18:04:32Z,3825102527,155,,3825102469,2,,3825102479,212,28.1,3825102473,56,Center,3825102481,213,1.5,3825102477,141,60.6,3825102475,140,95.8,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437787,17,12,1,1,23,dnzj0iv5qtaemm9kthh9pos8q,1,5.7,39.5,2022-10-07T18:04:31.353Z,2022-10-07T18:04:33Z,3825102587,213,4.8,3825102581,140,7.1,3825102585,212,27.6,3825102637,167,,3825102583,141,0.0,3825102579,56,Back,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437793,18,5,1,1,25,dnzj0iv5qtaemm9kthh9pos8q,0,10.1,-1.2,2022-10-07T18:04:32.476Z,2022-10-07T18:04:34Z,3825102761,233,25,3825102617,56,Back,3825102619,347,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437811,25,5,1,1,25,bqm1bnp1bh2apyudlz1o1whr3,1,89.9,101.2,2022-10-07T18:04:32.476Z,2022-10-07T18:28:10Z,3825102721,56,Left,3825102745,233,18,3825102723,347,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437947,26,1,1,1,32,bqm1bnp1bh2apyudlz1o1whr3,1,86.9,100,2022-10-07T18:04:39.640Z,2022-10-07T18:04:43Z,3825103555,1,,3825103533,107,,3825103543,141,87.4,3825103551,213,3.5,3825103547,212,26.0,3825103541,140,63.8,3825103537,56,Left,,,,3usiruyhxf6p9lkiz5qeytze2,M. Remans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438037,27,1,1,1,36,bqm1bnp1bh2apyudlz1o1whr3,1,63.9,86.8,2022-10-07T18:04:43.623Z,2022-10-07T18:04:49Z,3825103937,155,,3825103945,141,9.5,3825103941,56,Right,3825103947,212,52.6,3825103949,213,4.8,3825103951,1,,3825103943,140,66.2,3825103939,196,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438081,28,1,1,1,41,bqm1bnp1bh2apyudlz1o1whr3,1,66.2,9.4,2022-10-07T18:04:48.903Z,2022-10-07T18:04:51Z,3825104177,213,1.5,3825104165,140,67.8,3825104173,212,21.9,3825104169,141,41.5,3825104163,56,Center,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438123,29,1,1,1,43,bqm1bnp1bh2apyudlz1o1whr3,1,69.6,44.6,2022-10-07T18:04:51.095Z,2022-10-07T18:04:53Z,3825104397,213,5.8,3825104391,140,75.3,3825104395,212,6.9,3825104389,56,Center,3825104393,141,39.5,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438139,30,1,1,1,46,bqm1bnp1bh2apyudlz1o1whr3,0,75.3,39.5,2022-10-07T18:04:53.527Z,2022-10-07T19:00:55Z,3825104477,212,23.3,3825104471,56,Center,3825104473,140,92.5,3825104479,213,0.7,3825104475,141,61.2,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438147,19,8,1,1,48,dnzj0iv5qtaemm9kthh9pos8q,1,13.2,41.3,2022-10-07T18:04:55.555Z,2022-10-07T18:04:55Z,3825104523,56,Back,,,,,,,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438173,20,49,1,1,50,dnzj0iv5qtaemm9kthh9pos8q,1,8.1,47.2,2022-10-07T18:04:57.874Z,2022-10-07T18:04:57Z,,,,,,,,,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438223,21,1,1,1,50,dnzj0iv5qtaemm9kthh9pos8q,0,8.1,47.2,2022-10-07T18:04:58.091Z,2022-10-07T18:05:02Z,3825104927,140,46.0,3825104933,213,5.9,3825104935,1,,3825104931,212,42.3,3825104925,56,Back,3825104923,157,,3825104929,141,26.2,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438267,31,4,1,1,56,bqm1bnp1bh2apyudlz1o1whr3,1,55,74,2022-10-07T18:05:04.114Z,2022-10-07T20:07:09Z,3825105199,152,,3825105187,13,,3825649265,286,,3825105195,56,Center,3825105191,294,,3825105547,233,22,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438263,22,4,1,1,56,dnzj0iv5qtaemm9kthh9pos8q,0,45,26,2022-10-07T18:05:04.115Z,2022-10-07T20:00:30Z,3825105525,233,31,3825105173,13,,3825105179,152,,3825105175,294,,3825105177,56,Back,3825649339,285,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
