id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2490360885,9,12,1,1,1,eh54mfvjtrttgsg1wbjnvxcqz,1,4.4,49.7,2022-12-11T13:33:43.424Z,2022-12-11T13:33:54Z,3940803067,141,40.0,3940803081,15,,3940803065,140,19.4,3940803069,212,17.1,3940803071,213,5.9,3940803063,56,Back,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360925,10,13,1,1,4,zjawy6qdzk3y69v5pa3zl2cb,1,82.2,61.1,2022-12-11T13:33:46.561Z,2022-12-11T13:33:58Z,3940803963,83,,3940803971,328,,3940803277,56,Center,3940803275,18,,3940803983,230,97.3,3940803979,458,,3940803967,103,2.8,3940803965,102,59.0,61wt62anweh75oguqg0vbozu2,A. Bensabouh,3940803987,231,50.5,3940803517,20,,3940803515,25,3940803969,215,,,,,,,,,,,,,,,,,,,,,,,
2490360907,10,5,1,1,6,eh54mfvjtrttgsg1wbjnvxcqz,1,-0.8,41.9,2022-12-11T13:33:47.841Z,2022-12-11T13:35:44Z,3940803175,346,,3940803357,233,11,3940803173,56,Back,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360933,11,5,1,1,6,zjawy6qdzk3y69v5pa3zl2cb,0,100.8,58.1,2022-12-11T13:33:47.841Z,2022-12-11T13:38:49Z,3940803313,346,,3940803369,233,10,3940803311,56,Center,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361099,11,1,1,1,15,eh54mfvjtrttgsg1wbjnvxcqz,1,3.8,39.4,2022-12-11T13:33:57.793Z,2022-12-11T13:34:00Z,3940804137,212,15.3,3940804135,141,61.5,3940804143,237,,3940804133,140,6.4,3940804129,124,,3940804131,56,Back,3940804139,213,1.4,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361137,12,1,1,1,18,eh54mfvjtrttgsg1wbjnvxcqz,1,6.4,61.5,2022-12-11T13:34:00.689Z,2022-12-11T13:34:37Z,3940804311,56,Back,3940804313,140,11.5,3940804319,213,1.3,3940804317,212,22.4,3940804315,141,93.5,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361215,13,1,1,1,22,eh54mfvjtrttgsg1wbjnvxcqz,1,13.1,95.9,2022-12-11T13:34:04.129Z,2022-12-11T13:34:11Z,3940804747,140,34.6,3940804753,213,0.0,3940804751,212,22.6,3940804745,56,Back,3940804749,141,96.8,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361219,14,61,1,1,29,eh54mfvjtrttgsg1wbjnvxcqz,0,34.6,96.8,2022-12-11T13:34:10.978Z,2022-12-11T13:34:11Z,3940804765,56,Back,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361283,12,5,1,1,29,zjawy6qdzk3y69v5pa3zl2cb,1,66.4,-2,2022-12-11T13:34:11.442Z,2022-12-11T13:35:42Z,3940805197,56,Right,3940805199,347,,3940805207,233,15,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361229,15,5,1,1,29,eh54mfvjtrttgsg1wbjnvxcqz,0,33.6,102,2022-12-11T13:34:11.442Z,2022-12-11T13:38:49Z,3940804819,347,,3940804815,56,Back,3940805257,233,12,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361365,13,1,1,1,34,zjawy6qdzk3y69v5pa3zl2cb,1,65.4,0,2022-12-11T13:34:16.067Z,2022-12-11T13:34:23Z,3940805685,140,82.7,3940805679,107,,3940805693,212,19.7,3940805681,56,Right,3940805689,141,9.1,3940805697,213,0.4,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361427,14,1,1,1,41,zjawy6qdzk3y69v5pa3zl2cb,1,91.4,3.2,2022-12-11T13:34:23.491Z,2022-12-11T13:34:28Z,3940806007,141,2.2,3940806005,140,87.6,3940806011,213,3.3,3940806003,56,Right,3940806009,212,4.0,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361431,15,61,1,1,46,zjawy6qdzk3y69v5pa3zl2cb,0,96.4,7,2022-12-11T13:34:28.788Z,2022-12-11T13:34:29Z,3940806027,56,Right,,,,,,,,,,,,,,,,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361471,16,5,1,1,48,eh54mfvjtrttgsg1wbjnvxcqz,1,-0.8,79.2,2022-12-11T13:34:30.100Z,2022-12-11T13:38:50Z,3940806217,56,Back,3940806219,346,,3940806237,233,16,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361441,16,5,1,1,48,zjawy6qdzk3y69v5pa3zl2cb,0,100.8,20.8,2022-12-11T13:34:30.100Z,2022-12-11T13:34:32Z,3940806251,233,16,3940806075,56,Right,3940806077,346,,,,,,,,,,,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361783,17,1,1,2,12,eh54mfvjtrttgsg1wbjnvxcqz,1,4.4,49,2022-12-11T13:34:53.988Z,2022-12-11T13:34:58Z,3940807927,212,63.6,3940807925,141,83.2,3940807935,74,,3940807923,140,60.8,3940807919,124,,3940807931,1,,3940807921,56,Left,3940807929,213,0.4,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361795,18,44,1,2,16,eh54mfvjtrttgsg1wbjnvxcqz,1,60.8,87.2,2022-12-11T13:34:58.110Z,2022-12-11T13:34:59Z,3940807963,233,17,3940807957,56,Left,3940807959,286,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361779,17,44,1,2,16,zjawy6qdzk3y69v5pa3zl2cb,0,39.2,12.8,2022-12-11T13:34:58.111Z,2022-12-11T13:34:59Z,3940807887,285,,3940807883,56,Back,3940807985,233,18,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361813,19,1,1,2,17,eh54mfvjtrttgsg1wbjnvxcqz,0,60.8,83.2,2022-12-11T13:34:58.948Z,2022-12-11T13:35:00Z,3940808029,213,0.7,3940808021,56,Left,3940808015,3,,3940808023,140,75.1,3940808019,168,,3940808025,141,100.0,3940808027,212,19.2,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361983,18,5,1,2,17,zjawy6qdzk3y69v5pa3zl2cb,1,25.4,-1,2022-12-11T13:34:59.560Z,2022-12-11T13:38:50Z,3940821813,233,20,3940808947,56,Back,3940808949,347,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490361821,20,5,1,2,17,eh54mfvjtrttgsg1wbjnvxcqz,0,74.6,101,2022-12-11T13:34:59.560Z,2022-12-11T13:38:51Z,3940808063,347,,3940808061,56,Left,3940821841,233,18,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362011,19,1,1,2,31,zjawy6qdzk3y69v5pa3zl2cb,0,26.7,0,2022-12-11T13:35:13.671Z,2022-12-11T13:35:16Z,3940809077,107,,3940809083,141,5.6,3940809081,140,45.6,3940809085,212,20.5,3940809087,213,0.3,3940809079,56,Back,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362035,21,8,1,2,35,eh54mfvjtrttgsg1wbjnvxcqz,1,55,95,2022-12-11T13:35:17.107Z,2022-12-11T13:35:17Z,3940809177,56,Left,,,,,,,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362047,22,49,1,2,36,eh54mfvjtrttgsg1wbjnvxcqz,1,44.9,92.7,2022-12-11T13:35:18.500Z,2022-12-11T13:35:18Z,,,,,,,,,,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362065,23,1,1,2,37,eh54mfvjtrttgsg1wbjnvxcqz,1,44.9,92.7,2022-12-11T13:35:18.900Z,2022-12-11T13:35:20Z,3940809315,56,Back,3940809317,140,31.7,3940809327,213,3.3,3940809323,212,14.0,3940809319,141,89.4,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362097,24,1,1,2,38,eh54mfvjtrttgsg1wbjnvxcqz,1,31.7,89.4,2022-12-11T13:35:20.180Z,2022-12-11T13:35:22Z,3940809493,141,53.6,3940809489,56,Back,3940809497,213,4.0,3940809495,212,33.6,3940809491,140,9.6,3940809499,1,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362165,25,1,1,2,40,eh54mfvjtrttgsg1wbjnvxcqz,1,8.1,53,2022-12-11T13:35:22.292Z,2022-12-11T13:35:28Z,3940809815,56,Back,3940809817,140,25.4,3940809823,213,5.5,3940809819,141,28.2,3940809821,212,24.8,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362229,26,1,1,2,46,eh54mfvjtrttgsg1wbjnvxcqz,1,31.9,25.9,2022-12-11T13:35:28.724Z,2022-12-11T13:35:32Z,3940810171,56,Right,3940810179,213,5.7,3940810173,140,53.0,3940810177,212,26.6,3940810175,141,4.3,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362279,27,1,1,2,50,eh54mfvjtrttgsg1wbjnvxcqz,0,55.3,4.4,2022-12-11T13:35:32.741Z,2022-12-11T13:35:38Z,3940810503,212,49.1,3940810499,140,98.8,3940810501,141,30.7,3940810497,56,Center,3940810505,213,0.4,3940810507,1,,3940810495,155,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362283,20,52,1,2,56,zjawy6qdzk3y69v5pa3zl2cb,1,2.4,70,2022-12-11T13:35:38.097Z,2022-12-11T13:35:45Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362433,21,1,1,3,6,zjawy6qdzk3y69v5pa3zl2cb,1,9.1,67.9,2022-12-11T13:35:48.162Z,2022-12-11T13:35:51Z,3940811307,140,20.4,3940811305,56,Back,3940811311,212,12.1,3940811313,213,0.2,3940811303,123,,3940811309,141,71.7,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362461,22,1,1,3,12,zjawy6qdzk3y69v5pa3zl2cb,1,20.6,66.6,2022-12-11T13:35:53.922Z,2022-12-11T13:35:54Z,3940811491,56,Back,3940811499,213,3.4,3940811493,140,5.5,3940811497,212,16.3,3940811495,141,61.2,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362471,23,1,1,3,12,zjawy6qdzk3y69v5pa3zl2cb,1,5.8,61.4,2022-12-11T13:35:54.778Z,2022-12-11T13:35:56Z,3940811555,141,90.0,3940811557,212,19.7,3940811553,140,9.0,3940811559,213,1.4,3940811551,56,Back,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362485,24,1,1,3,14,zjawy6qdzk3y69v5pa3zl2cb,0,9.4,88.1,2022-12-11T13:35:56.434Z,2022-12-11T13:35:58Z,3940811661,213,0.0,3940811651,155,,3940811659,212,58.8,3940811663,1,,3940811657,141,89.7,3940811655,140,65.4,3940811653,56,Left,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362495,28,1,1,3,17,eh54mfvjtrttgsg1wbjnvxcqz,0,41.6,11,2022-12-11T13:35:58.870Z,2022-12-11T13:36:00Z,3940811717,3,,3940811727,213,0.3,3940811725,212,13.8,3940811721,140,54.3,3940811723,141,16.5,3940811719,56,Right,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362509,25,1,1,3,17,zjawy6qdzk3y69v5pa3zl2cb,0,41.5,86.3,2022-12-11T13:35:59.602Z,2022-12-11T13:36:01Z,3940811807,3,,3940811817,213,0.0,3940811815,212,18.9,3940811811,140,59.5,3940811813,141,86.9,3940811809,56,Left,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362567,29,1,1,3,19,eh54mfvjtrttgsg1wbjnvxcqz,1,40.1,15.9,2022-12-11T13:36:00.901Z,2022-12-11T13:36:05Z,3940812047,56,Center,3940812053,212,18.2,3940812043,3,,3940812055,213,0.4,3940812051,141,26.8,3940812049,140,55.9,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362569,30,49,1,3,23,eh54mfvjtrttgsg1wbjnvxcqz,1,55.9,26.8,2022-12-11T13:36:04.917Z,2022-12-11T13:36:05Z,,,,,,,,,,,,,,,,,,,,,,,,,5362zl678ibx1md2kk6t4r47o,N. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362581,31,1,1,3,23,eh54mfvjtrttgsg1wbjnvxcqz,1,55.9,26.8,2022-12-11T13:36:05.189Z,2022-12-11T13:36:05Z,3940812107,212,5.7,3940812105,141,34.6,3940812101,56,Center,3940812109,213,1.9,3940812103,140,54.0,,,,,,,,,,5362zl678ibx1md2kk6t4r47o,N. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490362591,32,1,1,3,24,eh54mfvjtrttgsg1wbjnvxcqz,1,54,34.6,2022-12-11T13:36:05.813Z,2022-12-11T13:36:06Z,3940812157,141,28.0,3940812155,140,65.6,3940812161,213,5.9,3940812159,212,13.0,3940812153,56,Center,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
