id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/10/value,qualifier/8/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2445560915,10,15,1,0,22,ed5nwjz5za3oyi20nxzgqivmx,1,73.2,57.7,2022-08-13T17:59:45.128Z,2022-08-16T10:43:34Z,3703415977,328,,3703415981,146,75.1,3705820591,108,,3703415971,102,53.6,3703684893,55,9,3703415447,18,,3709317399,178,,3703415987,231,51.4,aoucm7e5muqfucbv1g4e8hh49,P. Vroegh,,3703415547,82,3703415449,56,Center,3703684889,29,3703415985,230,95.0,3703415973,103,19,3703415443,22,3703415543,72,3703415983,147,57.4,3705820587,76,3703415975,215,3703415573,233,8,,,,,,,,,
2445560869,8,10,1,0,22,3t0vjqtxc8wpjzv82i3oi2ova,1,25.4,41.5,2022-08-13T17:59:45.194Z,2022-08-15T10:13:50Z,3703415599,233,10,3703415195,94,,3709317923,178,,3703415199,56,Back,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560891,9,52,1,0,23,3t0vjqtxc8wpjzv82i3oi2ova,1,2.6,42.3,2022-08-13T17:59:46.883Z,2022-08-15T10:14:01Z,3709318217,178,,3705820771,377,,,,,,,,,,,,,,,,,,,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560963,10,1,1,0,26,3t0vjqtxc8wpjzv82i3oi2ova,1,8.2,46.8,2022-08-13T17:59:49.583Z,2022-08-15T10:14:09Z,3703415743,140,14.7,3709318495,178,,3703415739,123,,3703415747,212,11.5,3703415749,213,0.9,3703415745,141,60.4,3703415741,56,Back,,,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561045,11,1,1,0,31,3t0vjqtxc8wpjzv82i3oi2ova,1,18.1,60.2,2022-08-13T17:59:54.494Z,2022-08-15T10:14:16Z,3709318743,178,,3703416185,1,,3703416181,212,38.6,3703416179,141,7.3,3703416177,140,31.4,3703416175,56,Back,3703416183,213,5.1,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561061,12,1,1,0,38,3t0vjqtxc8wpjzv82i3oi2ova,1,46.4,9.1,2022-08-13T18:00:01.695Z,2022-08-15T10:14:24Z,3703416261,141,44.4,3703416257,56,Center,3703416259,140,65.2,3703416255,155,,3703416265,213,0.9,3709318983,178,,3703416263,212,31.1,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561107,13,1,1,0,41,3t0vjqtxc8wpjzv82i3oi2ova,1,65.1,48.8,2022-08-13T18:00:04.373Z,2022-08-15T10:14:30Z,3703416485,56,Left,3709319127,178,,3703416487,140,68.5,3703416489,141,95.5,3703416493,213,1.5,3703416491,212,32.0,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561133,14,1,1,0,45,3t0vjqtxc8wpjzv82i3oi2ova,1,68.3,91.6,2022-08-13T18:00:08.733Z,2022-08-15T10:14:37Z,3703416649,56,Left,3703416653,141,96.0,3703416651,140,64.1,3703416655,212,5.3,3709319331,178,,3703416657,213,2.5,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561163,15,1,1,0,48,3t0vjqtxc8wpjzv82i3oi2ova,1,64.3,95.7,2022-08-13T18:00:11.453Z,2022-08-15T10:14:44Z,3703416805,140,56.8,3703416809,141,93.9,3709319521,178,,3703416815,213,3.3,3703416803,56,Left,3703416813,212,8.0,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561189,16,1,1,0,50,3t0vjqtxc8wpjzv82i3oi2ova,1,57.1,93.9,2022-08-13T18:00:13.524Z,2022-08-15T10:14:51Z,3703416963,213,0.4,3703416961,212,6.8,3703416937,56,Left,3703416939,140,63.1,3709319659,178,,3703416959,141,97.8,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561225,17,1,1,0,52,3t0vjqtxc8wpjzv82i3oi2ova,1,61.5,97.8,2022-08-13T18:00:15.253Z,2022-08-15T10:15:00Z,3703417123,141,83.7,3703417119,56,Back,3703417125,212,22.9,3703417127,213,3.6,3703417121,140,41.7,3709319823,178,,,,,,,,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561257,18,1,1,0,54,3t0vjqtxc8wpjzv82i3oi2ova,1,41.7,83.7,2022-08-13T18:00:18.014Z,2022-08-15T10:15:06Z,3703417291,141,45.6,3709320025,178,,3703417295,213,4.3,3703417289,140,32.0,3703417287,56,Back,3703417293,212,27.8,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561285,19,1,1,0,57,3t0vjqtxc8wpjzv82i3oi2ova,1,32,44.4,2022-08-13T18:00:20.563Z,2022-08-15T10:15:12Z,3703417455,213,5.1,3703417451,141,7.8,3703417453,212,26.6,3709320151,178,,3703417447,56,Back,3703417449,140,40.9,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561351,20,1,1,1,0,3t0vjqtxc8wpjzv82i3oi2ova,1,40.9,7.8,2022-08-13T18:00:23.585Z,2022-08-15T10:15:22Z,3703417843,140,55.7,3709320361,178,,3703417849,213,0.6,3703417847,212,18.9,3703417845,141,23.5,3703417841,56,Center,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561357,21,4,1,1,2,3t0vjqtxc8wpjzv82i3oi2ova,1,58.3,25.6,2022-08-13T18:00:25.785Z,2022-08-15T10:15:27Z,3703417883,286,,3703417877,56,Center,3703417879,152,,3703417875,13,,3703417881,265,,3703417911,233,11,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561359,11,4,1,1,2,ed5nwjz5za3oyi20nxzgqivmx,0,41.7,74.4,2022-08-13T18:00:25.786Z,2022-08-15T10:15:26Z,3703417915,233,21,3703417893,285,,3709320497,178,,3703417889,152,,3703417887,56,Back,3703417891,265,,3703417885,13,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561405,22,1,1,1,6,3t0vjqtxc8wpjzv82i3oi2ova,1,43.8,21,2022-08-13T18:00:29.295Z,2022-08-15T10:15:34Z,3703418137,152,,3703418143,141,16.8,3703418133,5,,3703418147,213,6.2,3703418139,56,Right,3703418135,155,,3703418141,140,88.4,3703418149,1,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,3709320695,178,3703418145,212,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446877905,902,43,1,1,10,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-13T18:00:33.717Z,2022-08-16T06:50:11Z,3710578619,144,82,3710578237,178,0,,,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561431,23,1,1,1,11,3t0vjqtxc8wpjzv82i3oi2ova,1,98.2,23.1,2022-08-13T18:00:34.557Z,2022-08-16T10:43:35Z,3703418313,140,95.4,3709321403,178,,3703418311,56,Center,3703421961,154,,3703421959,210,13,3703418315,141,48.2,3703418319,213,1.7,3703418317,212,17.3,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446878189,903,67,1,1,12,3t0vjqtxc8wpjzv82i3oi2ova,1,94.9,47.7,2022-08-13T18:00:35.068Z,2022-08-16T10:43:34Z,3710579523,233,818,,,,,,,,,,,,,,,,,,,,,,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446878187,818,67,1,1,12,ed5nwjz5za3oyi20nxzgqivmx,0,5.1,52.3,2022-08-13T18:00:35.069Z,2022-08-16T06:51:17Z,3710579529,233,903,,,,,,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561435,24,13,1,1,12,3t0vjqtxc8wpjzv82i3oi2ova,1,94.9,47,2022-08-13T18:00:35.205Z,2022-08-16T10:43:35Z,3703421991,328,,3705822145,16,,3703421989,103,2.8,3703418367,56,Center,3703421983,55,23,3703421979,29,,3703421975,72,,3709321959,178,,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,3703418363,22,3703421995,231,48.2,3703421981,154,3705822147,75,,3703421987,102,40.5,3703421993,230,,,,,,,,,,,,,99.4,,,,,,,,
2445561417,12,5,1,1,12,ed5nwjz5za3oyi20nxzgqivmx,1,-2,61,2022-08-13T18:00:35.619Z,2022-08-15T10:16:27Z,3703418433,233,25,3703418207,346,,3703418205,56,Back,,,,,,,,,,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561441,25,5,1,1,12,3t0vjqtxc8wpjzv82i3oi2ova,0,102,39,2022-08-13T18:00:35.619Z,2022-08-15T10:16:26Z,3703418399,56,Center,3703418453,233,12,3703418401,346,,,,,,,,,,,,,,,,,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561737,13,1,1,1,38,ed5nwjz5za3oyi20nxzgqivmx,1,3.1,48.1,2022-08-13T18:01:01.388Z,2022-08-15T10:16:32Z,3703419989,212,12.0,3703419987,141,31.8,3703419985,140,7.5,3703419981,124,,3703419991,213,5.1,3703419983,56,Back,3703419995,237,,,,,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561755,14,1,1,1,41,ed5nwjz5za3oyi20nxzgqivmx,0,8.6,27.1,2022-08-13T18:01:04.288Z,2022-08-15T10:16:38Z,3703420081,1,,3703420073,140,57.5,3703420071,56,Center,3709322497,178,,3703420075,141,34.2,3703420079,213,0.1,3703420077,212,51.6,3703689825,157,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561807,26,1,1,1,43,3t0vjqtxc8wpjzv82i3oi2ova,1,47.4,68.3,2022-08-13T18:01:06.823Z,2022-08-15T10:16:50Z,3703420349,140,70.6,3703420347,56,Center,3703420345,3,,3709322769,178,,3703420353,212,28.5,3703420351,141,46.5,3703420355,213,5.7,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446878309,904,43,1,1,46,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-13T18:01:09.273Z,2022-08-16T06:52:13Z,3710580301,144,82,3710580085,178,0,,,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561811,27,61,1,1,46,3t0vjqtxc8wpjzv82i3oi2ova,0,69.4,48.4,2022-08-13T18:01:09.278Z,2022-08-15T10:17:04Z,3703420371,56,Center,3709322983,178,,,,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446930925,1447,67,1,1,47,ed5nwjz5za3oyi20nxzgqivmx,1,34.6,44.6,2022-08-13T18:01:10.616Z,2022-08-16T10:43:35Z,3710779485,233,1554,,,,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446930921,1554,67,1,1,47,3t0vjqtxc8wpjzv82i3oi2ova,0,65.4,55.4,2022-08-13T18:01:10.617Z,2022-08-16T10:11:03Z,3710779505,233,1447,,,,,,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561819,15,1,1,1,47,ed5nwjz5za3oyi20nxzgqivmx,0,37.2,45.6,2022-08-13T18:01:10.639Z,2022-08-16T10:43:36Z,3703420435,1,,3709323261,178,,3703420425,56,Center,3703420429,141,30.8,3703420427,140,54.1,3703420431,212,20.4,3703420433,213,5.8,3703420423,157,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561843,28,1,1,1,50,3t0vjqtxc8wpjzv82i3oi2ova,1,45,69.5,2022-08-13T18:01:13.140Z,2022-08-15T10:17:24Z,3703420571,213,3.7,3709323687,388,,3703420561,56,Back,3703420559,3,,3703420569,212,30.2,3703420567,141,47.0,3703420565,140,20.2,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561853,29,49,1,1,53,3t0vjqtxc8wpjzv82i3oi2ova,1,23.4,42.6,2022-08-13T18:01:16.119Z,2022-08-15T10:17:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561885,30,1,1,1,53,3t0vjqtxc8wpjzv82i3oi2ova,1,21.8,45.4,2022-08-13T18:01:16.139Z,2022-08-15T10:17:46Z,3709324363,178,,3703420773,140,28.0,3703420771,56,Back,3703420775,141,8.4,3703420777,212,26.0,3703420779,213,5.0,,,,,,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445561967,31,1,1,1,56,3t0vjqtxc8wpjzv82i3oi2ova,1,28,8.4,2022-08-13T18:01:19.769Z,2022-08-15T10:18:01Z,3703421197,212,16.3,3703421203,213,1.8,3703421183,56,Back,3709324739,178,,3703421193,141,31.7,3703421187,140,24.4,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
