id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,assist,qualifier/17/value
2482404561,10,5,1,0,13,20vymiy7bo8wkyxai3ew494fz,0,86,101.8,2022-11-06T13:29:22.964Z,2022-11-08T06:12:01Z,3899008173,56,Left,3899008175,347,,3899008217,233,6,,,,,,,,,,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404723,7,1,1,0,33,6g9qrm72224jrk6tkxxxi8a9n,0,23.4,0,2022-11-06T13:29:42.897Z,2022-11-08T06:12:07Z,3899008971,56,Back,3899008973,140,38.8,3899008977,212,16.7,3899008969,107,,3899008975,141,5.0,3899008979,213,0.3,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404733,11,1,1,0,35,20vymiy7bo8wkyxai3ew494fz,0,65.7,90.5,2022-11-06T13:29:44.667Z,2022-11-08T06:12:13Z,3899009035,141,69.9,3899009039,213,4.2,3899009029,3,,3899009037,212,16.4,3899009031,56,Center,3899009033,140,57.6,3903069791,388,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404805,8,1,1,0,37,6g9qrm72224jrk6tkxxxi8a9n,0,43.3,27.9,2022-11-06T13:29:47.102Z,2022-11-08T06:12:19Z,3899009349,56,Left,3899009353,141,100.0,3899009345,155,,3899009351,140,86.0,3899009347,196,,3903069857,178,,3899009357,213,0.8,3899009359,1,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,3899009355,212,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404811,9,5,1,0,43,6g9qrm72224jrk6tkxxxi8a9n,0,84.4,101,2022-11-06T13:29:52.476Z,2022-11-08T06:12:30Z,3899009383,347,,3899009843,233,12,3899009381,56,Left,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404887,12,5,1,0,43,20vymiy7bo8wkyxai3ew494fz,1,15.6,-1,2022-11-06T13:29:52.476Z,2022-11-08T06:12:29Z,3899009807,233,9,3899009803,56,Back,3899009805,347,,,,,,,,,,,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404901,13,1,1,0,54,20vymiy7bo8wkyxai3ew494fz,0,20,0,2022-11-06T13:30:03.896Z,2022-11-08T06:12:32Z,3899009861,141,4.1,3899009863,212,16.9,3899009857,56,Back,3899009855,107,,3899009865,213,0.2,3899009859,140,35.6,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404925,10,1,1,0,56,6g9qrm72224jrk6tkxxxi8a9n,1,61.9,94.8,2022-11-06T13:30:05.572Z,2022-11-08T06:12:36Z,3899009989,3,,3903070035,388,,3899009995,141,85.7,3899009999,212,9.6,3899009991,56,Left,3899009993,140,68.9,3899010003,213,5.6,,,,bn8dwm2y9a8i9a10rba3dmm3u,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404939,11,1,1,0,58,6g9qrm72224jrk6tkxxxi8a9n,1,73.6,76.9,2022-11-06T13:30:07.812Z,2022-11-08T06:12:44Z,3899010069,3,,3899010077,141,84.3,3899010081,212,5.8,3903070121,388,,3899010085,213,1.0,3899010073,140,76.4,3899010071,56,Left,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482404947,12,49,1,0,59,6g9qrm72224jrk6tkxxxi8a9n,1,72.1,92.7,2022-11-06T13:30:08.528Z,2022-11-08T06:12:52Z,,,,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405021,13,1,1,1,2,6g9qrm72224jrk6tkxxxi8a9n,0,86.3,91.2,2022-11-06T13:30:11.882Z,2022-11-08T06:12:57Z,3899010421,212,22.4,3899010417,141,58.3,3899010399,140,86.6,3899010395,155,,3903070249,178,,3899010391,2,,3900199623,223,,3899010397,56,Center,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,3899010425,213,4.7,3900199625,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405051,14,12,1,1,3,20vymiy7bo8wkyxai3ew494fz,1,11,46,2022-11-06T13:30:13.161Z,2022-11-08T06:13:10Z,3899010545,141,32.8,3899010549,212,13.9,3899010553,213,5.6,3903070353,178,,3899010537,56,Back,3899010541,140,21.1,3899010569,15,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405073,16,3,1,1,5,20vymiy7bo8wkyxai3ew494fz,0,23.6,35.7,2022-11-06T13:30:14.873Z,2022-11-08T06:13:32Z,3900201715,465,,3903070531,178,,3899010743,233,14,3899010643,56,Back,3899010645,285,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405067,14,7,1,1,6,6g9qrm72224jrk6tkxxxi8a9n,1,76.4,64.3,2022-11-06T13:30:15.617Z,2022-11-08T06:13:50Z,3899010735,233,16,3899010593,286,,3899010591,56,Center,3900202115,383,,3903070683,178,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405063,15,43,1,1,6,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-11-06T13:30:15.950Z,2022-11-06T14:17:06Z,3899273415,144,49,,,,,,,,,,,,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405081,15,3,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,1,73.6,58.1,2022-11-06T13:30:16.977Z,2022-11-08T06:13:53Z,3899010763,233,17,3899010669,56,Center,3903070729,178,,3899010671,286,,3900203203,465,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405093,17,45,1,1,7,20vymiy7bo8wkyxai3ew494fz,0,26.4,41.9,2022-11-06T13:30:16.977Z,2022-11-08T06:13:54Z,3899010727,56,Back,3899010783,233,15,3899010729,285,,,,,,,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405089,16,15,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,1,78.4,52.6,2022-11-06T13:30:17.064Z,2022-11-08T06:14:02Z,3899010903,233,18,3899011121,458,,3899010719,56,Center,3899010713,22,,3899010717,18,,3903070825,178,,3900204591,78,,3899011117,103,19,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,3899011127,230,98.4,3899010853,20,3899011119,215,3899011115,102,51.7,3899011123,146,80.1,3899010857,82,3899011129,231,50.7,3899011125,147,52.5,,,,,,,,,,,,,,,,,,,
2482405119,18,10,1,1,7,20vymiy7bo8wkyxai3ew494fz,1,19.2,48.5,2022-11-06T13:30:17.097Z,2022-11-08T06:14:15Z,3899010851,56,Back,3899010849,94,,3899010909,233,16,3903070883,178,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405099,17,61,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,1,75.1,51.6,2022-11-06T13:30:17.137Z,2022-11-08T06:14:11Z,3903070931,178,,3899010749,56,Center,,,,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405137,19,52,1,1,9,20vymiy7bo8wkyxai3ew494fz,1,8.5,46.4,2022-11-06T13:30:19.376Z,2022-11-08T06:14:23Z,3900207063,377,,3903071033,178,,,,,,,,,,,,,,,,,,,,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405209,20,1,1,1,12,20vymiy7bo8wkyxai3ew494fz,1,14.9,62.7,2022-11-06T13:30:22.228Z,2022-11-08T06:14:32Z,3899011291,123,,3899011293,56,Back,3899011301,213,0.8,3899011297,141,86.8,3899011295,140,29.6,3899011299,212,22.5,3903071127,178,,,,,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405283,21,1,1,1,18,20vymiy7bo8wkyxai3ew494fz,1,50.9,93.8,2022-11-06T13:30:28.303Z,2022-11-08T06:14:59Z,3899011645,212,17.4,3899011647,213,3.9,3899011639,56,Back,3903071417,178,,3899011641,140,39.3,3899011643,141,75.6,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405309,22,1,1,1,25,20vymiy7bo8wkyxai3ew494fz,1,43.7,69.6,2022-11-06T13:30:35.322Z,2022-11-08T06:15:07Z,3899011775,213,6.1,3899011769,140,60.7,3899011767,56,Center,3903071493,178,,3899011773,212,18.1,3899011771,141,64.8,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405329,23,1,1,1,26,20vymiy7bo8wkyxai3ew494fz,0,60.7,64.8,2022-11-06T13:30:36.118Z,2022-11-08T06:15:14Z,3899011871,141,70.5,3899011873,212,16.0,3899011867,56,Center,3903071555,178,,3899011875,213,0.2,3899011869,140,75.5,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405313,18,49,1,1,29,6g9qrm72224jrk6tkxxxi8a9n,1,26.4,27.9,2022-11-06T13:30:38.673Z,2022-11-08T06:15:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405339,19,1,1,1,29,6g9qrm72224jrk6tkxxxi8a9n,1,25.5,30.1,2022-11-06T13:30:38.803Z,2022-11-08T06:15:21Z,3899011919,56,Back,3899011923,141,49.2,3899011921,140,8.7,3899011925,212,21.9,3903071627,178,,3899011927,213,2.5,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405379,20,1,1,1,30,6g9qrm72224jrk6tkxxxi8a9n,1,8.9,49.6,2022-11-06T13:30:40.467Z,2022-11-08T06:15:25Z,3899012117,56,Back,3899012133,213,0.6,3899012121,140,21.0,3899012131,212,15.8,3903071671,178,,3899012127,141,63.5,,,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405425,21,1,1,1,33,6g9qrm72224jrk6tkxxxi8a9n,1,21,63.5,2022-11-06T13:30:42.861Z,2022-11-08T06:15:28Z,3899012333,141,92.7,3903071713,178,,3899012331,140,27.1,3899012337,213,1.3,3899012329,56,Back,3899012335,212,20.9,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405467,22,1,1,1,36,6g9qrm72224jrk6tkxxxi8a9n,0,28,93.7,2022-11-06T13:30:45.635Z,2022-11-08T06:15:32Z,3899012561,141,91.5,3899012563,212,45.4,3899012555,155,,3899012565,213,6.3,3899012559,140,71.2,3899012557,56,Left,3903071757,178,,3899012567,1,,bn8dwm2y9a8i9a10rba3dmm3u,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405477,24,49,1,1,40,20vymiy7bo8wkyxai3ew494fz,1,26.6,10.9,2022-11-06T13:30:49.559Z,2022-11-08T06:15:46Z,,,,,,,,,,,,,,,,,,,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405497,25,1,1,1,40,20vymiy7bo8wkyxai3ew494fz,1,26.6,10.9,2022-11-06T13:30:49.589Z,2022-11-08T06:15:43Z,3899012723,155,,3899012733,213,6.0,3899012731,212,9.6,3903071873,178,,3899012727,140,35.4,3899012729,141,7.0,3899012725,56,Back,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405521,26,1,1,1,42,20vymiy7bo8wkyxai3ew494fz,1,35.4,7,2022-11-06T13:30:51.885Z,2022-11-08T06:15:51Z,3899012845,56,Back,3899012851,212,16.8,3899012849,141,23.9,3899012853,213,0.8,3899012847,140,47.1,3903071957,178,,3899012843,155,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405563,27,4,1,1,45,20vymiy7bo8wkyxai3ew494fz,1,46.7,21.2,2022-11-06T13:30:54.475Z,2022-11-08T06:15:58Z,3899012977,56,Back,3899013391,286,,3899013387,152,,3899013427,233,23,3899013385,13,,3899013389,265,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482405601,23,4,1,1,45,6g9qrm72224jrk6tkxxxi8a9n,0,53.3,78.8,2022-11-06T13:30:54.476Z,2022-11-08T06:15:58Z,3899013123,13,,3899013131,285,,3899013127,152,,3899013129,265,,3903072039,178,,3899013125,56,Center,3899013455,233,27,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482406039,28,1,1,2,26,20vymiy7bo8wkyxai3ew494fz,1,45.5,24.4,2022-11-06T13:31:35.976Z,2022-11-08T06:16:02Z,3899015401,5,,3899015411,212,16.1,3903072085,178,,3899015407,140,36.2,3899278491,189,,3899015403,152,,3899015413,213,2.2,3899015409,141,43.3,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,3899015405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482406057,29,1,1,2,29,20vymiy7bo8wkyxai3ew494fz,1,36.2,43.3,2022-11-06T13:31:38.722Z,2022-11-08T06:16:08Z,3899015519,140,47.0,3899015523,212,29.8,3899015517,56,Back,3899015521,141,83.9,3903072155,178,,3899015525,213,1.2,,,,,,,5bjdj7hrhuxjbsa8wc1kw42c5,G. Trauner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
