id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/21/value
2507100585,6,1,1,0,13,d0zdg647gvgc95xdtk1vpbkys,1,29.7,33.3,2023-02-12T15:47:54.411Z,2023-02-14T17:53:27Z,4028899891,56,Back,4028899893,140,32.7,4028899897,212,24.1,4032316191,178,,4028899895,141,68.4,4028899899,213,1.4,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100667,7,1,1,0,16,d0zdg647gvgc95xdtk1vpbkys,1,34.4,72.4,2023-02-12T15:47:56.788Z,2023-02-14T17:53:32Z,4028900329,56,Back,4028900333,141,96.2,4028900337,213,1.1,4032316209,178,,4028900335,212,18.5,4028900331,140,42.9,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100711,8,1,1,0,20,d0zdg647gvgc95xdtk1vpbkys,1,51.7,88.1,2023-02-12T15:48:01.234Z,2023-02-14T17:53:36Z,4028900551,56,Left,4028900553,140,56.3,4028900557,212,7.0,4028900555,141,95.6,4028900559,213,0.8,4032316247,178,,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100725,9,1,1,0,22,d0zdg647gvgc95xdtk1vpbkys,1,52.5,93.6,2023-02-12T15:48:02.875Z,2023-02-14T17:53:41Z,4028900649,213,3.5,4028900645,141,85.6,4028900643,140,38.9,4032316263,178,,4028900647,212,15.3,4028900641,56,Back,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100763,10,1,1,0,24,d0zdg647gvgc95xdtk1vpbkys,1,38.9,85.4,2023-02-12T15:48:05.364Z,2023-02-14T17:53:49Z,4028900843,56,Back,4028900847,141,89.6,4028900845,140,46.3,4028900851,213,0.4,4032316371,178,,4028900849,212,8.3,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100783,11,1,1,0,27,d0zdg647gvgc95xdtk1vpbkys,1,47.1,85.1,2023-02-12T15:48:07.788Z,2023-02-14T17:53:52Z,4028901025,141,69.9,4028901027,212,12.2,4028901023,140,40.9,4028901021,56,Back,4032316405,178,,4028901029,213,4.2,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100841,12,1,1,0,30,d0zdg647gvgc95xdtk1vpbkys,1,45.5,69.4,2023-02-12T15:48:10.984Z,2023-02-14T17:53:57Z,4028901329,213,1.3,4032316441,178,,4028901319,56,Back,4028901323,141,77.5,4028901327,212,5.7,4028901321,140,47.0,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100995,13,1,1,0,34,d0zdg647gvgc95xdtk1vpbkys,1,52.3,82,2023-02-12T15:48:15.277Z,2023-02-14T17:54:01Z,4028902111,56,Back,4032316529,178,,4028902113,140,43.9,4028902117,212,10.2,4028902115,141,74.5,4028902119,213,3.7,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101033,14,1,1,0,42,d0zdg647gvgc95xdtk1vpbkys,1,66.3,82.6,2023-02-12T15:48:23.607Z,2023-02-14T17:54:05Z,4028902311,212,10.1,4032316577,178,,4028902309,141,97.4,4028902313,213,1.5,4028902307,140,67.3,4028902305,56,Left,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101095,15,1,1,0,45,d0zdg647gvgc95xdtk1vpbkys,1,62.4,93.2,2023-02-12T15:48:26.529Z,2023-02-14T17:54:19Z,4028902639,213,3.3,4032316737,178,,4028902631,56,Back,4028902633,140,45.6,4028902637,212,17.8,4028902635,141,89.4,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101151,16,1,1,0,48,d0zdg647gvgc95xdtk1vpbkys,1,46.1,81.4,2023-02-12T15:48:29.702Z,2023-02-14T17:54:23Z,4028902909,1,,4028902897,196,,4028902907,213,4.9,4028902903,141,12.6,4032316775,178,,4028902905,212,47.3,4028902899,56,Right,4028902901,140,52.5,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101163,17,1,1,0,52,d0zdg647gvgc95xdtk1vpbkys,1,52.7,11.7,2023-02-12T15:48:33.343Z,2023-02-14T17:54:29Z,4028902973,56,Right,4028902977,141,3.2,4028902975,140,60.9,4028902979,212,10.4,4028902981,213,5.7,4032316851,178,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101217,18,1,1,0,57,d0zdg647gvgc95xdtk1vpbkys,1,55.4,7.4,2023-02-12T15:48:38.235Z,2023-02-14T17:54:37Z,4028903351,56,Back,4028903355,141,27.0,4028903357,212,22.8,4028903353,140,37.8,4032316919,178,,4028903359,213,2.5,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101245,19,1,1,1,1,d0zdg647gvgc95xdtk1vpbkys,1,34,37.6,2023-02-12T15:48:41.799Z,2023-02-14T17:54:42Z,4028903517,56,Back,4032316949,178,,4028903521,141,69.3,4028903525,213,1.0,4028903519,140,46.3,4028903523,212,25.1,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101275,20,1,1,1,5,d0zdg647gvgc95xdtk1vpbkys,1,56,72,2023-02-12T15:48:45.866Z,2023-02-14T17:54:47Z,4032316989,178,,4028903683,141,84.8,4028903687,213,0.4,4028903685,212,20.0,4028903681,140,73.2,4028903679,56,Left,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101319,21,1,1,1,7,d0zdg647gvgc95xdtk1vpbkys,1,74.9,86.6,2023-02-12T15:48:47.915Z,2023-02-14T17:54:52Z,4032317075,178,,4028903937,140,74.1,4028903935,56,Left,4028903939,141,97.4,4028903941,212,7.4,4028903943,213,1.7,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101351,22,1,1,1,12,d0zdg647gvgc95xdtk1vpbkys,1,72.5,91.1,2023-02-12T15:48:53.048Z,2023-02-14T17:55:09Z,4032317287,178,,4028904159,213,0.7,4028904157,212,5.6,4028904153,140,76.7,4028904155,141,96.2,4028904151,56,Left,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101375,23,1,1,1,13,d0zdg647gvgc95xdtk1vpbkys,1,72.8,95.1,2023-02-12T15:48:54.696Z,2023-02-14T17:55:15Z,4028904303,213,3.4,4028904299,141,88.6,4028904301,212,20.2,4028904297,140,54.0,4028904295,56,Left,4032317359,178,,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101501,24,1,1,1,16,d0zdg647gvgc95xdtk1vpbkys,1,51.8,86,2023-02-12T15:48:57.165Z,2023-02-14T17:55:20Z,4028905041,141,47.6,4028905039,140,45.9,4028905045,213,4.5,4028905043,212,26.8,4032317387,178,,4028905037,56,Back,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101519,25,1,1,1,19,d0zdg647gvgc95xdtk1vpbkys,1,50.6,40.2,2023-02-12T15:49:00.744Z,2023-02-14T17:55:24Z,4028905149,212,31.1,4032317415,178,,4028905151,213,5.4,4028905143,56,Right,4028905147,141,4.7,4028905145,140,69.2,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101523,26,1,1,1,21,d0zdg647gvgc95xdtk1vpbkys,1,69.5,4.7,2023-02-12T15:49:02.220Z,2023-02-14T17:55:33Z,4028905189,141,11.9,4032317565,178,,4028905193,213,1.4,4028905191,212,5.0,4028905185,56,Right,4028905183,155,,4028905187,140,70.5,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507915767,1089,83,1,1,26,ed5nwjz5za3oyi20nxzgqivmx,1,27.6,89.2,2023-02-12T15:49:06.888Z,2023-02-15T05:15:59Z,4033240931,399,460842,,,,,,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507104933,85,61,1,1,27,d0zdg647gvgc95xdtk1vpbkys,0,70.5,8.3,2023-02-12T15:49:07.809Z,2023-02-14T17:55:53Z,4028922767,56,Right,4032317761,178,,,,,,,,,,,,,,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101529,5,50,1,1,27,ed5nwjz5za3oyi20nxzgqivmx,1,28.4,93,2023-02-12T15:49:08.500Z,2023-02-14T17:56:07Z,4030901111,233,27,4028905209,56,Back,4028905213,285,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101539,27,7,1,1,28,d0zdg647gvgc95xdtk1vpbkys,1,71.6,7,2023-02-12T15:49:08.864Z,2023-02-14T17:56:15Z,4032318035,178,,4028967959,233,5,4028905257,56,Right,4028905259,286,,4030585299,383,,,,,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101567,6,45,1,1,29,ed5nwjz5za3oyi20nxzgqivmx,0,21.2,92.8,2023-02-12T15:49:10.749Z,2023-02-14T17:56:24Z,4028905453,285,,4028905451,56,Back,4028905581,233,28,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101577,28,3,1,1,29,d0zdg647gvgc95xdtk1vpbkys,1,78.8,7.2,2023-02-12T15:49:10.749Z,2023-02-14T17:56:23Z,4028905523,233,6,4030586225,465,,4028905495,286,,4028905493,56,Right,4032318127,178,,,,,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101601,29,1,1,1,30,d0zdg647gvgc95xdtk1vpbkys,0,86.7,6.1,2023-02-12T15:49:10.777Z,2023-02-14T17:56:28Z,4028905621,56,Center,4030586399,20,,4028905623,140,86.1,4032318173,178,,4028905627,212,23.5,4028905625,141,40.6,4028905617,2,,4028905629,213,1.6,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,4030586397,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101641,7,12,1,1,31,ed5nwjz5za3oyi20nxzgqivmx,1,12.3,63.9,2023-02-12T15:49:11.955Z,2023-02-14T17:56:33Z,4028905789,213,0.5,4028905781,56,Back,4028905783,140,23.7,4028905787,212,13.4,4032318203,178,,4028905785,141,72.9,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101649,8,49,1,1,31,ed5nwjz5za3oyi20nxzgqivmx,1,21.9,70.6,2023-02-12T15:49:12.446Z,2023-02-14T17:56:40Z,,,,,,,,,,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101669,9,1,1,1,33,ed5nwjz5za3oyi20nxzgqivmx,1,24.1,69,2023-02-12T15:49:14.004Z,2023-02-14T17:56:45Z,4032318351,178,,4028905967,56,Back,4028905973,212,13.5,4028905969,140,37.0,4028905975,213,0,4028905971,141,69.0,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101675,10,4,1,1,36,ed5nwjz5za3oyi20nxzgqivmx,1,36,73.3,2023-02-12T15:49:16.940Z,2023-02-14T17:56:50Z,4028906443,286,,4028906439,233,30,4028906409,152,,4028906405,13,,4028905993,56,Back,4028906407,294,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101733,30,4,1,1,36,d0zdg647gvgc95xdtk1vpbkys,0,64,26.7,2023-02-12T15:49:16.941Z,2023-02-14T17:56:50Z,4028906283,56,Center,4028906285,152,,4028906289,285,,4028906281,13,,4028913573,294,,4032318377,178,,4028906467,233,10,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102105,11,1,1,1,59,ed5nwjz5za3oyi20nxzgqivmx,1,34.3,75.6,2023-02-12T15:49:40.617Z,2023-02-14T17:56:52Z,4028908205,56,Back,4028908203,152,,4028908207,140,28.3,4028908213,213,4.5,4028908209,141,40.4,4032318403,178,,4028908201,5,,4028908211,212,24.8,evexihkozqignope6k57tjgt1,V. Anita,4028908635,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102139,12,1,1,2,1,ed5nwjz5za3oyi20nxzgqivmx,1,28.4,39.8,2023-02-12T15:49:42.555Z,2023-02-14T17:56:59Z,4028908417,212,15.6,4032318459,178,,4028908413,141,20.3,4028908409,140,20.5,4028908405,56,Back,4028908419,213,4.2,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102149,13,1,1,2,3,ed5nwjz5za3oyi20nxzgqivmx,0,20.5,20.3,2023-02-12T15:49:44.515Z,2023-02-14T17:57:07Z,4028908477,56,Back,4028908475,155,,4028908479,140,31.1,4032318541,178,,4028908481,141,0.0,4028908485,213,5.3,4028908483,212,18.8,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102155,14,5,1,2,6,ed5nwjz5za3oyi20nxzgqivmx,0,30.1,-1.7,2023-02-12T15:49:47.339Z,2023-02-14T17:57:13Z,4028908513,56,Back,4028908801,233,31,4028908515,347,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102195,31,5,1,2,6,d0zdg647gvgc95xdtk1vpbkys,1,69.9,101.7,2023-02-12T15:49:47.339Z,2023-02-14T17:57:13Z,4028908721,56,Left,4028908775,233,14,4028908723,347,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102227,32,1,1,2,8,d0zdg647gvgc95xdtk1vpbkys,1,68.2,100,2023-02-12T15:49:48.905Z,2023-02-14T17:57:18Z,4028908917,141,86.0,4028908913,56,Left,4028908915,140,69.5,4028908911,107,,4028908921,213,4.8,4028908919,212,10.2,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102235,33,1,1,2,9,d0zdg647gvgc95xdtk1vpbkys,1,69.5,86.3,2023-02-12T15:49:50.160Z,2023-02-14T17:57:25Z,4028908961,213,1.9,4028908959,212,6.9,4032318737,178,,4028908951,56,Left,4028908957,141,95.9,4028908955,140,67.5,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102245,34,1,1,2,10,d0zdg647gvgc95xdtk1vpbkys,1,67.5,95.9,2023-02-12T15:49:51.571Z,2023-02-14T17:57:35Z,4032318807,178,,4028908995,56,Left,4028908997,140,74.7,4028909001,212,8.8,4028908999,141,89.3,4028909003,213,5.7,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507102259,35,1,1,2,11,d0zdg647gvgc95xdtk1vpbkys,0,73.9,89.6,2023-02-12T15:49:52.026Z,2023-02-14T17:57:39Z,4028909073,213,3.9,4028909069,212,8.2,4028909063,140,68.5,4032318903,178,,4028909067,141,80.9,4028909061,56,Left,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
