id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2507100145,12,1,1,0,45,4tic29sox7m39fy1ztgv0jsiq,0,33.9,77.7,2023-02-12T15:47:26.438Z,2023-02-14T20:30:46Z,4028897559,56,Left,4028897563,141,90.2,4028897565,212,40.1,4028897567,213,0.2,4028897569,1,,4032632245,178,,4028897561,140,71.2,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507855387,926,67,1,0,48,6g9qrm72224jrk6tkxxxi8a9n,1,40.9,18.6,2023-02-12T15:47:29.636Z,2023-02-14T21:40:05Z,4032929603,233,1378,,,,,,,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507855379,1378,67,1,0,48,4tic29sox7m39fy1ztgv0jsiq,0,59.1,81.4,2023-02-12T15:47:29.637Z,2023-02-14T21:36:21Z,4032929621,233,926,,,,,,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100139,12,8,1,0,48,6g9qrm72224jrk6tkxxxi8a9n,1,40.4,17.4,2023-02-12T15:47:29.682Z,2023-02-14T21:40:06Z,4030921981,383,,4032632585,178,,4028897553,56,Back,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100181,13,61,1,0,48,4tic29sox7m39fy1ztgv0jsiq,1,73.6,89.6,2023-02-12T15:47:29.805Z,2023-02-14T20:31:04Z,4028897757,56,Left,4032633657,178,,,,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100417,13,5,1,0,50,6g9qrm72224jrk6tkxxxi8a9n,1,32.4,-1.6,2023-02-12T15:47:31.404Z,2023-02-14T20:33:17Z,4028898891,56,Back,4028898893,347,,4028898911,233,14,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100203,14,5,1,0,50,4tic29sox7m39fy1ztgv0jsiq,0,67.6,101.6,2023-02-12T15:47:31.404Z,2023-02-14T20:33:18Z,4028897845,56,Left,4028898931,233,13,4028897847,347,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100457,14,1,1,1,3,6g9qrm72224jrk6tkxxxi8a9n,0,38.2,0,2023-02-12T15:47:45.121Z,2023-02-14T20:33:24Z,4028899129,141,5.5,4028899127,140,45.1,4028899133,213,0.6,4028899131,212,8.7,4028899123,107,,4028899125,56,Back,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100483,15,44,1,1,5,4tic29sox7m39fy1ztgv0jsiq,1,54.8,94,2023-02-12T15:47:46.656Z,2023-02-14T21:40:06Z,4028899767,233,15,4028899255,286,,4028899253,56,Left,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100471,15,44,1,1,5,6g9qrm72224jrk6tkxxxi8a9n,0,45.2,6,2023-02-12T15:47:46.657Z,2023-02-14T20:33:29Z,4028899171,56,Back,4028899173,285,,4028899789,233,15,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100487,16,1,1,1,5,4tic29sox7m39fy1ztgv0jsiq,0,54.7,93.6,2023-02-12T15:47:46.776Z,2023-02-14T21:40:06Z,4028899281,212,2.7,4028899275,56,Left,4028899273,3,,4028899277,140,57.2,4028899279,141,94.7,4028899283,213,0.3,4032646041,388,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100495,17,61,1,1,5,6g9qrm72224jrk6tkxxxi8a9n,1,46.5,6.2,2023-02-12T15:47:46.897Z,2023-02-14T20:34:02Z,4028899317,56,Back,4032646271,21,,4032646273,388,,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100481,16,43,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-02-12T15:47:48.934Z,2023-02-12T15:47:53Z,4028899231,3,0,4028899237,140,46.5,4028899243,213,0.3,4028899239,141,6.2,4028899233,168,0,4028899235,56,Back,4028899241,212,1.5,4028899597,144,1,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100521,17,5,1,1,7,4tic29sox7m39fy1ztgv0jsiq,1,52.4,100.8,2023-02-12T15:47:49.174Z,2023-02-14T20:34:07Z,4028899565,233,18,4028899493,347,,4028899491,56,Left,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100507,18,5,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,0,47.6,-0.8,2023-02-12T15:47:49.174Z,2023-02-14T20:34:07Z,4028899385,347,,4028899383,56,Back,4028899621,233,17,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100675,18,1,1,1,9,4tic29sox7m39fy1ztgv0jsiq,1,52.5,100,2023-02-12T15:47:50.829Z,2023-02-14T20:34:13Z,4028900377,213,3.6,4028900371,140,31.8,4028900381,1,,4028900369,56,Back,4028900367,107,,4028900373,141,83.3,4028900375,212,24.8,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100697,19,1,1,1,18,4tic29sox7m39fy1ztgv0jsiq,1,42.9,66.5,2023-02-12T15:47:59.697Z,2023-02-14T20:34:19Z,4028900501,213,1.2,4028900499,212,14.0,4028900497,141,86.0,4032647143,178,,4028900493,56,Back,4028900495,140,47.3,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100755,20,1,1,1,21,4tic29sox7m39fy1ztgv0jsiq,1,47.3,86,2023-02-12T15:48:03.135Z,2023-02-14T20:34:23Z,4032647239,178,,4028900793,213,5.3,4028900787,140,55.1,4028900789,141,66.3,4028900785,56,Center,4028900791,212,15.7,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100773,21,1,1,1,22,4tic29sox7m39fy1ztgv0jsiq,1,55.1,66.3,2023-02-12T15:48:04.066Z,2023-02-14T20:34:30Z,4028900951,141,65.4,4032647409,178,,4028900947,56,Back,4028900949,140,31.7,4028900953,212,24.6,4028900955,213,3.2,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100779,22,1,1,1,25,4tic29sox7m39fy1ztgv0jsiq,1,31.7,65.4,2023-02-12T15:48:06.786Z,2023-02-14T20:34:34Z,4028901005,213,4.9,4028900999,140,34.8,4028901003,212,17.7,4028900997,56,Back,4032647547,178,,4028901001,141,39.8,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100801,23,1,1,1,28,4tic29sox7m39fy1ztgv0jsiq,1,34.8,39.8,2023-02-12T15:48:09.722Z,2023-02-14T20:34:37Z,4032647671,178,,4028901119,212,16.4,4028901117,141,63.5,4028901121,213,1.8,4028901115,140,31.9,4028901111,56,Back,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100845,24,1,1,1,30,4tic29sox7m39fy1ztgv0jsiq,1,31.4,63.3,2023-02-12T15:48:11.518Z,2023-02-14T20:34:39Z,4028901369,140,39.5,4028901375,213,5.8,4028901373,212,9.6,4032647773,178,,4028901371,141,56.6,4028901365,56,Back,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100915,25,1,1,1,33,4tic29sox7m39fy1ztgv0jsiq,1,37.8,61.8,2023-02-12T15:48:14.953Z,2023-02-14T20:34:43Z,4032647879,178,,4028901711,140,51.4,4028901717,213,0.6,4028901715,212,17.0,4028901713,141,75.3,4028901709,56,Center,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100923,26,50,1,1,35,4tic29sox7m39fy1ztgv0jsiq,1,47,79.6,2023-02-12T15:48:16.722Z,2023-02-14T20:34:50Z,4028901743,56,Back,4029012079,233,139,4029012005,286,,,,,,,,,,,,,,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507111703,139,7,1,1,35,6g9qrm72224jrk6tkxxxi8a9n,0,53,20.4,2023-02-12T15:48:17.277Z,2023-02-14T20:34:54Z,4028956331,56,Right,4028956333,285,,4029012027,233,26,4030923513,384,,4032648225,178,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507485183,1050,61,1,1,36,4tic29sox7m39fy1ztgv0jsiq,1,46.4,81.3,2023-02-12T15:48:17.432Z,2023-02-14T20:35:07Z,4032648705,178,,4030929051,56,Back,,,,,,,,,,,,,,,,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100919,19,49,1,1,36,6g9qrm72224jrk6tkxxxi8a9n,1,53.8,24.9,2023-02-12T15:48:18.013Z,2023-02-14T20:35:16Z,,,,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100945,20,1,1,1,37,6g9qrm72224jrk6tkxxxi8a9n,1,53.8,24.9,2023-02-12T15:48:19.032Z,2023-02-14T20:35:23Z,4028901821,141,24.3,4028901825,213,3.2,4028901823,212,7.4,4028901819,140,46.8,4028901817,56,Back,4032649153,178,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100989,21,1,1,1,39,6g9qrm72224jrk6tkxxxi8a9n,1,46.8,24.3,2023-02-12T15:48:20.674Z,2023-02-14T20:35:27Z,4028902059,56,Right,4028902065,141,5.5,4032649311,178,,4028902063,140,55.9,4028902069,213,5.4,4028902067,212,16.0,,,,,,,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101029,22,1,1,1,41,6g9qrm72224jrk6tkxxxi8a9n,0,55.5,10.6,2023-02-12T15:48:22.472Z,2023-02-14T20:35:31Z,4028902289,140,58.9,4028902287,56,Right,4032649441,178,,4028902293,212,4.0,4028902295,213,0.4,4028902291,141,13.1,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507858473,1425,67,1,1,42,4tic29sox7m39fy1ztgv0jsiq,1,42.7,86.2,2023-02-12T15:48:23.364Z,2023-02-14T21:40:07Z,4032945807,233,937,,,,,,,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507858467,937,67,1,1,42,6g9qrm72224jrk6tkxxxi8a9n,0,57.3,13.8,2023-02-12T15:48:23.365Z,2023-02-14T21:39:54Z,4032945811,233,1425,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507101027,27,50,1,1,42,4tic29sox7m39fy1ztgv0jsiq,1,41.4,87,2023-02-12T15:48:23.377Z,2023-02-14T21:40:07Z,4028902283,56,Back,4029017457,233,23,4029017327,286,,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
