id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2472054999,7,44,1,0,24,82kapkjwonlv9j1ui0ytv5sii,0,35.8,77.2,2022-10-15T14:01:36.247Z,2022-10-17T19:17:32Z,3844388837,233,5,3844388707,285,,3844388705,56,Back,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055071,6,1,1,0,24,8rfydplrc9ki0sirqi0drcybk,1,64.8,20.1,2022-10-15T14:01:36.285Z,2022-10-18T04:01:51Z,3844389015,3,,3844389035,213,5.9,3852670639,388,,3844389025,140,73.7,3844389029,141,15.0,3844389017,168,,3844389033,212,10.0,3844389021,56,Right,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055111,7,1,1,0,28,8rfydplrc9ki0sirqi0drcybk,1,74.4,15,2022-10-15T14:01:39.735Z,2022-10-17T19:17:40Z,3844389225,56,Right,3852670753,178,,3844389237,141,12.5,3844389231,140,68.0,3844389243,212,6.9,3844389245,213,3.4,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055127,8,1,1,0,29,8rfydplrc9ki0sirqi0drcybk,0,65.5,10.3,2022-10-15T14:01:40.856Z,2022-10-17T19:17:43Z,3844391959,286,,3844391955,233,8,3852670881,178,,3844389339,141,16.2,3844389335,56,Right,3844391951,236,,3844389337,140,67.4,3844389347,213,1.1,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,3844389343,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055163,8,74,1,0,29,82kapkjwonlv9j1ui0ytv5sii,1,37.2,91.9,2022-10-15T14:01:40.935Z,2022-10-17T19:17:48Z,3844392131,233,8,3844389503,56,Back,3844389509,285,,3852671051,178,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055233,9,12,1,0,31,82kapkjwonlv9j1ui0ytv5sii,1,16.9,94.5,2022-10-15T14:01:42.674Z,2022-10-17T19:17:54Z,3844389927,141,100.0,3852671267,178,,3844389929,212,5.4,3844389925,140,19.5,3844389923,56,Back,3844389931,213,1.0,3844390105,167,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055373,9,5,1,0,32,8rfydplrc9ki0sirqi0drcybk,1,77,-1.2,2022-10-15T14:01:43.724Z,2022-10-17T19:18:00Z,3844390551,56,Right,3844390645,233,10,3844390555,347,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055241,10,5,1,0,32,82kapkjwonlv9j1ui0ytv5sii,0,23,101.2,2022-10-15T14:01:43.724Z,2022-10-17T19:18:00Z,3844389965,347,,3844390691,233,9,3844389963,56,Back,,,,,,,,,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055857,10,1,1,0,48,8rfydplrc9ki0sirqi0drcybk,0,73.6,0,2022-10-15T14:02:00.098Z,2022-10-17T19:18:05Z,3844392867,107,,3844392879,141,22.2,3844392875,140,71.3,3844392885,213,1.7,3844392883,212,16.0,3844392871,56,Center,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055835,11,8,1,0,50,82kapkjwonlv9j1ui0ytv5sii,1,26.2,74.7,2022-10-15T14:02:01.614Z,2022-10-17T19:18:15Z,3844392785,56,Back,3852671825,388,,3852296461,384,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473647771,724,43,1,0,50,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-10-15T14:02:01.666Z,2022-10-17T20:55:05Z,3852804303,144,82,3852804259,178,0,3852804261,21,0,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473647793,725,43,1,0,51,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-10-15T14:02:02.890Z,2022-10-17T20:55:18Z,3852804361,178,0,3852804465,144,82,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055893,12,49,1,0,51,82kapkjwonlv9j1ui0ytv5sii,1,31.1,73.5,2022-10-15T14:02:02.892Z,2022-10-17T19:18:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055963,13,1,1,0,53,82kapkjwonlv9j1ui0ytv5sii,0,29.2,62.7,2022-10-15T14:02:04.694Z,2022-10-17T19:18:29Z,3852296989,286,,3852296961,141,60.6,3852296963,212,1.5,3852452403,233,11,3852672399,178,,3852296987,236,,3852296965,213,5.0,3852296959,140,29.6,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,3844393323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055967,11,74,1,0,53,8rfydplrc9ki0sirqi0drcybk,1,67.2,25.9,2022-10-15T14:02:04.737Z,2022-10-17T19:18:36Z,3852297029,285,,3844393331,56,Center,3852452409,233,13,3852672665,178,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473706827,986,67,1,0,55,82kapkjwonlv9j1ui0ytv5sii,1,22.7,68.5,2022-10-15T14:02:07.204Z,2022-10-18T04:45:16Z,3853134203,233,1589,,,,,,,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473706825,1589,67,1,0,55,8rfydplrc9ki0sirqi0drcybk,0,77.3,31.5,2022-10-15T14:02:07.205Z,2022-10-18T04:20:16Z,3853134207,233,986,,,,,,,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056419,14,12,1,0,55,82kapkjwonlv9j1ui0ytv5sii,1,21.1,71.2,2022-10-15T14:02:07.233Z,2022-10-18T04:45:16Z,3844395337,140,23.3,3844395451,233,12,3844395341,212,2.3,3844395343,213,0.1,3844395449,397,,3852672909,178,,3844395335,56,Back,3844395339,141,71.7,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056083,12,74,1,0,55,8rfydplrc9ki0sirqi0drcybk,1,70.3,25.8,2022-10-15T14:02:07.236Z,2022-10-17T19:18:52Z,3852673077,178,,3844395457,233,14,3844393823,285,,3844393821,56,Center,3844394229,397,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473555521,881,49,1,0,59,8rfydplrc9ki0sirqi0drcybk,1,98.4,9.8,2022-10-15T14:02:11.139Z,2022-10-17T19:18:55Z,,,,,,,,,,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473647895,921,43,1,0,59,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-10-15T14:02:11.234Z,2022-10-18T04:02:33Z,3853124383,144,82,3852804975,178,0,,,,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056375,13,1,1,1,2,8rfydplrc9ki0sirqi0drcybk,1,93.8,7.3,2022-10-15T14:02:13.579Z,2022-10-17T19:19:01Z,3844395109,56,Right,3852673387,178,,3844395113,141,10.1,3844395111,140,89.4,3844395115,212,5.0,3844395117,213,2.8,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056387,14,61,1,1,3,8rfydplrc9ki0sirqi0drcybk,0,81.5,15.2,2022-10-15T14:02:14.470Z,2022-10-17T19:19:10Z,3844395173,56,Right,3852673581,178,,,,,,,,,,,,,,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056427,15,49,1,1,4,82kapkjwonlv9j1ui0ytv5sii,1,12.8,79.7,2022-10-15T14:02:15.816Z,2022-10-17T19:19:17Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056501,16,1,1,1,5,82kapkjwonlv9j1ui0ytv5sii,0,12.8,79.7,2022-10-15T14:02:17.125Z,2022-10-17T19:19:20Z,3844395777,155,,3852673833,178,,3844395787,213,6.2,3844395789,1,,3844395785,212,58.9,3844395779,56,Center,3844395781,140,68.7,3844395783,141,72.7,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056621,15,1,1,1,7,8rfydplrc9ki0sirqi0drcybk,1,37.2,30,2022-10-15T14:02:19.332Z,2022-10-17T19:19:36Z,3852674203,388,,3844396381,141,9.8,3844396383,212,15.8,3844396385,213,5.2,3844396379,140,44.6,3844396377,56,Back,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056629,16,49,1,1,9,8rfydplrc9ki0sirqi0drcybk,1,44.6,9.8,2022-10-15T14:02:20.985Z,2022-10-17T19:19:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473648069,736,83,1,1,12,82kapkjwonlv9j1ui0ytv5sii,1,57.3,83,2022-10-15T14:02:23.906Z,2022-10-17T20:57:02Z,3852805801,399,167685,,,,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056835,17,1,1,1,13,8rfydplrc9ki0sirqi0drcybk,1,44.4,13.1,2022-10-15T14:02:25.261Z,2022-10-17T19:19:52Z,3844397381,212,15.9,3844397373,140,35.3,3844397369,56,Back,3844397385,213,2.2,3852674547,178,,3844397377,141,31.8,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056897,18,1,1,1,16,8rfydplrc9ki0sirqi0drcybk,1,33.6,31.8,2022-10-15T14:02:27.613Z,2022-10-17T19:19:56Z,3844397627,141,72.0,3844397623,56,Back,3844397629,212,27.3,3844397625,140,33.3,3844397631,213,1.6,3852675019,178,,,,,,,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056979,19,1,1,1,18,8rfydplrc9ki0sirqi0drcybk,1,33.3,72,2022-10-15T14:02:30.335Z,2022-10-17T19:19:58Z,3844398051,213,1.3,3844398047,141,91.4,3852675093,178,,3844398045,140,37.3,3844398049,212,13.8,3844398043,56,Back,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057109,20,1,1,1,21,8rfydplrc9ki0sirqi0drcybk,1,37.3,91.4,2022-10-15T14:02:32.391Z,2022-10-17T19:20:00Z,3852675221,178,,3844398787,212,3.8,3844398781,56,Back,3844398783,140,40.9,3844398785,141,92.0,3844398789,213,0.1,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057125,21,50,1,1,22,8rfydplrc9ki0sirqi0drcybk,1,40.8,95.4,2022-10-15T14:02:33.838Z,2022-10-17T19:20:11Z,3844398873,56,Back,3844398875,286,,3852452447,233,17,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057167,17,7,1,1,22,82kapkjwonlv9j1ui0ytv5sii,1,59.2,4.6,2022-10-15T14:02:34.345Z,2022-10-17T19:20:18Z,3844399085,285,,3844399083,56,Right,3844399081,167,,3844399187,233,21,3852675577,178,,3852297889,385,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057181,18,5,1,1,23,82kapkjwonlv9j1ui0ytv5sii,0,61.3,-1.4,2022-10-15T14:02:34.665Z,2022-10-17T19:20:30Z,3844399565,233,22,3844399139,347,,3844399137,56,Right,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057231,22,5,1,1,23,8rfydplrc9ki0sirqi0drcybk,1,38.7,101.4,2022-10-15T14:02:34.665Z,2022-10-17T19:20:29Z,3844399387,347,,3844399467,233,18,3844399383,56,Back,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057803,23,1,1,1,35,8rfydplrc9ki0sirqi0drcybk,1,38.7,100,2022-10-15T14:02:46.367Z,2022-10-17T19:20:33Z,3844402275,1,,3844402271,212,27.5,3844402273,213,4.4,3844402269,141,63.7,3844402265,56,Back,3844402263,107,,3844402267,140,30.2,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473648189,932,67,1,1,37,8rfydplrc9ki0sirqi0drcybk,1,31.1,67.6,2022-10-15T14:02:48.815Z,2022-10-18T04:01:51Z,3852806365,233,737,,,,,,,,,,,,,,,,,,,,,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473648187,737,67,1,1,37,82kapkjwonlv9j1ui0ytv5sii,0,68.9,32.4,2022-10-15T14:02:48.816Z,2022-10-17T20:58:15Z,3852806373,233,932,,,,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057825,24,1,1,1,37,8rfydplrc9ki0sirqi0drcybk,0,30.2,63.7,2022-10-15T14:02:48.826Z,2022-10-18T04:01:51Z,3844402383,56,Back,3844402381,157,,3844402387,141,63.7,3852676551,178,,3844402389,212,0.3,3844402385,140,30.5,3844402391,213,0,3844402393,1,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473648197,738,43,1,1,37,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-10-15T14:02:48.915Z,2022-10-18T04:21:17Z,3852806395,178,0,3853134691,144,82,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473706901,987,67,1,1,38,82kapkjwonlv9j1ui0ytv5sii,1,68.5,37.6,2022-10-15T14:02:49.877Z,2022-10-18T04:45:17Z,3853134799,233,1590,,,,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473706899,1590,67,1,1,38,8rfydplrc9ki0sirqi0drcybk,0,31.5,62.4,2022-10-15T14:02:49.878Z,2022-10-18T04:21:29Z,3853134803,233,987,,,,,,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
