id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2493237815,9,1,1,0,35,ahm0t06rup1bkd9z0mxl2lmph,0,11.7,32.8,2022-12-26T15:02:29.942Z,2022-12-28T07:32:09Z,3956105705,56,Back,3957827259,236,,3958241515,178,,3957827171,212,3.1,3957827311,233,13,3957827173,213,3.1,3957827167,140,8.7,3957827169,141,32.8,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,3957827261,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237767,13,74,1,0,35,8b523ujgl21tbc01me65q0aoh,1,92.5,71.5,2022-12-26T15:02:30.180Z,2022-12-28T07:32:15Z,3957827315,233,9,3956105455,56,Center,3958241623,178,,3957827257,285,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237875,10,52,1,0,37,ahm0t06rup1bkd9z0mxl2lmph,1,6.2,39.1,2022-12-26T15:02:31.787Z,2022-12-28T12:04:13Z,3958423171,179,,3957827381,376,,,,,,,,,,,,,,,,,,,,exrh01dw52b651aet2am7v015,E. McGinty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238011,11,1,1,0,46,ahm0t06rup1bkd9z0mxl2lmph,1,8.3,41.9,2022-12-26T15:02:40.638Z,2022-12-28T07:32:24Z,3958241893,178,,3956106633,212,25.1,3956106625,123,,3956106627,56,Back,3956106635,213,1.2,3956106631,141,76.0,3956106629,140,17.5,,,,exrh01dw52b651aet2am7v015,E. McGinty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238105,12,1,1,0,48,ahm0t06rup1bkd9z0mxl2lmph,1,13.4,80.4,2022-12-26T15:02:43.007Z,2022-12-28T07:32:28Z,3956107131,141,96.2,3956107129,140,29.3,3956107127,56,Back,3956107135,213,0.6,3958242021,178,,3956107133,212,19.9,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238293,13,1,1,0,51,ahm0t06rup1bkd9z0mxl2lmph,1,27.8,92.6,2022-12-26T15:02:45.763Z,2022-12-28T07:32:31Z,3956108011,155,,3956108015,140,66.6,3956108023,1,,3958242111,178,,3956108017,141,92.4,3956108013,56,Left,3956108019,212,40.7,3956108021,213,6.3,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238387,14,1,1,0,59,ahm0t06rup1bkd9z0mxl2lmph,1,59.9,87.7,2022-12-26T15:02:54.197Z,2022-12-28T07:32:37Z,3956108455,141,84.2,3956108451,56,Back,3956108459,213,3.2,3958242245,178,,3956108453,140,36.2,3956108457,212,25.0,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238405,15,1,1,1,1,ahm0t06rup1bkd9z0mxl2lmph,0,36.2,84.2,2022-12-26T15:02:55.669Z,2022-12-28T07:32:43Z,3956108545,141,84.1,3956108551,1,,3958242383,178,,3956108541,56,Left,3956108539,155,,3956108549,213,6.3,3956108543,140,67.3,3956108547,212,32.7,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238533,14,1,1,1,4,8b523ujgl21tbc01me65q0aoh,0,28.1,19.8,2022-12-26T15:02:58.673Z,2022-12-28T07:32:49Z,3956109195,3,,3956109203,212,14.8,3958242513,178,,3956109199,140,42.0,3956109201,141,15.9,3956109197,56,Back,3956109205,213,6.1,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238497,16,44,1,1,6,ahm0t06rup1bkd9z0mxl2lmph,1,51.4,85.2,2022-12-26T15:03:00.553Z,2022-12-28T09:43:20Z,3956109307,233,15,3956108973,286,,3956108971,56,Left,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238541,15,44,1,1,6,8b523ujgl21tbc01me65q0aoh,0,48.6,14.8,2022-12-26T15:03:00.554Z,2022-12-28T07:32:56Z,3956109221,56,Back,3956109357,285,,3956109353,233,16,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238527,17,1,1,1,6,ahm0t06rup1bkd9z0mxl2lmph,0,52.9,90.2,2022-12-26T15:03:00.660Z,2022-12-28T09:43:20Z,3956109149,3,,3956109159,213,5.3,3956109153,140,60.0,3956109157,212,14.2,3958242839,388,,3956109155,141,72.4,3956109151,56,Center,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565543,920,49,1,1,7,8b523ujgl21tbc01me65q0aoh,1,34.9,46.4,2022-12-26T15:03:02.224Z,2022-12-28T07:33:15Z,,,,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238621,16,1,1,1,9,8b523ujgl21tbc01me65q0aoh,0,35,41.2,2022-12-26T15:03:03.709Z,2022-12-28T07:33:19Z,3958243015,178,,3956109613,212,37.4,3956109617,1,,3956109609,140,68.2,3956109601,155,,3956109611,141,61.2,3956109615,213,0.4,3956109605,56,Center,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565579,676,49,1,1,12,ahm0t06rup1bkd9z0mxl2lmph,1,31.1,32.3,2022-12-26T15:03:07.157Z,2022-12-28T07:33:26Z,,,,,,,,,,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238747,18,1,1,1,13,ahm0t06rup1bkd9z0mxl2lmph,0,29.7,28.8,2022-12-26T15:03:08.211Z,2022-12-28T07:33:31Z,3956110215,1,,3956110205,56,Center,3956110211,212,39.8,3956110209,141,36.7,3956110203,157,,3956110207,140,67.3,3956110213,213,0.1,3958243197,178,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238803,17,1,1,1,17,8b523ujgl21tbc01me65q0aoh,0,33,58.1,2022-12-26T15:03:12.141Z,2022-12-28T07:33:35Z,3956110479,141,36.3,3956110473,3,,3956110477,140,44.3,3956110483,213,5.4,3958243255,388,,3956110475,56,Back,3956110481,212,19.0,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565599,677,3,1,1,20,ahm0t06rup1bkd9z0mxl2lmph,1,57,59.7,2022-12-26T15:03:14.802Z,2022-12-28T07:33:52Z,3957829743,286,,3957829741,56,Center,3958243517,178,,3957879513,233,921,3957829775,464,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565601,921,45,1,1,20,8b523ujgl21tbc01me65q0aoh,0,43,40.3,2022-12-26T15:03:14.802Z,2022-12-28T07:33:52Z,3957829747,285,,3957829745,56,Back,3957879517,233,677,,,,,,,,,,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565627,678,3,1,1,22,ahm0t06rup1bkd9z0mxl2lmph,0,56.2,52.2,2022-12-26T15:03:16.601Z,2022-12-28T07:34:02Z,3957829885,56,Center,3957829889,464,,3957829887,286,,3957829891,467,dgzuswl2pnk7t03ts7nguholx,3958243675,178,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238895,19,4,1,1,22,ahm0t06rup1bkd9z0mxl2lmph,1,57.3,52.4,2022-12-26T15:03:16.896Z,2022-12-28T07:34:04Z,3956110955,286,,3956111191,233,18,3956110943,13,,3956110947,56,Center,3956110953,265,,3956110949,152,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238921,18,4,1,1,22,8b523ujgl21tbc01me65q0aoh,0,42.7,47.6,2022-12-26T15:03:16.897Z,2022-12-28T07:34:04Z,3956111121,285,,3956111109,56,Back,3956111113,152,,3956111117,265,,3956111257,233,19,3956111105,13,,3958243699,178,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239621,20,2,1,1,52,ahm0t06rup1bkd9z0mxl2lmph,1,58,52.4,2022-12-26T15:03:46.602Z,2022-12-28T07:34:12Z,3956114781,140,85.8,3956114775,5,,3956114783,141,67.2,3956114773,7,987r1vdgx95x30elzrisjrzs9,3956114777,152,,3958243891,178,,3956114779,56,Center,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239581,19,55,1,1,52,8b523ujgl21tbc01me65q0aoh,1,18.2,24.6,2022-12-26T15:03:46.603Z,2022-12-28T07:34:13Z,,,,,,,,,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240411,20,1,1,2,34,8b523ujgl21tbc01me65q0aoh,0,19.9,23.4,2022-12-26T15:04:29.008Z,2022-12-28T07:34:17Z,3956119167,141,16.1,3956119163,140,62.7,3956119169,212,45.2,3956119155,155,,3956119171,213,6.2,3958243989,178,,3956119153,5,,3956119157,241,,4905drgcc9husos98ppdup4gl,C. Walton,3956119173,1,,3956119159,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240459,21,44,1,2,37,ahm0t06rup1bkd9z0mxl2lmph,1,30.4,78,2022-12-26T15:04:32.404Z,2022-12-28T09:43:21Z,3956119391,285,,3956119409,233,21,3956119389,56,Back,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240445,21,44,1,2,37,8b523ujgl21tbc01me65q0aoh,0,69.6,22,2022-12-26T15:04:32.405Z,2022-12-28T07:34:22Z,3956119551,233,21,3956119315,286,,3956119313,56,Center,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240471,22,1,1,2,37,ahm0t06rup1bkd9z0mxl2lmph,1,23.5,72.1,2022-12-26T15:04:32.534Z,2022-12-28T09:43:21Z,3956119473,140,30.5,3956119477,212,8.0,3956119479,213,0.4,3958244087,388,,3956119465,3,,3956119469,56,Back,3956119475,141,76.9,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493656529,892,43,1,2,38,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-26T15:04:33.262Z,2022-12-28T09:16:04Z,3958316367,233,1280,3958316635,144,67,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493656525,1280,43,1,2,38,8b523ujgl21tbc01me65q0aoh,1,0,0,2022-12-26T15:04:33.263Z,2022-12-28T09:16:04Z,3958316395,233,892,3958316629,144,67,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565755,679,3,1,2,38,ahm0t06rup1bkd9z0mxl2lmph,1,34.9,70.3,2022-12-26T15:04:33.309Z,2022-12-28T07:34:41Z,3957830719,465,,3957830709,56,Back,3958244395,178,,3957830711,286,,3957879533,233,922,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565757,922,45,1,2,38,8b523ujgl21tbc01me65q0aoh,0,65.1,29.7,2022-12-26T15:04:33.309Z,2022-12-28T07:34:42Z,3957830715,285,,3957830713,56,Center,3957879537,233,679,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565759,680,49,1,2,39,ahm0t06rup1bkd9z0mxl2lmph,1,34.9,70.3,2022-12-26T15:04:34.496Z,2022-12-28T07:34:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240557,23,1,1,2,40,ahm0t06rup1bkd9z0mxl2lmph,0,31.1,75.3,2022-12-26T15:04:34.696Z,2022-12-28T07:34:48Z,3956119915,56,Center,3956119923,213,0.0,3957830733,155,,3958244523,178,,3956119919,141,76.9,3956119921,212,24.7,3956119917,140,54.6,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565761,923,49,1,2,41,8b523ujgl21tbc01me65q0aoh,1,46.4,21.3,2022-12-26T15:04:36.343Z,2022-12-28T07:34:54Z,,,,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240587,22,1,1,2,41,8b523ujgl21tbc01me65q0aoh,0,41.2,17,2022-12-26T15:04:36.417Z,2022-12-28T07:34:57Z,3956120111,140,78.5,3958244673,178,,3956120115,141,13.7,3956120123,213,6.2,3956120127,1,,3956120107,56,Right,3956120103,155,,3956120119,212,39.2,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240637,24,1,1,2,44,ahm0t06rup1bkd9z0mxl2lmph,0,30,72.4,2022-12-26T15:04:38.590Z,2022-12-28T07:35:04Z,3956120363,212,34.3,3956120367,213,0.2,3956120369,1,,3956120355,140,62.3,3958244755,178,,3956120353,56,Left,3956120359,141,80.2,3956120349,3,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
