id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/10/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2516010057,17,49,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,1,75.5,11.3,2023-03-05T15:17:30.748Z,2023-03-06T07:22:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010177,19,1,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,1,71.5,15.5,2023-03-05T15:17:30.835Z,2023-03-06T07:22:31Z,4077870971,178,,4075974437,213,4.3,4075974431,140,68.8,4075974429,56,Right,4075974433,141,6.8,4075974435,212,6.6,,,,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010087,18,1,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,1,75.2,11.1,2023-03-05T15:17:30.855Z,2023-03-06T07:25:18Z,4075973999,140,71.4,4075974001,141,16.5,4075973997,56,Right,4075974003,212,5.4,4075974005,213,2.4,4077876623,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010183,20,50,1,1,24,agh9ifb2mw3ivjusgedj7c3fe,1,73,4.5,2023-03-05T15:17:34.617Z,2023-03-06T07:22:38Z,4075974705,233,17,4075974473,286,,4075974471,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010211,17,7,1,1,24,ba5e91hjacvma2sjvixn00pjo,1,27,95.5,2023-03-05T15:17:34.908Z,2023-03-06T07:22:41Z,4075974695,233,20,4075974635,167,,4077083095,383,,4077871277,178,,4075974637,56,Back,4075974639,285,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010221,18,5,1,1,25,ba5e91hjacvma2sjvixn00pjo,0,25.8,101.6,2023-03-05T15:17:35.638Z,2023-03-06T07:22:44Z,4075975365,233,21,4075974681,56,Back,4075974683,347,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010301,21,5,1,1,25,agh9ifb2mw3ivjusgedj7c3fe,1,74.2,-1.6,2023-03-05T15:17:35.638Z,2023-03-06T07:22:44Z,4075975305,233,18,4075975129,347,,4075975127,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010403,22,1,1,1,31,agh9ifb2mw3ivjusgedj7c3fe,1,72.7,0,2023-03-05T15:17:41.460Z,2023-03-06T07:22:46Z,4075975661,141,6.4,4075975655,107,,4075975657,56,Right,4075975659,140,63.7,4075975663,212,10.9,4075975665,213,2.6,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010455,23,1,1,1,33,agh9ifb2mw3ivjusgedj7c3fe,1,63.9,5.3,2023-03-05T15:17:43.552Z,2023-03-06T07:22:51Z,4075975917,213,2.2,4075975911,140,53.0,4075975909,56,Center,4077871623,178,,4075975913,141,26.7,4075975915,212,18.5,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010521,24,1,1,1,35,agh9ifb2mw3ivjusgedj7c3fe,1,53.6,26.4,2023-03-05T15:17:46.059Z,2023-03-06T07:22:54Z,4075976217,212,16.4,4075976219,213,1.6,4075976211,56,Center,4077871837,178,,4075976215,141,50.5,4075976213,140,53.3,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010531,25,1,1,1,39,agh9ifb2mw3ivjusgedj7c3fe,0,58.8,65.8,2023-03-05T15:17:49.995Z,2023-03-06T07:22:57Z,4077871969,178,,4075976267,140,68.6,4075976269,141,76.6,4075976265,56,Center,4075976271,212,12.6,4075976275,213,0.6,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010563,19,8,1,1,40,ba5e91hjacvma2sjvixn00pjo,1,28.5,24.6,2023-03-05T15:17:50.538Z,2023-03-06T07:23:01Z,4075976389,56,Back,4077872041,178,,4077102995,383,,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010733,26,1,1,1,41,agh9ifb2mw3ivjusgedj7c3fe,1,72.8,71.4,2023-03-05T15:17:51.302Z,2023-03-06T07:23:04Z,4075977247,140,82.0,4075977249,141,90.9,4077872167,178,,4075977253,213,0.9,4075977251,212,16.4,4075977245,56,Left,,,,,,,ezviixcyaaj162saxs2yl27s9,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010749,27,1,1,1,45,agh9ifb2mw3ivjusgedj7c3fe,0,77.9,79.4,2023-03-05T15:17:56.141Z,2023-03-06T07:23:13Z,4075977357,213,0.7,4075977351,140,81.7,4077872369,178,,4075977349,56,Left,4075977355,212,5.0,4075977353,141,83.9,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010811,20,49,1,1,47,ba5e91hjacvma2sjvixn00pjo,1,16.1,8.7,2023-03-05T15:17:58.053Z,2023-03-06T07:23:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010865,21,1,1,1,48,ba5e91hjacvma2sjvixn00pjo,1,20.1,10,2023-03-05T15:17:59.069Z,2023-03-06T07:23:20Z,4075977999,212,11.7,4075977997,141,10.6,4075978001,213,0.0,4077872673,178,,4075977993,56,Back,4075977995,140,31.2,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010891,22,1,1,1,52,ba5e91hjacvma2sjvixn00pjo,1,34.2,6,2023-03-05T15:18:02.805Z,2023-03-06T07:23:31Z,4075978157,213,0.9,4077873051,178,,4075978151,140,36.9,4075978149,56,Back,4075978153,141,11.5,4075978155,212,4.7,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,I. Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010921,23,1,1,1,54,ba5e91hjacvma2sjvixn00pjo,1,37.5,12.1,2023-03-05T15:18:04.236Z,2023-03-06T07:23:37Z,4075978319,212,5.7,4077873253,178,,4075978317,141,12.4,4075978315,140,32.1,4075978321,213,3.1,4075978313,56,Back,,,,,,,7yieh5r0uzk6d6x9o060c2bfu,Hugo Duro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516011025,24,1,1,1,54,ba5e91hjacvma2sjvixn00pjo,0,35.8,13,2023-03-05T15:18:05.206Z,2023-03-06T07:23:41Z,4075978855,1,,4075978853,213,0.2,4075978847,140,74.2,4075978849,141,22.7,4077873401,178,,4075978843,155,,4075978851,212,40.9,4075978845,56,Center,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516011087,28,49,1,1,58,agh9ifb2mw3ivjusgedj7c3fe,1,27.3,78.1,2023-03-05T15:18:08.733Z,2023-03-06T07:23:47Z,,,,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516011139,29,1,1,1,58,agh9ifb2mw3ivjusgedj7c3fe,1,25.6,78.7,2023-03-05T15:18:08.834Z,2023-03-06T07:23:52Z,4075979459,141,58.1,4077873711,178,,4075979451,56,Back,4075979463,212,22.0,4075979467,213,3.8,4075979455,140,9.5,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516011327,30,1,1,2,3,agh9ifb2mw3ivjusgedj7c3fe,1,10,60.2,2023-03-05T15:18:13.702Z,2023-03-06T07:23:55Z,4075980509,56,Back,4075980513,141,59.4,4077873791,178,,4075980515,212,5.3,4075980517,213,6.2,4075980511,140,15.0,,,,,,,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
