id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/12/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2474264497,15,1,1,0,37,4jelr92fsge73q39is6qvhxb3,1,61.3,0,2022-10-19T17:01:06.082Z,2022-10-20T07:28:16Z,3856051293,212,17.0,3856051291,141,4.3,3856051295,213,0.2,3856051287,56,Right,3856051285,107,,3856051289,140,77.0,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264503,16,1,1,0,39,4jelr92fsge73q39is6qvhxb3,0,77,4.3,2022-10-19T17:01:08.749Z,2022-10-20T07:28:22Z,3856051333,213,3.5,3856051325,56,Right,3856051389,236,,3856051327,140,73.7,3856051331,212,3.7,3856051391,233,9,3856051395,286,,3856051329,141,2.2,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,3857515249,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264511,9,74,1,0,39,6f27yvbqcngegwsg2ozxxdj4,1,24.1,97.1,2022-10-19T17:01:08.854Z,2022-10-20T07:28:26Z,3856051373,56,Back,3857515299,178,,3856051375,285,,3856051403,233,16,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264517,10,5,1,0,41,6f27yvbqcngegwsg2ozxxdj4,0,25.5,101.6,2022-10-19T17:01:10.188Z,2022-10-20T07:28:29Z,3856051417,56,Back,3856051471,233,17,3856051419,347,,,,,,,,,,,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264523,17,5,1,0,41,4jelr92fsge73q39is6qvhxb3,1,74.5,-1.6,2022-10-19T17:01:10.188Z,2022-10-20T07:28:29Z,3856051463,233,10,3856051447,347,,3856051445,56,Right,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264627,18,1,1,0,53,4jelr92fsge73q39is6qvhxb3,1,82.6,0,2022-10-19T17:01:22.918Z,2022-10-20T07:28:35Z,3856051995,141,7.9,3856051991,56,Right,3856051997,212,12.8,3856051993,140,93.2,3856051999,213,0.5,3856051989,107,,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474559995,961,43,1,0,55,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T17:01:24.078Z,2022-10-20T10:36:16Z,3857737113,144,82,3857636021,178,0,,,,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474560007,962,43,1,0,55,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T17:01:24.791Z,2022-10-20T10:36:22Z,3857636081,178,0,3857737301,144,82,,,,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264651,19,1,1,0,56,4jelr92fsge73q39is6qvhxb3,1,90.9,3.1,2022-10-19T17:01:25.041Z,2022-10-20T07:28:39Z,3856052119,212,6.9,3856052121,213,2.5,3856052115,140,85.6,3856052117,141,9.2,3856052113,56,Right,3857515527,178,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264695,20,1,1,0,57,4jelr92fsge73q39is6qvhxb3,0,86.8,13.9,2022-10-19T17:01:26.947Z,2022-10-20T07:28:41Z,3856052423,1,,3857423399,223,,3856052421,213,1.3,3856052411,140,100.0,3856052415,141,88.8,3856052397,2,,3856052407,56,Left,3857515551,178,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,3856052403,155,3857019555,20,3856052419,212,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264691,11,5,1,1,2,6f27yvbqcngegwsg2ozxxdj4,1,-1.7,10.8,2022-10-19T17:01:31.720Z,2022-10-20T07:28:46Z,3856052385,346,,3856052383,56,Back,3856052461,233,21,,,,,,,,,,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264699,21,5,1,1,2,4jelr92fsge73q39is6qvhxb3,0,101.7,89.2,2022-10-19T17:01:31.720Z,2022-10-20T07:28:45Z,3856052469,233,11,3856052443,346,,3856052441,56,Left,,,,,,,,,,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264857,12,1,1,1,19,6f27yvbqcngegwsg2ozxxdj4,1,4.7,39.1,2022-10-19T17:01:48.200Z,2022-10-20T07:28:52Z,3856053297,212,9.7,3856053295,141,26.6,3856053291,56,Back,3856053303,237,,3856053293,140,9.1,3856053309,189,,3856053289,124,,3856053299,213,5.2,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264863,13,1,1,1,22,6f27yvbqcngegwsg2ozxxdj4,1,5.7,25.6,2022-10-19T17:01:51.066Z,2022-10-20T07:28:54Z,3857515771,178,,3856053333,213,1.7,3856053325,56,Back,3856053327,140,3.1,3856053331,212,20.0,3856053329,141,54.8,,,,,,,3qrk8nw6nc8o96n7jr1az21ux,J. Aidoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264891,14,1,1,1,25,6f27yvbqcngegwsg2ozxxdj4,1,3.7,59.4,2022-10-19T17:01:54.234Z,2022-10-20T07:29:02Z,3856053483,212,10.7,3856053477,56,Back,3856053485,213,1.6,3856053481,141,75.2,3856053479,140,3.6,3857515891,178,,,,,,,,c1b9p5bk8hfyw0bi6thva0lw5,A. Marchesín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264925,15,1,1,1,30,6f27yvbqcngegwsg2ozxxdj4,1,26.3,76.7,2022-10-19T17:01:59.112Z,2022-10-20T07:29:10Z,3856053655,140,41.7,3857516005,178,,3856053663,213,0.1,3856053649,56,Back,3856053661,212,16.2,3856053659,141,78.3,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474561059,1405,67,1,1,31,6f27yvbqcngegwsg2ozxxdj4,1,36.3,77.1,2022-10-19T17:02:00.342Z,2022-10-20T10:35:22Z,3857640695,233,967,,,,,,,,,,,,,,,,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474561053,967,67,1,1,31,4jelr92fsge73q39is6qvhxb3,0,63.7,22.9,2022-10-19T17:02:00.343Z,2022-10-20T09:36:15Z,3857640715,233,1405,,,,,,,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474560897,1397,43,1,1,31,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-19T17:02:00.365Z,2022-10-20T09:36:06Z,3857639989,233,966,3857640387,144,67,,,,,,,,,,,,,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474560891,966,43,1,1,31,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T17:02:00.366Z,2022-10-20T09:36:06Z,3857640389,144,67,3857639995,233,1397,,,,,,,,,,,,,,,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264949,16,1,1,1,33,6f27yvbqcngegwsg2ozxxdj4,1,37.7,80.8,2022-10-19T17:02:02.421Z,2022-10-20T07:29:14Z,3856053751,212,12.6,3857516043,178,,3856053747,140,26.9,3856053753,213,2.7,3856053745,56,Back,3856053749,141,89.0,,,,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264963,17,1,1,1,34,6f27yvbqcngegwsg2ozxxdj4,1,29.1,90.7,2022-10-19T17:02:03.616Z,2022-10-20T07:29:21Z,3856053833,141,96.4,3856053829,56,Back,3857516175,178,,3856053837,213,2.5,3856053835,212,6.3,3856053831,140,24.4,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264977,18,1,1,1,37,6f27yvbqcngegwsg2ozxxdj4,1,25.2,97.9,2022-10-19T17:02:06.332Z,2022-10-20T07:29:26Z,3856053893,140,36.2,3857516265,178,,3856053895,141,97.9,3856053897,212,11.6,3856053891,56,Back,3856053899,213,0,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264989,19,1,1,1,38,6f27yvbqcngegwsg2ozxxdj4,1,35.9,98.1,2022-10-19T17:02:07.569Z,2022-10-20T07:29:31Z,3856053975,56,Back,3856053977,140,31.1,3857516331,178,,3856053981,212,7.6,3856053983,213,4.0,3856053979,141,89.8,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265005,20,1,1,1,39,6f27yvbqcngegwsg2ozxxdj4,1,32.4,92.3,2022-10-19T17:02:08.529Z,2022-10-20T07:29:35Z,3856054037,141,91.7,3856054035,140,42.8,3856054033,56,Back,3856054041,213,6.2,3856054039,212,10.9,3857516409,178,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265017,21,1,1,1,40,6f27yvbqcngegwsg2ozxxdj4,1,46.3,92.5,2022-10-19T17:02:09.261Z,2022-10-20T07:29:42Z,3857516561,178,,3856054105,141,74.6,3856054107,212,12.3,3856255387,156,,3856054101,140,44.9,3856054109,213,4.6,3856054097,56,Back,,,,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265025,22,1,1,1,42,6f27yvbqcngegwsg2ozxxdj4,1,45.2,71.9,2022-10-19T17:02:10.991Z,2022-10-20T07:29:46Z,3856054143,141,50.9,3856054139,56,Back,3856054147,213,5.0,3856054141,140,49.4,3856054145,212,14.9,3857516647,178,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265091,23,1,1,1,46,6f27yvbqcngegwsg2ozxxdj4,1,67.6,25.6,2022-10-19T17:02:15.829Z,2022-10-20T07:29:49Z,3856054457,213,5.4,3856054455,212,14.8,3856054451,140,76.8,3857516693,178,,3856054453,141,9.1,3856054449,56,Right,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265111,24,1,1,1,49,6f27yvbqcngegwsg2ozxxdj4,1,78.1,9.7,2022-10-19T17:02:18.166Z,2022-10-20T07:29:52Z,3856054545,56,Right,3856054553,213,2.8,3856054547,140,67.2,3857516779,178,,3856054551,212,12.2,3856054549,141,15.9,,,,,,,7k2alak95p1u2ysftwwiaqsid,Hugo Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265151,25,1,1,1,51,6f27yvbqcngegwsg2ozxxdj4,1,70.8,20.2,2022-10-19T17:02:19.983Z,2022-10-20T07:29:55Z,3856054759,213,2.2,3857516869,178,,3856054755,141,34.0,3856054751,56,Center,3856054757,212,11.7,3856054753,140,64.1,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474265187,26,1,1,1,55,6f27yvbqcngegwsg2ozxxdj4,1,62.3,36.3,2022-10-19T17:02:24.558Z,2022-10-20T07:29:58Z,3856054949,141,60.2,3857516939,178,,3856054951,212,19.6,3856054945,56,Center,3856054953,213,2.2,3856054947,140,51.9,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
