id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2536911109,5,4,1,0,17,9ouh98eyf6u69lbxc13mllm7f,1,9.5,11.1,2023-04-22T10:00:41.249Z,2023-04-22T10:00:44Z,4207708561,56,Back,4207708565,285,,4207708563,152,,4207708557,13,,4207708621,233,7,4207708559,294,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911115,7,4,1,0,17,djz9e25b9zuiu5rmv1zha3i6f,0,90.5,88.9,2023-04-22T10:00:41.250Z,2023-04-22T10:00:44Z,4207708629,233,5,4207708597,56,Left,4207708599,152,,4207708601,286,,4207708595,294,,4207708593,13,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911135,6,1,1,0,20,9ouh98eyf6u69lbxc13mllm7f,1,10.8,9.7,2023-04-22T10:00:43.961Z,2023-04-22T10:00:47Z,4207708691,152,,4207708693,56,Back,4207708695,140,18.4,4207708697,141,35.1,4207708689,5,,4207708701,213,1.1,4207708699,212,19.0,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911147,7,1,1,0,23,9ouh98eyf6u69lbxc13mllm7f,1,19.2,36,2023-04-22T10:00:47.257Z,2023-04-22T10:00:50Z,4207708767,212,18.6,4207708769,213,2.1,4207708761,56,Back,4207708763,140,9.7,4207708765,141,59.0,,,,,,,,,,c7phsuwshglgu1nud007agqnd,Thaís Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911157,8,1,1,0,26,9ouh98eyf6u69lbxc13mllm7f,1,9.8,61.8,2023-04-22T10:00:50.242Z,2023-04-22T10:00:52Z,4207708795,155,,4207708801,141,94.7,4207708803,212,42.2,4207708805,213,0.6,4207708807,1,,4207708799,140,43.9,4207708797,56,Back,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911159,9,1,1,0,29,9ouh98eyf6u69lbxc13mllm7f,0,43.9,94.7,2023-04-22T10:00:52.802Z,2023-04-22T10:00:54Z,4207708821,213,5.5,4207708811,3,,4207708817,141,69.3,4207708819,212,24.5,4207708815,140,60.4,4207708813,56,Center,,,,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911179,8,1,1,0,30,djz9e25b9zuiu5rmv1zha3i6f,1,38.1,39.2,2023-04-22T10:00:54.211Z,2023-04-22T10:54:21Z,4207708911,213,0.3,4207708909,212,16.7,4207708907,141,46.6,4207708903,56,Center,4207708905,140,53.3,4207708901,3,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911181,9,49,1,0,32,djz9e25b9zuiu5rmv1zha3i6f,1,53.3,46.6,2023-04-22T10:00:56.051Z,2023-04-22T10:54:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911187,10,1,1,0,33,djz9e25b9zuiu5rmv1zha3i6f,1,53.3,46.6,2023-04-22T10:00:56.979Z,2023-04-22T10:54:28Z,4207708963,212,19.0,4207708955,155,,4207708965,213,5.4,4207708961,141,24.4,4207708959,140,64.3,4207708957,56,Center,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911225,11,1,1,0,35,djz9e25b9zuiu5rmv1zha3i6f,1,64.3,24.4,2023-04-22T10:00:59.011Z,2023-04-22T10:54:35Z,4207709149,212,24.5,4207709145,140,86.9,4207709143,56,Right,4207709151,213,6.0,4207709147,141,15.5,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911231,12,1,1,0,42,djz9e25b9zuiu5rmv1zha3i6f,0,88,15.6,2023-04-22T10:01:05.330Z,2023-04-22T10:54:38Z,4207709185,141,22.2,4207709189,213,2.8,4207709183,140,73.9,4207709187,212,15.5,4207709181,56,Center,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911237,10,49,1,0,44,9ouh98eyf6u69lbxc13mllm7f,1,14.9,84.2,2023-04-22T10:01:08.026Z,2023-04-22T10:01:08Z,,,,,,,,,,,,,,,,,,,,,,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911249,11,1,1,0,45,9ouh98eyf6u69lbxc13mllm7f,1,13.1,87.8,2023-04-22T10:01:08.812Z,2023-04-22T10:01:11Z,4207709251,212,17.9,4207709245,56,Back,4207709249,141,97.5,4207709247,140,28.9,4207709253,213,0.4,,,,,,,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911253,12,1,1,0,48,9ouh98eyf6u69lbxc13mllm7f,0,28.9,97.5,2023-04-22T10:01:11.539Z,2023-04-22T10:01:12Z,4207709281,56,Left,4207709285,141,85.6,4207709291,1,,4207709283,140,61.1,4207709287,212,34.8,4207709289,213,6.0,4207709279,155,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911261,13,49,1,0,50,djz9e25b9zuiu5rmv1zha3i6f,1,33.8,29.4,2023-04-22T10:01:13.539Z,2023-04-22T10:01:13Z,,,,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911269,14,1,1,0,51,djz9e25b9zuiu5rmv1zha3i6f,1,45.6,11.3,2023-04-22T10:01:14.755Z,2023-04-22T10:01:19Z,4207709367,212,24.2,4207709369,213,2.5,4207709361,56,Back,4207709365,141,32.5,4207709363,140,27.1,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911277,15,1,1,0,55,djz9e25b9zuiu5rmv1zha3i6f,1,27.1,32.5,2023-04-22T10:01:19.075Z,2023-04-22T10:54:55Z,4207709407,56,Back,4207709413,212,22.8,4207709415,213,1.5,4207709411,141,66.0,4207709409,140,28.5,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911307,16,1,1,1,0,djz9e25b9zuiu5rmv1zha3i6f,1,33.8,65.7,2023-04-22T10:01:24.035Z,2023-04-22T10:01:30Z,4207709577,141,40.6,4207709579,212,27.3,4207709581,213,3.8,4207709573,56,Back,4207709575,140,13.5,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911319,17,1,1,1,6,djz9e25b9zuiu5rmv1zha3i6f,1,13.5,40.6,2023-04-22T10:01:30.195Z,2023-04-22T10:01:34Z,4207709647,141,19.4,4207709645,140,16.6,4207709649,212,14.8,4207709643,56,Back,4207709651,213,4.9,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911329,18,1,1,1,10,djz9e25b9zuiu5rmv1zha3i6f,1,14.2,24.3,2023-04-22T10:01:34.068Z,2023-04-22T10:01:37Z,4207709713,212,18.1,4207709707,56,Back,4207709715,213,2.1,4207709711,141,46.9,4207709709,140,5.1,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911349,19,1,1,1,13,djz9e25b9zuiu5rmv1zha3i6f,1,5.1,46.9,2023-04-22T10:01:37.139Z,2023-04-22T10:01:41Z,4207709815,140,12.8,4207709813,56,Back,4207709821,213,1.1,4207709817,141,68.2,4207709819,212,16.6,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911353,20,1,1,1,18,djz9e25b9zuiu5rmv1zha3i6f,1,25.1,66.7,2023-04-22T10:01:41.604Z,2023-04-22T10:01:43Z,4207709849,56,Back,4207709851,140,27.7,4207709857,213,1.4,4207709855,212,14.7,4207709853,141,88.0,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911365,21,1,1,1,20,djz9e25b9zuiu5rmv1zha3i6f,1,27.7,88,2023-04-22T10:01:43.795Z,2023-04-22T10:01:48Z,4207709903,141,71.4,4207709905,212,12.0,4207709901,140,23.7,4207709899,56,Back,4207709907,213,4.4,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911369,22,1,1,1,24,djz9e25b9zuiu5rmv1zha3i6f,0,22.3,82,2023-04-22T10:01:48.292Z,2023-04-22T10:01:49Z,4207709925,56,Back,4207709929,141,88.9,4207709931,212,7.9,4207709933,213,0.6,4207709927,140,28.3,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911387,23,1,1,1,25,djz9e25b9zuiu5rmv1zha3i6f,1,31.4,90.6,2023-04-22T10:01:49.292Z,2023-04-22T10:49:11Z,4207709999,56,Back,4207710003,141,80.6,4207710005,212,8.3,4207710001,140,26.8,4207710007,213,4.1,,,,,,,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911397,24,1,1,1,26,djz9e25b9zuiu5rmv1zha3i6f,0,26.8,80.6,2023-04-22T10:01:49.788Z,2023-04-22T10:56:19Z,4207710051,213,0.2,4207710043,56,Back,4207710049,212,18.7,4207710045,140,44.4,4207710047,141,85.1,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911379,13,61,1,1,27,9ouh98eyf6u69lbxc13mllm7f,1,73.7,4.4,2023-04-22T10:01:50.717Z,2023-04-22T10:02:02Z,4207709971,56,Right,,,,,,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911415,14,1,1,1,31,9ouh98eyf6u69lbxc13mllm7f,0,55,13.8,2023-04-22T10:01:54.485Z,2023-04-22T10:01:59Z,4207710121,140,97.8,4207710127,213,0.3,4207710117,157,,4207710119,56,Center,4207710123,141,34.2,4207710129,1,,4207710125,212,47.0,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911449,25,1,1,1,46,djz9e25b9zuiu5rmv1zha3i6f,0,12.1,44.5,2023-04-22T10:02:09.828Z,2023-04-22T10:56:21Z,4207710293,212,37.2,4207710287,56,Back,4207710295,213,5.6,4207710297,1,,4207710291,141,11.3,4207710289,140,40.2,4207710285,157,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911453,15,49,1,1,48,9ouh98eyf6u69lbxc13mllm7f,1,64.9,96.5,2023-04-22T10:02:11.813Z,2023-04-22T10:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911457,16,1,1,1,48,9ouh98eyf6u69lbxc13mllm7f,0,64.9,96.5,2023-04-22T10:02:12.261Z,2023-04-22T10:02:13Z,4207710337,213,5.4,4207710331,140,75.7,4207710329,56,Center,4207710333,141,75.0,4207710335,212,18.5,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911455,26,49,1,1,49,djz9e25b9zuiu5rmv1zha3i6f,1,30.5,30.6,2023-04-22T10:02:12.725Z,2023-04-22T10:02:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911467,27,4,1,1,52,djz9e25b9zuiu5rmv1zha3i6f,1,30.6,22.2,2023-04-22T10:02:15.365Z,2023-04-22T10:49:21Z,4207710441,233,17,4207710389,56,Back,4207710385,13,,4207770831,294,,4207710391,152,,4207710395,285,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911475,17,4,1,1,52,9ouh98eyf6u69lbxc13mllm7f,0,69.4,77.8,2023-04-22T10:02:15.366Z,2023-04-22T10:02:18Z,4207710449,233,27,4207710429,294,,4207710431,56,Center,4207710427,13,,4207710435,286,,4207710433,152,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911519,28,1,1,2,2,djz9e25b9zuiu5rmv1zha3i6f,0,29.4,15.2,2023-04-22T10:02:25.349Z,2023-04-22T10:56:23Z,4207710677,56,Back,4207710679,140,13.5,4207710681,141,49.0,4207710675,152,,4207710683,212,28.4,4207710673,5,,4207710685,213,2.2,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911521,29,43,1,2,8,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-04-22T10:02:31.829Z,2023-04-22T10:02:52Z,4207710693,56,Back,4207711229,144,61,,,,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911531,18,61,1,2,10,9ouh98eyf6u69lbxc13mllm7f,1,62,9.5,2023-04-22T10:02:33.718Z,2023-04-22T10:02:36Z,4207710729,56,Right,4207710767,189,,,,,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911549,19,5,1,2,11,9ouh98eyf6u69lbxc13mllm7f,0,77.6,-1.6,2023-04-22T10:02:34.686Z,2023-04-22T10:02:37Z,4207710763,347,,4207710761,56,Right,4207710797,233,30,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911553,30,5,1,2,11,djz9e25b9zuiu5rmv1zha3i6f,1,22.4,101.6,2023-04-22T10:02:34.686Z,2023-04-22T10:48:24Z,4207710783,347,,4207710773,56,Back,4207710789,233,19,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911567,31,1,1,2,13,djz9e25b9zuiu5rmv1zha3i6f,1,19.7,100,2023-04-22T10:02:37.061Z,2023-04-22T10:02:38Z,4207710857,107,,4207710867,213,6.0,4207710859,56,Back,4207710869,1,,4207710861,140,43.8,4207710865,212,26.2,4207710863,141,91.1,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911569,32,50,1,2,15,djz9e25b9zuiu5rmv1zha3i6f,1,39,91.1,2023-04-22T10:02:38.694Z,2023-04-22T10:02:41Z,4207710875,286,,4207710873,56,Back,4207710921,233,20,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911573,20,7,1,2,15,9ouh98eyf6u69lbxc13mllm7f,0,61,8.9,2023-04-22T10:02:38.695Z,2023-04-22T10:02:40Z,4207710913,233,32,4207710909,56,Right,4207710911,285,,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911589,21,1,1,2,18,9ouh98eyf6u69lbxc13mllm7f,1,67.9,4.9,2023-04-22T10:02:41.742Z,2023-04-22T10:02:43Z,4207710977,141,4.1,4207710979,212,6.8,4207710981,213,3.2,4207710975,140,61.4,4207710973,56,Right,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911599,22,1,1,2,20,9ouh98eyf6u69lbxc13mllm7f,1,61.4,4.1,2023-04-22T10:02:43.358Z,2023-04-22T10:02:45Z,4207711025,56,Right,4207711033,213,6.3,4207711027,140,73.9,4207711029,141,3.7,4207711031,212,13.1,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911603,23,50,1,2,20,9ouh98eyf6u69lbxc13mllm7f,1,71.8,5.8,2023-04-22T10:02:43.445Z,2023-04-22T10:02:46Z,4207711045,286,,4207711057,233,33,4207711043,56,Right,,,,,,,,,,,,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911601,33,7,1,2,20,djz9e25b9zuiu5rmv1zha3i6f,1,28.2,94.2,2023-04-22T10:02:43.446Z,2023-04-22T10:02:45Z,4207711053,233,23,4207711041,285,,4207711039,56,Back,,,,,,,,,,,,,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911605,34,50,1,2,21,djz9e25b9zuiu5rmv1zha3i6f,1,30.7,90.9,2023-04-22T10:02:45.158Z,2023-04-22T10:02:51Z,4207711051,285,,4207711049,56,Back,4207711179,233,24,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536911621,24,7,1,2,21,9ouh98eyf6u69lbxc13mllm7f,1,69.3,9.1,2023-04-22T10:02:45.159Z,2023-04-22T10:02:56Z,4207711167,56,Right,4207711175,233,34,4207711165,167,,4207711169,286,,,,,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
