id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value
2533373525,10,1,1,0,36,18c8ibslzapz40lfb8y5vygcs,0,39.4,24.1,2023-04-15T06:04:59.240Z,2023-04-15T06:05:01Z,4189003089,212,19.5,4189003087,141,31.0,4189003081,3,,4189003083,56,Center,4189003091,213,0.2,4189003085,140,57.4,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373543,11,1,1,0,38,5pol481515zvirmk6t00kerbc,0,43.9,59.4,2023-04-15T06:05:00.929Z,2023-04-15T06:05:02Z,4189003169,140,64.7,4189003167,56,Center,4189003171,141,62.1,4189003173,212,21.9,4189003165,3,,4189003175,213,0.1,,,,,,,dvic19ojqq6erwene0ijta61g,K. Takai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373565,11,1,1,0,40,18c8ibslzapz40lfb8y5vygcs,0,35.6,40.7,2023-04-15T06:05:03.145Z,2023-04-15T06:05:05Z,4189003263,213,0.3,4189003257,140,55.0,4189003259,141,51.3,4189003261,212,21.6,4189003255,56,Center,4189003253,3,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373573,12,1,1,0,42,5pol481515zvirmk6t00kerbc,0,46.6,43.6,2023-04-15T06:05:05.376Z,2023-04-15T06:05:06Z,4189003293,213,0.4,4189003283,3,,4189003291,212,11.4,4189003285,56,Center,4189003289,141,50.0,4189003287,140,56.6,,,,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373577,12,49,1,0,44,18c8ibslzapz40lfb8y5vygcs,1,46.5,48.7,2023-04-15T06:05:07.035Z,2023-04-15T06:05:07Z,,,,,,,,,,,,,,,,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373605,13,1,1,0,44,18c8ibslzapz40lfb8y5vygcs,1,42.3,47.2,2023-04-15T06:05:07.318Z,2023-04-15T06:05:09Z,4189003401,213,0.3,4189003393,56,Center,4189003395,140,52.1,4189003397,141,51.2,4189003399,212,10.6,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373611,14,1,1,0,46,18c8ibslzapz40lfb8y5vygcs,0,52.7,55.8,2023-04-15T06:05:09.433Z,2023-04-20T15:02:15Z,4189003441,56,Left,4189003445,141,100.0,4189003443,140,64.2,4189003449,213,1.2,4189003451,1,,4189003447,212,32.5,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373635,13,5,1,0,49,5pol481515zvirmk6t00kerbc,1,38.7,-0.8,2023-04-15T06:05:11.748Z,2023-04-15T06:28:59Z,4189003561,233,15,4189003545,347,,4189003543,56,Back,,,,,,,,,,,,,,,,5y3an7p93mnw69cuxe1wqr6z8,T. Einaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373615,15,5,1,0,49,18c8ibslzapz40lfb8y5vygcs,0,61.3,100.8,2023-04-15T06:05:11.748Z,2023-04-15T06:05:15Z,4189003465,347,,4189003463,56,Left,4189003573,233,13,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373723,14,1,1,1,2,5pol481515zvirmk6t00kerbc,0,40.6,0,2023-04-15T06:05:24.863Z,2023-04-15T06:05:26Z,4189003905,1,,4189003903,213,0.2,4189003897,140,62.7,4189003899,141,6.8,4189003901,212,23.9,4189003895,56,Right,4189003893,107,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373745,16,1,1,1,4,18c8ibslzapz40lfb8y5vygcs,0,27.8,88.5,2023-04-15T06:05:27.608Z,2023-04-15T06:05:28Z,4189003989,3,,4189003997,141,90.6,4189003999,212,17.5,4189003993,140,44.4,4189004001,213,0.1,4189003991,56,Back,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373765,15,1,1,1,6,5pol481515zvirmk6t00kerbc,0,56.7,6.2,2023-04-15T06:05:29.472Z,2023-04-15T06:05:31Z,4189004087,140,80.4,4189004089,141,26.7,4189004085,56,Center,4189004091,212,28.5,4189004083,155,,4189004093,213,0.5,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373785,17,12,1,1,8,18c8ibslzapz40lfb8y5vygcs,1,20.3,71.1,2023-04-15T06:05:31.016Z,2023-04-20T15:08:12Z,4204512689,15,,4189004171,140,15.0,4189004169,56,Back,4189004177,213,3.4,4189004175,212,5.7,4189004173,141,69.2,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373797,16,61,1,1,11,5pol481515zvirmk6t00kerbc,0,89.9,30.4,2023-04-15T06:05:34.320Z,2023-04-15T06:05:34Z,4189004227,56,Center,,,,,,,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373909,18,12,1,1,12,18c8ibslzapz40lfb8y5vygcs,1,11.5,70.8,2023-04-15T06:05:35.033Z,2023-04-15T06:05:51Z,4189004743,56,Back,4189004745,140,13.4,4189004817,397,,4189004749,212,2.0,4189004751,213,0.2,4189004747,141,71.4,4189004821,233,17,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373807,17,74,1,1,12,5pol481515zvirmk6t00kerbc,1,90,30.6,2023-04-15T06:05:35.034Z,2023-04-15T06:05:51Z,4189004825,233,18,4189004805,397,,4189004273,285,,4189004271,56,Center,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536314175,690,61,1,1,12,18c8ibslzapz40lfb8y5vygcs,1,9.6,69.2,2023-04-15T06:05:35.130Z,2023-04-20T15:08:40Z,4204513517,56,Back,,,,,,,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373829,18,1,1,1,15,5pol481515zvirmk6t00kerbc,1,88.8,26.8,2023-04-15T06:05:37.728Z,2023-04-15T06:05:39Z,4189004377,212,9.5,4189004373,140,91.2,4189004375,141,13.4,4189004371,56,Right,4189004379,213,5.0,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373847,19,1,1,1,16,5pol481515zvirmk6t00kerbc,1,90.5,12.2,2023-04-15T06:05:39.424Z,2023-04-15T06:05:41Z,4189004455,56,Right,4189004459,141,6.8,4189004461,212,18.7,4189004457,140,73.0,4189004463,213,3.3,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373861,20,1,1,1,19,5pol481515zvirmk6t00kerbc,1,72.6,6.7,2023-04-15T06:05:41.648Z,2023-04-15T06:05:43Z,4189004511,141,14.3,4189004507,56,Right,4189004509,140,86.8,4189004513,212,15.8,4189004515,213,0.3,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373873,21,1,1,1,20,5pol481515zvirmk6t00kerbc,1,87.5,14.6,2023-04-15T06:05:43.376Z,2023-04-15T06:05:45Z,4189004567,56,Center,4189004577,213,0.8,4189004569,140,97.1,4189004573,212,14.0,4189004571,141,28.8,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373891,22,1,1,1,22,5pol481515zvirmk6t00kerbc,1,97.1,28.8,2023-04-15T06:05:44.959Z,2023-04-15T06:05:47Z,4189004681,141,28.8,4189004679,140,92.4,4189004677,56,Center,4189004683,212,4.9,4189004685,213,3.1,,,,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373897,23,3,1,1,25,5pol481515zvirmk6t00kerbc,0,96.7,36.3,2023-04-15T06:05:47.857Z,2023-04-20T15:08:57Z,4204514089,465,,4189004709,56,Center,4189004713,211,,4189004711,286,,,,,,,,,,,,,,5y3an7p93mnw69cuxe1wqr6z8,T. Einaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373913,19,5,1,1,26,18c8ibslzapz40lfb8y5vygcs,1,-0.6,58.6,2023-04-15T06:05:48.752Z,2023-04-15T06:28:59Z,4189004767,346,,4189004765,56,Back,4189004783,233,24,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373905,24,5,1,1,26,5pol481515zvirmk6t00kerbc,0,100.6,41.4,2023-04-15T06:05:48.752Z,2023-04-15T06:05:50Z,4189004735,56,Center,4189004737,346,,4189004793,233,19,,,,,,,,,,,,,,,,5y3an7p93mnw69cuxe1wqr6z8,T. Einaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374051,20,1,1,1,43,18c8ibslzapz40lfb8y5vygcs,1,5.2,59.1,2023-04-15T06:06:06.186Z,2023-04-15T06:08:52Z,4189005375,74,,4189005365,141,18.1,4189005363,140,46.9,4189005371,1,,4189005359,124,,4189005361,56,Back,4189005367,212,51.9,4189005469,189,,jywyirljzj827gq6pkgb34k5,M. Langerak,4189005369,213,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374053,21,61,1,1,45,18c8ibslzapz40lfb8y5vygcs,0,46.2,17,2023-04-15T06:06:08.473Z,2023-04-15T06:06:08Z,4189005377,56,Back,,,,,,,,,,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374063,22,5,1,1,46,18c8ibslzapz40lfb8y5vygcs,0,44.5,-1.2,2023-04-15T06:06:09.513Z,2023-04-15T06:06:11Z,4189005447,233,25,4189005403,56,Back,4189005405,347,,,,,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374071,25,5,1,1,46,5pol481515zvirmk6t00kerbc,1,55.5,101.2,2023-04-15T06:06:09.513Z,2023-04-15T06:28:59Z,4189005435,56,Left,4189005437,347,,4189005443,233,22,,,,,,,,,,,,,,,,5y3an7p93mnw69cuxe1wqr6z8,T. Einaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374171,26,1,1,1,53,5pol481515zvirmk6t00kerbc,1,56.9,100,2023-04-15T06:06:16.320Z,2023-04-15T06:06:22Z,4189005799,107,,4189005803,140,33.2,4189005805,141,95.7,4189005801,56,Back,4189005811,1,,4189005807,212,25.3,4189005809,213,3.3,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374189,27,1,1,1,59,5pol481515zvirmk6t00kerbc,1,33,75.4,2023-04-15T06:06:21.920Z,2023-04-15T06:06:24Z,4189005871,56,Back,4189005879,213,4.5,4189005877,212,22.3,4189005875,141,43.4,4189005873,140,28.3,,,,,,,,,,dvic19ojqq6erwene0ijta61g,K. Takai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374207,28,1,1,2,1,5pol481515zvirmk6t00kerbc,1,27.4,34.2,2023-04-15T06:06:24.431Z,2023-04-15T06:06:26Z,4189005951,213,4.9,4189005945,141,12.5,4189005943,140,29.6,4189005941,56,Back,4189005949,212,14.9,,,,,,,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374211,29,1,1,2,3,5pol481515zvirmk6t00kerbc,0,30.6,12,2023-04-15T06:06:26.128Z,2023-04-15T06:06:27Z,4189005961,56,Back,4189005969,213,5.9,4189005965,141,5.3,4189005963,140,41.7,4189005967,212,12.5,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374233,23,8,1,2,7,18c8ibslzapz40lfb8y5vygcs,1,62.3,90.8,2023-04-15T06:06:30.025Z,2023-04-20T15:09:19Z,4204515123,384,,4189006049,56,Left,,,,,,,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374253,24,5,1,2,8,18c8ibslzapz40lfb8y5vygcs,0,63.3,101.3,2023-04-15T06:06:30.656Z,2023-04-15T06:28:59Z,4189006113,347,,4189006135,233,30,4189006111,56,Left,,,,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374241,30,5,1,2,8,5pol481515zvirmk6t00kerbc,1,36.7,-1.3,2023-04-15T06:06:30.656Z,2023-04-15T06:06:32Z,4189006075,347,,4189006073,56,Back,4189006127,233,24,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374267,31,43,1,2,11,5pol481515zvirmk6t00kerbc,1,0,0,2023-04-15T06:06:34Z,2023-04-15T06:06:36Z,4189006163,344,0,4189006255,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374285,32,43,1,2,12,5pol481515zvirmk6t00kerbc,1,0,0,2023-04-15T06:06:35.408Z,2023-04-15T06:06:38Z,4189006231,344,0,4189006293,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374313,33,1,1,2,15,5pol481515zvirmk6t00kerbc,1,38.8,0,2023-04-15T06:06:38.624Z,2023-04-15T06:06:39Z,4189006333,140,39.6,4189006335,141,24.4,4189006331,56,Back,4189006337,212,17.9,4189006329,107,,4189006339,213,1.5,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374321,34,1,1,2,17,5pol481515zvirmk6t00kerbc,1,39.6,24.4,2023-04-15T06:06:39.664Z,2023-04-15T06:06:40Z,4189006367,213,2.2,4189006357,56,Back,4189006363,212,19.1,4189006361,141,46.9,4189006359,140,28.7,,,,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374337,35,1,1,2,17,5pol481515zvirmk6t00kerbc,1,28.7,46.9,2023-04-15T06:06:40.336Z,2023-04-15T06:06:42Z,4189006441,213,6.2,4189006433,56,Back,4189006435,140,32.6,4189006437,141,46.3,4189006439,212,4.1,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374345,36,1,1,2,19,5pol481515zvirmk6t00kerbc,1,32.7,46.3,2023-04-15T06:06:42.015Z,2023-04-15T06:06:43Z,4189006495,213,3.4,4189006493,212,5.6,4189006487,140,27.6,4189006491,141,44.0,4189006483,56,Back,,,,,,,,,,bp9o855yj8bdkyictup27h2ad,K. Kozuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
