id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2518088943,15,1,1,1,14,5pol481515zvirmk6t00kerbc,1,78.2,3.1,2023-03-11T05:04:46.343Z,2023-03-11T05:04:48Z,4087070151,212,11.8,4087070147,140,68.3,4087070145,56,Right,4087070149,141,11.4,4087070153,213,2.6,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088973,16,1,1,1,16,5pol481515zvirmk6t00kerbc,1,66,12.6,2023-03-11T05:04:48.135Z,2023-03-11T05:04:53Z,4087070273,213,2.0,4087070269,141,34.8,4087070271,212,16.6,4087070265,56,Center,4087070267,140,59.4,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088995,17,1,1,1,21,5pol481515zvirmk6t00kerbc,1,59.4,40.7,2023-03-11T05:04:53.222Z,2023-03-11T05:04:57Z,4087070341,155,,4087070353,1,,4087070349,212,39.2,4087070345,140,77.1,4087070347,141,91.5,4087070343,56,Left,4087070351,213,1.1,,,,520gf81j9admw2zeib75x3v11,R. Oshima,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089011,18,1,1,1,25,5pol481515zvirmk6t00kerbc,1,74.4,92.3,2023-03-11T05:04:57.350Z,2023-03-11T05:05:01Z,4087070439,56,Center,4087070447,213,4.7,4087070443,141,69.7,4087070445,212,15.4,4087070441,140,74.5,,,,,,,,,,gseaoyujse4xe4xwhlsq6sq1,Marcinho,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089017,19,1,1,1,29,5pol481515zvirmk6t00kerbc,0,74,71.2,2023-03-11T05:05:01.238Z,2023-03-11T05:05:02Z,4087070479,212,18.9,4087070481,213,0.0,4087070475,140,92.0,4087070473,56,Center,4087070477,141,72.1,,,,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089027,6,49,1,1,30,12tyw9yomy9n5cjd5po2ajx1q,1,3.8,24.4,2023-03-11T05:05:02.788Z,2023-03-11T05:05:02Z,,,,,,,,,,,,,,,,,,,,,,,,,bj5k9pm3837dxwerp0vy94hgq,S. Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089039,7,12,1,1,31,12tyw9yomy9n5cjd5po2ajx1q,1,3.8,24.4,2023-03-11T05:05:03.104Z,2023-03-11T05:05:05Z,4087070533,140,5.7,4087070537,212,17.3,4087070535,141,0.0,4087070555,167,,4087070539,213,4.8,4087070531,56,Back,,,,,,,bj5k9pm3837dxwerp0vy94hgq,S. Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089041,8,5,1,1,31,12tyw9yomy9n5cjd5po2ajx1q,0,5.8,-1.2,2023-03-11T05:05:03.558Z,2023-03-11T05:28:33Z,4087070575,233,20,4087070543,56,Back,4087070545,347,,,,,,,,,,,,,,,,,bj5k9pm3837dxwerp0vy94hgq,S. Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089033,20,5,1,1,31,5pol481515zvirmk6t00kerbc,1,94.2,101.2,2023-03-11T05:05:03.558Z,2023-03-11T05:05:05Z,4087070523,347,,4087070571,233,8,4087070521,56,Left,,,,,,,,,,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089165,21,1,1,1,51,5pol481515zvirmk6t00kerbc,1,95.1,100,2023-03-11T05:05:23.175Z,2023-03-11T05:05:25Z,4087071075,213,4.9,4087071069,140,97.0,4087071065,107,,4087071071,141,81.8,4087071067,56,Left,4087071073,212,13.7,,,,,,,55plbq48ahcbaz5maex325nv8,A. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089175,22,1,1,1,52,5pol481515zvirmk6t00kerbc,1,97,81.8,2023-03-11T05:05:24.919Z,2023-03-11T05:05:27Z,4087071139,212,9.8,4087071135,140,90.1,4087071133,56,Left,4087071141,213,2.4,4087071137,141,91.4,,,,,,,,,,gseaoyujse4xe4xwhlsq6sq1,Marcinho,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089189,23,2,1,1,55,5pol481515zvirmk6t00kerbc,1,88.8,92.4,2023-03-11T05:05:27.207Z,2023-03-11T05:13:34Z,4087071197,141,92.4,4087071195,140,93.0,4087071193,56,Left,4087071191,7,gseaoyujse4xe4xwhlsq6sq1,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089205,9,55,1,1,55,12tyw9yomy9n5cjd5po2ajx1q,1,7.6,34,2023-03-11T05:05:27.208Z,2023-03-11T06:09:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089321,10,1,1,2,24,12tyw9yomy9n5cjd5po2ajx1q,0,6.8,9.1,2023-03-11T05:05:56.866Z,2023-03-11T05:13:44Z,4087071807,140,56.0,4087071805,56,Right,4087071809,141,10.4,4087071801,157,,4087071813,213,0.0,4087071799,5,,4087071811,212,51.7,4087071803,241,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,4087071815,1,,,,,,,,,,,,,,,,,,,,,,,,
2518091091,113,44,1,2,25,5pol481515zvirmk6t00kerbc,1,36.4,92.3,2023-03-11T05:05:57.416Z,2023-03-11T05:15:25Z,4087085371,285,,4087085815,233,89,4087085369,56,Back,,,,,,,,,,,,,,,,55plbq48ahcbaz5maex325nv8,A. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,
2518091647,89,44,1,2,25,12tyw9yomy9n5cjd5po2ajx1q,0,63.6,7.7,2023-03-11T05:05:57.417Z,2023-03-11T05:15:29Z,4087085837,233,113,4087085797,286,,4087085795,56,Right,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,
2518092027,152,1,1,2,25,5pol481515zvirmk6t00kerbc,1,36.3,92.3,2023-03-11T05:05:57.862Z,2023-03-11T07:03:59Z,4087086881,213,6.1,4087086875,140,61.5,4087086877,141,86.8,4087086871,3,,4087086879,212,26.7,4087086873,56,Left,,,,,,,55plbq48ahcbaz5maex325nv8,A. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089335,24,43,1,2,30,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-11T05:06:02.038Z,2023-03-11T05:16:13Z,4087087113,144,1,4087071865,141,84.5,4087071867,212,19.6,4087071861,56,Left,4087071869,213,6.0,4087071859,168,0,4087071863,140,60.3,4087071857,3,0,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089339,25,50,1,2,31,5pol481515zvirmk6t00kerbc,1,68.4,87,2023-03-11T05:06:03.990Z,2023-03-11T05:16:55Z,4087088009,56,Left,4087088031,233,11,4087088011,286,,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089349,11,7,1,2,31,12tyw9yomy9n5cjd5po2ajx1q,0,31.6,13,2023-03-11T05:06:03.991Z,2023-03-11T05:16:59Z,4087071917,285,,4087071915,56,Back,4087088027,233,25,,,,,,,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089351,27,1,1,2,32,5pol481515zvirmk6t00kerbc,0,64.8,86.3,2023-03-11T05:06:04.142Z,2023-03-11T05:19:10Z,4087071923,140,61.5,4087091343,236,,4087071925,141,73.3,4087091345,233,90,4087071927,212,9.5,4087071921,56,Center,4087091349,286,,4087071929,213,4.3,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2518091649,90,74,1,2,32,12tyw9yomy9n5cjd5po2ajx1q,1,40.6,20.7,2023-03-11T05:06:04.143Z,2023-03-11T06:09:39Z,4087091335,285,,4087089631,56,Back,4087091365,233,27,,,,,,,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089343,26,61,1,2,33,5pol481515zvirmk6t00kerbc,1,65.7,87.4,2023-03-11T05:06:05.182Z,2023-03-11T05:18:22Z,4087071889,56,Left,,,,,,,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2518092723,187,43,1,2,34,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-11T05:06:06.418Z,2023-03-11T05:19:43Z,4087091217,213,4.1,4087091215,212,7.7,4087091211,140,54.4,4087090865,56,Center,4087092133,144,1,4087091213,141,69.5,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2518093023,130,1,1,2,34,12tyw9yomy9n5cjd5po2ajx1q,1,41,19.8,2023-03-11T05:06:06.751Z,2023-03-11T05:20:06Z,4087092679,212,10.2,4087092677,141,32.8,4087092681,213,1.0,4087092675,140,45.9,4087092673,56,Back,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089361,12,43,1,2,35,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-03-11T05:06:07.003Z,2023-03-11T05:20:18Z,4087093019,144,49,,,,,,,,,,,,,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089373,13,1,1,2,35,12tyw9yomy9n5cjd5po2ajx1q,1,38.8,24.4,2023-03-11T05:06:07.034Z,2023-03-11T05:19:27Z,4087072013,56,Back,4087072021,212,8.4,4087072017,141,24.0,4087072023,213,3.2,4087072015,140,30.8,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518093333,141,1,1,2,36,12tyw9yomy9n5cjd5po2ajx1q,0,35.6,30.7,2023-03-11T05:06:08.339Z,2023-03-11T05:21:20Z,4087094235,212,10.6,4087094229,56,Back,4087094233,141,26.4,4087094237,213,6.0,4087094231,140,45.3,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089359,28,8,1,2,37,5pol481515zvirmk6t00kerbc,1,59.6,68.4,2023-03-11T05:06:09.118Z,2023-03-11T05:20:39Z,4087071957,56,Center,,,,,,,,,,,,,,,,,,,,,,520gf81j9admw2zeib75x3v11,R. Oshima,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089369,29,1,1,2,37,5pol481515zvirmk6t00kerbc,0,52.9,49.7,2023-03-11T05:06:09.623Z,2023-03-11T05:23:04Z,4087096685,236,,4087071991,140,53.4,4087096687,233,145,4087071989,56,Center,4087096691,286,,4087071995,212,0.5,4087071993,141,49.6,4087071997,213,6.2,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,
2518093601,145,74,1,2,37,12tyw9yomy9n5cjd5po2ajx1q,1,49,52.2,2023-03-11T05:06:09.624Z,2023-03-11T06:09:39Z,4087096681,56,Back,4087096683,285,,4087096705,233,29,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089377,14,3,1,2,39,12tyw9yomy9n5cjd5po2ajx1q,1,50.2,47.6,2023-03-11T05:06:11.205Z,2023-03-11T05:24:07Z,4087072035,56,Center,4087097197,286,,4087098345,233,200,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518092933,200,45,1,2,39,5pol481515zvirmk6t00kerbc,0,49.8,52.4,2023-03-11T05:06:11.205Z,2023-03-11T05:24:01Z,4087098335,285,,4087098333,56,Back,4087098349,233,14,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2518093603,146,1,1,2,39,12tyw9yomy9n5cjd5po2ajx1q,1,48.9,45.4,2023-03-11T05:06:11.429Z,2023-03-11T05:24:19Z,4087098919,140,37.2,4087098923,212,15.8,4087098917,56,Back,4087098921,141,30.7,4087098925,213,3.8,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089393,15,43,1,2,41,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-03-11T05:06:13.162Z,2023-03-11T05:24:22Z,4087072115,213,3.4,4087099089,144,1,4087072111,141,32.2,4087072109,140,39.4,4087072113,212,10.8,4087072107,56,Back,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089407,16,1,1,2,42,12tyw9yomy9n5cjd5po2ajx1q,1,39.4,32.2,2023-03-11T05:06:14.095Z,2023-03-11T05:06:15Z,4087072191,213,5.4,4087072183,56,Right,4087072189,212,23.1,4087072185,140,53.6,4087072187,141,6.2,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089421,17,4,1,2,46,12tyw9yomy9n5cjd5po2ajx1q,1,55.2,5.3,2023-03-11T05:06:18.874Z,2023-03-11T05:06:21Z,4087072263,13,,4087072313,233,30,4087072267,152,,4087072271,286,,4087072265,56,Right,4087072269,265,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089425,30,4,1,2,46,5pol481515zvirmk6t00kerbc,0,44.8,94.7,2023-03-11T05:06:18.875Z,2023-03-11T05:06:21Z,4087072291,56,Back,4087072295,265,,4087072297,285,,4087072323,233,17,4087072289,13,,4087072293,152,,,,,,,,55plbq48ahcbaz5maex325nv8,A. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089497,18,1,1,3,2,12tyw9yomy9n5cjd5po2ajx1q,1,52.8,2.7,2023-03-11T05:06:34.632Z,2023-03-11T05:24:44Z,4087072705,141,8.0,4087072697,5,,4087072707,212,14.1,4087072701,56,Back,4087072699,152,,4087072709,213,2.9,4087072703,140,39.8,,,,bj5k9pm3837dxwerp0vy94hgq,S. Fujiwara,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089511,19,1,1,3,3,12tyw9yomy9n5cjd5po2ajx1q,1,39.8,8,2023-03-11T05:06:35.819Z,2023-03-11T05:06:38Z,4087072783,140,31.8,4087072789,213,2.0,4087072781,56,Back,4087072787,212,20.8,4087072785,141,36.0,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089527,20,1,1,3,5,12tyw9yomy9n5cjd5po2ajx1q,1,31.5,36.3,2023-03-11T05:06:37.893Z,2023-03-11T05:06:41Z,4087072885,140,53.5,4087072893,1,,4087072887,141,92.6,4087072881,155,,4087072889,212,44.7,4087072883,56,Left,4087072891,213,1.0,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089535,21,1,1,3,8,12tyw9yomy9n5cjd5po2ajx1q,0,54,93.8,2023-03-11T05:06:40.886Z,2023-03-11T05:06:41Z,4087072929,155,,4087072935,141,73.6,4087072933,140,70.9,4087072937,212,22.4,4087072931,56,Center,4087072939,213,5.6,,,,,,,59e2dosv29zg2c146u5v9k02y,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
