id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2469055467,16,5,1,1,17,547zzwqbiugzphhnrhj3z5k5i,1,62.7,101.2,2022-10-08T16:16:54.366Z,2022-10-09T03:59:10Z,3828379255,347,,3828379253,56,Left,3828379267,233,17,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055379,17,5,1,1,17,bw9wm8pqfzcchumhiwdt2w15c,0,37.3,-1.2,2022-10-08T16:16:54.366Z,2022-10-09T03:59:11Z,3828378817,56,Back,3828379317,233,16,3828378819,347,,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055499,17,1,1,1,25,547zzwqbiugzphhnrhj3z5k5i,1,71.5,100,2022-10-08T16:17:02.559Z,2022-10-09T08:22:59Z,3828379419,56,Left,3828379421,140,68.0,3828379425,212,7.4,3828379423,141,92.0,3828379427,213,4.2,3828379417,107,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055501,18,1,1,1,26,547zzwqbiugzphhnrhj3z5k5i,0,72,91,2022-10-08T16:17:03.493Z,2022-10-09T08:22:58Z,3828379443,212,6.0,3828379437,56,Left,3828379439,140,68.1,3830355357,178,,3828379445,213,2.3,3828379441,141,97.4,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055509,18,49,1,1,26,bw9wm8pqfzcchumhiwdt2w15c,1,27.4,4.8,2022-10-08T16:17:03.991Z,2022-10-09T08:22:57Z,,,,,,,,,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055551,19,1,1,1,29,bw9wm8pqfzcchumhiwdt2w15c,0,40.1,1.7,2022-10-08T16:17:06.532Z,2022-10-09T08:22:56Z,3828379585,141,5.3,3828379797,236,,3828379587,212,9.5,3828379807,286,,3828379801,233,19,3828379589,213,0.3,3828379581,56,Back,3830355663,178,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,3828379583,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055589,19,74,1,1,29,547zzwqbiugzphhnrhj3z5k5i,1,58.3,97.6,2022-10-08T16:17:06.647Z,2022-10-09T08:22:55Z,3828379779,285,,3828379777,56,Left,3830355849,178,,3828379827,233,19,,,,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055615,20,49,1,1,31,547zzwqbiugzphhnrhj3z5k5i,1,41.5,83.9,2022-10-08T16:17:08.707Z,2022-10-09T08:22:54Z,,,,,,,,,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055629,21,1,1,1,32,547zzwqbiugzphhnrhj3z5k5i,1,35.7,91.8,2022-10-08T16:17:09.901Z,2022-10-09T08:22:53Z,3828380005,56,Back,3828380009,141,93.9,3830356109,178,,3828380013,213,0.2,3828380011,212,7.6,3828380007,140,42.8,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055679,22,1,1,1,35,547zzwqbiugzphhnrhj3z5k5i,1,37.6,91.7,2022-10-08T16:17:12.362Z,2022-10-09T08:22:52Z,3828380345,140,40.1,3830356193,178,,3828380349,212,10.3,3828380351,213,5.0,3828380343,56,Back,3828380347,141,77.0,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469415271,969,83,1,1,38,bw9wm8pqfzcchumhiwdt2w15c,1,63.5,34.7,2022-10-08T16:17:16.069Z,2022-10-09T08:22:50Z,3830411917,399,232253,,,,,,,,,,,,,,,,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055737,23,1,1,1,40,547zzwqbiugzphhnrhj3z5k5i,1,32.2,62.7,2022-10-08T16:17:17.698Z,2022-10-09T08:22:50Z,3828380649,141,15.9,3828380653,213,4.8,3828380645,56,Back,3828380647,140,33.7,3828380651,212,31.9,3828380643,155,,3830356393,178,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055793,24,1,1,1,45,547zzwqbiugzphhnrhj3z5k5i,1,51.5,9,2022-10-08T16:17:22.925Z,2022-10-09T08:22:49Z,3828380977,140,61.5,3828380983,213,0.8,3828380981,212,14.6,3828380979,141,23.9,3830356481,178,,3828380975,56,Center,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055801,25,61,1,1,47,547zzwqbiugzphhnrhj3z5k5i,0,61.6,21.9,2022-10-08T16:17:24.480Z,2022-10-09T08:22:47Z,3830356625,178,,3828381013,56,Center,,,,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055781,20,49,1,1,49,bw9wm8pqfzcchumhiwdt2w15c,1,43.1,93.9,2022-10-08T16:17:26.868Z,2022-10-09T08:22:47Z,,,,,,,,,,,,,,,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055815,21,1,1,1,50,bw9wm8pqfzcchumhiwdt2w15c,0,42.4,97,2022-10-08T16:17:27.517Z,2022-10-09T08:22:46Z,3828381053,140,50.6,3830356853,178,,3828381057,212,9.1,3828381051,56,Left,3828381055,141,100.0,3828381059,213,0.3,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055827,22,5,1,1,51,bw9wm8pqfzcchumhiwdt2w15c,0,50,101.5,2022-10-08T16:17:28.815Z,2022-10-09T04:00:22Z,3828381081,347,,3828381379,233,26,3828381077,56,Left,,,,,,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055875,26,5,1,1,51,547zzwqbiugzphhnrhj3z5k5i,1,50,-1.5,2022-10-08T16:17:28.815Z,2022-10-09T04:00:22Z,3828381341,347,,3828381375,233,22,3828381339,56,Right,,,,,,,,,,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055957,27,1,1,1,59,547zzwqbiugzphhnrhj3z5k5i,1,46.5,0,2022-10-08T16:17:36.928Z,2022-10-09T08:22:46Z,3828381777,56,Back,3828381803,189,,3828381783,212,20.9,3828381781,141,25.8,3828381785,213,2.0,3828381775,107,,3828381779,140,37.6,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055983,28,1,1,2,2,547zzwqbiugzphhnrhj3z5k5i,1,30.3,19.9,2022-10-08T16:17:40.121Z,2022-10-09T08:22:46Z,3828381935,212,23.9,3828381931,140,39.8,3830357229,178,,3828381937,213,1.1,3828381933,141,51.8,3828381929,56,Back,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469056013,29,1,1,2,7,547zzwqbiugzphhnrhj3z5k5i,1,45,59.3,2022-10-08T16:17:44.310Z,2022-10-09T08:22:44Z,3830357341,178,,3828382067,212,11.5,3828382063,140,52.2,3828382069,213,0.9,3828382065,141,72.0,3828382061,56,Center,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469056035,30,1,1,2,8,547zzwqbiugzphhnrhj3z5k5i,1,53,77.5,2022-10-08T16:17:45.595Z,2022-10-09T08:22:44Z,3828382179,212,15.6,3828382175,140,38.3,3828382181,213,3.0,3828382177,141,81.2,3830357463,178,,3828382173,56,Back,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469056093,31,1,1,2,9,547zzwqbiugzphhnrhj3z5k5i,1,43,82.6,2022-10-08T16:17:47.060Z,2022-10-09T08:22:43Z,3830357553,178,,3828382491,56,Left,3828382495,140,58.0,3828382499,212,16.2,3828382501,213,0.2,3828382497,141,88.3,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469056129,32,1,1,2,14,547zzwqbiugzphhnrhj3z5k5i,1,56.3,83,2022-10-08T16:17:51.958Z,2022-10-09T08:22:42Z,3828382705,213,3.6,3828382701,141,69.9,3828382699,140,37.7,3830357601,178,,3828382697,56,Back,3828382703,212,21.5,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
