id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/11/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/18/value
2499167789,7,1,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,0,50.8,32.4,2023-01-21T15:01:17.540Z,2023-01-22T04:24:51Z,3987374029,140,67.2,3987374025,3,,3987374033,212,19.2,3987374035,213,0.5,3987374027,56,Center,3988952033,178,,3987374031,141,44.8,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167833,5,1,1,0,15,547zzwqbiugzphhnrhj3z5k5i,0,32.8,53.8,2023-01-21T15:01:19.427Z,2023-01-22T04:24:50Z,3987374219,3,,3987374225,141,67.5,3987374221,56,Back,3988952305,178,,3987374227,212,17.0,3987374223,140,46.3,3987374229,213,0.6,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167851,8,1,1,0,17,2nhn3ikl1ciq34w3hcp883d6p,1,54,22.1,2023-01-21T15:01:21.382Z,2023-01-22T04:24:50Z,3988952563,178,,3987374321,213,0.7,3987374319,212,8.9,3987374311,3,,3987374315,140,60.7,3987374313,56,Center,3987374317,141,30.0,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340791,851,43,1,0,18,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-21T15:01:22.287Z,2023-01-21T17:33:12Z,3988276887,144,49,,,,,,,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167879,9,1,1,0,19,2nhn3ikl1ciq34w3hcp883d6p,1,56.3,27.4,2023-01-21T15:01:22.747Z,2023-01-22T04:24:49Z,3988952857,178,,3987374453,212,9.2,3987374451,141,30.4,3987374455,213,0.2,3987374447,56,Center,3987374449,140,64.8,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499167917,10,1,1,0,20,2nhn3ikl1ciq34w3hcp883d6p,1,65,28.5,2023-01-21T15:01:23.819Z,2023-01-22T04:24:48Z,3988953113,178,,3987374663,212,7.6,3987374657,56,Center,3987374659,140,58.9,3987374661,141,22.4,3987374665,213,3.7,,,,,,,21545vwheo9a30u5hgnsrecmi,L. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168087,11,1,1,0,21,2nhn3ikl1ciq34w3hcp883d6p,1,60.5,18.4,2023-01-21T15:01:24.991Z,2023-01-22T04:24:47Z,3988953409,178,,3987375559,213,4.3,3987375547,140,56.7,3987375555,212,11.1,3987375551,141,3.2,3987375541,56,Right,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168153,12,1,1,0,22,2nhn3ikl1ciq34w3hcp883d6p,1,60.7,3.2,2023-01-21T15:01:26.493Z,2023-01-22T04:24:47Z,3987375851,212,4.1,3988953663,178,,3987375847,140,64.4,3987375849,141,4.9,3987375853,213,0.3,3987375845,56,Right,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168159,13,4,1,0,24,2nhn3ikl1ciq34w3hcp883d6p,1,70.6,3.6,2023-01-21T15:01:28.050Z,2023-01-22T04:24:46Z,3987375891,152,,3987375895,286,,3987375893,265,,3987375889,56,Right,3987375911,233,6,3987375887,13,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168077,6,4,1,0,24,547zzwqbiugzphhnrhj3z5k5i,0,29.4,96.4,2023-01-21T15:01:28.051Z,2023-01-22T04:24:45Z,3987375505,265,,3987375501,56,Back,3987375959,233,13,3987375507,285,,3987375503,152,,3987375499,13,,3988953835,178,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168845,14,1,1,0,58,2nhn3ikl1ciq34w3hcp883d6p,0,69.4,1.2,2023-01-21T15:02:02.438Z,2023-01-22T04:24:45Z,3987379157,155,,3987379163,140,87.7,3987379177,1,,3987514263,152,,3987379165,141,43.3,3987379155,2,,3987514253,5,,3987379171,213,1.0,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,3987379161,56,Center,3988279627,224,3987379169,212,34.5,3988953957,178,3988279629,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168923,7,12,1,1,0,547zzwqbiugzphhnrhj3z5k5i,1,11.7,52.8,2023-01-21T15:02:04.372Z,2023-01-22T04:24:44Z,3987379605,167,,3987379569,213,2.3,3987379565,141,76.9,3988954209,178,,3987379561,56,Back,3987379567,212,21.3,3987379563,140,0.0,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168929,8,6,1,1,2,547zzwqbiugzphhnrhj3z5k5i,0,5.6,66.8,2023-01-21T15:02:06.424Z,2023-01-21T21:18:16Z,3987379581,56,Back,3987379985,233,15,3987379583,73,,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499168987,15,6,1,1,2,2nhn3ikl1ciq34w3hcp883d6p,1,94.4,33.2,2023-01-21T15:02:06.424Z,2023-01-21T21:18:15Z,3987379947,233,8,3987379851,75,,3987379847,56,Center,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169575,16,1,1,1,24,2nhn3ikl1ciq34w3hcp883d6p,1,99.7,0.1,2023-01-21T15:02:27.816Z,2023-01-21T21:18:21Z,3987382781,6,,3987382799,213,2.8,3987382783,56,Right,3987382787,140,91.6,3987382795,212,9.2,3987382791,141,5.2,3988954573,178,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169601,17,1,1,1,27,2nhn3ikl1ciq34w3hcp883d6p,0,89.4,9.4,2023-01-21T15:02:30.866Z,2023-01-22T04:24:43Z,3987382925,213,0.4,3988954773,178,,3987382995,286,,3987382917,56,Right,3987382913,2,,3987382923,212,2.7,3988280581,20,,3987382919,140,91.8,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,3988280579,224,,3987382921,141,3987382915,155,,3987382989,236,3987382991,233,11.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169607,9,12,1,1,27,547zzwqbiugzphhnrhj3z5k5i,1,9.4,82.5,2023-01-21T15:02:31.039Z,2023-01-22T04:24:43Z,3988955065,178,,3987382941,185,,3987383023,233,17,3987382943,56,Back,,,,,,,,,,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169637,10,5,1,1,29,547zzwqbiugzphhnrhj3z5k5i,0,11.8,101.5,2023-01-21T15:02:33.463Z,2023-01-21T21:18:41Z,3987383865,233,18,3987383111,347,,3987383109,56,Back,,,,,,,,,,,,,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169789,18,5,1,1,29,2nhn3ikl1ciq34w3hcp883d6p,1,88.2,-1.5,2023-01-21T15:02:33.463Z,2023-01-21T21:18:40Z,3987383837,233,10,3987383799,347,,3987383797,56,Right,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169969,19,1,1,1,34,2nhn3ikl1ciq34w3hcp883d6p,1,89.4,0,2023-01-21T15:02:38.293Z,2023-01-22T04:24:42Z,3987384619,212,9.6,3987384623,213,1.4,3987384613,56,Right,3987384609,107,,3987384617,141,12.6,3987384615,140,90.9,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499188959,130,50,1,1,36,2nhn3ikl1ciq34w3hcp883d6p,1,93.9,16.9,2023-01-21T15:02:39.794Z,2023-01-22T04:24:42Z,3987480733,286,,3987484665,233,11,3987480731,56,Right,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499169849,11,7,1,1,36,547zzwqbiugzphhnrhj3z5k5i,0,6.1,83.1,2023-01-21T15:02:40.469Z,2023-01-22T04:24:41Z,3988281139,385,,3987384061,56,Back,3987484655,233,130,3988955817,178,,3987384063,285,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499242487,411,1,1,1,39,2nhn3ikl1ciq34w3hcp883d6p,1,91.9,5.3,2023-01-21T15:02:43.009Z,2023-01-22T04:24:40Z,3987762215,140,88.3,3987762217,141,15.8,3987762213,56,Right,3988956067,178,,3987762219,212,8.1,3987762221,213,2.1,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170121,20,1,1,1,41,2nhn3ikl1ciq34w3hcp883d6p,0,95.9,21.2,2023-01-21T15:02:45.402Z,2023-01-22T04:00:41Z,3987385395,141,100.0,3988282209,387,,3988956355,178,,3987385399,213,1.6,3988282211,20,,3987385387,2,,3988282207,225,,3987385391,56,Left,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,3987385631,345,,3987385397,212,3987385393,140,92.9,3987385389,155,3987385401,1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170169,12,56,1,1,47,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-21T15:02:51.382Z,2023-01-22T04:24:39Z,3987385663,56,Back,,,,,,,,,,,,,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170435,13,5,1,1,48,547zzwqbiugzphhnrhj3z5k5i,1,10,-1.1,2023-01-21T15:02:52.055Z,2023-01-21T21:19:19Z,3987387065,233,21,3987387029,347,,3987387027,56,Back,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170135,21,5,1,1,48,2nhn3ikl1ciq34w3hcp883d6p,0,90,101.1,2023-01-21T15:02:52.055Z,2023-01-21T21:19:20Z,3987385469,347,,3987387087,233,13,3987385465,56,Left,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170679,14,1,1,2,5,547zzwqbiugzphhnrhj3z5k5i,1,19.9,0,2023-01-21T15:03:09.644Z,2023-01-22T04:24:38Z,3987388277,140,28.9,3987388273,107,,3987388275,56,Back,3987388279,141,9.1,3987388281,212,12.1,3987388283,213,0.7,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170697,15,44,1,2,7,547zzwqbiugzphhnrhj3z5k5i,1,31.7,4.8,2023-01-21T15:03:10.854Z,2023-01-22T04:24:38Z,3987388401,56,Back,3987388405,285,,3987388621,233,22,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170713,22,44,1,2,7,2nhn3ikl1ciq34w3hcp883d6p,0,68.3,95.2,2023-01-21T15:03:10.855Z,2023-01-22T04:24:38Z,3987388471,56,Left,3987388915,233,15,3987388475,286,,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170767,16,1,1,2,7,547zzwqbiugzphhnrhj3z5k5i,1,31.1,4.9,2023-01-21T15:03:10.861Z,2023-01-22T04:24:37Z,3987388771,168,,3988957003,388,,3987388773,56,Back,3987388785,213,1.5,3987388775,140,31.4,3987388783,212,8.8,3987388769,3,,3987388779,141,17.9,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170815,17,1,1,2,9,547zzwqbiugzphhnrhj3z5k5i,1,32,22.9,2023-01-21T15:03:13.486Z,2023-01-22T04:24:36Z,3987388987,212,14.4,3987388983,140,23.8,3987388979,56,Back,3988957123,178,,3987388985,141,5.9,3987388989,213,4.1,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170877,18,1,1,2,10,547zzwqbiugzphhnrhj3z5k5i,0,27.4,4.7,2023-01-21T15:03:14.641Z,2023-01-22T04:24:35Z,3987389275,56,Center,3987389277,140,60.5,3987389273,157,,3988957263,178,,3987389283,213,0.7,3987389279,141,45.2,3987389285,1,,3987389281,212,44.3,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170887,23,61,1,2,14,2nhn3ikl1ciq34w3hcp883d6p,1,43.3,62.6,2023-01-21T15:03:17.685Z,2023-01-22T04:24:35Z,3988957561,178,,3987389317,56,Back,,,,,,,,,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170961,24,49,1,2,15,2nhn3ikl1ciq34w3hcp883d6p,1,31.2,47.9,2023-01-21T15:03:19.601Z,2023-01-22T04:24:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499170987,25,1,1,2,15,2nhn3ikl1ciq34w3hcp883d6p,1,31,48.1,2023-01-21T15:03:19.620Z,2023-01-22T04:24:34Z,3987389803,212,14.4,3987389797,56,Back,3987389801,141,68.4,3987389805,213,1.3,3987389799,140,34.9,3988957777,178,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171027,26,1,1,2,17,2nhn3ikl1ciq34w3hcp883d6p,1,29.7,72.2,2023-01-21T15:03:21.106Z,2023-01-22T04:24:33Z,3987390045,56,Back,3987390053,213,0.3,3987390055,1,,3987390047,140,45.7,3987390051,212,17.6,3987390043,157,,3988957833,178,,3987390049,141,80.0,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171139,27,1,1,2,20,2nhn3ikl1ciq34w3hcp883d6p,1,46.4,83,2023-01-21T15:03:24.569Z,2023-01-22T04:24:32Z,3987390501,141,93.6,3987390497,56,Left,3987390505,213,0.5,3987390499,140,60.2,3987390503,212,16.2,3988957903,178,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171231,28,1,1,2,23,2nhn3ikl1ciq34w3hcp883d6p,1,53.3,95.8,2023-01-21T15:03:27.315Z,2023-01-22T04:24:31Z,3987390993,213,3.6,3987390989,141,90.8,3987390991,212,7.6,3987390987,140,46.8,3988958049,178,,3987390985,56,Back,,,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171371,29,1,1,2,26,2nhn3ikl1ciq34w3hcp883d6p,1,43.1,92.4,2023-01-21T15:03:29.982Z,2023-01-22T04:24:30Z,3987391669,213,4.1,3988958181,178,,3987391663,140,33.7,3987391667,212,16.7,3987391661,56,Back,3987391665,141,72.6,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171495,30,1,1,2,31,2nhn3ikl1ciq34w3hcp883d6p,1,27.5,75.4,2023-01-21T15:03:35.294Z,2023-01-22T04:24:28Z,3987392233,141,53.1,3987392237,213,4.0,3987392231,140,13.9,3987392235,212,20.8,3988958343,178,,3987392229,56,Back,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171573,31,1,1,2,35,2nhn3ikl1ciq34w3hcp883d6p,1,12.4,51.5,2023-01-21T15:03:39.632Z,2023-01-22T04:24:27Z,3988958445,178,,3987392639,212,12.0,3987392637,141,34.0,3987392633,56,Back,3987392641,213,4.9,3987392635,140,14.1,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171651,32,1,1,2,38,2nhn3ikl1ciq34w3hcp883d6p,1,14.5,32.8,2023-01-21T15:03:42.425Z,2023-01-22T04:24:26Z,3987392997,213,6.1,3987392989,56,Back,3988958661,178,,3987392993,141,30.0,3987392995,212,12.3,3987392991,140,26.1,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499171773,33,1,1,2,39,2nhn3ikl1ciq34w3hcp883d6p,1,26.2,33.2,2023-01-21T15:03:43.625Z,2023-01-22T04:24:25Z,3987393563,140,23.0,3987393567,212,18.5,3987393561,56,Back,3987393565,141,6.5,3987393569,213,4.5,3988958837,178,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
