id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,assist,qualifier/16/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2504645517,4,1,1,0,13,547zzwqbiugzphhnrhj3z5k5i,1,29.9,94.9,2023-02-05T18:16:01.156Z,2023-02-06T12:11:30Z,4016047979,212,3.9,4016047983,213,4.4,4016047975,141,89.4,4016047969,140,28.9,4016047961,56,Back,4016975309,388,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645695,8,1,1,0,14,547zzwqbiugzphhnrhj3z5k5i,1,25.7,90.4,2023-02-05T18:16:02.174Z,2023-02-06T12:11:30Z,4016975361,178,,4016164341,155,,4016164351,141,80.2,4016048881,56,Back,4016164345,140,46.6,4016164359,213,6.0,4016164355,212,23.0,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645709,9,44,1,0,15,547zzwqbiugzphhnrhj3z5k5i,1,40.4,72.4,2023-02-05T18:16:04.021Z,2023-02-06T12:11:29Z,4016164775,285,,4016048935,56,Back,4016164771,233,8,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645511,8,44,1,0,15,ecj1gmc7pqcjo4sc9hvghj5u3,0,59.6,27.6,2023-02-05T18:16:04.022Z,2023-02-06T12:11:29Z,4016047935,56,Center,4016164781,233,9,4016047937,286,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645713,10,1,1,0,15,547zzwqbiugzphhnrhj3z5k5i,1,39.4,75.3,2023-02-05T18:16:04.080Z,2023-02-06T12:11:28Z,4016975427,178,,4016165229,168,,4016165233,141,61.4,4016165235,212,9.7,4016048953,56,Back,4016165231,140,41.6,4016165237,213,5.0,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645553,5,1,1,0,17,547zzwqbiugzphhnrhj3z5k5i,0,44.4,63.3,2023-02-05T18:16:05.436Z,2023-02-06T12:11:28Z,4016975483,178,,4016048145,56,Left,4016048149,141,92.6,4016048143,155,,4016048153,213,0.8,4016048147,140,64.4,4016048151,212,28.9,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645579,9,1,1,0,20,ecj1gmc7pqcjo4sc9hvghj5u3,0,34.1,2.5,2023-02-05T18:16:09.064Z,2023-02-06T12:11:27Z,4016048295,1,,4016048285,56,Back,4016975521,178,,4016048373,286,,4016048291,212,2.5,4016048283,157,,4016048293,213,6.1,4016048369,233,6,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,4016048289,141,1.7,4016048287,140,36.4,4016048367,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645589,6,74,1,0,21,547zzwqbiugzphhnrhj3z5k5i,1,65.2,98.4,2023-02-05T18:16:09.162Z,2023-02-06T12:11:27Z,4016975567,178,,4016048429,233,9,4016048339,56,Left,4016048341,285,,,,,,,,,,,,,,ezud7bjx19v8omsscz0z8fywa,L. Hallaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645627,7,5,1,0,21,547zzwqbiugzphhnrhj3z5k5i,0,63.1,101.7,2023-02-05T18:16:09.845Z,2023-02-06T06:55:37Z,4016048795,233,10,4016048523,347,,4016048521,56,Left,,,,,,,,,,,,,,,,ezud7bjx19v8omsscz0z8fywa,L. Hallaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645669,10,5,1,0,21,ecj1gmc7pqcjo4sc9hvghj5u3,1,36.9,-1.7,2023-02-05T18:16:09.845Z,2023-02-06T06:55:37Z,4016048757,233,7,4016048741,56,Back,4016048743,347,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645867,11,1,1,0,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,37,0,2023-02-05T18:16:30.269Z,2023-02-06T12:11:26Z,4016049755,213,0.7,4016049745,56,Back,4016049743,107,,4016049753,212,9.9,4016049747,140,44.4,4016049751,141,7.0,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645877,12,1,1,0,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,37.7,4.4,2023-02-05T18:16:32.573Z,2023-02-06T12:11:25Z,4016049809,141,4.0,4016049805,56,Back,4016049813,213,6.2,4016975797,178,,4016049807,140,40.5,4016049811,212,3.0,,,,,,,di9k6xr6j4arjoltl7s9yp6cq,Cameron Puertas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645889,13,1,1,0,45,ecj1gmc7pqcjo4sc9hvghj5u3,0,50.9,11.3,2023-02-05T18:16:33.293Z,2023-02-06T12:11:25Z,4016049863,213,2.0,4016049865,1,,4016049857,140,47.1,4016975835,178,,4016049853,157,,4016049861,212,8.7,4016049855,56,Back,4016049859,141,22.7,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645919,11,1,1,0,47,547zzwqbiugzphhnrhj3z5k5i,1,55.5,72.8,2023-02-05T18:16:35.585Z,2023-02-06T12:11:24Z,4016050003,213,6.2,4016049997,141,70.6,4016049987,56,Center,4016049993,140,69.4,4016975863,388,,4016049983,3,,4016050001,212,14.7,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645923,12,49,1,0,48,547zzwqbiugzphhnrhj3z5k5i,1,62.8,63,2023-02-05T18:16:36.671Z,2023-02-06T12:11:24Z,,,,,,,,,,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645937,13,50,1,0,50,547zzwqbiugzphhnrhj3z5k5i,1,61.5,60.9,2023-02-05T18:16:38.430Z,2023-02-06T12:11:22Z,4016050301,233,14,4016050071,286,,4016050069,56,Center,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504645979,14,7,1,0,50,ecj1gmc7pqcjo4sc9hvghj5u3,0,38.5,39.1,2023-02-05T18:16:38.536Z,2023-02-06T12:11:22Z,4016050287,285,,4016938109,385,,4016050297,233,13,4016976033,178,,4016050285,56,Back,,,,,,,,,,4rh8xwozidxiwvl4wi2rn0fe1,K. Machida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646007,14,1,1,0,51,547zzwqbiugzphhnrhj3z5k5i,1,57.8,53.9,2023-02-05T18:16:40.044Z,2023-02-06T12:11:20Z,4016976137,178,,4016050409,140,50.8,4016050413,212,20.2,4016050415,213,4.3,4016050407,56,Center,4016050411,141,26.2,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646025,15,1,1,0,55,547zzwqbiugzphhnrhj3z5k5i,1,54.7,16,2023-02-05T18:16:43.723Z,2023-02-06T12:11:19Z,4016976201,178,,4016050489,56,Center,4016050495,212,22.9,4016050493,141,29.7,4016050497,213,0.4,4016050491,140,74.6,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646051,16,1,1,0,56,547zzwqbiugzphhnrhj3z5k5i,1,69.7,22.1,2023-02-05T18:16:44.510Z,2023-02-06T12:11:19Z,4016050633,140,82.1,4016976271,388,,4016050639,213,5.6,4016050635,141,6.2,4016166437,155,,4016050637,212,16.9,4016050631,56,Right,,,,ezud7bjx19v8omsscz0z8fywa,L. Hallaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646073,17,1,1,1,0,547zzwqbiugzphhnrhj3z5k5i,0,94.9,5.3,2023-02-05T18:16:48.472Z,2023-02-06T12:11:18Z,4016050737,2,,4016050741,56,Center,4016050739,155,,4016050745,141,43.1,4016976373,178,,4016938203,20,,4016938201,224,,4016050747,212,25.8,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,4016050749,213,1.6,4016050743,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646099,15,12,1,1,1,ecj1gmc7pqcjo4sc9hvghj5u3,1,6.5,69.3,2023-02-05T18:16:49.333Z,2023-02-06T12:11:18Z,4016050903,15,,4016050857,141,71.8,4016976445,178,,4016050853,56,Back,4016050861,213,0.2,4016050859,212,10.0,4016050855,140,15.9,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646109,18,15,1,1,2,547zzwqbiugzphhnrhj3z5k5i,1,84.1,33.9,2023-02-05T18:16:50.818Z,2023-02-06T12:11:17Z,4016976503,178,,4016056357,231,46.9,4016166961,328,,4016056343,102,50.0,4016052905,20,,4016056341,78,,4016056345,103,19,4016050917,56,Center,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,4016052909,82,,4016052947,233,16,4016056349,458,4016056353,147,41.3,4016056351,146,86.3,4016050913,22,4017120719,63,4016056355,230,98.8,,,,,,,,,,,,,,,,,,,,
2504646127,16,10,1,1,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,13.6,66.8,2023-02-05T18:16:50.898Z,2023-02-06T12:11:17Z,4016050997,94,,4016052975,233,18,4016050999,56,Back,4016976553,178,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504648405,53,1,1,1,3,547zzwqbiugzphhnrhj3z5k5i,1,89.9,44,2023-02-05T18:16:52.059Z,2023-02-06T12:11:16Z,4016062337,213,1.7,4016976597,178,,4016062331,140,89.1,4016938489,154,,4016062333,141,54.5,4016062329,56,Center,4016067493,210,15,4016062335,212,7.2,ezud7bjx19v8omsscz0z8fywa,L. Hallaert,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2504646131,19,15,1,1,6,547zzwqbiugzphhnrhj3z5k5i,1,79.2,50.1,2023-02-05T18:16:54.374Z,2023-02-06T12:11:15Z,4016067517,103,1.4,4016051025,18,,4016938491,154,,4016067505,29,,4016067529,230,96.9,4016067527,147,48.6,4016065801,20,,4016051023,22,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,4016067525,146,86.9,4016065831,233,17,4016065809,82,4016067521,215,,4016067513,102,51.6,4016051027,56,4016067523,328,4016976693,178,,,Center,4016167865,78,4016067531,231,49.3,4016067509,55,53,,,,,,,,,,
2504646163,17,10,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,13.7,53.6,2023-02-05T18:16:54.945Z,2023-02-06T12:11:14Z,4016051181,56,Back,4016051179,94,,4016976891,178,,4016065867,233,19,,,,,,,,,,,,,4rh8xwozidxiwvl4wi2rn0fe1,K. Machida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504825249,930,67,1,1,8,547zzwqbiugzphhnrhj3z5k5i,1,80.2,48.7,2023-02-05T18:16:56.458Z,2023-02-06T12:11:13Z,4017002287,233,948,,,,,,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504825243,948,67,1,1,8,ecj1gmc7pqcjo4sc9hvghj5u3,0,19.8,51.3,2023-02-05T18:16:56.459Z,2023-02-06T12:11:13Z,4017002295,233,930,,,,,,,,,,,,,,,,,,,,,,di9k6xr6j4arjoltl7s9yp6cq,Cameron Puertas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504668047,452,61,1,1,8,547zzwqbiugzphhnrhj3z5k5i,1,80,49.7,2023-02-05T18:16:56.486Z,2023-02-06T12:11:13Z,4016169205,56,Center,4016979407,178,,4016977049,21,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646255,18,12,1,1,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,16.9,50.7,2023-02-05T18:16:56.992Z,2023-02-06T11:44:55Z,4016977195,178,,4016051645,212,15.5,4016051639,56,Back,4016051643,141,61.7,4016051647,213,0.5,4016051641,140,29.8,,,,,,,4rh8xwozidxiwvl4wi2rn0fe1,K. Machida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646173,20,13,1,1,11,547zzwqbiugzphhnrhj3z5k5i,1,71.6,40.1,2023-02-05T18:16:59.241Z,2023-02-06T12:11:12Z,4016051241,18,,4016068503,102,59.3,4016977589,178,,4016068509,458,,4016068511,230,96.8,4016068507,215,,4016068513,231,48.4,4016068505,103,83.3,77wkqbxkqix367lc0ccnym86h,A. Sissako,4016068313,20,,4016051235,22,,4016938663,108,4016068501,77,,4016051243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646263,19,5,1,1,14,ecj1gmc7pqcjo4sc9hvghj5u3,1,-0.8,43.9,2023-02-05T18:17:02.163Z,2023-02-06T07:01:32Z,4016051677,233,21,4016051669,56,Back,4016051671,346,,,,,,,,,,,,,,,,,4rh8xwozidxiwvl4wi2rn0fe1,K. Machida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646199,21,5,1,1,14,547zzwqbiugzphhnrhj3z5k5i,0,100.8,56.1,2023-02-05T18:17:02.163Z,2023-02-06T07:01:33Z,4016051369,346,,4016051367,56,Center,4016051693,233,19,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646431,20,1,1,1,20,ecj1gmc7pqcjo4sc9hvghj5u3,0,5.7,46.4,2023-02-05T18:17:08.179Z,2023-02-06T11:44:50Z,4016052531,1,,4016052527,213,0.4,4016052519,56,Left,4016052521,140,57.0,4016052549,189,,4016052523,141,79.3,4016052517,124,,4016052533,74,,a8kdcx3797ityilpw31jaj4r9,A. Moris,4016052525,212,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646461,21,15,1,1,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,79.2,65.2,2023-02-05T18:17:19.708Z,2023-02-06T12:11:09Z,4016052965,233,23,4016052687,22,,4016052937,20,,4016979981,178,,4016053047,458,,4016052689,18,,4016053043,103,14.6,4016053049,146,96.3,81sfrpdzz1nymxg1b5noo67ai,Y. Vertessen,4016052691,56,Center,4016053051,147,52.7,4016053041,102,4016053039,78,,4016053045,215,,,,,,,,,,,,,,,,,,,51.3,,,,,,,,,
2504646455,23,10,1,1,32,547zzwqbiugzphhnrhj3z5k5i,1,4.2,46.8,2023-02-05T18:17:20.388Z,2023-02-06T12:11:08Z,4016052995,233,21,4016052645,179,,4016052649,56,Back,4016052643,177,,4016052647,182,,4016938845,376,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646449,22,52,1,1,32,547zzwqbiugzphhnrhj3z5k5i,1,4.1,45.7,2023-02-05T18:17:20.935Z,2023-02-06T12:11:08Z,4016980245,179,,4016938879,376,,,,,,,,,,,,,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646587,24,1,1,1,41,547zzwqbiugzphhnrhj3z5k5i,1,12.1,49,2023-02-05T18:17:30.124Z,2023-02-06T12:11:08Z,4016053337,123,,4016053347,141,91.1,4016053351,213,1.3,4016053343,140,20.9,4016938913,189,,4016053339,56,Back,4016980293,178,,4016053349,212,30.1,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646599,25,1,1,1,44,547zzwqbiugzphhnrhj3z5k5i,0,25.7,96.3,2023-02-05T18:17:32.648Z,2023-02-06T12:11:07Z,4016053413,236,,4016053405,140,25.2,4016053409,212,2.2,4016053403,56,Back,4016053415,233,22,4016053419,286,,4016053407,141,93.2,4016053411,213,4.5,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,4016980385,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646567,22,74,1,1,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,73.7,2.7,2023-02-05T18:17:32.712Z,2023-02-06T12:11:06Z,4016053273,56,Right,4016980469,178,,4016053277,285,,4016053421,233,25,,,,,,,,,,,,,81sfrpdzz1nymxg1b5noo67ai,Y. Vertessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646583,23,5,1,1,45,ecj1gmc7pqcjo4sc9hvghj5u3,0,73.1,-1.6,2023-02-05T18:17:33.529Z,2023-02-06T07:02:30Z,4016054117,233,26,4016053325,347,,4016053323,56,Right,,,,,,,,,,,,,,,,81sfrpdzz1nymxg1b5noo67ai,Y. Vertessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504646727,26,5,1,1,45,547zzwqbiugzphhnrhj3z5k5i,1,26.9,101.6,2023-02-05T18:17:33.529Z,2023-02-06T07:02:30Z,4016054105,56,Back,4016054107,347,,4016054113,233,23,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
