id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2495955587,13,49,1,1,8,b7jmo07lqav0wfe2mtlzyspak,1,34.6,78.6,2023-01-08T15:01:44.536Z,2023-01-09T07:08:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955609,14,1,1,1,9,b7jmo07lqav0wfe2mtlzyspak,1,34.2,78.8,2023-01-08T15:01:44.632Z,2023-01-09T07:08:04Z,3970446037,213,4.7,3970446035,212,9.0,3970446031,140,34.0,3970446033,141,65.5,3970446029,56,Back,3971337999,178,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955615,15,1,1,1,11,b7jmo07lqav0wfe2mtlzyspak,0,36.1,82.9,2023-01-08T15:01:47.389Z,2023-01-09T07:08:03Z,3970446047,140,46.0,3970446045,56,Back,3970446053,213,0.9,3970446051,212,16.5,3970446049,141,100.0,3971338041,178,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955623,11,5,1,1,12,547zzwqbiugzphhnrhj3z5k5i,1,59.5,-1.5,2023-01-08T15:01:48.317Z,2023-01-09T00:54:51Z,3970446071,56,Right,3970446073,347,,3970446075,233,16,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955617,16,5,1,1,12,b7jmo07lqav0wfe2mtlzyspak,0,40.5,101.5,2023-01-08T15:01:48.317Z,2023-01-09T00:54:51Z,3970446057,347,,3970446055,56,Back,3970446079,233,11,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955707,12,1,1,1,27,547zzwqbiugzphhnrhj3z5k5i,1,54.1,0,2023-01-08T15:02:03.545Z,2023-01-09T07:08:02Z,3970446501,213,0.4,3970446499,212,20.5,3970446495,140,72.3,3970446497,141,9.5,3970446491,107,,3970446493,56,Right,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955713,13,1,1,1,29,547zzwqbiugzphhnrhj3z5k5i,0,68.8,12.2,2023-01-08T15:02:05.018Z,2023-01-09T07:08:02Z,3970446535,141,15.5,3970446537,212,8.6,3970446531,56,Right,3971338129,388,,3970446533,140,76.7,3970446527,3,,3970446529,168,,3970446539,213,0.3,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955721,17,1,1,1,30,b7jmo07lqav0wfe2mtlzyspak,0,25.4,85.3,2023-01-08T15:02:06.431Z,2023-01-09T07:08:01Z,3970446563,157,,3970446573,213,6.2,3970446571,212,18.6,3970446565,56,Back,3970446575,1,,3970446567,140,43.1,3971338135,178,,3970446569,141,83.8,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955755,14,1,1,1,32,547zzwqbiugzphhnrhj3z5k5i,1,54.1,12.5,2023-01-08T15:02:08.129Z,2023-01-09T07:08:01Z,3970446707,3,,3971338201,178,,3970446713,141,44.8,3970446711,140,72.8,3970446709,56,Center,3970446715,212,29.5,3970446717,213,0.8,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955815,15,1,1,1,35,547zzwqbiugzphhnrhj3z5k5i,1,71.8,47.7,2023-01-08T15:02:11.345Z,2023-01-09T07:08:00Z,3970447011,213,1.3,3970447009,212,13.7,3970447005,140,75.9,3970447007,141,66.9,3970447003,56,Center,3971338299,178,,,,,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955821,16,1,1,1,41,547zzwqbiugzphhnrhj3z5k5i,0,77.4,58.7,2023-01-08T15:02:16.994Z,2023-01-09T07:07:58Z,3970447039,213,4.5,3970447031,56,Center,3970447033,140,73.4,3970447037,212,19.6,3970447035,141,30.6,3971338349,178,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496122651,916,67,1,1,44,b7jmo07lqav0wfe2mtlzyspak,1,24.1,79.9,2023-01-08T15:02:19.675Z,2023-01-09T06:46:57Z,3971350843,233,777,,,,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496122649,777,67,1,1,44,547zzwqbiugzphhnrhj3z5k5i,0,75.9,20.1,2023-01-08T15:02:19.676Z,2023-01-09T06:46:57Z,3971350849,233,916,,,,,,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955823,18,8,1,1,44,b7jmo07lqav0wfe2mtlzyspak,1,23.1,75.4,2023-01-08T15:02:19.684Z,2023-01-09T07:07:57Z,3971338403,178,,3970447041,56,Back,3970981671,384,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955915,17,5,1,1,48,547zzwqbiugzphhnrhj3z5k5i,1,40.2,-1.7,2023-01-08T15:02:24.269Z,2023-01-09T00:55:47Z,3970447607,233,19,3970447593,347,,3970447591,56,Back,,,,,,,,,,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955861,19,5,1,1,48,b7jmo07lqav0wfe2mtlzyspak,0,59.8,101.7,2023-01-08T15:02:24.269Z,2023-01-09T00:55:48Z,3970447243,56,Left,3970447611,233,17,3970447245,347,,,,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955937,18,1,1,1,59,547zzwqbiugzphhnrhj3z5k5i,0,48.7,0,2023-01-08T15:02:35.270Z,2023-01-09T07:07:57Z,3970447695,107,,3970447697,56,Right,3970447705,213,0.8,3970447699,140,62.3,3970447701,141,19.5,3970447703,212,20.4,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955951,20,61,1,2,1,b7jmo07lqav0wfe2mtlzyspak,1,36.5,80.1,2023-01-08T15:02:36.837Z,2023-01-09T07:07:56Z,3971338689,178,,3970447783,56,Back,3971338723,15,,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955957,21,49,1,2,4,b7jmo07lqav0wfe2mtlzyspak,1,16.2,69,2023-01-08T15:02:40.029Z,2023-01-09T07:07:56Z,,,,,,,,,,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496122711,780,83,1,2,5,547zzwqbiugzphhnrhj3z5k5i,1,87.1,27.9,2023-01-08T15:02:41.221Z,2023-01-09T07:07:55Z,3971351099,399,165439,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956001,22,4,1,2,6,b7jmo07lqav0wfe2mtlzyspak,1,9.5,78.9,2023-01-08T15:02:42.562Z,2023-01-09T07:07:54Z,3970448093,285,,3970448091,152,,3970448095,233,19,3970448085,13,,3970448087,295,,3970448089,56,Back,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955999,19,4,1,2,6,547zzwqbiugzphhnrhj3z5k5i,0,90.5,21.1,2023-01-08T15:02:42.563Z,2023-01-09T07:07:53Z,3970448083,286,,3970448081,152,,3970448079,56,Right,3970448103,233,22,3971338779,178,,3970448075,13,,3970448077,295,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956205,23,1,1,2,38,b7jmo07lqav0wfe2mtlzyspak,0,6.5,75.1,2023-01-08T15:03:13.807Z,2023-01-09T07:07:53Z,3970449155,155,,3970449165,212,66.0,3970449157,152,,3970449173,1,,3970449161,140,68.4,3970449169,213,0.2,3970449159,56,Left,3970449153,5,,calut2wcnvfps97uj7dartf4l,Y. Thoelen,3970449163,141,91.7,3971338813,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956229,20,1,1,2,41,547zzwqbiugzphhnrhj3z5k5i,0,37.3,6.2,2023-01-08T15:03:17.500Z,2023-01-09T07:07:52Z,3970449297,141,13.5,3970449295,140,34.0,3971338861,388,,3970449291,3,,3970449293,56,Back,3970449299,212,6.1,3970449301,213,2.2,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956221,24,44,1,2,43,b7jmo07lqav0wfe2mtlzyspak,1,60.9,90.6,2023-01-08T15:03:19.485Z,2023-01-09T07:07:52Z,3970449269,56,Left,3970449377,233,21,3970449271,286,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956231,21,44,1,2,43,547zzwqbiugzphhnrhj3z5k5i,0,39.1,9.4,2023-01-08T15:03:19.486Z,2023-01-09T07:07:52Z,3970449309,56,Back,3970449381,233,24,3970449311,285,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956237,25,1,1,2,43,b7jmo07lqav0wfe2mtlzyspak,1,61.1,90.6,2023-01-08T15:03:19.536Z,2023-01-09T07:07:51Z,3970449343,56,Left,3970449345,140,73.2,3970449347,141,88.4,3970449339,3,,3970449349,212,12.8,3970449351,213,6.2,3971338945,388,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496056493,883,3,1,2,45,b7jmo07lqav0wfe2mtlzyspak,0,70.6,92.5,2023-01-08T15:03:20.657Z,2023-01-09T07:07:51Z,3970997379,465,,3971213137,233,22,3971339013,178,,3970997117,286,,3970997115,56,Left,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956251,22,7,1,2,45,547zzwqbiugzphhnrhj3z5k5i,1,29.4,7.5,2023-01-08T15:03:20.748Z,2023-01-09T07:07:50Z,3970449425,56,Back,3970997259,285,,3971213133,233,883,3970997469,384,,3971339089,178,,,,,,,,,,,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956263,23,49,1,2,46,547zzwqbiugzphhnrhj3z5k5i,1,34,9.9,2023-01-08T15:03:21.766Z,2023-01-09T07:07:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956271,24,1,1,2,46,547zzwqbiugzphhnrhj3z5k5i,1,33.8,9.9,2023-01-08T15:03:21.784Z,2023-01-09T07:07:49Z,3970449519,141,26.1,3970449515,56,Back,3970449517,140,21.9,3971339239,178,,3970449521,212,16.7,3970449523,213,2.4,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956289,25,1,1,2,48,547zzwqbiugzphhnrhj3z5k5i,1,23.3,19.3,2023-01-08T15:03:23.983Z,2023-01-09T07:07:49Z,3970449609,213,2.4,3971339385,178,,3970449603,140,3.7,3970449601,56,Back,3970449607,212,26.8,3970449605,141,44.6,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495956315,26,1,1,2,51,547zzwqbiugzphhnrhj3z5k5i,0,5.2,46.2,2023-01-08T15:03:27.607Z,2023-01-09T07:07:48Z,3970449769,213,0.4,3970449759,155,,3971339397,178,,3970449771,1,,3970449761,56,Back,3970449763,140,44.9,3970449767,212,46.2,3970449765,141,75.4,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
