id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2465792237,17,1,1,0,42,2nhn3ikl1ciq34w3hcp883d6p,1,18,83.4,2022-10-01T16:16:03.704Z,2022-10-02T10:02:38Z,3810937565,213,4.4,3813417755,178,,3810937561,141,44.5,3810937559,140,9.3,3810937563,212,28.0,3810937557,56,Back,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792293,18,1,1,0,46,2nhn3ikl1ciq34w3hcp883d6p,1,9.1,49.6,2022-10-01T16:16:07.617Z,2022-10-02T10:02:37Z,3810937901,140,13.8,3810937903,141,26.2,3810937907,213,5.0,3810937899,56,Back,3810937905,212,16.7,3813417835,178,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792365,19,1,1,0,49,2nhn3ikl1ciq34w3hcp883d6p,1,11.9,27.8,2022-10-01T16:16:10.445Z,2022-10-02T10:02:37Z,3810938353,213,1.6,3810938345,140,11.7,3810938341,56,Back,3810938349,141,74.2,3810938351,212,31.6,3813417947,178,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792395,20,1,1,0,53,2nhn3ikl1ciq34w3hcp883d6p,1,15.9,79.7,2022-10-01T16:16:14.866Z,2022-10-02T10:02:35Z,3810938541,212,11.5,3810938535,56,Back,3810938539,141,96.3,3810938543,213,1.4,3813418077,178,,3810938537,140,18.0,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792421,21,1,1,0,56,2nhn3ikl1ciq34w3hcp883d6p,0,27.5,97.3,2022-10-01T16:16:17.177Z,2022-10-02T10:02:35Z,3810938647,140,29.6,3813418167,178,,3810938651,212,23.2,3810938649,141,63.3,3810938645,56,Back,3810938653,213,4.8,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792455,3,8,1,0,57,547zzwqbiugzphhnrhj3z5k5i,1,62.9,18.6,2022-10-01T16:16:18.624Z,2022-10-02T10:02:34Z,3810938843,56,Right,3813418301,389,,3812006719,384,,,,,,,,,,,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792475,4,49,1,0,58,547zzwqbiugzphhnrhj3z5k5i,1,48,12.7,2022-10-01T16:16:20.099Z,2022-10-02T10:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792503,5,1,1,0,58,547zzwqbiugzphhnrhj3z5k5i,1,47.9,12.8,2022-10-01T16:16:20.142Z,2022-10-02T10:02:34Z,3810939099,141,28.3,3810939091,56,Back,3810939095,140,31.3,3810939105,212,20.4,3813418507,178,,3810939107,213,2.6,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792523,6,1,1,1,0,547zzwqbiugzphhnrhj3z5k5i,1,40.8,19.1,2022-10-01T16:16:21.407Z,2022-10-02T10:02:33Z,3810939213,213,1.1,3813418607,178,,3810939207,140,45.4,3810939211,212,9.7,3810939205,56,Back,3810939209,141,31.5,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466254151,882,83,1,1,2,2nhn3ikl1ciq34w3hcp883d6p,1,51.2,63.5,2022-10-01T16:16:23.256Z,2022-10-02T10:02:32Z,3813457469,399,586772,,,,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792581,7,1,1,1,3,547zzwqbiugzphhnrhj3z5k5i,1,48,30.7,2022-10-01T16:16:24.663Z,2022-10-02T10:02:32Z,3810939567,212,16.3,3810939563,141,6.8,3813418785,178,,3810939559,56,Back,3810939571,213,4.6,3810939561,140,46.7,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792627,8,1,1,1,5,547zzwqbiugzphhnrhj3z5k5i,1,51.2,2.5,2022-10-01T16:16:26.839Z,2022-10-02T10:02:31Z,3810939779,140,81.1,3810939783,212,31.4,3810939785,213,0.0,3813418877,178,,3810939777,56,Right,3810939781,141,2.8,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792641,9,3,1,1,8,547zzwqbiugzphhnrhj3z5k5i,0,80.7,6,2022-10-01T16:16:29.670Z,2022-10-02T10:02:30Z,3810939795,286,,3812009035,465,,3810939793,56,Right,3813418991,178,,3810940393,233,22,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792655,22,7,1,1,8,2nhn3ikl1ciq34w3hcp883d6p,1,19.3,94,2022-10-01T16:16:29.779Z,2022-10-02T10:02:30Z,3810939859,56,Back,3813419137,178,,3810939861,285,,3810940315,233,9,3812008833,385,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792673,10,5,1,1,8,547zzwqbiugzphhnrhj3z5k5i,1,84,-1.5,2022-10-01T16:16:29.957Z,2022-10-02T05:39:06Z,3810940243,233,23,3810939975,56,Right,3810939977,347,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792749,23,5,1,1,8,2nhn3ikl1ciq34w3hcp883d6p,0,16,101.5,2022-10-01T16:16:29.957Z,2022-10-02T05:39:06Z,3810940195,56,Back,3810940275,233,10,3810940199,347,,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792891,11,1,1,1,24,547zzwqbiugzphhnrhj3z5k5i,1,79.8,0,2022-10-01T16:16:45.316Z,2022-10-02T10:02:30Z,3810941001,212,18.0,3810940997,140,95.4,3810940993,107,,3810940995,56,Right,3810941003,213,0.4,3810940999,141,9.7,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792931,12,1,1,1,26,547zzwqbiugzphhnrhj3z5k5i,0,95.7,8.8,2022-10-01T16:16:47.775Z,2022-10-02T10:02:29Z,3813419523,178,,3810941181,212,9.1,3810941177,140,90.1,3810941183,213,4.0,3810941171,56,Right,3810941179,141,0.0,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792937,13,5,1,1,27,547zzwqbiugzphhnrhj3z5k5i,0,90.2,-1.3,2022-10-01T16:16:48.882Z,2022-10-02T05:39:20Z,3810941201,347,,3810941977,233,24,3810941199,56,Right,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793075,24,5,1,1,27,2nhn3ikl1ciq34w3hcp883d6p,1,9.8,101.3,2022-10-01T16:16:48.882Z,2022-10-02T05:39:20Z,3810941915,56,Back,3810941917,347,,3810941945,233,13,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793095,25,1,1,1,40,2nhn3ikl1ciq34w3hcp883d6p,0,6.7,100,2022-10-01T16:17:01.424Z,2022-10-02T10:02:29Z,3810942039,107,,3810942049,213,6.0,3810942041,56,Back,3810942045,141,95.1,3810942047,212,15.5,3810942043,140,20.9,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793119,14,1,1,1,41,547zzwqbiugzphhnrhj3z5k5i,1,71,5,2022-10-01T16:17:03.028Z,2022-10-02T10:02:28Z,3810942207,140,78.9,3810942213,213,0.1,3810942209,141,6.4,3813419841,178,,3810942205,56,Right,3810942211,212,8.3,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793121,15,49,1,1,42,547zzwqbiugzphhnrhj3z5k5i,1,75,5.6,2022-10-01T16:17:03.987Z,2022-10-02T10:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793129,16,50,1,1,43,547zzwqbiugzphhnrhj3z5k5i,1,75.1,7.3,2022-10-01T16:17:04.423Z,2022-10-02T10:02:27Z,3810942261,286,,3810942259,56,Right,3810942535,233,26,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793153,26,7,1,1,43,2nhn3ikl1ciq34w3hcp883d6p,1,24.9,92.7,2022-10-01T16:17:04.452Z,2022-10-02T10:02:27Z,3810942397,167,,3810942449,233,16,3813420423,178,,3812011111,385,,3810942399,56,Back,3810942401,285,,,,,,,,f3wwl40dd2xm8oeof6n6y7rhl,Lucas Mineiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793167,17,5,1,1,43,547zzwqbiugzphhnrhj3z5k5i,1,81.5,-1.5,2022-10-01T16:17:04.847Z,2022-10-02T05:40:02Z,3810942545,233,27,3810942491,347,,3810942489,56,Right,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793159,27,5,1,1,43,2nhn3ikl1ciq34w3hcp883d6p,0,18.5,101.5,2022-10-01T16:17:04.847Z,2022-10-02T05:40:02Z,3810942555,233,17,3810942447,347,,3810942445,56,Back,,,,,,,,,,,,,,,,f3wwl40dd2xm8oeof6n6y7rhl,Lucas Mineiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793381,18,1,1,1,54,547zzwqbiugzphhnrhj3z5k5i,1,80.5,0,2022-10-01T16:17:15.846Z,2022-10-02T10:02:27Z,3810943705,107,,3810943709,140,81.8,3810943711,141,15.9,3810943715,213,1.5,3810943707,56,Right,3810943713,212,12.2,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793423,19,1,1,1,57,547zzwqbiugzphhnrhj3z5k5i,1,75.7,16.6,2022-10-01T16:17:18.201Z,2022-10-02T10:02:25Z,3810944001,56,Center,3810944009,213,3.0,3813420705,178,,3810944005,141,21.3,3810944003,140,60.0,3810944007,212,16.8,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793501,20,1,1,2,0,547zzwqbiugzphhnrhj3z5k5i,1,55.7,33.2,2022-10-01T16:17:21.445Z,2022-10-02T10:02:24Z,3810944437,141,70.6,3810944433,56,Center,3810944435,140,56.5,3813420813,178,,3810944439,212,25.4,3810944441,213,1.5,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793559,21,1,1,2,3,547zzwqbiugzphhnrhj3z5k5i,1,57.3,63.3,2022-10-01T16:17:24.293Z,2022-10-02T10:02:24Z,3810944761,141,54.8,3810944765,213,6.0,3810944759,140,76.3,3810944763,212,20.8,3813420879,178,,3810944757,56,Center,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793579,22,1,1,2,3,547zzwqbiugzphhnrhj3z5k5i,0,72.5,58.9,2022-10-01T16:17:25.043Z,2022-10-02T10:02:23Z,3810944863,140,89.9,3810944867,212,18.9,3810944859,168,,3810944861,56,Center,3813420959,178,,3810944869,213,0.3,3810944865,141,65.8,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465988945,776,54,1,2,6,2nhn3ikl1ciq34w3hcp883d6p,1,10.9,34.4,2022-10-01T16:17:27.461Z,2022-10-02T10:02:23Z,3812014145,232,,3813421045,389,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793537,28,52,1,2,6,2nhn3ikl1ciq34w3hcp883d6p,1,11.2,32.4,2022-10-01T16:17:27.679Z,2022-10-02T10:02:23Z,3813421109,389,,3812014381,376,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793675,29,1,1,2,14,2nhn3ikl1ciq34w3hcp883d6p,1,15.4,39.1,2022-10-01T16:17:35.255Z,2022-10-02T10:02:22Z,3810945413,212,27.7,3810945431,287,,3810945407,56,Back,3810945415,213,1.3,3813421273,178,,3810945411,141,78.8,3810945409,140,21.4,3812015175,189,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,3810945405,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793789,30,1,1,2,19,2nhn3ikl1ciq34w3hcp883d6p,1,32.7,91.5,2022-10-01T16:17:41.112Z,2022-10-02T10:02:22Z,3810946111,212,14.9,3810946109,141,76.1,3810946105,56,Back,3810946113,213,3.9,3813421397,178,,3810946107,140,22.6,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793869,31,1,1,2,23,2nhn3ikl1ciq34w3hcp883d6p,1,20.6,69.7,2022-10-01T16:17:44.974Z,2022-10-02T10:02:21Z,3810946615,213,4.3,3813421451,178,,3810946559,56,Back,3810946613,212,18.0,3810946593,141,45.2,3810946561,140,14.0,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465793933,32,1,1,2,28,2nhn3ikl1ciq34w3hcp883d6p,1,17.2,44.2,2022-10-01T16:17:49.609Z,2022-10-02T10:02:20Z,3810946915,213,0.8,3810946911,141,84.8,3810946909,140,44.7,3810946905,155,,3813421503,178,,3810946913,212,39.9,3810946917,1,,3810946907,56,Back,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
