id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,assist,qualifier/15/value,qualifier/17/value,qualifier/18/value
2446561601,852,45,1,0,11,547zzwqbiugzphhnrhj3z5k5i,0,31.8,79.8,2022-08-14T19:01:06.975Z,2022-08-15T11:08:34Z,3708847075,56,Back,3708847077,285,,3708938923,233,768,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446586081,871,83,1,0,12,547zzwqbiugzphhnrhj3z5k5i,1,22.8,83.1,2022-08-14T19:01:08.300Z,2022-08-15T11:08:33Z,3709015921,399,247348,,,,,,,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359235,8,1,1,0,15,89xivtxk59uzvhdsd6miao6tm,0,89,3.3,2022-08-14T19:01:10.672Z,2022-08-15T11:08:32Z,3708848663,386,,3707695083,212,22.5,3708848661,225,,3707695081,141,35.5,3707695075,155,,3707695073,2,,3707695077,56,Center,3708848665,20,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,3707695085,213,1.8,3707695079,140,84.0,3708986847,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359277,3,1,1,0,16,547zzwqbiugzphhnrhj3z5k5i,0,16.9,63.9,2022-08-14T19:01:11.885Z,2022-08-15T11:08:32Z,3707695305,212,33.3,3707695301,140,44.2,3708986959,178,,3707695299,56,Back,3708848819,157,,3707695307,213,0.5,3708848821,1,,3707695303,141,88.9,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359351,9,1,1,0,22,89xivtxk59uzvhdsd6miao6tm,1,46.8,16.4,2022-08-14T19:01:18.252Z,2022-08-15T11:08:31Z,3707695769,56,Back,3707695777,213,2.2,3707695771,140,34.9,3707695775,212,21.8,3708987067,178,,3707695773,141,42.7,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359397,10,1,1,0,25,89xivtxk59uzvhdsd6miao6tm,1,37.6,50.6,2022-08-14T19:01:21.118Z,2022-08-15T11:08:31Z,3707696043,213,0.8,3707696037,140,59.4,3707696041,212,33.8,3708987265,178,,3707696045,1,,3707696035,56,Left,3707696039,141,87.1,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359453,11,1,1,0,29,89xivtxk59uzvhdsd6miao6tm,1,57.9,92,2022-08-14T19:01:24.596Z,2022-08-15T11:08:30Z,3707696341,56,Left,3707696349,141,89.9,3707696345,140,82.6,3707696353,213,6.2,3707696351,212,26.0,3708987339,178,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446562031,769,61,1,0,31,89xivtxk59uzvhdsd6miao6tm,0,79.6,97.2,2022-08-14T19:01:26.975Z,2022-08-15T11:08:29Z,3708849591,56,Left,3708987495,178,,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359463,4,49,1,0,32,547zzwqbiugzphhnrhj3z5k5i,1,17.3,0.2,2022-08-14T19:01:27.904Z,2022-08-15T11:08:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359693,6,50,1,0,33,547zzwqbiugzphhnrhj3z5k5i,1,14.6,0.4,2022-08-14T19:01:28.791Z,2022-08-15T11:08:28Z,3708938983,233,13,3707697705,56,Back,3707697711,285,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359717,13,7,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,85.4,99.6,2022-08-14T19:01:29.901Z,2022-08-15T11:40:01Z,3707697839,56,Left,3708987851,178,,3707697845,286,,3708938969,233,6,3708853089,384,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359507,5,43,1,0,37,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-08-14T19:01:33.252Z,2022-08-14T19:53:01Z,3707696673,56,Back,3707696675,285,0,3707938151,144,50,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359517,12,43,1,0,37,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-08-14T19:01:33.253Z,2022-08-14T19:52:59Z,3707697113,233,5,3707696733,56,Left,3707937987,144,7,3707696735,286,0,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446562701,770,2,1,0,37,89xivtxk59uzvhdsd6miao6tm,1,85.9,97.5,2022-08-14T19:01:33.294Z,2022-08-15T11:08:27Z,3708853561,141,96.2,3708853559,140,82.7,3708853795,7,9pvc7e65cfgtuipfen5zt463t,3708988131,178,,3708853557,56,Left,,,,,,,,,,561pn6ha3pwbofjt8gbqhj0iy,A. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446562703,853,55,1,0,37,547zzwqbiugzphhnrhj3z5k5i,1,11.1,3.1,2022-08-14T19:01:33.295Z,2022-08-15T11:08:26Z,,,,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359821,7,1,1,0,45,547zzwqbiugzphhnrhj3z5k5i,1,23,0.3,2022-08-14T19:01:40.559Z,2022-08-15T11:08:26Z,3707698381,141,21.9,3707698375,152,,3707698379,140,11.8,3707698367,5,,3707698385,213,2.2,3707698377,56,Back,3707698383,212,18.8,3707698407,189,,77wkqbxkqix367lc0ccnym86h,A. Sissako,3708988389,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446562933,854,1,1,0,49,547zzwqbiugzphhnrhj3z5k5i,1,16,10.2,2022-08-14T19:01:45.260Z,2022-08-15T11:08:26Z,3708854689,189,,3708854697,212,40.0,3708854691,56,Back,3708854699,213,1.7,3708854695,141,68.6,3708988569,178,,3709406141,1,,3708854693,140,11.7,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359849,8,1,1,0,56,547zzwqbiugzphhnrhj3z5k5i,1,18.8,69.9,2022-08-14T19:01:51.932Z,2022-08-15T11:08:25Z,3707698529,56,Back,3707698533,141,49.9,3707698531,140,15.9,3707698535,212,13.9,3708988647,178,,3707698537,213,4.5,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359881,9,1,1,0,59,547zzwqbiugzphhnrhj3z5k5i,1,20.4,47.1,2022-08-14T19:01:54.731Z,2022-08-15T11:08:24Z,3707698713,56,Back,3707698717,141,21.0,3708988679,178,,3707698721,213,4.7,3707698715,140,20.7,3707698719,212,17.8,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359901,10,1,1,1,2,547zzwqbiugzphhnrhj3z5k5i,1,24.9,15.1,2022-08-14T19:01:58.086Z,2022-08-15T11:08:23Z,3707698825,56,Back,3707698829,140,36.7,3707698833,141,31.9,3707698837,212,16.9,3707698839,213,0.7,3708989339,178,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359935,11,1,1,1,3,547zzwqbiugzphhnrhj3z5k5i,1,34.1,24.4,2022-08-14T19:01:59.038Z,2022-08-15T11:08:23Z,3707698989,213,3.0,3708989361,178,,3707698981,56,Back,3707698985,141,27.3,3707698987,212,11.5,3707698983,140,23.3,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446359989,12,1,1,1,5,547zzwqbiugzphhnrhj3z5k5i,1,23.4,18.6,2022-08-14T19:02:01.327Z,2022-08-15T11:08:22Z,3707699251,212,25.1,3707699249,141,55.2,3707699245,56,Back,3708991375,178,,3707699253,213,1.4,3707699247,140,26.3,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360019,13,1,1,1,7,547zzwqbiugzphhnrhj3z5k5i,1,17.5,46.4,2022-08-14T19:02:03.377Z,2022-08-15T11:08:21Z,3707699445,140,30.1,3708991431,178,,3707699449,212,31.7,3707699447,141,88.7,3707699443,56,Back,3707699451,213,1.1,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360027,14,1,1,1,10,547zzwqbiugzphhnrhj3z5k5i,1,17.3,81.8,2022-08-14T19:02:05.524Z,2022-08-15T11:08:21Z,3707699493,212,24.6,3707699489,140,39.0,3707699487,56,Back,3707699495,213,0.4,3707699491,141,95.3,3708991475,178,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360091,15,1,1,1,12,547zzwqbiugzphhnrhj3z5k5i,1,31.7,98.6,2022-08-14T19:02:07.489Z,2022-08-15T11:08:20Z,3707699903,141,77.2,3708991523,178,,3707699905,212,20.2,3707699901,140,45.1,3707699907,213,5.5,3707699899,56,Back,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360093,16,61,1,1,13,547zzwqbiugzphhnrhj3z5k5i,0,39.1,89.7,2022-08-14T19:02:08.523Z,2022-08-15T11:08:19Z,3707699923,56,Back,3708991661,178,,,,,,,,,,,,,,,,,,,,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360089,14,61,1,1,14,89xivtxk59uzvhdsd6miao6tm,0,64,8,2022-08-14T19:02:09.802Z,2022-08-15T11:08:19Z,3708991713,178,,3707699897,56,Right,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360191,17,1,1,1,17,547zzwqbiugzphhnrhj3z5k5i,1,32.4,83.9,2022-08-14T19:02:12.923Z,2022-08-15T11:08:18Z,3707700497,213,3.9,3707700489,56,Back,3707700491,140,22.3,3707700495,212,14.3,3708992011,178,,3707700493,141,69.7,,,,,,,5g5ml1wwa9dfhsh55hv7br45x,J. Dompé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360201,18,1,1,1,19,547zzwqbiugzphhnrhj3z5k5i,1,19.4,80.5,2022-08-14T19:02:14.951Z,2022-08-15T11:08:18Z,3707700553,140,9.3,3708992057,178,,3707700559,213,4.3,3707700551,56,Back,3707700555,141,47.3,3707700557,212,24.9,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360227,19,1,1,1,22,547zzwqbiugzphhnrhj3z5k5i,1,6.4,42.7,2022-08-14T19:02:18.130Z,2022-08-15T11:08:17Z,3708992111,178,,3707700703,213,5.4,3707700695,56,Back,3707700699,141,5.3,3707700697,140,24.6,3707700701,212,31.8,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360247,20,1,1,1,25,547zzwqbiugzphhnrhj3z5k5i,1,25.7,2.7,2022-08-14T19:02:21.122Z,2022-08-15T11:08:17Z,3707700837,213,2.7,3707700835,212,16.1,3707700831,140,12.0,3708992151,178,,3707700833,141,13.2,3707700829,56,Back,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360295,21,1,1,1,28,547zzwqbiugzphhnrhj3z5k5i,0,16.3,7.2,2022-08-14T19:02:23.592Z,2022-08-15T11:08:16Z,3707701125,141,28.6,3707701129,213,0.3,3707701121,56,Center,3707701127,212,44.4,3707701131,1,,3707701123,140,56.2,3708992259,178,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360289,15,49,1,1,32,89xivtxk59uzvhdsd6miao6tm,1,46,80.5,2022-08-14T19:02:27.712Z,2022-08-15T11:08:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360367,16,1,1,1,32,89xivtxk59uzvhdsd6miao6tm,1,45.9,80.4,2022-08-14T19:02:27.746Z,2022-08-15T11:08:15Z,3707701537,140,18.7,3707701545,212,30.8,3707701541,141,63.3,3708992391,178,,3707701535,56,Back,3707701547,213,3.5,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360417,17,1,1,1,37,89xivtxk59uzvhdsd6miao6tm,1,21.4,54.1,2022-08-14T19:02:33.115Z,2022-08-15T11:08:14Z,3707701813,212,27.8,3707701807,56,Back,3707701815,213,5.3,3707701811,141,20.1,3708992443,178,,3707701809,140,36.1,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360429,18,1,1,1,42,89xivtxk59uzvhdsd6miao6tm,1,31.7,27.5,2022-08-14T19:02:37.677Z,2022-08-15T11:08:13Z,3707701903,140,30.3,3707701905,141,33.3,3707701909,213,1.9,3707701901,56,Back,3707701907,212,4.2,3708992503,178,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360479,19,1,1,1,43,89xivtxk59uzvhdsd6miao6tm,1,25.6,38.3,2022-08-14T19:02:39.285Z,2022-08-15T11:08:12Z,3707702223,212,19.3,3708992679,178,,3707702219,140,8.4,3707702221,141,48.5,3707702225,213,2.8,3707702217,56,Back,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360513,20,1,1,1,47,89xivtxk59uzvhdsd6miao6tm,1,10.6,52.3,2022-08-14T19:02:42.776Z,2022-08-15T11:08:12Z,3707702419,56,Back,3707702421,140,18.1,3707702425,212,24.9,3707702427,213,1.2,3707702423,141,87.1,3708992715,178,,,,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360533,21,1,1,1,49,89xivtxk59uzvhdsd6miao6tm,1,21,88.8,2022-08-14T19:02:45.050Z,2022-08-15T11:08:11Z,3707702551,212,11.9,3708992757,178,,3707702549,141,94.5,3707702545,56,Back,3707702553,213,0.3,3707702547,140,31.7,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360573,22,1,1,1,50,89xivtxk59uzvhdsd6miao6tm,1,30.5,96,2022-08-14T19:02:46.175Z,2022-08-15T11:08:11Z,3707702747,212,14.4,3707702749,213,5.7,3707702741,56,Back,3707702745,141,83.6,3708992795,178,,3707702743,140,41.6,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360631,23,1,1,1,53,89xivtxk59uzvhdsd6miao6tm,1,34,91.2,2022-08-14T19:02:48.854Z,2022-08-15T11:08:10Z,3707703087,141,81.4,3707703091,213,3.7,3707703089,212,12.8,3707703085,140,23.6,3708992877,178,,3707703083,56,Back,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360653,24,1,1,1,58,89xivtxk59uzvhdsd6miao6tm,1,23.5,68,2022-08-14T19:02:54.280Z,2022-08-15T11:08:09Z,3708992935,178,,3707703213,56,Back,3707703219,212,13.7,3707703215,140,36.4,3707703221,213,0.2,3707703217,141,71.2,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360679,25,1,1,2,0,89xivtxk59uzvhdsd6miao6tm,1,32.9,75.2,2022-08-14T19:02:55.878Z,2022-08-15T11:08:08Z,3707703353,140,40.2,3708993007,178,,3707703359,213,1.0,3707703351,56,Back,3707703355,141,91.2,3707703357,212,13.3,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446360695,26,1,1,2,2,89xivtxk59uzvhdsd6miao6tm,0,39.9,91.3,2022-08-14T19:02:58.269Z,2022-08-15T11:08:07Z,3707703427,141,76.0,3707703523,233,22,3707703429,212,11.0,3707703425,140,43.4,3707703423,56,Back,3707703431,213,5.1,3708993235,178,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
