id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2502187001,8,5,1,0,11,1oyb7oym5nwzny8vxf03szd2h,0,47.9,101.2,2023-01-29T17:30:43.456Z,2023-01-30T06:00:25Z,4003136247,233,3,4003135767,56,Back,4003135769,347,,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187103,4,1,1,0,16,547zzwqbiugzphhnrhj3z5k5i,1,44.7,0,2023-01-29T17:30:48.465Z,2023-01-30T11:00:02Z,4003136353,213,2.8,4003136343,107,,4003136351,212,22.2,4003136349,141,10.6,4003136345,56,Back,4003136355,1,,4003136347,140,25.1,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187161,5,1,1,0,20,547zzwqbiugzphhnrhj3z5k5i,1,23.2,13.4,2023-01-29T17:30:52.254Z,2023-01-30T11:00:01Z,4003136781,141,61.8,4003136777,56,Back,4003136783,212,33.0,4004079293,178,,4004204227,1,,4003136785,213,1.6,4003136779,140,21.4,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187179,6,1,1,0,25,547zzwqbiugzphhnrhj3z5k5i,1,27.2,66.7,2023-01-29T17:30:57.327Z,2023-01-30T11:00:00Z,4003136917,213,4.7,4003136915,212,20.0,4004079345,178,,4003136909,56,Back,4003136913,141,37.3,4003136911,140,26.7,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187199,7,1,1,0,28,547zzwqbiugzphhnrhj3z5k5i,0,28.8,27.8,2023-01-29T17:31:00.390Z,2023-01-30T10:59:59Z,4004079373,178,,4003137059,212,43.8,4003137057,141,20.4,4003137063,1,,4003137055,140,70.2,4003137051,155,,4003137053,56,Right,4003137061,213,6.2,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187195,9,8,1,0,31,1oyb7oym5nwzny8vxf03szd2h,1,32.3,79.1,2023-01-29T17:31:03.369Z,2023-01-30T10:59:58Z,4004079453,21,,4003723219,383,,4004079455,178,,4003137045,56,Back,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187203,10,49,1,0,32,1oyb7oym5nwzny8vxf03szd2h,1,35.8,84.6,2023-01-29T17:31:04.777Z,2023-01-30T10:59:58Z,,,,,,,,,,,,,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187217,11,1,1,0,32,1oyb7oym5nwzny8vxf03szd2h,1,36,84.7,2023-01-29T17:31:04.842Z,2023-01-30T10:59:57Z,4004079545,178,,4003137161,140,40.1,4003137159,56,Back,4003137163,141,69.0,4003137167,213,5.1,4003137165,212,11.5,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187267,12,1,1,0,33,1oyb7oym5nwzny8vxf03szd2h,1,42.5,72.9,2023-01-29T17:31:05.667Z,2023-01-30T10:59:57Z,4003137431,141,49.3,4003137433,212,17.2,4004079571,178,,4003137429,140,36.7,4003137435,213,4.3,4003137427,56,Back,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187317,13,1,1,0,37,1oyb7oym5nwzny8vxf03szd2h,1,36.9,42.6,2023-01-29T17:31:09.308Z,2023-01-30T10:59:56Z,4003137683,56,Back,4003137691,213,4.7,4003137687,141,18.2,4003137689,212,16.6,4004079611,178,,4003137685,140,37.3,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187343,14,1,1,0,40,1oyb7oym5nwzny8vxf03szd2h,1,36.9,21.7,2023-01-29T17:31:12.799Z,2023-01-30T10:59:54Z,4003137831,141,57.2,4003137833,212,24.6,4003137829,140,32.4,4003137835,213,1.8,4003137827,56,Back,4004080091,178,,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187385,15,1,1,0,43,1oyb7oym5nwzny8vxf03szd2h,1,36,62.1,2023-01-29T17:31:16.024Z,2023-01-30T10:59:53Z,4003138071,140,38.2,4003138079,212,18.8,4003138073,141,89.6,4004080307,178,,4003138081,213,1.4,4003138069,56,Back,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187399,16,1,1,0,47,1oyb7oym5nwzny8vxf03szd2h,1,47.1,82.2,2023-01-29T17:31:20.116Z,2023-01-30T10:59:52Z,4003138157,140,59.4,4003138155,56,Center,4003138159,141,68.4,4003138163,213,5.7,4004080329,178,,4003138161,212,16.0,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187471,17,1,1,0,48,1oyb7oym5nwzny8vxf03szd2h,1,59,69.7,2023-01-29T17:31:21.017Z,2023-01-30T10:59:51Z,4003138535,141,61.5,4003138537,212,7.4,4003138531,56,Center,4003138539,213,4.0,4004080359,178,,4003138533,140,54.3,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187475,18,81,1,0,49,1oyb7oym5nwzny8vxf03szd2h,0,54.3,61.5,2023-01-29T17:31:21.294Z,2023-01-30T06:02:14Z,4003138547,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187591,19,68,1,1,2,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-01-29T17:31:34.499Z,2023-01-30T06:02:32Z,4003139117,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187605,8,68,1,1,2,547zzwqbiugzphhnrhj3z5k5i,0,0,0,2023-01-29T17:31:34.615Z,2023-01-30T06:02:34Z,4003139309,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187625,20,1,1,1,3,1oyb7oym5nwzny8vxf03szd2h,1,49.1,62.2,2023-01-29T17:31:35.279Z,2023-01-30T10:59:51Z,4004080633,178,,4003139229,141,92.3,4003139233,213,1.9,4003139275,189,,4003139231,212,21.8,4003139225,56,Back,4003139227,140,42.0,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187659,21,1,1,1,4,1oyb7oym5nwzny8vxf03szd2h,1,41.7,90.8,2023-01-29T17:31:36.468Z,2023-01-30T10:59:50Z,4003139441,213,4.0,4003139433,56,Back,4003139439,212,19.5,4004080661,178,,4003139437,141,70.0,4003139435,140,28.9,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187685,22,1,1,1,11,1oyb7oym5nwzny8vxf03szd2h,1,23.1,59,2023-01-29T17:31:43.552Z,2023-01-30T10:59:48Z,4003139629,212,16.9,4003139631,213,3.5,4004080689,178,,4003139623,56,Back,4003139627,141,49.6,4003139625,140,8.2,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187737,23,1,1,1,14,1oyb7oym5nwzny8vxf03szd2h,1,7.4,42.7,2023-01-29T17:31:46.626Z,2023-01-30T10:59:47Z,4003139871,140,54.9,4003139867,155,,4003139879,1,,4003139873,141,26.5,4003139875,212,51.1,4003139869,56,Center,4003139877,213,6.1,4004080699,178,,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187747,24,44,1,1,17,1oyb7oym5nwzny8vxf03szd2h,1,50.4,29.7,2023-01-29T17:31:49.342Z,2023-01-30T10:59:47Z,4003139929,233,9,4003139901,286,,4003139899,56,Center,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187751,9,44,1,1,17,547zzwqbiugzphhnrhj3z5k5i,0,49.6,70.3,2023-01-29T17:31:49.343Z,2023-01-30T10:59:46Z,4003139933,233,24,4003139917,285,,4003139915,56,Back,,,,,,,,,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187755,25,61,1,1,17,1oyb7oym5nwzny8vxf03szd2h,1,50.6,29.5,2023-01-29T17:31:49.399Z,2023-01-30T10:59:46Z,4004080781,21,,4004080783,388,,4003139921,56,Center,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187769,10,49,1,1,19,547zzwqbiugzphhnrhj3z5k5i,1,43.4,73.4,2023-01-29T17:31:51.354Z,2023-01-30T10:59:45Z,,,,,,,,,,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187827,11,1,1,1,19,547zzwqbiugzphhnrhj3z5k5i,0,43.4,73.4,2023-01-29T17:31:51.370Z,2023-01-30T10:59:45Z,4003140319,56,Left,4003140329,212,26.8,4003140327,141,100.0,4003140323,140,61.4,4003140331,213,0.8,4004080837,178,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187831,12,5,1,1,23,547zzwqbiugzphhnrhj3z5k5i,0,63.8,101.6,2023-01-29T17:31:55.441Z,2023-01-30T06:03:01Z,4003140457,233,26,4003140345,56,Left,4003140347,347,,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187843,26,5,1,1,23,1oyb7oym5nwzny8vxf03szd2h,1,36.2,-1.6,2023-01-29T17:31:55.441Z,2023-01-30T06:03:01Z,4003140427,56,Back,4003140429,347,,4003140431,233,12,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187875,27,1,1,1,26,1oyb7oym5nwzny8vxf03szd2h,1,29,0,2023-01-29T17:31:58.313Z,2023-01-30T10:59:44Z,4003140607,141,11.9,4003140605,140,21.9,4003140609,212,12.0,4003140601,107,,4003140611,213,2.2,4003140603,56,Back,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187917,28,1,1,1,28,1oyb7oym5nwzny8vxf03szd2h,1,17.4,14.5,2023-01-29T17:32:00.842Z,2023-01-30T10:59:43Z,4003140837,212,18.2,4003140835,141,30.9,4004080927,178,,4003140833,140,3.7,4003140839,213,2.5,4003140831,56,Back,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187951,29,1,1,1,31,1oyb7oym5nwzny8vxf03szd2h,0,4.5,39,2023-01-29T17:32:04.065Z,2023-01-30T10:59:43Z,4003141071,212,50.9,4003141065,56,Back,4003141067,140,41.9,4004080943,178,,4003141073,213,0.7,4003141061,155,,4003141075,1,,4003141069,141,86.6,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502187971,13,49,1,1,34,547zzwqbiugzphhnrhj3z5k5i,1,62.1,21.3,2023-01-29T17:32:06.993Z,2023-01-30T10:59:42Z,,,,,,,,,,,,,,,,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188007,14,1,1,1,36,547zzwqbiugzphhnrhj3z5k5i,0,60.3,31.9,2023-01-29T17:32:09.059Z,2023-01-30T10:59:41Z,4003141393,56,Center,4004081005,178,,4003141401,212,26.3,4003141405,213,1.6,4003141397,141,70.6,4003141395,140,60.4,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188011,30,8,1,1,38,1oyb7oym5nwzny8vxf03szd2h,1,40.2,29.5,2023-01-29T17:32:10.563Z,2023-01-30T10:59:40Z,4003141421,56,Back,4004081037,178,,4003724113,385,,,,,,,,,,,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502363697,901,67,1,1,40,547zzwqbiugzphhnrhj3z5k5i,1,66.6,70.4,2023-01-29T17:32:12.235Z,2023-01-30T10:59:40Z,4004095783,233,835,,,,,,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502363693,835,67,1,1,40,1oyb7oym5nwzny8vxf03szd2h,0,33.4,29.6,2023-01-29T17:32:12.236Z,2023-01-30T10:59:39Z,4004095795,233,901,,,,,,,,,,,,,,,,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502363717,836,83,1,1,41,1oyb7oym5nwzny8vxf03szd2h,1,32.1,26.6,2023-01-29T17:32:13.424Z,2023-01-30T10:59:38Z,4004095853,399,509026,,,,,,,,,,,,,,,,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188065,15,1,1,1,41,547zzwqbiugzphhnrhj3z5k5i,1,67.9,73.4,2023-01-29T17:32:13.496Z,2023-01-30T10:59:38Z,4003141713,140,65.9,4004081183,178,,4003141719,213,4.1,4003141711,56,Center,4003141717,212,3.8,4003141715,141,68.8,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188093,16,1,1,1,42,547zzwqbiugzphhnrhj3z5k5i,1,67.3,70.1,2023-01-29T17:32:14.736Z,2023-01-30T10:59:37Z,4003141865,141,82.9,4003141867,212,9.7,4003141861,56,Left,4003141869,213,2.0,4004081211,178,,4003141863,140,63.3,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188145,17,1,1,1,44,547zzwqbiugzphhnrhj3z5k5i,1,64.9,84.8,2023-01-29T17:32:17.020Z,2023-01-30T10:59:36Z,4004081251,178,,4003142193,212,22.2,4003142191,141,72.7,4003142189,140,45.3,4003142195,213,3.5,4003142187,56,Back,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188169,18,1,1,1,47,547zzwqbiugzphhnrhj3z5k5i,1,43.9,78.1,2023-01-29T17:32:20.108Z,2023-01-30T10:59:35Z,4003142279,141,54.9,4004081311,178,,4003142283,213,4.2,4003142275,56,Back,4003142281,212,17.8,4003142277,140,36.0,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188195,19,1,1,1,50,547zzwqbiugzphhnrhj3z5k5i,1,33.3,59,2023-01-29T17:32:22.217Z,2023-01-30T10:59:34Z,4003142401,140,44.5,4003142411,213,1.0,4003142403,141,85.0,4004081333,178,,4003142407,212,21.2,4003142397,56,Back,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188229,20,1,1,1,52,547zzwqbiugzphhnrhj3z5k5i,0,40.1,91,2023-01-29T17:32:24.872Z,2023-01-30T10:59:33Z,4004204191,1,,4004081345,178,,4003142605,213,6.2,4003142597,56,Left,4003142595,155,,4003142603,212,32.5,4003142601,141,89.4,4003142599,140,71.0,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188263,31,1,1,1,54,1oyb7oym5nwzny8vxf03szd2h,0,31.8,9.8,2023-01-29T17:32:26.427Z,2023-01-30T10:59:32Z,4003142773,3,,4004081395,178,,4003142779,141,8.3,4003142783,213,6.1,4003142781,212,5.6,4003142775,56,Back,4003142777,140,37.0,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188325,21,50,1,2,0,547zzwqbiugzphhnrhj3z5k5i,1,75.2,89.5,2023-01-29T17:32:32.649Z,2023-01-30T10:59:29Z,4003143247,233,32,4003143117,56,Left,4003143119,286,,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188341,32,7,1,2,0,1oyb7oym5nwzny8vxf03szd2h,1,24.8,10.5,2023-01-29T17:32:32.832Z,2023-01-30T10:59:28Z,4003143197,56,Back,4003724345,385,,4003143237,233,21,4004081459,178,,4003143195,167,,4003143199,285,,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502188493,22,5,1,2,2,547zzwqbiugzphhnrhj3z5k5i,1,68.2,101.7,2023-01-29T17:32:34.250Z,2023-01-30T06:04:11Z,4003143999,347,,4003143997,56,Left,4003144001,233,33,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
