id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484846023,6,49,1,0,12,547zzwqbiugzphhnrhj3z5k5i,1,22.2,85,2022-11-12T17:16:41.032Z,2022-11-13T11:21:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846053,7,1,1,0,12,547zzwqbiugzphhnrhj3z5k5i,1,21.7,84.7,2022-11-12T17:16:41.098Z,2022-11-13T11:21:46Z,3913133121,178,,3911760713,212,24.6,3911760715,213,4.1,3911760707,56,Back,3911760711,141,55.5,3911760709,140,7.8,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846119,8,1,1,0,15,547zzwqbiugzphhnrhj3z5k5i,1,7.6,55.5,2022-11-12T17:16:44.538Z,2022-11-13T11:21:45Z,3911761099,213,5.3,3911761091,140,19.9,3911761089,56,Back,3911761095,141,28.0,3911761097,212,22.7,3913133149,178,,,,,,,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846147,9,1,1,0,22,547zzwqbiugzphhnrhj3z5k5i,1,27.8,15.1,2022-11-12T17:16:50.614Z,2022-11-13T11:21:44Z,3911761271,212,22.5,3911761265,56,Back,3911761267,140,24.0,3913133165,178,,3911761273,213,1.7,3911761269,141,47.6,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846175,10,1,1,0,25,547zzwqbiugzphhnrhj3z5k5i,1,20.6,53.8,2022-11-12T17:16:53.672Z,2022-11-13T11:21:43Z,3911761447,213,1.2,3911761445,212,26.1,3911761443,141,90.0,3911761439,56,Back,3911761441,140,28.8,3913133195,178,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846213,11,1,1,0,28,547zzwqbiugzphhnrhj3z5k5i,1,33.3,93.5,2022-11-12T17:16:57.278Z,2022-11-13T11:21:42Z,3911761647,140,19.8,3911761645,56,Back,3911761653,213,4.0,3911761649,141,67.6,3911761651,212,22.6,3913133219,178,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846241,12,1,1,0,32,547zzwqbiugzphhnrhj3z5k5i,1,26.2,56.5,2022-11-12T17:17:01.355Z,2022-11-13T11:21:41Z,3911761839,140,29.3,3913133223,178,,3911761837,56,Back,3911761841,141,15.5,3911761845,213,4.8,3911761843,212,28.1,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846271,13,1,1,0,36,547zzwqbiugzphhnrhj3z5k5i,0,34.5,10.1,2022-11-12T17:17:05.185Z,2022-11-13T11:21:40Z,3911762019,212,54.5,3911762011,155,,3911762021,213,0.3,3913133295,178,,3911762023,1,,3911762013,56,Center,3911762015,140,84.4,3911762017,141,31.9,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846293,6,59,1,0,40,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-11-12T17:17:08.561Z,2022-11-13T11:00:43Z,3911762119,56,Back,,,,,,,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846313,7,12,1,0,40,9njsy633rh1tyri7l2jaju5o,1,17.1,61.3,2022-11-12T17:17:08.625Z,2022-11-13T11:00:41Z,3911762221,213,1.2,3911762207,56,Back,3911762219,212,29.2,3911762211,140,26.5,3911762215,141,100.0,3913133395,178,,3911762269,167,,3911762247,15,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846317,8,5,1,0,42,9njsy633rh1tyri7l2jaju5o,0,21.4,101.8,2022-11-12T17:17:11.217Z,2022-11-13T06:00:31Z,3911762255,347,,3911762253,56,Back,3911762473,233,14,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846355,14,5,1,0,42,547zzwqbiugzphhnrhj3z5k5i,1,78.6,-1.8,2022-11-12T17:17:11.217Z,2022-11-13T06:00:30Z,3911762457,233,8,3911762441,56,Right,3911762443,347,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846383,15,1,1,0,46,547zzwqbiugzphhnrhj3z5k5i,1,74.2,0,2022-11-12T17:17:14.850Z,2022-11-13T11:21:40Z,3911762557,212,21.0,3911762555,141,16.4,3911762553,140,90.3,3911762549,107,,3911762551,56,Right,3911762559,213,0.6,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846417,16,1,1,0,48,547zzwqbiugzphhnrhj3z5k5i,1,91.6,8.3,2022-11-12T17:17:16.949Z,2022-11-13T11:21:39Z,3911762693,141,9.8,3911762695,212,4.9,3911762689,56,Right,3913152147,178,,3911762697,213,2.9,3911762691,140,87.0,,,,,,,cngitl9unybpxpdle1nlc5qms,M. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846453,17,1,1,0,51,547zzwqbiugzphhnrhj3z5k5i,1,91.9,2.6,2022-11-12T17:17:20.214Z,2022-11-13T11:21:37Z,3911762871,56,Center,3911762879,213,1.6,3911762867,2,,3913150411,178,,3911762877,212,30.2,3911762873,140,91.0,3911762875,141,47.0,3912834275,20,,az21s916gcylcjy5riyia9239,J. Vossen,3911762869,155,3912834273,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846457,18,61,1,0,53,547zzwqbiugzphhnrhj3z5k5i,0,95.5,42.4,2022-11-12T17:17:21.961Z,2022-11-13T11:21:37Z,3913150537,178,,3911762895,56,Center,,,,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846497,9,49,1,0,54,9njsy633rh1tyri7l2jaju5o,1,10.2,60.3,2022-11-12T17:17:23.051Z,2022-11-13T11:21:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846539,10,1,1,0,54,9njsy633rh1tyri7l2jaju5o,1,10.3,60.2,2022-11-12T17:17:23.082Z,2022-11-13T11:21:36Z,3911763299,140,43.0,3911763301,141,38.3,3913156725,178,,3911763305,213,5.9,3911763303,212,37.4,3911763297,56,Back,3911763307,1,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846545,11,4,1,1,2,9njsy633rh1tyri7l2jaju5o,1,47.2,41.8,2022-11-12T17:17:31.336Z,2022-11-13T11:21:33Z,3911763327,13,,3911763343,286,,3911763509,233,19,3911763337,152,,3911763333,56,Back,3911763341,265,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846577,19,4,1,1,2,547zzwqbiugzphhnrhj3z5k5i,0,52.8,58.2,2022-11-12T17:17:31.337Z,2022-11-13T11:21:33Z,3911763489,265,,3911763543,233,11,3913156901,178,,3911763491,285,,3911763487,152,,3911763485,56,Center,3911763483,13,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846703,12,1,1,1,10,9njsy633rh1tyri7l2jaju5o,0,45.7,35.1,2022-11-12T17:17:38.682Z,2022-11-13T11:21:33Z,3911764057,157,,3911764061,56,Left,3911764059,152,,3911764065,141,81.8,3911764063,140,100.0,3913157055,178,,3911764055,5,,3911764075,189,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,3911764069,213,3911764071,1,0.5,3911764067,212,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846713,13,5,1,1,13,9njsy633rh1tyri7l2jaju5o,0,101.1,72.8,2022-11-12T17:17:42.311Z,2022-11-13T06:35:59Z,3911764109,56,Center,3911764111,346,,3911764183,233,20,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846715,20,5,1,1,13,547zzwqbiugzphhnrhj3z5k5i,1,-1.1,27.2,2022-11-12T17:17:42.311Z,2022-11-13T06:35:58Z,3911764153,233,13,3911764113,56,Back,3911764115,346,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846851,21,1,1,1,26,547zzwqbiugzphhnrhj3z5k5i,1,4.6,40,2022-11-12T17:17:55.480Z,2022-11-13T11:21:32Z,3911764751,124,,3911764759,212,14.6,3911764765,237,,3911764757,141,60.2,3911764755,140,9.2,3911764753,56,Back,3911764761,213,1.2,,,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846875,22,1,1,1,29,547zzwqbiugzphhnrhj3z5k5i,1,11.5,63.9,2022-11-12T17:17:58.053Z,2022-11-13T11:21:31Z,3911764921,212,22.5,3911764919,141,93.3,3911764917,140,21.4,3911764915,56,Back,3911764923,213,1.1,3913157259,178,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846899,23,1,1,1,32,547zzwqbiugzphhnrhj3z5k5i,0,25.1,89.1,2022-11-12T17:18:00.783Z,2022-11-13T11:21:30Z,3911765069,212,48.0,3911765061,155,,3911765073,1,,3913157329,178,,3911765063,56,Center,3911765065,140,66.7,3911765067,141,59.9,3911765071,213,5.9,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846907,14,44,1,1,34,9njsy633rh1tyri7l2jaju5o,1,35.9,39,2022-11-12T17:18:03.161Z,2022-11-13T11:21:30Z,3911765105,56,Back,3911765107,285,,3911765125,233,24,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846905,24,44,1,1,34,547zzwqbiugzphhnrhj3z5k5i,0,64.1,61,2022-11-12T17:18:03.162Z,2022-11-13T11:21:29Z,3911765103,286,,3911765101,56,Center,3911765173,233,14,,,,,,,,,,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846915,15,1,1,1,34,9njsy633rh1tyri7l2jaju5o,1,36.3,42,2022-11-12T17:18:03.344Z,2022-11-13T11:21:29Z,3913157553,388,,3911765147,213,0.3,3911765141,140,47.0,3911765137,3,,3911765143,141,46.8,3911765145,212,11.7,3911765139,56,Back,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846927,16,61,1,1,36,9njsy633rh1tyri7l2jaju5o,0,44.3,44.8,2022-11-12T17:18:04.826Z,2022-11-13T11:21:29Z,3913157675,178,,3913157673,21,,3911765213,56,Back,,,,,,,,,,,,,,,,77fldfqlxps1xbdg29anv4vai,N. Bitumazala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846943,25,1,1,1,37,547zzwqbiugzphhnrhj3z5k5i,0,57.5,64.6,2022-11-12T17:18:06.525Z,2022-11-13T11:21:28Z,3913490773,1,,3913157771,178,,3911765313,140,89.2,3911765315,141,67.0,3911765319,212,33.3,3911765311,56,Center,3911765323,213,0.0,,,,cngitl9unybpxpdle1nlc5qms,M. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484846957,17,52,1,1,41,9njsy633rh1tyri7l2jaju5o,1,12.6,31.6,2022-11-12T17:18:09.868Z,2022-11-13T11:21:27Z,3913157795,178,,3912834959,376,,,,,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847017,18,1,1,1,44,9njsy633rh1tyri7l2jaju5o,1,11.5,40.8,2022-11-12T17:18:12.586Z,2022-11-13T11:21:27Z,3911765799,56,Back,3911765801,140,16.0,3913157851,178,,3911765797,123,,3911765807,213,1.3,3911765803,141,67.3,3911765805,212,18.6,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847045,19,1,1,1,47,9njsy633rh1tyri7l2jaju5o,1,21.9,73.3,2022-11-12T17:18:16.282Z,2022-11-13T11:21:26Z,3911765983,141,92.7,3911765985,212,13.2,3911765987,213,1.5,3911765979,56,Back,3913157901,178,,3911765981,140,22.8,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847069,20,1,1,1,50,9njsy633rh1tyri7l2jaju5o,1,23.2,92.8,2022-11-12T17:18:18.613Z,2022-11-13T11:21:25Z,3911766129,212,15.6,3911766127,141,73.6,3911766123,56,Back,3911766125,140,15.0,3911766131,213,4.1,3913157969,178,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847083,21,1,1,1,52,9njsy633rh1tyri7l2jaju5o,1,14.7,75.6,2022-11-12T17:18:20.700Z,2022-11-13T11:21:24Z,3911766219,212,15.6,3911766211,56,Back,3913158021,178,,3911766223,213,0.9,3911766213,140,24.4,3911766215,141,93.0,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847111,22,1,1,1,55,9njsy633rh1tyri7l2jaju5o,1,20.2,91.3,2022-11-12T17:18:23.931Z,2022-11-13T11:21:22Z,3911766399,213,3.9,3913158089,178,,3911766391,56,Back,3911766395,141,74.4,3911766393,140,8.2,3911766397,212,17.1,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847147,23,1,1,1,57,9njsy633rh1tyri7l2jaju5o,1,10.3,75,2022-11-12T17:18:26.210Z,2022-11-13T11:21:21Z,3911766577,56,Back,3911766583,212,17.5,3911766585,213,5.5,3911766581,141,57.3,3911766579,140,22.4,3913158147,178,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847149,24,3,1,1,59,9njsy633rh1tyri7l2jaju5o,1,23.2,56.5,2022-11-12T17:18:27.947Z,2022-11-13T11:21:20Z,3913158217,178,,3912835315,464,,3911766591,56,Back,3911766593,285,,3911766633,233,26,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847141,26,45,1,1,59,547zzwqbiugzphhnrhj3z5k5i,0,76.8,43.5,2022-11-12T17:18:27.947Z,2022-11-13T11:21:21Z,3911766559,286,,3911766557,56,Center,3911766655,233,24,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847195,25,1,1,2,0,9njsy633rh1tyri7l2jaju5o,1,24.8,58.3,2022-11-12T17:18:29.136Z,2022-11-13T11:21:20Z,3911766887,56,Back,3911766891,141,74.1,3913158457,178,,3911766895,213,1.4,3911766893,212,10.9,3911766889,140,26.4,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847207,26,1,1,2,2,9njsy633rh1tyri7l2jaju5o,1,24.6,70.8,2022-11-12T17:18:30.945Z,2022-11-13T11:21:19Z,3911766967,141,71.5,3911766963,56,Back,3911766965,140,34.2,3911766969,212,10.1,3911766971,213,0.0,3913158579,178,,,,,,,,77fldfqlxps1xbdg29anv4vai,N. Bitumazala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847223,27,1,1,2,4,9njsy633rh1tyri7l2jaju5o,1,37.4,73,2022-11-12T17:18:33.537Z,2022-11-13T11:21:18Z,3911767061,140,39.6,3913158665,178,,3911767059,56,Back,3911767067,213,1.4,3911767063,141,93.9,3911767065,212,14.4,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484847239,28,1,1,2,8,9njsy633rh1tyri7l2jaju5o,1,40.2,91.1,2022-11-12T17:18:36.790Z,2022-11-13T11:21:17Z,3911767161,213,3.5,3911767155,140,23.1,3911767153,56,Back,3911767157,141,82.1,3913158879,178,,3911767159,212,19.0,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
