id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/15/value,qualifier/14/value,qualifier/18/value,qualifier/19/value,qualifier/17/value
2498507327,9,1,1,0,44,1uk609mhtsfhokhaewjapb26,1,29.3,71.7,2023-01-18T19:47:35.799Z,2023-01-19T09:50:52Z,3983891635,141,91.8,3983891639,213,1.8,3983891637,212,14.0,3984302355,178,,3983891631,56,Back,3983891633,140,26.3,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507331,10,1,1,0,48,1uk609mhtsfhokhaewjapb26,1,39.1,87.1,2023-01-18T19:47:39.930Z,2023-01-19T09:50:50Z,3983891665,213,3.5,3983891657,56,Back,3983891663,212,21.0,3984302387,178,,3983891661,141,75.7,3983891659,140,20.5,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507347,11,1,1,0,51,1uk609mhtsfhokhaewjapb26,1,27.1,74.8,2023-01-18T19:47:42.149Z,2023-01-19T09:50:49Z,3983891765,56,Back,3983891769,141,36.0,3983891773,213,4.6,3983891771,212,26.5,3984302427,178,,3983891767,140,24.9,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507379,12,1,1,0,55,1uk609mhtsfhokhaewjapb26,1,40,16.5,2023-01-18T19:47:47.033Z,2023-01-19T09:50:47Z,3983891933,140,65.9,3983891931,56,Center,3983891937,212,28.8,3984302475,178,,3983891935,141,30.6,3983891939,213,0.3,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507385,13,1,1,0,59,1uk609mhtsfhokhaewjapb26,0,59.5,17,2023-01-18T19:47:50.472Z,2023-01-19T09:50:46Z,3983891977,56,Center,3983891985,213,1.1,3983891975,155,,3983891979,140,76.5,3983891983,212,39.7,3983891981,141,69.1,3984302507,178,,3983891987,1,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507403,14,1,1,1,1,jb4xejoxjfk5a0a50bo8hvst,1,24.7,41.7,2023-01-18T19:47:52.224Z,2023-01-19T09:50:46Z,3983892067,3,,3984302551,178,,3983892075,212,9.5,3983892073,141,36.9,3983892069,56,Back,3983892077,213,5.9,3983892071,140,33.2,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507405,15,49,1,1,2,jb4xejoxjfk5a0a50bo8hvst,1,33.1,46.2,2023-01-18T19:47:53.585Z,2023-01-19T09:50:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507407,16,3,1,1,3,jb4xejoxjfk5a0a50bo8hvst,0,38.2,47.4,2023-01-18T19:47:54.507Z,2023-01-19T09:32:23Z,3984302713,178,,3983892081,56,Back,3983892163,233,14,3983892167,286,,3984255931,465,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507415,14,7,1,1,4,1uk609mhtsfhokhaewjapb26,1,61.8,52.6,2023-01-18T19:47:55.198Z,2023-01-19T09:32:23Z,3983892145,233,16,3984302743,178,,3984255933,384,,3983892123,56,Center,3983892125,285,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507419,15,49,1,1,5,1uk609mhtsfhokhaewjapb26,1,60.6,42.1,2023-01-18T19:47:56.440Z,2023-01-19T09:50:44Z,,,,,,,,,,,,,,,,,,,,,,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507435,16,1,1,1,7,1uk609mhtsfhokhaewjapb26,1,57.1,51.4,2023-01-18T19:47:58.928Z,2023-01-19T09:50:42Z,3983892209,56,Left,3984302851,178,,3983892215,212,25.2,3983892213,141,85.4,3983892217,213,1.2,3983892211,140,66.7,,,,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507443,17,1,1,1,9,1uk609mhtsfhokhaewjapb26,1,64.8,81.1,2023-01-18T19:48:00.437Z,2023-01-19T09:50:42Z,3983892253,212,8.1,3983892247,140,71.9,3984302905,178,,3983892251,141,76.3,3983892255,213,5.9,3983892245,56,Center,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507451,18,1,1,1,10,1uk609mhtsfhokhaewjapb26,1,69.2,68.3,2023-01-18T19:48:01.336Z,2023-01-19T09:50:41Z,3983892307,141,88.4,3983892303,56,Left,3983892311,213,1.6,3983892305,140,68.4,3983892309,212,13.7,3984302947,178,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507465,19,1,1,1,11,1uk609mhtsfhokhaewjapb26,1,71.4,73.7,2023-01-18T19:48:02.802Z,2023-01-19T09:50:40Z,3983892401,213,0.9,3984303013,178,,3983892399,212,19.4,3983892395,140,83.3,3983892397,141,95.6,3983892393,56,Left,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507487,20,1,1,1,15,1uk609mhtsfhokhaewjapb26,1,87,91.2,2023-01-18T19:48:06.608Z,2023-01-19T09:50:38Z,3983892509,141,87.1,3983892505,56,Left,3983892513,213,3.4,3983892507,140,77.7,3984303041,178,,3983892511,212,10.2,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507499,21,1,1,1,17,1uk609mhtsfhokhaewjapb26,1,74.6,80.1,2023-01-18T19:48:08.744Z,2023-01-19T09:50:37Z,3983892553,141,67.6,3983892551,140,75.5,3983892557,213,4.8,3983892555,212,8.6,3984303077,178,,3983892549,56,Center,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507519,22,1,1,1,19,1uk609mhtsfhokhaewjapb26,1,71,58.8,2023-01-18T19:48:10.811Z,2023-01-19T09:50:36Z,3983892677,56,Center,3984303121,178,,3983892685,213,4.7,3983892683,212,9.7,3983892679,140,70.6,3983892681,141,44.6,,,,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507531,23,1,1,1,21,1uk609mhtsfhokhaewjapb26,1,66.3,43.5,2023-01-18T19:48:12.400Z,2023-01-19T09:50:35Z,3983892725,56,Center,3983892729,141,21.9,3984303197,178,,3983892733,213,3.9,3983892727,140,51.8,3983892731,212,21.2,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507543,24,1,1,1,23,1uk609mhtsfhokhaewjapb26,1,54,21.2,2023-01-18T19:48:15.035Z,2023-01-19T09:50:34Z,3984303221,178,,3983892813,141,55.1,3983892811,140,47.0,3983892817,213,1.9,3983892809,56,Back,3983892815,212,24.2,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507585,25,1,1,1,26,1uk609mhtsfhokhaewjapb26,1,47.5,63.4,2023-01-18T19:48:17.695Z,2023-01-19T09:50:33Z,3983893005,141,92.4,3983893009,213,1.2,3983893001,56,Left,3984303257,178,,3983893007,212,21.0,3983893003,140,54.3,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507615,26,1,1,1,30,1uk609mhtsfhokhaewjapb26,1,55.6,82.6,2023-01-18T19:48:21.648Z,2023-01-19T09:50:31Z,3983893141,141,95.0,3983893143,212,17.1,3983893139,140,69.8,3983893145,213,0.5,3983893137,56,Left,3984303563,178,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507627,27,1,1,1,36,1uk609mhtsfhokhaewjapb26,1,75.8,86,2023-01-18T19:48:27.790Z,2023-01-19T09:50:28Z,3983893205,141,62.6,3983893197,56,Center,3983893209,212,23.1,3984303639,178,,3983893213,213,3.9,3983893201,140,59.8,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507633,28,1,1,1,38,1uk609mhtsfhokhaewjapb26,1,68.5,66.6,2023-01-18T19:48:29.960Z,2023-01-19T09:50:27Z,3983893247,140,68.3,3983893251,212,3.1,3983893253,213,4.6,3983893245,56,Center,3983893249,141,62.1,3984303707,178,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507639,29,1,1,1,39,1uk609mhtsfhokhaewjapb26,1,76.1,63.5,2023-01-18T19:48:30.600Z,2023-01-19T09:50:27Z,3983893281,213,2.5,3983893275,140,63.7,3983893279,212,16.8,3983893273,56,Left,3983893277,141,79.0,3984303743,178,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507661,30,1,1,1,41,1uk609mhtsfhokhaewjapb26,1,71.7,77.9,2023-01-18T19:48:32.813Z,2023-01-19T09:50:26Z,3984303801,178,,3983893383,140,59.5,3983893389,213,2.4,3983893381,56,Left,3983893385,141,95.9,3983893387,212,17.7,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507677,31,1,1,1,44,1uk609mhtsfhokhaewjapb26,1,65,90.4,2023-01-18T19:48:35.545Z,2023-01-19T09:50:25Z,3983893447,141,75.3,3983893451,213,4.3,3983893443,56,Center,3983893445,140,61.2,3984303829,178,,3983893449,212,11.0,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507689,32,1,1,1,46,1uk609mhtsfhokhaewjapb26,1,66.3,76.5,2023-01-18T19:48:38.051Z,2023-01-19T09:50:24Z,3983893533,56,Left,3984303863,178,,3983893537,141,94.8,3983893541,213,2.0,3983893535,140,60.9,3983893539,212,13.7,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507703,33,1,1,1,49,1uk609mhtsfhokhaewjapb26,1,59.2,90.7,2023-01-18T19:48:40.370Z,2023-01-19T09:50:23Z,3984303933,178,,3983893605,56,Center,3983893609,141,74.1,3983893611,212,11.4,3983893607,140,60.7,3983893613,213,4.9,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507725,34,1,1,1,51,1uk609mhtsfhokhaewjapb26,1,56,74.2,2023-01-18T19:48:42.217Z,2023-01-19T09:50:21Z,3984303995,178,,3983893713,140,41.0,3983893717,212,17.7,3983893711,56,Back,3983893719,213,3.6,3983893715,141,62.3,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498507747,35,1,1,1,54,1uk609mhtsfhokhaewjapb26,1,39.4,60,2023-01-18T19:48:45.486Z,2023-01-19T09:50:20Z,3983893815,140,42.1,3983893819,212,19.9,3984304055,178,,3983893817,141,88.9,3983893821,213,1.4,3983893813,56,Back,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
