id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId
2438985073,15,5,1,0,45,2nhn3ikl1ciq34w3hcp883d6p,0,35.5,-1.4,2022-07-24T19:01:47.917Z,2022-07-25T04:38:02Z,3668423653,56,Back,3668423825,233,10,3668423655,347,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985223,11,1,1,1,1,3ix9om1svhd6obl0mbk1otgop,0,73.2,100,2022-07-24T19:02:03.031Z,2022-07-25T08:43:13Z,3668424423,107,,3668424431,212,33.0,3668424427,140,95.0,3668424433,213,5.5,3668424435,1,,3668424425,56,Center,3668424429,141,67.0,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985231,16,52,1,1,4,2nhn3ikl1ciq34w3hcp883d6p,1,2.7,30.9,2022-07-24T19:02:06.355Z,2022-07-25T08:43:13Z,3668747203,378,,3669148907,388,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985341,17,1,1,1,15,2nhn3ikl1ciq34w3hcp883d6p,1,14.9,51.4,2022-07-24T19:02:17.546Z,2022-07-25T08:43:13Z,3668425027,212,23.2,3668425021,140,17.1,3668425019,56,Back,3669148931,178,,3668425017,123,,3668425029,213,1.5,3668425025,141,85.3,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985353,18,1,1,1,18,2nhn3ikl1ciq34w3hcp883d6p,1,17.4,86.6,2022-07-24T19:02:20.085Z,2022-07-25T08:43:12Z,3668425117,140,21.8,3668425115,56,Back,3668425119,141,90.6,3668425121,212,5.4,3669148969,178,,3668425123,213,0.5,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985359,19,1,1,1,19,2nhn3ikl1ciq34w3hcp883d6p,0,27.2,99.9,2022-07-24T19:02:20.975Z,2022-07-25T08:43:12Z,3669149015,178,,3668425171,141,80.8,3668425167,56,Back,3668425175,212,13.3,3668425179,213,4.9,3668425169,140,29.9,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439120415,741,67,1,1,20,3ix9om1svhd6obl0mbk1otgop,1,70.6,16.1,2022-07-24T19:02:22.369Z,2022-07-25T08:29:42Z,3669173639,233,1005,,,,,,,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439120409,1005,67,1,1,20,2nhn3ikl1ciq34w3hcp883d6p,0,29.4,83.9,2022-07-24T19:02:22.370Z,2022-07-25T08:29:42Z,3669173647,233,741,,,,,,,,,,,,,,,,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985371,12,8,1,1,20,3ix9om1svhd6obl0mbk1otgop,1,67.8,12.8,2022-07-24T19:02:22.391Z,2022-07-25T08:43:11Z,3668425289,56,Right,3669149049,178,,3668747779,384,,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985389,13,49,1,1,21,3ix9om1svhd6obl0mbk1otgop,1,70.4,2.9,2022-07-24T19:02:23.552Z,2022-07-25T08:43:11Z,,,,,,,,,,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985397,14,1,1,1,21,3ix9om1svhd6obl0mbk1otgop,0,70.4,2.9,2022-07-24T19:02:23.565Z,2022-07-25T08:43:11Z,3668425401,212,9.2,3668425403,213,1.4,3668425399,141,16.1,3668425395,56,Right,3668425397,140,72.1,3669149135,178,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439120465,1009,67,1,1,22,2nhn3ikl1ciq34w3hcp883d6p,1,31.2,90.2,2022-07-24T19:02:24.571Z,2022-07-25T08:43:10Z,3669173901,233,745,,,,,,,,,,,,,,,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439120463,745,67,1,1,22,3ix9om1svhd6obl0mbk1otgop,0,68.8,9.8,2022-07-24T19:02:24.572Z,2022-07-25T08:43:10Z,3669173905,233,1009,,,,,,,,,,,,,,,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985393,20,8,1,1,22,2nhn3ikl1ciq34w3hcp883d6p,1,31.7,93.1,2022-07-24T19:02:24.592Z,2022-07-25T08:43:10Z,3668748197,384,,3668425381,56,Back,3669149179,178,,,,,,,,,,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985689,26,61,1,1,23,2nhn3ikl1ciq34w3hcp883d6p,1,26.5,90.2,2022-07-24T19:02:25.457Z,2022-07-25T08:43:09Z,3669149337,178,,3668427085,56,Back,,,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985429,15,50,1,1,24,3ix9om1svhd6obl0mbk1otgop,1,72.5,13.4,2022-07-24T19:02:26.114Z,2022-07-25T08:43:09Z,3668425553,286,,3668427051,233,21,3668425551,56,Right,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985417,21,7,1,1,24,2nhn3ikl1ciq34w3hcp883d6p,1,27.5,86.6,2022-07-24T19:02:26.269Z,2022-07-25T08:43:08Z,3669149443,178,,3668427043,233,15,3668425503,285,,3668748763,384,,3668425501,56,Back,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985433,22,49,1,1,26,2nhn3ikl1ciq34w3hcp883d6p,1,22.4,83.5,2022-07-24T19:02:28.284Z,2022-07-25T08:43:08Z,,,,,,,,,,,,,,,,,,,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985469,23,1,1,1,26,2nhn3ikl1ciq34w3hcp883d6p,0,22.6,83.9,2022-07-24T19:02:28.332Z,2022-07-25T08:43:08Z,3668425757,56,Center,3668425765,213,6.2,3668425761,141,78.4,3668425767,1,,3668425755,155,,3668425759,140,79.8,3669149531,178,,3668425763,212,60.2,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985481,16,49,1,1,32,3ix9om1svhd6obl0mbk1otgop,1,22.1,19.2,2022-07-24T19:02:34.659Z,2022-07-25T08:43:07Z,,,,,,,,,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985535,17,1,1,1,37,3ix9om1svhd6obl0mbk1otgop,1,23.2,37.5,2022-07-24T19:02:38.935Z,2022-07-25T08:43:05Z,3669408917,1,,3669149779,178,,3668426183,141,84.4,3668426179,56,Back,3668426187,213,1.4,3668426181,140,30.0,3668426185,212,32.7,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985575,18,1,1,1,40,3ix9om1svhd6obl0mbk1otgop,0,28.9,77.9,2022-07-24T19:02:42.210Z,2022-07-25T08:43:05Z,3668426403,141,67.2,3668426407,213,6.1,3668426401,140,75.8,3668426399,56,Center,3669149939,178,,3668426397,155,,3668426409,1,,3668426405,212,49.8,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985597,24,12,1,1,43,2nhn3ikl1ciq34w3hcp883d6p,1,26.8,34.9,2022-07-24T19:02:45.239Z,2022-07-25T08:43:04Z,3669150009,178,,3668426533,140,27.2,3668426601,167,,3668426531,56,Back,3668426537,212,25.1,3668426657,15,,3668426539,213,4.7,3668426535,141,0.0,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985647,19,5,1,1,45,3ix9om1svhd6obl0mbk1otgop,1,71.2,101.8,2022-07-24T19:02:47.917Z,2022-07-25T04:40:21Z,3668426807,347,,3668426833,233,25,3668426805,56,Left,,,,,,,,,,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985601,25,5,1,1,45,2nhn3ikl1ciq34w3hcp883d6p,0,28.8,-1.8,2022-07-24T19:02:47.917Z,2022-07-25T04:40:22Z,3668426559,347,,3668426849,233,19,3668426557,56,Back,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985817,20,1,1,2,11,3ix9om1svhd6obl0mbk1otgop,0,80.4,100,2022-07-24T19:03:13.020Z,2022-07-25T08:43:04Z,3668427825,140,92.8,3668427829,212,24.0,3668427823,56,Center,3668427831,213,5.3,3668427833,1,,3668427821,107,,3668427827,141,72.3,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985841,27,12,1,2,14,2nhn3ikl1ciq34w3hcp883d6p,1,3.8,34.4,2022-07-24T19:03:16.482Z,2022-07-25T08:43:04Z,3668427977,140,14.0,3668427999,167,,3669150129,388,,3668428075,15,,3668427981,212,26.7,3668427979,141,0.0,3668427983,213,5.1,3668427975,56,Back,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985867,21,5,1,2,17,3ix9om1svhd6obl0mbk1otgop,1,88.4,101.4,2022-07-24T19:03:19.733Z,2022-07-25T04:40:35Z,3668428093,347,,3668428115,233,28,3668428091,56,Left,,,,,,,,,,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985845,28,5,1,2,17,2nhn3ikl1ciq34w3hcp883d6p,0,11.6,-1.4,2022-07-24T19:03:19.733Z,2022-07-25T04:40:36Z,3668428119,233,21,3668427995,56,Back,3668427997,347,,,,,,,,,,,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985979,22,1,1,2,30,3ix9om1svhd6obl0mbk1otgop,0,91.2,100,2022-07-24T19:03:32.218Z,2022-07-25T08:43:03Z,3668428705,213,4.8,3668428699,140,92.8,3668428695,107,,3668428701,141,70.9,3668428703,212,20.8,3668428697,56,Center,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985995,29,44,1,2,31,2nhn3ikl1ciq34w3hcp883d6p,1,1.1,27.1,2022-07-24T19:03:33.843Z,2022-07-25T08:43:03Z,3668428771,285,,3668428769,56,Back,3668429325,233,23,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438985985,23,44,1,2,31,3ix9om1svhd6obl0mbk1otgop,0,98.9,72.9,2022-07-24T19:03:33.844Z,2022-07-25T08:43:03Z,3668428717,56,Center,3668429349,233,29,3668428719,286,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
