id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/19/value
2474732455,4,1,1,0,10,6vyr13j6kbwdtxjwm1m4m8nu2,1,32.5,0,2022-10-20T18:45:42.485Z,2022-10-21T12:35:22Z,3858565265,212,19.2,3858565261,140,16.7,3858565259,56,Back,3858565267,213,2.6,3858565257,107,,3858565263,141,12.8,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732489,5,1,1,0,14,6vyr13j6kbwdtxjwm1m4m8nu2,1,19.7,12.3,2022-10-20T18:45:46.168Z,2022-10-21T12:35:21Z,3858565493,213,1.4,3858565485,56,Back,3858565489,141,62.7,3858565495,1,,3858565487,140,25.4,3858565491,212,34.8,3859093419,178,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732547,6,1,1,0,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,26.7,65.1,2022-10-20T18:45:49.614Z,2022-10-21T12:35:20Z,3858565789,140,43.9,3858565785,56,Back,3858565793,212,26.7,3859093441,178,,3858565795,213,0.8,3858565791,141,94.1,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732575,7,1,1,0,22,6vyr13j6kbwdtxjwm1m4m8nu2,1,50.8,89.6,2022-10-20T18:45:54.743Z,2022-10-21T12:35:19Z,3858565919,213,4.1,3858565911,56,Back,3858565915,141,64.0,3859093489,178,,3858565917,212,20.7,3858565913,140,40.1,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732597,8,1,1,0,26,6vyr13j6kbwdtxjwm1m4m8nu2,1,40,63.8,2022-10-20T18:45:57.993Z,2022-10-21T12:35:19Z,3858566023,56,Back,3858566027,141,36.9,3859093567,178,,3858566031,213,4.5,3858566029,212,18.5,3858566025,140,37.1,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732611,9,1,1,0,29,6vyr13j6kbwdtxjwm1m4m8nu2,1,40.7,22.9,2022-10-20T18:46:00.886Z,2022-10-21T12:35:18Z,3858566127,141,9.8,3858566123,56,Right,3859093633,178,,3858566125,140,51.8,3858566129,212,14.7,3858566131,213,5.6,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732635,10,1,1,0,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,57.6,8,2022-10-20T18:46:04.071Z,2022-10-21T12:35:17Z,3858566287,140,69.8,3858566291,212,24.6,3858566285,56,Center,3858566289,141,38.9,3859093641,178,,3858566293,213,1.0,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732661,11,1,1,0,33,6vyr13j6kbwdtxjwm1m4m8nu2,1,71.9,34.8,2022-10-20T18:46:05.352Z,2022-10-21T12:35:16Z,3858566423,141,11.7,3858566427,213,4.6,3858566419,56,Right,3858566421,140,70.1,3858566425,212,15.8,3859093705,178,,,,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732693,12,1,1,0,35,6vyr13j6kbwdtxjwm1m4m8nu2,1,71.3,3.6,2022-10-20T18:46:07.418Z,2022-10-21T12:35:16Z,3858566559,56,Right,3858566561,140,62.6,3858566565,212,12.1,3859093755,178,,3858566563,141,15.2,3858566567,213,2.4,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732717,13,1,1,0,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,64.8,5.8,2022-10-20T18:46:09.959Z,2022-10-21T12:35:15Z,3858566717,212,20.5,3859093763,178,,3858566713,140,60.4,3858566715,141,35.2,3858566711,56,Center,3858566719,213,1.8,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732757,14,1,1,0,39,6vyr13j6kbwdtxjwm1m4m8nu2,1,54.9,26.2,2022-10-20T18:46:11.641Z,2022-10-21T12:35:15Z,3858566947,140,46.1,3858566953,213,3.5,3858566951,212,10.0,3859093779,178,,3858566945,56,Back,3858566949,141,20.7,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732769,15,1,1,0,43,6vyr13j6kbwdtxjwm1m4m8nu2,1,45.5,25,2022-10-20T18:46:15.246Z,2022-10-21T12:35:13Z,3858567007,56,Back,3858567011,141,53.1,3858567009,140,36.0,3858567013,212,21.6,3858567017,213,2.1,3859093809,178,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732807,16,1,1,0,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.9,54.3,2022-10-20T18:46:18.047Z,2022-10-21T12:35:12Z,3858567233,140,62.2,3858567237,212,36.3,3859093823,178,,3858567239,213,0.8,3858567241,1,,3858567235,141,92.3,3858567231,56,Left,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732833,17,1,1,0,50,6vyr13j6kbwdtxjwm1m4m8nu2,1,62.9,88.7,2022-10-20T18:46:22.126Z,2022-10-21T12:35:12Z,3859093827,178,,3858567409,212,23.2,3858567405,140,80.3,3858567401,155,,3858567411,213,5.6,3858567403,56,Center,3858567407,141,67.6,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732835,18,61,1,0,51,6vyr13j6kbwdtxjwm1m4m8nu2,0,78.1,62.5,2022-10-20T18:46:23.159Z,2022-10-21T12:35:11Z,3859093891,178,,3859093889,21,,3858567415,56,Center,,,,,,,,,,,,,,,,rao8xq2rg3beoc418zv1gzro,L. Stassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732881,8,49,1,0,53,547zzwqbiugzphhnrhj3z5k5i,1,14.9,34.3,2022-10-20T18:46:25.258Z,2022-10-21T12:35:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732877,7,12,1,0,53,547zzwqbiugzphhnrhj3z5k5i,1,14.1,33.8,2022-10-20T18:46:25.561Z,2022-10-21T12:35:11Z,3858567627,212,42.1,3858567623,140,53.5,3858567629,213,6.1,3858567625,141,22.7,3858567621,56,Center,3859094011,178,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732907,19,49,1,0,57,6vyr13j6kbwdtxjwm1m4m8nu2,1,49.1,79.1,2022-10-20T18:46:29.289Z,2022-10-21T12:35:10Z,,,,,,,,,,,,,,,,,,,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732945,20,1,1,0,59,6vyr13j6kbwdtxjwm1m4m8nu2,1,46.8,75,2022-10-20T18:46:31.751Z,2022-10-21T12:35:09Z,3858567877,212,20.8,3859094117,178,,3858567873,140,61.6,3858567879,213,0.7,3858567875,141,95.4,3858567871,56,Left,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474831881,925,43,1,1,1,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-20T18:46:32.880Z,2022-10-21T03:58:08Z,3859109769,178,0,3859109857,144,82,,,,,,,,,,,,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732965,21,1,1,1,3,6vyr13j6kbwdtxjwm1m4m8nu2,0,65,87,2022-10-20T18:46:35.403Z,2022-10-21T12:35:08Z,3858567973,56,Center,3859094145,178,,3858567977,141,51.0,3858567983,213,5.4,3858567971,155,,3858567975,140,86.0,3858567979,212,32.9,3858567987,1,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474732977,9,8,1,1,5,547zzwqbiugzphhnrhj3z5k5i,1,12.9,48.1,2022-10-20T18:46:37.002Z,2022-10-21T12:35:08Z,3858855427,385,,3858568017,56,Back,3859094169,178,,,,,,,,,,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733017,22,1,1,1,7,6vyr13j6kbwdtxjwm1m4m8nu2,0,90.8,30,2022-10-20T18:46:39.664Z,2022-10-21T12:35:07Z,3858568249,140,88.9,3858568245,3,,3859094221,388,,3858568255,213,1.8,3858568251,141,42.2,3858568247,56,Center,3858568253,212,8.5,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733031,10,12,1,1,10,547zzwqbiugzphhnrhj3z5k5i,1,7.3,65.6,2022-10-20T18:46:41.967Z,2022-10-21T12:35:06Z,3858568319,140,25.5,3859094233,178,,3858568321,141,54.6,3858568325,213,5.9,3858568323,212,20.5,3858568317,56,Back,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733069,11,61,1,1,13,547zzwqbiugzphhnrhj3z5k5i,1,18.8,54.4,2022-10-20T18:46:45.542Z,2022-10-21T12:35:06Z,3858568561,56,Back,3859094271,178,,3859094269,15,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733077,12,49,1,1,17,547zzwqbiugzphhnrhj3z5k5i,1,25.8,37.3,2022-10-20T18:46:49.203Z,2022-10-21T12:35:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733139,13,1,1,1,17,547zzwqbiugzphhnrhj3z5k5i,1,25.9,37.1,2022-10-20T18:46:49.230Z,2022-10-21T12:35:05Z,3858569031,213,5.7,3859876505,1,,3858569029,212,35.0,3859094345,178,,3858569025,140,53.4,3858569023,56,Right,3858569027,141,7.9,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733153,14,1,1,1,25,547zzwqbiugzphhnrhj3z5k5i,0,57.3,15.6,2022-10-20T18:46:57.165Z,2022-10-21T12:35:04Z,3858569125,213,0.8,3858569121,141,36.7,3858569115,155,,3858569119,140,71.5,3859094393,178,,3858569117,56,Center,3858569123,212,20.7,,,,55uupregn272wdtpnundb8z1m,C. Offor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733189,23,1,1,1,27,6vyr13j6kbwdtxjwm1m4m8nu2,1,21.8,53.2,2022-10-20T18:46:58.866Z,2022-10-21T12:35:03Z,3859094421,178,,3858569289,213,0.0,3858569285,141,54.0,3858569281,56,Back,3858855839,157,,3858569287,212,25.1,3858855841,1,,3858569283,140,45.7,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733193,24,61,1,1,28,6vyr13j6kbwdtxjwm1m4m8nu2,0,46.3,59.5,2022-10-20T18:47:00.778Z,2022-10-21T12:35:03Z,3859094449,178,,3858569305,56,Back,,,,,,,,,,,,,,,,,,,rao8xq2rg3beoc418zv1gzro,L. Stassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733207,15,61,1,1,30,547zzwqbiugzphhnrhj3z5k5i,0,53.8,31.7,2022-10-20T18:47:02.478Z,2022-10-21T12:35:03Z,3859094503,21,,3859094505,178,,3858569377,56,Center,,,,,,,,,,,,,,,,55uupregn272wdtpnundb8z1m,C. Offor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733227,25,49,1,1,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,49,59.4,2022-10-20T18:47:04.363Z,2022-10-21T12:35:02Z,,,,,,,,,,,,,,,,,,,,,,,,,rao8xq2rg3beoc418zv1gzro,L. Stassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733253,26,1,1,1,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,49,59.2,2022-10-20T18:47:04.416Z,2022-10-21T12:35:02Z,3858569629,56,Back,3859094607,178,,3858569635,212,10.9,3858569631,140,43.9,3858569633,141,45.2,3858569637,213,4.2,,,,,,,rao8xq2rg3beoc418zv1gzro,L. Stassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733303,28,1,1,1,34,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.2,48.3,2022-10-20T18:47:06.590Z,2022-10-21T12:35:01Z,3858569921,56,Back,3858569925,141,20.1,3858569929,213,4.9,3858569927,212,19.7,3859094639,178,,3858569923,140,46.3,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733309,29,1,1,1,37,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.1,16.6,2022-10-20T18:47:09.650Z,2022-10-21T12:35:00Z,3858569967,212,21.5,3858569963,141,44.6,3858569971,213,1.1,3858569961,140,51.6,3859094693,178,,3858569959,56,Center,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733277,27,43,1,1,39,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-20T18:47:11.112Z,2022-10-20T21:37:12Z,3858856815,144,1,3858569757,56,Back,3858569763,212,3.6,3858569759,140,46.3,3858569765,213,5.5,3858569761,141,41.5,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733319,30,1,1,1,43,6vyr13j6kbwdtxjwm1m4m8nu2,1,53.6,40,2022-10-20T18:47:15.485Z,2022-10-21T12:34:58Z,3858570013,213,5.4,3858570005,56,Center,3858570009,141,31.5,3858570011,212,7.5,3859094719,178,,3858570007,140,58.2,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733343,31,1,1,1,44,6vyr13j6kbwdtxjwm1m4m8nu2,1,63.1,31.3,2022-10-20T18:47:16.282Z,2022-10-21T12:34:57Z,3858570111,213,3.2,3858570103,56,Back,3858570107,141,28.2,3859094765,178,,3858570109,212,23.2,3858570105,140,41.1,,,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733377,32,1,1,1,49,6vyr13j6kbwdtxjwm1m4m8nu2,1,50.8,18.6,2022-10-20T18:47:21.280Z,2022-10-21T12:34:55Z,3858570267,140,62.2,3858570273,213,0.2,3859094779,178,,3858570271,212,12.3,3858570265,56,Center,3858570269,141,22.7,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733393,33,1,1,1,53,6vyr13j6kbwdtxjwm1m4m8nu2,0,62.5,34.4,2022-10-20T18:47:25.440Z,2022-10-21T12:34:54Z,3859094791,178,,3858570351,212,30.6,3858570349,141,72.9,3858570345,56,Center,3858570343,155,,3858570347,140,77.5,3858570353,213,1.0,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733399,16,49,1,1,54,547zzwqbiugzphhnrhj3z5k5i,1,23,30.2,2022-10-20T18:47:26.851Z,2022-10-21T12:34:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733449,17,1,1,1,55,547zzwqbiugzphhnrhj3z5k5i,1,22.9,29.6,2022-10-20T18:47:26.976Z,2022-10-21T12:34:53Z,3858570643,212,13.7,3858570637,56,Back,3858570639,140,35.6,3858570641,141,25.3,3858570645,213,6.1,3859094889,178,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733453,18,50,1,2,0,547zzwqbiugzphhnrhj3z5k5i,1,59.9,37.6,2022-10-20T18:47:32.784Z,2022-10-21T14:31:50Z,3858902533,233,34,3858570655,56,Center,3858570657,286,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733471,34,7,1,2,1,6vyr13j6kbwdtxjwm1m4m8nu2,1,40.1,62.4,2022-10-20T18:47:33.561Z,2022-10-21T14:31:50Z,3859094985,178,,3858570783,285,,3858857287,384,,3858570781,56,Back,3858570785,233,18,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474785037,864,1,1,2,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.1,66.3,2022-10-20T18:47:34.953Z,2022-10-21T12:34:50Z,3858857383,141,77.8,3858857379,56,Back,3858857387,213,0.7,3859095007,178,,3858857385,212,11.9,3858857381,140,39.6,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474733473,35,49,1,2,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,30.1,65.8,2022-10-20T18:47:35.851Z,2022-10-21T12:34:50Z,,,,,,,,,,,,,,,,,,,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
