id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,qualifier/17/value,qualifier/12/value,qualifier/18/value
2449433463,884,61,1,0,7,547zzwqbiugzphhnrhj3z5k5i,1,42.7,45.5,2022-08-21T14:00:16.624Z,2022-08-22T09:03:07Z,3723939653,56,Back,3725461095,388,,3725461093,15,,,,,,,,,,,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449433763,885,3,1,0,9,547zzwqbiugzphhnrhj3z5k5i,0,51.1,40.7,2022-08-21T14:00:18.261Z,2022-08-22T09:03:07Z,3725475915,21,,3723941223,286,,3724012077,233,7,3723941221,56,Center,3723941317,464,,3725475913,178,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319623,7,7,1,0,9,920raeoumft3q2wmvc296uceo,1,48.9,59.3,2022-08-21T14:00:18.733Z,2022-08-22T09:03:07Z,3724012061,233,885,3725476307,388,,3723941381,285,,3723333719,56,Back,3723941557,384,,,,,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319639,8,1,1,0,11,920raeoumft3q2wmvc296uceo,1,38,69.9,2022-08-21T14:00:20.681Z,2022-08-22T09:03:06Z,3723333823,140,11.6,3723333821,56,Back,3723333827,212,30.8,3725476917,178,,3723333825,141,50.0,3723333829,213,3.6,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319653,9,1,1,0,15,920raeoumft3q2wmvc296uceo,1,12.3,53.8,2022-08-21T14:00:24.905Z,2022-08-22T09:03:06Z,3723333889,56,Back,3723333893,141,52.5,3725477011,178,,3723333897,213,6.2,3723333891,140,29.4,3723333895,212,18.0,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319659,10,1,1,0,16,920raeoumft3q2wmvc296uceo,1,32.3,54.7,2022-08-21T14:00:26.130Z,2022-08-22T09:03:05Z,3723333931,140,36.9,3723333937,213,5.2,3725477253,178,,3723333935,212,10.0,3723333927,56,Back,3723333933,141,41.9,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319677,11,1,1,0,19,920raeoumft3q2wmvc296uceo,1,37.5,40.3,2022-08-21T14:00:28.305Z,2022-08-22T09:03:04Z,3725477391,178,,3723334063,56,Back,3723334067,141,11.4,3723334065,140,48.0,3723334071,213,5.2,3723334069,212,22.5,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319683,12,1,1,0,21,920raeoumft3q2wmvc296uceo,1,44.5,11.2,2022-08-21T14:00:31.062Z,2022-08-22T09:03:03Z,3723334099,213,0.6,3723334095,141,25.9,3723334097,212,18.4,3723334091,56,Center,3725477511,178,,3723334093,140,59.2,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319703,13,1,1,0,23,920raeoumft3q2wmvc296uceo,1,54.4,24.1,2022-08-21T14:00:32.736Z,2022-08-22T09:03:03Z,3723334213,212,9.6,3723334207,56,Back,3723334209,140,47.5,3723334215,213,2.4,3725477717,178,,3723334211,141,33.3,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319717,14,1,1,0,25,920raeoumft3q2wmvc296uceo,1,47.2,33.2,2022-08-21T14:00:34.347Z,2022-08-22T09:03:02Z,3723334273,213,1.6,3725477887,178,,3723334275,1,,3723334267,140,46.0,3723334269,141,83.5,3723334265,56,Back,3723334271,212,34.2,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319747,15,1,1,0,28,920raeoumft3q2wmvc296uceo,1,43.9,83.7,2022-08-21T14:00:37.686Z,2022-08-22T09:03:01Z,3723334391,212,16.8,3725478111,178,,3723334393,213,0.3,3723334387,140,59.0,3723334385,56,Left,3723334389,141,91.8,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319759,16,1,1,0,30,920raeoumft3q2wmvc296uceo,1,57.8,96.7,2022-08-21T14:00:39.752Z,2022-08-22T09:03:00Z,3723334443,140,69.0,3723334441,56,Left,3723334447,212,16.3,3723334449,213,5.5,3725478271,178,,3723334445,141,80.0,,,,,,,39bcswfqnpa07b4afevezejo4,J. Tchatchoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319801,17,1,1,0,32,920raeoumft3q2wmvc296uceo,1,62.4,84.7,2022-08-21T14:00:41.841Z,2022-08-22T09:03:00Z,3723334659,213,6.1,3725478415,178,,3723334655,141,78.2,3723334657,212,24.9,3723334651,56,Center,3723334653,140,85.7,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319807,18,1,1,0,36,920raeoumft3q2wmvc296uceo,0,92.7,69.5,2022-08-21T14:00:45.723Z,2022-08-22T09:02:59Z,3725478949,178,,3723334701,213,4.8,3723334693,56,Center,3723334699,212,9.9,3723334695,140,93.1,3723334691,155,,3723334697,141,54.9,,,,39bcswfqnpa07b4afevezejo4,J. Tchatchoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319829,5,12,1,0,37,547zzwqbiugzphhnrhj3z5k5i,1,6.3,52.2,2022-08-21T14:00:46.977Z,2022-08-22T09:02:58Z,3723334823,56,Back,3725479207,388,,3723334829,212,28.8,3723334831,213,4.8,3723334837,15,,3723334825,140,10.0,3723334827,141,10.3,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319865,6,1,1,0,42,547zzwqbiugzphhnrhj3z5k5i,1,14.2,10,2022-08-21T14:00:51.435Z,2022-08-22T09:02:57Z,3723334995,213,6.0,3723334969,3,,3723334971,56,Back,3723334991,141,7.6,3723334993,212,6.5,3723334973,140,20.2,3725479429,178,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319881,7,49,1,0,43,547zzwqbiugzphhnrhj3z5k5i,1,22.6,9,2022-08-21T14:00:53.042Z,2022-08-22T09:02:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319891,8,50,1,0,43,547zzwqbiugzphhnrhj3z5k5i,1,24,10.6,2022-08-21T14:00:53.173Z,2022-08-22T09:02:57Z,3723335067,56,Back,3723335099,233,19,3723335069,285,,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319899,19,7,1,0,44,920raeoumft3q2wmvc296uceo,1,76,89.4,2022-08-21T14:00:53.503Z,2022-08-22T09:02:56Z,3723335089,56,Left,3723335095,233,8,3725480555,178,,3723946101,384,,3723335091,286,,,,,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449740095,910,83,1,0,45,547zzwqbiugzphhnrhj3z5k5i,1,23.3,11.2,2022-08-21T14:00:54.721Z,2022-08-22T09:02:55Z,3725658119,399,497320,,,,,,,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319913,20,1,1,0,45,920raeoumft3q2wmvc296uceo,1,76.7,88.8,2022-08-21T14:00:54.730Z,2022-08-22T09:02:55Z,3723335153,213,4.1,3723335149,141,84.5,3725480639,178,,3723335145,56,Left,3723335147,140,74.6,3723335151,212,3.7,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319961,21,1,1,0,46,920raeoumft3q2wmvc296uceo,1,75.3,84.8,2022-08-21T14:00:55.291Z,2022-08-22T09:02:54Z,3723335383,141,91.8,3723335379,56,Left,3723335385,212,9.0,3725480831,178,,3723335387,213,2.6,3723335381,140,68.0,,,,,,,39bcswfqnpa07b4afevezejo4,J. Tchatchoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449434849,885,49,1,0,46,920raeoumft3q2wmvc296uceo,1,68.4,88.8,2022-08-21T14:00:56.178Z,2022-08-22T09:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319967,22,61,1,0,51,920raeoumft3q2wmvc296uceo,0,76.3,99,2022-08-21T14:01:00.609Z,2022-08-22T09:02:52Z,3723335409,56,Left,3725481379,178,,,,,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320013,9,5,1,0,52,547zzwqbiugzphhnrhj3z5k5i,1,24.7,-1.3,2022-08-21T14:01:01.357Z,2022-08-22T01:24:37Z,3723335641,56,Back,3723335683,233,23,3723335643,347,,,,,,,,,,,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449319975,23,5,1,0,52,920raeoumft3q2wmvc296uceo,0,75.3,101.3,2022-08-21T14:01:01.357Z,2022-08-22T01:24:37Z,3723335445,347,,3723335443,56,Left,3723335691,233,9,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320147,10,1,1,1,6,547zzwqbiugzphhnrhj3z5k5i,1,23.1,0,2022-08-21T14:01:15.880Z,2022-08-22T09:02:52Z,3723336165,1,,3723336155,140,8.5,3723336159,212,27.5,3723336151,107,,3723336161,213,2.2,3723336157,141,31.9,3723336153,56,Back,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320199,11,1,1,1,11,547zzwqbiugzphhnrhj3z5k5i,1,11.4,40,2022-08-21T14:01:20.292Z,2022-08-22T09:02:51Z,3723336403,213,0.9,3723336397,140,31.4,3723336395,56,Back,3723336399,141,80.3,3725481815,178,,3723336405,1,,3723336401,212,34.5,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320217,12,1,1,1,15,547zzwqbiugzphhnrhj3z5k5i,1,28.3,73.9,2022-08-21T14:01:25.032Z,2022-08-22T09:02:50Z,3723336501,212,26.2,3723336495,56,Back,3723336503,213,4.5,3723336499,141,36.0,3725482009,178,,3723336497,140,23.8,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320225,13,1,1,1,18,547zzwqbiugzphhnrhj3z5k5i,1,19.3,48.5,2022-08-21T14:01:27.484Z,2022-08-22T09:02:49Z,3723336553,140,30.0,3725482667,178,,3723336551,56,Back,3723336557,212,24.5,3723336555,141,16.4,3723336559,213,5.2,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320277,14,1,1,1,21,547zzwqbiugzphhnrhj3z5k5i,1,33.2,15.6,2022-08-21T14:01:30.447Z,2022-08-22T09:02:48Z,3723336755,213,2.2,3725482779,178,,3723336749,140,20.6,3723336747,56,Back,3723336751,141,40.1,3723336753,212,21.3,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320297,15,1,1,1,23,547zzwqbiugzphhnrhj3z5k5i,1,21.2,39,2022-08-21T14:01:33.151Z,2022-08-22T09:02:48Z,3723336863,56,Back,3725482893,178,,3723336867,141,80.6,3725845207,1,,3723336865,140,35.7,3723336871,213,1.1,3723336869,212,32.1,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320347,16,1,1,1,28,547zzwqbiugzphhnrhj3z5k5i,0,40.5,80.9,2022-08-21T14:01:38.151Z,2022-08-22T09:02:46Z,3723337075,1,,3725482987,178,,3723337067,140,89.6,3723337059,155,,3723337069,141,82.4,3723337071,212,51.6,3723337073,213,0.0,3723337063,56,Left,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320353,24,12,1,1,33,920raeoumft3q2wmvc296uceo,1,7.2,15.3,2022-08-21T14:01:42.395Z,2022-08-22T09:02:46Z,3723337099,140,14.1,3723949667,167,,3723337103,212,13.8,3723337097,56,Back,3725483125,178,,3723337105,213,5.3,3723337101,141,0.0,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320445,17,5,1,1,34,547zzwqbiugzphhnrhj3z5k5i,1,85,101.2,2022-08-21T14:01:43.810Z,2022-08-22T01:25:25Z,3723337585,233,25,3723337565,56,Left,3723337567,347,,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320355,25,5,1,1,34,920raeoumft3q2wmvc296uceo,0,15,-1.2,2022-08-21T14:01:43.810Z,2022-08-22T01:25:26Z,3723337115,347,,3723337113,56,Back,3723337613,233,17,,,,,,,,,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320471,18,1,1,1,44,547zzwqbiugzphhnrhj3z5k5i,1,88,100,2022-08-21T14:01:53.485Z,2022-08-22T09:02:46Z,3723337697,107,,3723337703,141,86.9,3723337699,56,Left,3723337709,1,,3723337705,212,26.9,3723337701,140,64.2,3723337707,213,3.5,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320499,19,1,1,1,46,547zzwqbiugzphhnrhj3z5k5i,1,62.8,84.8,2022-08-21T14:01:55.694Z,2022-08-22T09:02:45Z,3723337861,212,14.5,3723337857,140,56.5,3723337859,141,65.8,3723337855,56,Center,3725488271,178,,3723337863,213,4.2,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320519,20,1,1,1,48,547zzwqbiugzphhnrhj3z5k5i,1,55,61.4,2022-08-21T14:01:58.208Z,2022-08-22T09:02:45Z,3723337971,212,15.8,3723337965,56,Center,3723337969,141,38.3,3723337967,140,56.2,3725488393,178,,3723337973,213,4.8,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320559,21,1,1,1,51,547zzwqbiugzphhnrhj3z5k5i,1,55.9,30.3,2022-08-21T14:02:00.640Z,2022-08-22T09:02:44Z,3723338147,56,Right,3723338151,141,5.8,3725488487,178,,3723338155,213,5.5,3723338149,140,71.6,3723338153,212,23.4,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320595,22,1,1,1,54,547zzwqbiugzphhnrhj3z5k5i,1,73.1,1.3,2022-08-21T14:02:03.560Z,2022-08-22T09:02:43Z,3723338317,56,Right,3723338323,212,17.3,3723338319,140,59.8,3723338325,213,2.5,3723338321,141,16.2,3725488563,178,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320621,23,1,1,1,57,547zzwqbiugzphhnrhj3z5k5i,1,60.2,16.4,2022-08-21T14:02:06.813Z,2022-08-22T09:02:42Z,3723338425,213,2.3,3725488667,178,,3723338421,141,35.5,3723338417,56,Back,3723338423,212,18.0,3723338419,140,48.3,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320635,24,1,1,2,0,547zzwqbiugzphhnrhj3z5k5i,1,49.5,41.5,2022-08-21T14:02:09.458Z,2022-08-22T09:02:42Z,3723338505,213,0.7,3723338501,141,52.7,3725488715,178,,3723338499,140,58.0,3723338503,212,11.7,3723338497,56,Center,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320677,25,1,1,2,2,547zzwqbiugzphhnrhj3z5k5i,1,58.8,53.8,2022-08-21T14:02:11.716Z,2022-08-22T09:02:41Z,3723338693,56,Left,3723338705,213,1.5,3723338699,141,91.5,3723338695,140,60.1,3723338703,212,25.7,3725488823,178,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320703,26,1,1,2,6,547zzwqbiugzphhnrhj3z5k5i,1,72.3,93.5,2022-08-21T14:02:16.078Z,2022-08-22T09:02:40Z,3723338859,141,72.4,3723338855,56,Center,3723338857,140,76.5,3723338861,212,15.0,3725488869,178,,3723338863,213,5.0,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320735,27,1,1,2,7,547zzwqbiugzphhnrhj3z5k5i,0,82.2,72.3,2022-08-21T14:02:17.092Z,2022-08-22T09:02:40Z,3725489061,178,,3723339015,213,0.6,3723339011,141,93.2,3723339007,56,Left,3723339013,212,24.2,3723339009,140,100.0,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320733,26,5,1,2,11,920raeoumft3q2wmvc296uceo,1,-1.2,6.8,2022-08-21T14:02:20.826Z,2022-08-22T01:29:21Z,3723338999,346,,3723339053,233,28,3723338997,56,Back,,,,,,,,,,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
