id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2476575241,5,5,1,0,13,2b57rbw94i9ohnbch52owvqtq,0,30.3,-1.8,2022-10-23T19:00:26.088Z,2022-10-24T06:03:22Z,3868248253,233,7,3868248061,347,,3868248059,56,Back,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575283,7,5,1,0,13,547zzwqbiugzphhnrhj3z5k5i,1,69.7,101.8,2022-10-23T19:00:26.088Z,2022-10-24T06:03:22Z,3868248221,56,Left,3868248223,347,,3868248247,233,5,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575351,8,1,1,0,23,547zzwqbiugzphhnrhj3z5k5i,0,76.9,100,2022-10-23T19:00:36.267Z,2022-10-24T09:04:50Z,3868248591,141,71.5,3868248595,213,5.4,3868248589,140,93.4,3868248587,56,Center,3868248593,212,26.9,3868248597,1,,3868248585,107,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575367,6,1,1,0,25,2b57rbw94i9ohnbch52owvqtq,0,10.7,21,2022-10-23T19:00:37.779Z,2022-10-24T09:04:50Z,3868248649,213,6.2,3869316299,178,,3868248647,212,6.1,3868248645,141,20.4,3868248641,56,Back,3868248643,140,16.5,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575415,9,1,1,0,27,547zzwqbiugzphhnrhj3z5k5i,1,80.3,67,2022-10-23T19:00:40.558Z,2022-10-24T09:04:49Z,3868248897,213,3.4,3868248889,56,Center,3868248895,212,15.4,3868248891,140,66.3,3869316333,178,,3868248893,141,60.2,,,,,,,55uupregn272wdtpnundb8z1m,C. Offor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575459,10,1,1,0,29,547zzwqbiugzphhnrhj3z5k5i,1,69.9,61,2022-10-23T19:00:41.988Z,2022-10-24T09:04:49Z,3869316365,178,,3868249077,213,0.7,3868249069,56,Center,3868249073,141,65.8,3868249075,212,4.9,3868249071,140,73.4,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575509,11,1,1,0,29,547zzwqbiugzphhnrhj3z5k5i,1,74.9,64.8,2022-10-23T19:00:42.600Z,2022-10-24T09:04:48Z,3868249317,196,,3868249319,56,Right,3868249321,140,63.9,3868249323,141,5.5,3868249327,212,41.9,3868249333,1,,3869316409,178,,3868249331,213,4.4,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575535,12,1,1,0,35,547zzwqbiugzphhnrhj3z5k5i,0,65.2,8.2,2022-10-23T19:00:47.725Z,2022-10-24T09:04:48Z,3868249433,141,0.0,3868249429,56,Right,3868249427,155,,3868249435,212,35.7,3868249431,140,98.6,3868249437,213,6.1,3869316421,178,,3868249439,1,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575571,7,5,1,0,38,2b57rbw94i9ohnbch52owvqtq,1,2.8,101.7,2022-10-23T19:00:51.588Z,2022-10-24T06:03:56Z,3868249649,233,13,3868249623,56,Back,3868249625,347,,,,,,,,,,,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575537,13,5,1,0,38,547zzwqbiugzphhnrhj3z5k5i,0,97.2,-1.7,2022-10-23T19:00:51.588Z,2022-10-24T06:03:57Z,3868249443,347,,3868249655,233,7,3868249441,56,Right,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575583,8,1,1,0,45,2b57rbw94i9ohnbch52owvqtq,1,3.5,100,2022-10-23T19:00:58.609Z,2022-10-24T09:04:47Z,3868249701,212,13.0,3868249699,141,85.4,3868249697,140,9.6,3868249703,213,5.2,3868249695,56,Back,3868249693,107,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575603,9,1,1,0,46,2b57rbw94i9ohnbch52owvqtq,1,1.8,92.9,2022-10-23T19:00:59.422Z,2022-10-24T09:04:47Z,3868249769,141,96.5,3869316507,178,,3868249773,213,0.5,3868249761,56,Back,3868249765,140,5.7,3868249771,212,4.8,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575611,10,1,1,0,47,2b57rbw94i9ohnbch52owvqtq,0,4,99.9,2022-10-23T19:01:00.464Z,2022-10-24T09:04:46Z,3868249823,212,25.3,3868249821,141,85.6,3868249825,213,5.9,3868249817,56,Back,3868249819,140,26.2,3869316525,178,,3868249815,155,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575595,14,8,1,0,49,547zzwqbiugzphhnrhj3z5k5i,1,73.6,11.1,2022-10-23T19:01:01.770Z,2022-10-24T09:04:46Z,3868857337,385,,3868432673,15,,3868249739,56,Right,3869316561,388,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575631,11,5,1,0,51,2b57rbw94i9ohnbch52owvqtq,1,20.8,101.7,2022-10-23T19:01:03.938Z,2022-10-24T06:04:15Z,3868249925,347,,3868249947,233,15,3868249923,56,Back,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575617,15,5,1,0,51,547zzwqbiugzphhnrhj3z5k5i,0,79.2,-1.7,2022-10-23T19:01:03.938Z,2022-10-24T06:04:16Z,3868249865,347,,3868249863,56,Right,3868249951,233,11,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575687,12,1,1,1,0,2b57rbw94i9ohnbch52owvqtq,1,29.2,100,2022-10-23T19:01:13.372Z,2022-10-24T09:04:45Z,3868250229,213,5.8,3868250227,212,12.9,3868250221,56,Back,3868250225,141,92.6,3868250219,107,,3868250223,140,39.9,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575707,13,1,1,1,2,2b57rbw94i9ohnbch52owvqtq,0,44.8,94.5,2022-10-23T19:01:15.090Z,2022-10-24T09:04:45Z,3868250343,213,5.0,3868250333,3,,3868250341,212,14.9,3868250335,56,Back,3869316617,388,,3868250337,140,48.9,3868250339,141,73.5,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476779909,794,67,1,1,4,2b57rbw94i9ohnbch52owvqtq,1,51,78,2022-10-23T19:01:16.901Z,2022-10-24T09:04:45Z,3869328347,233,915,,,,,,,,,,,,,,,,,,,,,,mzrka1w28qc7vgr5xmcngqg9,I. Boonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476779905,915,67,1,1,4,547zzwqbiugzphhnrhj3z5k5i,0,49,22,2022-10-23T19:01:16.902Z,2022-10-24T09:04:44Z,3869328361,233,794,,,,,,,,,,,,,,,,,,,,,,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575739,14,61,1,1,4,2b57rbw94i9ohnbch52owvqtq,1,50.4,79.3,2022-10-23T19:01:16.935Z,2022-10-24T09:04:44Z,3868250467,56,Left,3869316653,178,,,,,,,,,,,,,,,,,,,,mzrka1w28qc7vgr5xmcngqg9,I. Boonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476779955,916,67,1,1,5,547zzwqbiugzphhnrhj3z5k5i,1,48.4,16.4,2022-10-23T19:01:17.788Z,2022-10-24T09:04:44Z,3869328553,233,795,,,,,,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476779951,795,67,1,1,5,2b57rbw94i9ohnbch52owvqtq,0,51.6,83.6,2022-10-23T19:01:17.789Z,2022-10-24T09:04:43Z,3869328565,233,916,,,,,,,,,,,,,,,,,,,,,,mzrka1w28qc7vgr5xmcngqg9,I. Boonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575745,16,1,1,1,5,547zzwqbiugzphhnrhj3z5k5i,0,49.9,17.4,2022-10-23T19:01:17.807Z,2022-10-24T09:04:43Z,3868250511,213,2.1,3868250497,140,36.0,3868250501,141,51.2,3868250495,56,Back,3868250507,212,27.2,3869316679,178,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575767,15,1,1,1,7,2b57rbw94i9ohnbch52owvqtq,1,59.6,62.4,2022-10-23T19:01:20.201Z,2022-10-24T09:04:43Z,3868250607,56,Center,3868250609,140,64.0,3868250615,213,4.9,3868250611,141,21.3,3869316711,178,,3868250613,212,28.3,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575813,16,1,1,1,11,2b57rbw94i9ohnbch52owvqtq,0,67.6,22.9,2022-10-23T19:01:23.966Z,2022-10-24T09:04:42Z,3869316733,178,,3868250845,2,,3868250857,213,0.9,3868858671,20,,3868250849,56,Left,3868858669,224,,3868250859,1,,3868250853,141,94.8,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,3868250847,155,3868250851,140,100.0,3868250855,212,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575817,17,5,1,1,17,2b57rbw94i9ohnbch52owvqtq,0,101.2,94.6,2022-10-23T19:01:29.964Z,2022-10-24T06:04:43Z,3868250865,56,Left,3868250867,346,,3868250883,233,17,,,,,,,,,,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476575803,17,5,1,1,17,547zzwqbiugzphhnrhj3z5k5i,1,-1.2,5.4,2022-10-23T19:01:29.964Z,2022-10-24T06:04:43Z,3868250809,346,,3868250805,56,Back,3868250875,233,17,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576025,18,1,1,1,39,547zzwqbiugzphhnrhj3z5k5i,1,4.4,42.5,2022-10-23T19:01:52.466Z,2022-10-24T08:42:00Z,3868251781,74,,3868251769,140,57.4,3868251767,56,Right,3868251777,1,,3868251775,213,6.0,3868251771,141,17.6,3868251765,124,,3868251773,212,58.2,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576035,19,1,1,1,43,547zzwqbiugzphhnrhj3z5k5i,1,55.3,13,2022-10-23T19:01:55.843Z,2022-10-24T09:04:41Z,3868251815,56,Back,3868251819,141,7.4,3868251817,140,45.3,3868251821,212,11.2,3868251823,213,3.5,3869316879,21,,3869316877,178,,,,,55uupregn272wdtpnundb8z1m,C. Offor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576039,20,1,1,1,44,547zzwqbiugzphhnrhj3z5k5i,0,49.6,11.3,2022-10-23T19:01:57.145Z,2022-10-24T09:04:41Z,3868251843,140,80.0,3868251845,141,0.0,3868251841,56,Right,3868251851,1,,3869316935,178,,3868251839,155,,3868251847,212,33.0,3868251849,213,6.0,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576069,18,5,1,1,47,2b57rbw94i9ohnbch52owvqtq,1,21.2,101.6,2022-10-23T19:02:00.550Z,2022-10-24T06:05:06Z,3868251995,347,,3868251997,233,21,3868251993,56,Back,,,,,,,,,,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576045,21,5,1,1,47,547zzwqbiugzphhnrhj3z5k5i,0,78.8,-1.6,2022-10-23T19:02:00.550Z,2022-10-24T06:05:06Z,3868252001,233,18,3868251877,56,Right,3868251879,347,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576077,19,1,1,1,52,2b57rbw94i9ohnbch52owvqtq,1,30.9,100,2022-10-23T19:02:04.794Z,2022-10-24T09:04:41Z,3868252057,141,85.3,3868252059,212,15.1,3868252053,56,Back,3868252061,213,4.0,3868252051,107,,3868252055,140,21.2,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576121,20,1,1,1,54,2b57rbw94i9ohnbch52owvqtq,0,24.4,94,2022-10-23T19:02:06.761Z,2022-10-24T09:04:40Z,3868252235,213,6.0,3868252231,141,73.0,3868252233,212,50.0,3868252227,56,Center,3869317025,178,,3868252229,140,70.0,3868252237,1,,3868252225,155,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576135,22,49,1,1,59,547zzwqbiugzphhnrhj3z5k5i,1,22.1,29.5,2022-10-23T19:02:12.338Z,2022-10-24T09:04:40Z,,,,,,,,,,,,,,,,,,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576211,23,1,1,2,0,547zzwqbiugzphhnrhj3z5k5i,1,20.1,37.2,2022-10-23T19:02:13.635Z,2022-10-24T09:04:39Z,3868252625,141,78.4,3868252621,56,Back,3869317119,178,,3868252623,140,31.8,3868252629,213,1.2,3868252627,212,30.6,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576247,24,1,1,2,5,547zzwqbiugzphhnrhj3z5k5i,1,31.9,80.2,2022-10-23T19:02:18.068Z,2022-10-24T09:04:38Z,3868252783,140,32.8,3868252781,56,Back,3868252785,141,55.5,3869317139,178,,3868252787,212,16.8,3868252789,213,4.8,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576263,25,1,1,2,8,547zzwqbiugzphhnrhj3z5k5i,1,28.2,62.3,2022-10-23T19:02:20.778Z,2022-10-24T09:04:37Z,3868252873,141,30.1,3868252871,140,34.9,3868252875,212,23.0,3869317163,178,,3868252869,56,Back,3868252877,213,5.0,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576307,26,1,1,2,11,547zzwqbiugzphhnrhj3z5k5i,1,34.7,27.7,2022-10-23T19:02:24.266Z,2022-10-24T09:04:36Z,3868253099,213,4.8,3868253097,212,14.5,3869317193,178,,3868253093,140,36.4,3868253095,141,6.5,3868253091,56,Back,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576363,27,1,1,2,13,547zzwqbiugzphhnrhj3z5k5i,1,33.2,14.2,2022-10-23T19:02:26.503Z,2022-10-24T09:04:36Z,3868253341,140,10.3,3868253345,212,33.4,3869317229,178,,3868253343,141,48.2,3868253339,56,Back,3868253349,1,,3868253347,213,2.4,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576389,28,1,1,2,16,547zzwqbiugzphhnrhj3z5k5i,1,12.1,45.6,2022-10-23T19:02:29.404Z,2022-10-24T09:04:35Z,3868253497,212,31.8,3868253499,213,0.7,3868253491,56,Back,3868253495,141,77.3,3869317259,178,,3868253493,140,34.4,,,,,,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576443,29,1,1,2,23,547zzwqbiugzphhnrhj3z5k5i,1,35.9,83.6,2022-10-23T19:02:36.196Z,2022-10-24T09:04:34Z,3868253789,56,Back,3868253795,212,28.0,3868253791,140,18.1,3868253793,141,53.0,3869317297,178,,3868253797,213,4.0,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576497,30,1,1,2,27,547zzwqbiugzphhnrhj3z5k5i,1,17.9,54.4,2022-10-23T19:02:39.827Z,2022-10-24T09:04:34Z,3868254183,212,17.8,3869317313,178,,3868254181,141,30.0,3868254185,213,5.1,3868254179,140,24.1,3868254177,56,Back,,,,,,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576539,31,1,1,2,33,547zzwqbiugzphhnrhj3z5k5i,0,36.4,30.1,2022-10-23T19:02:46.124Z,2022-10-24T09:04:32Z,3868254473,1,,3869317333,178,,3868254463,56,Left,3868254461,196,,3868254465,140,81.7,3868254471,213,0.8,3868254459,155,,3868254469,212,68.2,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,3868254467,141,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2476576735,21,5,1,2,38,2b57rbw94i9ohnbch52owvqtq,1,18.8,-1.5,2022-10-23T19:02:50.740Z,2022-10-24T06:05:59Z,3868255551,347,,3868255549,56,Back,3868255553,233,32,,,,,,,,,,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476576547,32,5,1,2,38,547zzwqbiugzphhnrhj3z5k5i,0,81.2,101.5,2022-10-23T19:02:50.740Z,2022-10-24T06:05:59Z,3868254493,56,Left,3868255557,233,21,3868254495,347,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
