id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,keyPass,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2507206647,13,4,1,0,56,2b57rbw94i9ohnbch52owvqtq,0,92.4,48.8,2023-02-12T18:18:36.673Z,2023-02-13T09:50:26Z,4029463033,56,Center,4029463031,294,,4029463111,233,7,4029463037,286,,4030431687,178,,4029463029,13,,4029463035,152,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206571,6,43,1,0,57,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-02-12T18:18:38.449Z,2023-02-12T18:18:46Z,4029463001,144,44,4029462665,285,0,4029462663,56,Back,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206949,8,1,1,1,35,547zzwqbiugzphhnrhj3z5k5i,0,14.3,48.5,2023-02-12T18:19:16.136Z,2023-02-13T09:50:26Z,4029464687,140,63.6,4030431779,178,,4029464695,1,,4029464685,56,Center,4029464683,152,,4029464691,212,53.1,4029464679,5,,4029464689,141,31.3,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,4029464681,155,4029464693,213,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206953,14,44,1,1,38,2b57rbw94i9ohnbch52owvqtq,1,41,75.6,2023-02-12T18:19:19.354Z,2023-02-13T09:50:25Z,4029464763,233,9,4029464715,56,Back,4029464717,285,,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206957,9,44,1,1,38,547zzwqbiugzphhnrhj3z5k5i,0,59,24.4,2023-02-12T18:19:19.355Z,2023-02-13T09:50:25Z,4029464727,286,,4029464723,56,Center,4029464797,233,14,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206965,15,1,1,1,38,2b57rbw94i9ohnbch52owvqtq,0,40.5,77.1,2023-02-12T18:19:19.410Z,2023-02-13T09:50:24Z,4029464773,141,71.9,4029464771,140,35.8,4029464767,3,,4029464777,213,3.8,4029464769,56,Back,4030431845,388,,4029464775,212,6.1,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206975,10,44,1,1,40,547zzwqbiugzphhnrhj3z5k5i,1,60.6,15.4,2023-02-12T18:19:21.141Z,2023-02-13T09:50:24Z,4029464817,286,,4029464815,56,Right,4029464913,233,16,,,,,,,,,,,,,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206991,16,44,1,1,40,2b57rbw94i9ohnbch52owvqtq,0,39.4,84.6,2023-02-12T18:19:21.142Z,2023-02-13T09:50:23Z,4029464917,233,10,4029464903,285,,4029464901,56,Back,,,,,,,,,,,,,,,,b81lneik0objvk15uf6m4cewa,P. Dwomoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507206983,11,1,1,1,40,547zzwqbiugzphhnrhj3z5k5i,0,60.8,15.1,2023-02-12T18:19:21.181Z,2023-02-13T09:50:23Z,4029464849,3,,4030431883,388,,4029464859,213,0.5,4029464853,140,68.8,4029464851,56,Center,4029464857,212,9.7,4029464855,141,22.1,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207015,17,1,1,1,41,2b57rbw94i9ohnbch52owvqtq,1,33,87.6,2023-02-12T18:19:22.147Z,2023-02-13T09:50:23Z,4030431903,178,,4029464987,3,,4029464995,212,18.0,4029464997,213,4.7,4029464989,56,Back,4029464991,140,32.5,4029464993,141,61.2,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507297499,930,49,1,1,42,2b57rbw94i9ohnbch52owvqtq,1,35,73.7,2023-02-12T18:19:23.404Z,2023-02-13T09:50:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507227829,443,1,1,1,42,2b57rbw94i9ohnbch52owvqtq,0,35.1,73.7,2023-02-12T18:19:23.440Z,2023-02-13T09:50:22Z,4029588159,155,,4029588163,56,Left,4029588169,212,22.8,4030431963,178,,4029588165,140,56.0,4029588171,213,0.3,4029588167,141,82.9,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507297735,907,49,1,1,45,547zzwqbiugzphhnrhj3z5k5i,1,47.3,17.6,2023-02-12T18:19:25.942Z,2023-02-13T09:50:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207053,12,1,1,1,45,547zzwqbiugzphhnrhj3z5k5i,0,47.3,18,2023-02-12T18:19:25.989Z,2023-02-13T09:50:21Z,4029465149,140,78.1,4029465153,212,32.5,4029465151,141,23.0,4030431995,178,,4029465147,56,Center,4029465157,1,,4029465155,213,0.1,4029465145,155,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207091,18,12,1,1,49,2b57rbw94i9ohnbch52owvqtq,1,19.8,79.5,2023-02-12T18:19:29.746Z,2023-02-13T09:50:20Z,4029465353,212,15.6,4029465395,167,,4029465349,140,25.3,4029465351,141,100.0,4029465347,56,Back,4029465355,213,1.2,4030432029,178,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207085,13,5,1,1,51,547zzwqbiugzphhnrhj3z5k5i,1,73.4,-1.4,2023-02-12T18:19:32.514Z,2023-02-13T05:42:20Z,4029465321,347,,4029465661,233,19,4029465319,56,Right,,,,,,,,,,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207097,19,5,1,1,51,2b57rbw94i9ohnbch52owvqtq,0,26.6,101.4,2023-02-12T18:19:32.514Z,2023-02-13T05:42:19Z,4029465387,347,,4029465385,56,Back,4029465665,233,13,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207209,14,1,1,2,8,547zzwqbiugzphhnrhj3z5k5i,1,76.7,0,2023-02-12T18:19:49.042Z,2023-02-13T09:50:20Z,4029466037,140,92.1,4029466035,56,Right,4029466039,141,14.0,4029466041,212,19.3,4029466033,107,,4029466043,213,0.6,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207235,15,1,1,2,10,547zzwqbiugzphhnrhj3z5k5i,1,94.7,19.3,2023-02-12T18:19:51.070Z,2023-02-13T09:50:19Z,4029466181,212,15.2,4029466179,141,13.2,4029466183,213,3.4,4029466173,3,,4029466175,56,Right,4030432135,178,,4029466177,140,80.8,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207257,16,1,1,2,12,547zzwqbiugzphhnrhj3z5k5i,1,81.6,17.7,2023-02-12T18:19:53.224Z,2023-02-13T09:50:18Z,4029466305,213,2.6,4030432151,178,,4029466299,140,74.0,4029466301,141,25.5,4029466303,212,9.6,4029466297,56,Center,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207281,17,1,1,2,13,547zzwqbiugzphhnrhj3z5k5i,1,79.2,35.9,2023-02-12T18:19:53.874Z,2023-02-13T09:50:18Z,4029466437,213,4.4,4030432215,178,,4029466435,212,21.4,4029466429,56,Right,4029466433,141,5.6,4029466431,140,73.6,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207289,18,1,1,2,18,547zzwqbiugzphhnrhj3z5k5i,0,80.8,0.9,2023-02-12T18:19:59.461Z,2023-02-13T09:50:16Z,4029466505,233,20,4029466477,140,80.7,4029466509,286,,4029466481,212,4.4,4029466483,213,1.6,4029466479,141,7.4,4029466475,56,Right,4029466503,236,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,4030432229,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207293,20,74,1,2,19,2b57rbw94i9ohnbch52owvqtq,1,17.6,99.2,2023-02-12T18:19:59.555Z,2023-02-13T09:50:16Z,4030432243,178,,4029466511,233,18,4029466501,285,,4029466499,56,Back,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207297,21,49,1,2,19,2b57rbw94i9ohnbch52owvqtq,1,18.6,97.6,2023-02-12T18:20:00.092Z,2023-02-13T09:50:15Z,,,,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207309,22,1,1,2,22,2b57rbw94i9ohnbch52owvqtq,1,28.5,97.3,2023-02-12T18:20:02.740Z,2023-02-13T09:50:14Z,4029466595,140,36.4,4029466597,141,83.6,4030432309,178,,4029466593,56,Back,4029466601,213,5.4,4029466599,212,12.5,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207333,24,4,1,2,23,2b57rbw94i9ohnbch52owvqtq,1,35,85.6,2023-02-12T18:20:04.275Z,2023-02-13T09:50:13Z,4029466733,265,,4029466825,233,19,4029466725,56,Back,4029466721,13,,4029466737,286,,4029466729,152,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207345,19,4,1,2,23,547zzwqbiugzphhnrhj3z5k5i,0,65,14.4,2023-02-12T18:20:04.276Z,2023-02-13T09:50:13Z,4029466799,285,,4029466793,152,,4030432341,178,,4029466829,233,24,4029466791,56,Right,4029466789,13,,4029466797,265,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207315,23,43,1,2,24,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-12T18:20:04.835Z,2023-02-12T18:20:11Z,4029466627,213,0.7,4029466625,212,9.1,4029466623,141,91.7,4029466619,56,Back,4029466837,144,1,4029466621,140,43.3,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207461,25,1,1,2,32,2b57rbw94i9ohnbch52owvqtq,1,37.2,82.5,2023-02-12T18:20:13.412Z,2023-02-13T09:50:12Z,4029467497,213,4.8,4029467485,196,,4030432367,178,,4029467493,141,20.9,4029467489,56,Back,4029467491,140,41.4,4029467495,212,42.1,4029467487,152,,b81lneik0objvk15uf6m4cewa,P. Dwomoh,4030550499,1,4029467483,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207495,26,1,1,2,40,2b57rbw94i9ohnbch52owvqtq,1,41.6,14,2023-02-12T18:20:20.934Z,2023-02-13T09:50:12Z,4029467697,140,57.9,4029467695,56,Right,4029467699,141,11.0,4030432357,178,,4029467701,212,17.2,4029467703,213,6.2,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207503,27,1,1,2,41,2b57rbw94i9ohnbch52owvqtq,1,49.9,2.9,2023-02-12T18:20:22.431Z,2023-02-13T09:50:11Z,4029467757,213,0.2,4029467755,212,19.0,4029467753,141,8.3,4029467749,56,Right,4029467751,140,67.7,4030432401,178,,,,,,,,17x4fqsde2cdp2s9q5odmkr8p,K. Arase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207509,28,1,1,2,43,2b57rbw94i9ohnbch52owvqtq,1,60.2,1.2,2023-02-12T18:20:24.028Z,2023-02-13T09:50:10Z,4029467781,141,14.6,4029467783,212,9.7,4029467779,140,63.4,4029467785,213,1.2,4029467777,56,Right,4030432429,178,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207533,29,1,1,2,46,2b57rbw94i9ohnbch52owvqtq,1,67.7,14.2,2023-02-12T18:20:26.671Z,2023-02-13T09:50:08Z,4029467933,56,Right,4029467941,213,6.1,4029467939,212,16.8,4029467937,141,8.8,4030432447,178,,4029467935,140,83.3,,,,,,,17x4fqsde2cdp2s9q5odmkr8p,K. Arase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507298549,908,45,1,2,50,547zzwqbiugzphhnrhj3z5k5i,0,14.1,84.7,2023-02-12T18:20:30.605Z,2023-02-13T09:50:06Z,4030339497,233,931,4029972707,56,Back,4029972709,285,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507298537,931,3,1,2,50,2b57rbw94i9ohnbch52owvqtq,1,85.9,15.3,2023-02-12T18:20:30.605Z,2023-02-13T09:50:06Z,4029972633,286,,4030339487,233,908,4030432491,178,,4029972635,464,,4029972629,56,Right,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207551,30,1,1,2,51,2b57rbw94i9ohnbch52owvqtq,1,81,17.2,2023-02-12T18:20:31.946Z,2023-02-13T09:50:06Z,4029468025,141,12.0,4029468027,212,6.1,4029468021,56,Right,4030432539,178,,4029468023,140,76.3,4029468029,213,3.8,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207579,31,1,1,2,53,2b57rbw94i9ohnbch52owvqtq,1,74,8.5,2023-02-12T18:20:33.662Z,2023-02-13T09:50:05Z,4029468165,212,8.1,4029468167,213,6.1,4029468161,140,81.6,4029468159,56,Right,4030432575,178,,4029468163,141,6.2,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507207583,32,50,1,2,53,2b57rbw94i9ohnbch52owvqtq,1,79.5,3.6,2023-02-12T18:20:34.516Z,2023-02-13T09:50:04Z,4029468193,286,,4029468203,233,20,4029468191,56,Right,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
