id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2540157857,9,44,1,0,33,2xl3g56k2mbuwdbre46s29vt4,1,74.4,90.7,2023-04-28T16:00:58.214Z,2023-04-28T16:06:02Z,4232010703,233,61,4231996139,286,,4231996137,56,Left,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540160335,61,44,1,0,33,aekjg4wbxaixtwu4aicmiju92,0,25.6,9.3,2023-04-28T16:00:58.215Z,2023-04-28T16:53:46Z,4232009781,56,Back,4232009783,285,,4232010713,233,9,,,,,,,,,,,,,,,,9twzw7onygiy3indxm8rtjvu1,Qassem Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540157867,10,1,1,0,33,2xl3g56k2mbuwdbre46s29vt4,0,73.9,90.9,2023-04-28T16:00:58.978Z,2023-04-28T16:01:01Z,4231996195,3,,4231996203,141,75.6,4231996207,213,5.3,4231996205,212,12.3,4231996201,140,80.2,4231996197,168,,4231996199,56,Center,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540157879,11,49,1,0,36,aekjg4wbxaixtwu4aicmiju92,1,18.9,29.1,2023-04-28T16:01:01.185Z,2023-04-28T16:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540157925,12,1,1,0,36,aekjg4wbxaixtwu4aicmiju92,1,18.9,29.1,2023-04-28T16:01:01.281Z,2023-04-28T16:01:05Z,4231996581,212,19.8,4231996579,141,44.4,4231996583,213,2.6,4231996575,56,Back,4231996577,140,2.9,,,,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540157945,13,1,1,0,40,aekjg4wbxaixtwu4aicmiju92,0,2.9,44.4,2023-04-28T16:01:05.746Z,2023-05-02T08:28:04Z,4244305815,157,,4231996693,141,78.0,4231996701,213,0.4,4231996689,140,58.9,4231996703,1,,4231996683,56,Center,4231996699,212,63.1,,,,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540157937,11,49,1,0,42,2xl3g56k2mbuwdbre46s29vt4,1,39.7,23.2,2023-04-28T16:01:07.041Z,2023-04-28T16:01:07Z,,,,,,,,,,,,,,,,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540157977,12,1,1,0,43,2xl3g56k2mbuwdbre46s29vt4,1,39.8,26.5,2023-04-28T16:01:08.913Z,2023-04-28T16:01:12Z,4231996877,213,1.7,4231996873,141,52.4,4231996869,56,Back,4231996875,212,17.9,4231996871,140,36.8,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158039,13,1,1,0,47,2xl3g56k2mbuwdbre46s29vt4,1,37.7,55.5,2023-04-28T16:01:12.546Z,2023-04-28T16:01:20Z,4231997209,140,71.4,4231997227,1,,4231997221,213,0.6,4231997217,212,42.9,4231997213,141,91.2,4231997205,56,Left,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542472655,867,3,1,0,54,2xl3g56k2mbuwdbre46s29vt4,0,79.5,83.9,2023-04-28T16:01:19.519Z,2023-05-02T08:28:32Z,4244306299,465,,4244306301,467,4oiynjwt22nwpmy0oyx5q6jh0,4244306297,286,,4244306295,56,Left,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158073,14,1,1,0,55,2xl3g56k2mbuwdbre46s29vt4,1,90.9,85.8,2023-04-28T16:01:20.513Z,2023-05-02T08:28:38Z,4231997379,2,,4231997387,141,50.9,4244306427,224,,4231997383,56,Center,4231997381,155,,4231997385,140,95.6,4244306429,72,,4231997389,212,24.2,5fpfdgzit3468e1a04ooetsr9,Anselmo,4231997391,213,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158079,15,61,1,0,57,2xl3g56k2mbuwdbre46s29vt4,0,95.6,50.9,2023-04-28T16:01:22.545Z,2023-04-28T16:01:22Z,4231997403,56,Center,,,,,,,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158101,14,49,1,0,59,aekjg4wbxaixtwu4aicmiju92,1,6.1,58.4,2023-04-28T16:01:24.018Z,2023-04-28T16:01:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158181,15,1,1,1,1,aekjg4wbxaixtwu4aicmiju92,1,2.7,74.2,2023-04-28T16:01:26.714Z,2023-04-28T16:01:34Z,4231997953,140,26.3,4231997957,212,29.4,4231997959,213,0.6,4231997955,141,97.6,4231997951,56,Back,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158187,16,50,1,1,9,aekjg4wbxaixtwu4aicmiju92,1,24.6,95.2,2023-04-28T16:01:34.076Z,2023-04-28T16:01:39Z,4231998125,233,16,4231997991,285,,4231997989,56,Back,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158209,16,7,1,1,9,2xl3g56k2mbuwdbre46s29vt4,1,75.4,4.8,2023-04-28T16:01:34.077Z,2023-05-02T08:28:57Z,4231998079,56,Right,4231998081,286,,4244306717,384,,4231998107,233,16,,,,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158215,17,49,1,1,13,2xl3g56k2mbuwdbre46s29vt4,1,84.9,6.8,2023-04-28T16:01:38.146Z,2023-04-28T16:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158223,18,50,1,1,13,2xl3g56k2mbuwdbre46s29vt4,1,85.4,5.5,2023-04-28T16:01:38.625Z,2023-04-28T16:01:52Z,4231998743,233,18,4231998149,56,Right,4231998347,286,,,,,,,,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158319,18,7,1,1,13,aekjg4wbxaixtwu4aicmiju92,1,14.6,94.5,2023-04-28T16:01:38.626Z,2023-05-02T08:29:09Z,4231998691,285,,4244306909,385,,4231998689,56,Back,4231998725,233,18,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158301,17,5,1,1,14,aekjg4wbxaixtwu4aicmiju92,0,16,101.1,2023-04-28T16:01:39.986Z,2023-04-28T16:05:29Z,4231998907,233,19,4231998573,56,Back,4231998575,347,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158235,19,5,1,1,14,2xl3g56k2mbuwdbre46s29vt4,1,84,-1.1,2023-04-28T16:01:39.986Z,2023-04-28T16:01:54Z,4231998885,233,17,4231998197,56,Right,4231998199,347,,,,,,,,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158341,20,1,1,1,25,2xl3g56k2mbuwdbre46s29vt4,1,78.1,0,2023-04-28T16:01:50.305Z,2023-04-28T16:01:54Z,4231998831,212,11.4,4231998829,141,9.5,4231998827,140,70.2,4231998823,107,,4231998825,56,Right,4231998833,213,2.4,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158361,21,1,1,1,29,2xl3g56k2mbuwdbre46s29vt4,1,70.2,9.5,2023-04-28T16:01:54.017Z,2023-04-28T16:01:55Z,4231998965,141,6.1,4231998961,56,Right,4231998963,140,73.4,4231998967,212,4.1,4231998969,213,5.7,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158369,22,3,1,1,30,2xl3g56k2mbuwdbre46s29vt4,0,74.5,4.2,2023-04-28T16:01:55.761Z,2023-05-02T08:29:49Z,4231998993,286,,4231999209,233,19,4244307521,465,,4231998991,56,Right,,,,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158399,19,7,1,1,30,aekjg4wbxaixtwu4aicmiju92,1,25.5,95.8,2023-04-28T16:01:55.762Z,2023-05-02T08:29:46Z,4244307483,385,,4231999145,285,,4231999141,167,,4231999179,233,22,4231999143,56,Back,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158405,20,5,1,1,32,aekjg4wbxaixtwu4aicmiju92,0,25.9,101.4,2023-04-28T16:01:57.441Z,2023-04-28T16:05:29Z,4231999171,56,Back,4231999397,233,23,4231999173,347,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158443,23,5,1,1,32,2xl3g56k2mbuwdbre46s29vt4,1,74.1,-1.4,2023-04-28T16:01:57.441Z,2023-04-28T16:02:03Z,4231999353,347,,4231999349,56,Right,4231999391,233,20,,,,,,,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158625,24,1,1,1,52,2xl3g56k2mbuwdbre46s29vt4,1,77.9,0,2023-04-28T16:02:17.425Z,2023-04-28T16:02:19Z,4232000341,140,72.9,4232000337,107,,4232000345,212,13.3,4232000343,141,16.6,4232000347,213,2.0,4232000339,56,Right,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158631,25,1,1,1,54,2xl3g56k2mbuwdbre46s29vt4,0,72.9,17.2,2023-04-28T16:02:19.473Z,2023-04-28T16:02:22Z,4232000365,56,Center,4232000373,213,0.9,4232000371,212,6.9,4232000367,140,76.9,4232000369,141,25.3,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158641,21,49,1,1,56,aekjg4wbxaixtwu4aicmiju92,1,26.9,72.2,2023-04-28T16:02:21.118Z,2023-04-28T16:02:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158675,22,1,1,1,56,aekjg4wbxaixtwu4aicmiju92,1,26.9,72.2,2023-04-28T16:02:21.336Z,2023-04-28T16:02:27Z,4232000649,141,42.0,4232000653,212,21.6,4232000657,213,5.0,4232000645,140,33.4,4232000641,56,Back,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158679,23,50,1,2,2,aekjg4wbxaixtwu4aicmiju92,1,30.8,59.7,2023-04-28T16:02:27.029Z,2023-04-28T16:02:30Z,4232000669,285,,4232000795,233,26,4232000667,56,Back,,,,,,,,,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158697,26,7,1,2,2,2xl3g56k2mbuwdbre46s29vt4,1,69.2,40.3,2023-04-28T16:02:27.030Z,2023-05-02T08:30:18Z,4232000779,233,23,4232000761,56,Center,4244307999,384,,4232000763,286,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158699,27,49,1,2,4,2xl3g56k2mbuwdbre46s29vt4,1,69.6,30.4,2023-04-28T16:02:29.153Z,2023-04-28T16:02:29Z,,,,,,,,,,,,,,,,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158729,28,1,1,2,4,2xl3g56k2mbuwdbre46s29vt4,1,69.6,30.4,2023-04-28T16:02:29.345Z,2023-04-28T16:02:33Z,4232000921,140,76.2,4232000925,212,16.6,4232000919,56,Right,4232000923,141,8.2,4232000927,213,5.1,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158733,29,3,1,2,7,2xl3g56k2mbuwdbre46s29vt4,0,83.2,12.4,2023-04-28T16:02:32.881Z,2023-05-02T08:30:27Z,4232000935,56,Right,4244308143,465,,4232001185,233,24,4232000937,286,,,,,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158771,24,7,1,2,7,aekjg4wbxaixtwu4aicmiju92,1,16.8,87.6,2023-04-28T16:02:32.882Z,2023-05-02T08:30:30Z,4232001159,56,Back,4244308189,384,,4232001177,233,29,4232001161,285,,,,,,,,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540158773,25,49,1,2,11,aekjg4wbxaixtwu4aicmiju92,1,21,86.9,2023-04-28T16:02:36.494Z,2023-04-28T16:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
