id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2521426251,5,12,1,0,41,2kzl64gp8x37bon8tyxojqrr1,1,9.5,49.3,2023-03-18T13:02:06.953Z,2023-03-31T10:35:09Z,4149770945,388,,4104687531,212,29.2,4104687529,141,69.9,4104687527,140,33.9,4104687533,213,0.5,4104687549,15,,4104687525,56,Back,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426287,12,1,1,0,44,aekjg4wbxaixtwu4aicmiju92,0,65.6,31.9,2023-03-18T13:02:10.700Z,2023-03-31T10:35:13Z,4104687693,141,56.9,4104687695,212,34.7,4104687689,56,Center,4104687691,140,94.4,4104687697,213,0.5,4104687699,1,,4114597569,157,,4149771025,178,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426319,6,52,1,0,47,2kzl64gp8x37bon8tyxojqrr1,1,6,42.5,2023-03-18T13:02:13.122Z,2023-03-31T10:35:19Z,4114597693,378,,4149771129,388,,,,,,,,,,,,,,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426519,7,1,1,0,53,2kzl64gp8x37bon8tyxojqrr1,1,12.6,32.4,2023-03-18T13:02:19.402Z,2023-03-31T10:35:23Z,4104688907,199,,4104688909,56,Left,4104688913,141,94.8,4104688915,212,61.0,4114597757,189,,4104688917,213,0.8,4104688919,1,,4104688911,140,54.4,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426551,8,1,1,1,2,2kzl64gp8x37bon8tyxojqrr1,1,57.4,83.6,2023-03-18T13:02:27.906Z,2023-03-31T10:35:28Z,4104689065,212,7.6,4149771271,178,,4104689063,141,75.4,4104689059,56,Center,4104689061,140,52.5,4104689067,213,4.0,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426571,9,1,1,1,3,2kzl64gp8x37bon8tyxojqrr1,1,52.9,77.5,2023-03-18T13:02:29.184Z,2023-03-31T10:35:32Z,4104689151,56,Left,4104689157,212,9.6,4104689159,213,0.7,4104689153,140,59.6,4104689155,141,87.1,4149771401,178,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426697,10,1,1,1,5,2kzl64gp8x37bon8tyxojqrr1,1,59.6,87.1,2023-03-18T13:02:30.822Z,2023-03-31T10:35:36Z,4104689907,213,0.7,4104689901,140,67.5,4104689899,56,Left,4149771461,178,,4104689905,212,10.9,4104689903,141,97.4,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426747,11,1,1,1,10,2kzl64gp8x37bon8tyxojqrr1,1,71.2,97.1,2023-03-18T13:02:36.740Z,2023-03-31T10:35:40Z,4104690201,140,59.8,4104690207,213,3.7,4104690199,56,Left,4104690203,141,86.0,4104690205,212,14.2,4149771519,178,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426787,12,1,1,1,14,2kzl64gp8x37bon8tyxojqrr1,1,58.3,79.4,2023-03-18T13:02:40.337Z,2023-03-31T10:35:43Z,4104690399,212,26.1,4104690397,141,45.2,4104690401,213,4.2,4104690395,140,47.0,4149771593,178,,4104690393,56,Back,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426841,13,1,1,1,17,2kzl64gp8x37bon8tyxojqrr1,1,47,45.2,2023-03-18T13:02:43.075Z,2023-03-31T10:35:46Z,4104690653,212,12.2,4104690655,213,5.5,4104690647,56,Center,4104690649,140,55.3,4104690651,141,32.7,4149771625,178,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426873,14,1,1,1,20,2kzl64gp8x37bon8tyxojqrr1,1,55.3,32.7,2023-03-18T13:02:45.947Z,2023-03-31T10:35:48Z,4104690809,56,Center,4104690815,212,15.9,4149771637,178,,4104690813,141,50.0,4104690817,213,0.8,4104690811,140,65.5,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426947,15,1,1,1,22,2kzl64gp8x37bon8tyxojqrr1,1,65.5,50,2023-03-18T13:02:48.112Z,2023-03-31T10:35:52Z,4104691291,1,,4104691285,141,12.5,4104691283,140,91.3,4149771711,178,,4104691281,56,Right,4104691289,213,5.5,4104691287,212,37.2,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427005,16,1,1,1,26,2kzl64gp8x37bon8tyxojqrr1,0,93.4,13.2,2023-03-18T13:02:52.330Z,2023-03-31T10:35:55Z,4104691653,1,,4114598025,225,,4104691647,141,100.0,4114598027,387,,4104691645,140,90.2,4104691643,56,Left,4104691641,155,,4104691649,212,60.1,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,4149771785,178,4104691651,213,4114598029,20,4104691639,2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427411,13,5,1,1,31,aekjg4wbxaixtwu4aicmiju92,1,6.3,-1.4,2023-03-18T13:02:56.831Z,2023-03-31T10:35:58Z,4104693921,233,17,4104693885,56,Back,4104693887,347,,,,,,,,,,,,,,,,,73sjrd456fd075zz1gmoutpuc,Salem Al Najdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427017,17,5,1,1,31,2kzl64gp8x37bon8tyxojqrr1,0,93.7,101.4,2023-03-18T13:02:56.831Z,2023-03-31T10:35:59Z,4104693939,233,13,4104691717,347,,4104691715,56,Left,,,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427467,14,1,1,1,49,aekjg4wbxaixtwu4aicmiju92,1,2.8,0,2023-03-18T13:03:15.334Z,2023-03-31T10:36:11Z,4104694135,56,Back,4104694133,107,,4104695575,189,,4104694141,212,10.3,4104694137,140,12.0,4104694143,213,0.4,4104694139,141,3.5,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427477,15,61,1,1,50,aekjg4wbxaixtwu4aicmiju92,1,12,3.5,2023-03-18T13:03:16.002Z,2023-03-31T10:36:15Z,4104694191,56,Back,4149772115,178,,4104695417,189,,,,,,,,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427497,16,5,1,1,53,aekjg4wbxaixtwu4aicmiju92,0,14.9,-1,2023-03-18T13:03:18.892Z,2023-03-31T10:36:19Z,4114598149,189,,4104695119,233,18,4104695071,347,,4104694269,56,Back,,,,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427577,18,5,1,1,53,2kzl64gp8x37bon8tyxojqrr1,1,85.1,101,2023-03-18T13:03:18.892Z,2023-03-31T10:36:18Z,4114598147,189,,4104694685,347,,4104694745,233,16,4104694683,56,Left,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427849,19,1,1,2,12,2kzl64gp8x37bon8tyxojqrr1,0,83.7,100,2023-03-18T13:03:38.655Z,2023-03-31T10:36:45Z,4104696147,212,30.1,4104696149,213,5.1,4104696141,56,Center,4104696151,1,,4104696145,141,61.1,4104696143,140,95.3,4104696139,107,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523292207,942,44,1,2,14,aekjg4wbxaixtwu4aicmiju92,1,8.8,35.5,2023-03-18T13:03:40.611Z,2023-04-01T06:07:38Z,4114651143,233,649,4114598637,56,Back,4114598639,285,,,,,,,,,,,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523292167,649,44,1,2,14,2kzl64gp8x37bon8tyxojqrr1,0,91.2,64.5,2023-03-18T13:03:40.612Z,2023-03-31T10:36:48Z,4114598391,286,,4114651147,233,942,4114598389,56,Center,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427857,17,12,1,2,14,aekjg4wbxaixtwu4aicmiju92,1,4.4,39.2,2023-03-18T13:03:40.643Z,2023-04-01T06:07:38Z,4104696193,213,5.7,4104696189,141,23.1,4104696187,140,19.1,4104696185,56,Back,4104696191,212,18.9,4149772839,388,,4104696229,15,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427965,19,4,1,2,17,aekjg4wbxaixtwu4aicmiju92,1,21.8,23.9,2023-03-18T13:03:43.618Z,2023-03-31T10:36:57Z,4104696735,13,,4104696741,265,,4104696895,233,20,4104696739,152,,4104696743,285,,4104696737,56,Back,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427971,20,4,1,2,17,2kzl64gp8x37bon8tyxojqrr1,0,78.2,76.1,2023-03-18T13:03:43.619Z,2023-03-31T10:36:57Z,4104696769,152,,4104696773,265,,4104696777,286,,4104696763,13,,4104696927,233,19,4149772931,178,,4104696765,56,Center,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427893,18,43,1,2,19,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-03-18T13:03:44.938Z,2023-03-18T13:03:49Z,4104696419,56,Back,4104697001,144,50,4104696421,285,0,,,,,,,,,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428295,20,1,1,2,33,aekjg4wbxaixtwu4aicmiju92,1,25.5,25.6,2023-03-18T13:03:59.367Z,2023-03-31T10:36:59Z,4104698409,141,3.5,4114598641,189,,4104698407,140,29.4,4104698401,5,,4104698413,213,5.0,4149773023,178,,4104698411,212,15.6,4104698403,152,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,4104698405,56,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428323,21,1,1,2,35,aekjg4wbxaixtwu4aicmiju92,1,29.4,3.5,2023-03-18T13:04:00.786Z,2023-03-31T10:37:03Z,4104698569,140,22.9,4149773161,178,,4104698573,141,6.5,4104698575,212,7.1,4104698577,213,2.9,4104698565,56,Back,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428357,22,1,1,2,37,aekjg4wbxaixtwu4aicmiju92,1,22.6,8.3,2023-03-18T13:04:03.350Z,2023-03-31T10:37:06Z,4104698759,56,Back,4104698757,196,,4104698763,141,71.7,4104698765,212,43.2,4104698767,213,1.6,4149773195,178,,4104698769,1,,4104698761,140,20.6,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428415,23,1,1,2,41,aekjg4wbxaixtwu4aicmiju92,1,20,73.3,2023-03-18T13:04:07.053Z,2023-03-31T10:37:09Z,4104699029,140,26.0,4104699031,141,94.1,4149773207,178,,4104699035,213,1.2,4104699033,212,15.5,4104699025,56,Back,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428489,24,1,1,2,43,aekjg4wbxaixtwu4aicmiju92,1,25,93.5,2023-03-18T13:04:09.619Z,2023-03-31T10:37:14Z,4104699447,213,4.2,4104699441,140,19.5,4104699443,141,77.2,4104699439,56,Back,4149773323,178,,4104699445,212,12.5,,,,,,,73sjrd456fd075zz1gmoutpuc,Salem Al Najdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428527,25,1,1,2,46,aekjg4wbxaixtwu4aicmiju92,1,19.5,77.2,2023-03-18T13:04:12.151Z,2023-03-31T10:37:17Z,4104699631,213,5.5,4104699629,212,18.9,4104699627,141,57.3,4149773377,178,,4104699625,140,32.1,4104699623,56,Back,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428569,26,1,1,2,48,aekjg4wbxaixtwu4aicmiju92,1,32.1,57.3,2023-03-18T13:04:13.987Z,2023-03-31T10:37:22Z,4149773421,178,,4104699833,141,64.0,4104699839,213,0.6,4104699837,212,8.3,4104699827,56,Back,4104699829,140,38.7,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428661,27,1,1,2,48,aekjg4wbxaixtwu4aicmiju92,1,38.7,64,2023-03-18T13:04:14.670Z,2023-03-31T10:37:26Z,4104700293,212,33.0,4149773455,178,,4104700295,213,4.9,4104700289,140,45.3,4104700287,56,Back,4104700291,141,16.5,4104700297,1,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521428717,28,1,1,2,53,aekjg4wbxaixtwu4aicmiju92,1,59.8,9.4,2023-03-18T13:04:19.617Z,2023-03-31T10:37:29Z,4104700579,56,Right,4104700585,141,4.1,4104700581,140,80.2,4149773527,178,,4104700587,212,21.7,4104700589,213,6.1,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
