id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2486677639,8,1,1,0,16,8w89tsles26jm12aoelwvlttt,1,36.4,16.7,2022-11-19T15:09:20.186Z,2022-11-22T05:14:11Z,3921329329,213,2.7,3921329323,140,20.8,3921329327,212,18.4,3921329321,56,Back,3923782765,178,,3921329325,141,28.9,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486677685,9,1,1,0,20,8w89tsles26jm12aoelwvlttt,1,13.3,25.6,2022-11-19T15:09:24.165Z,2022-11-22T05:14:23Z,3921329523,56,Back,3921329533,212,19.5,3921329529,141,52.1,3923782825,178,,3921329527,140,6.3,3921329537,213,2.0,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486677771,10,1,1,0,22,8w89tsles26jm12aoelwvlttt,1,6.8,50.9,2022-11-19T15:09:26.875Z,2022-11-22T05:15:37Z,3921329955,213,0.8,3921329951,141,84.1,3921329957,1,,3921329949,140,28.4,3921329953,212,32.0,3921329947,56,Back,3923783047,178,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486677791,11,1,1,0,26,8w89tsles26jm12aoelwvlttt,0,29,88.4,2022-11-19T15:09:30.326Z,2022-11-22T05:15:44Z,3921330041,141,89.9,3921330045,213,0.1,3923783087,178,,3921330039,140,46.1,3921330037,56,Back,3921330043,212,18.0,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486677823,4,1,1,0,27,9db4t34qy4owglhvvgwf5l22i,0,58.4,10.7,2022-11-19T15:09:31.814Z,2022-11-22T05:15:49Z,3921330213,213,0.5,3921330203,141,15.9,3921330209,212,7.4,3921330195,56,Right,3921330199,140,64.6,3923783117,178,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486677905,12,1,1,0,29,8w89tsles26jm12aoelwvlttt,1,34.6,83.3,2022-11-19T15:09:33.843Z,2022-11-22T05:15:56Z,3921330651,141,95.6,3921330655,213,0.7,3921330649,140,43.4,3923783139,178,,3921330653,212,12.5,3921330647,56,Back,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486677925,13,1,1,0,32,8w89tsles26jm12aoelwvlttt,1,43.4,95.6,2022-11-19T15:09:36.185Z,2022-11-22T05:16:08Z,3921330797,212,8.0,3921330791,56,Back,3921330795,141,87.2,3923783191,178,,3921330799,213,3.9,3921330793,140,38.1,,,,,,,8bx76kurepj0yqe9iixa0zyp6,H. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678037,14,1,1,0,33,8w89tsles26jm12aoelwvlttt,1,38.1,87.2,2022-11-19T15:09:37.960Z,2022-11-22T05:16:14Z,3921331387,140,29.1,3921331391,212,23.3,3921331385,56,Back,3921331389,141,55.8,3923783231,178,,3921331393,213,4.3,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678103,15,1,1,0,38,8w89tsles26jm12aoelwvlttt,1,31,44,2022-11-19T15:09:42.563Z,2022-11-22T05:16:24Z,3921331755,1,,3921331751,212,35.2,3921331749,141,5.0,3921331753,213,5.4,3921331745,56,Right,3921331747,140,53.0,3923783303,178,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678171,16,1,1,0,41,8w89tsles26jm12aoelwvlttt,0,51.4,5.3,2022-11-19T15:09:45.388Z,2022-11-22T05:16:35Z,3923783383,178,,3921332053,212,54.0,3921332047,56,Center,3921332051,141,24.0,3923468271,155,,3921332055,213,0.2,3921332049,140,100.0,3921332057,1,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678233,5,56,1,0,45,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-11-19T15:09:49.571Z,2022-11-22T05:16:42Z,3921332345,56,Back,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678249,6,5,1,0,46,9db4t34qy4owglhvvgwf5l22i,1,-1,79.2,2022-11-19T15:09:50.451Z,2022-11-22T05:16:45Z,3921332457,233,17,3921332401,56,Back,3921332403,346,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678181,17,5,1,0,46,8w89tsles26jm12aoelwvlttt,0,101,20.8,2022-11-19T15:09:50.451Z,2022-11-22T05:16:45Z,3921332479,233,6,3921332093,346,,3921332091,56,Right,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678781,7,1,1,1,13,9db4t34qy4owglhvvgwf5l22i,0,3.9,46.1,2022-11-19T15:10:17.944Z,2022-11-22T05:16:50Z,3921335379,213,6.0,3921335369,124,,3921335381,1,,3921335373,140,65.9,3921335377,212,68.8,3921335371,56,Right,3921335375,141,13.4,3921335383,74,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678997,20,44,1,1,17,8w89tsles26jm12aoelwvlttt,1,36.6,91.8,2022-11-19T15:10:21.773Z,2022-11-22T08:45:18Z,3921336479,233,8,3921336455,56,Back,3921336457,285,,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678885,8,44,1,1,17,9db4t34qy4owglhvvgwf5l22i,0,63.4,8.2,2022-11-19T15:10:21.774Z,2022-11-22T05:16:57Z,3921335897,56,Right,3921336537,233,20,3921335903,286,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678825,18,1,1,1,17,8w89tsles26jm12aoelwvlttt,0,37.5,77.5,2022-11-19T15:10:21.843Z,2022-11-22T08:45:18Z,3921335613,212,27.6,3921335609,140,58.5,3923783715,388,,3921335615,213,0.6,3921335605,3,,3921335611,141,100.0,3921335607,56,Left,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679001,9,5,1,1,19,9db4t34qy4owglhvvgwf5l22i,1,42.5,-2,2022-11-19T15:10:23.639Z,2022-11-22T05:17:18Z,3921336519,233,19,3921336461,347,,3921336459,56,Back,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486678831,19,5,1,1,19,8w89tsles26jm12aoelwvlttt,0,57.5,102,2022-11-19T15:10:23.639Z,2022-11-22T05:17:18Z,3921335637,347,,3921336567,233,9,3921335635,56,Left,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679021,10,1,1,1,26,9db4t34qy4owglhvvgwf5l22i,1,43.5,0,2022-11-19T15:10:30.442Z,2022-11-22T05:17:45Z,3921336607,107,,3921336617,213,2.5,3921336611,140,32.0,3921336615,212,14.6,3921336609,56,Back,3921336613,141,10.0,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679041,11,1,1,1,28,9db4t34qy4owglhvvgwf5l22i,1,32,10,2022-11-19T15:10:33.003Z,2022-11-22T05:17:53Z,3921336713,213,5.7,3921336709,141,4.9,3921336711,212,5.9,3921336705,56,Back,3923784065,178,,3921336707,140,36.5,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679093,12,1,1,1,30,9db4t34qy4owglhvvgwf5l22i,1,36.5,4.9,2022-11-19T15:10:34.254Z,2022-11-22T05:18:00Z,3923784141,178,,3921336981,212,9.2,3921336979,141,12.8,3921336983,213,2.5,3921336975,56,Back,3921336977,140,29.4,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679115,13,1,1,1,33,9db4t34qy4owglhvvgwf5l22i,1,29.3,14.1,2022-11-19T15:10:37.169Z,2022-11-22T05:18:55Z,3921337099,140,28.1,3921337103,212,20.1,3921337101,141,43.6,3921337105,213,1.6,3921337097,56,Back,3923784249,178,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679195,14,1,1,1,33,9db4t34qy4owglhvvgwf5l22i,1,28.1,43.6,2022-11-19T15:10:38.076Z,2022-11-22T05:19:03Z,3921337553,140,32.9,3921337559,213,5.3,3921337551,56,Back,3921337555,141,31.6,3923784759,178,,3921337557,212,9.6,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679323,15,1,1,1,37,9db4t34qy4owglhvvgwf5l22i,0,36.8,28,2022-11-19T15:10:42.028Z,2022-11-22T05:19:16Z,3921338253,155,,3923784825,178,,3921338259,140,74.4,3921338263,212,53.1,3921338267,1,,3921338261,141,80.3,3921338265,213,0.7,3921338257,56,Left,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679299,21,49,1,1,41,8w89tsles26jm12aoelwvlttt,1,30.5,10,2022-11-19T15:10:45.420Z,2022-11-22T05:19:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679385,22,1,1,1,42,8w89tsles26jm12aoelwvlttt,1,30.5,10.4,2022-11-19T15:10:46.979Z,2022-11-22T05:19:28Z,3921338619,213,2.8,3921338613,140,6.1,3923785017,178,,3921338617,212,27.4,3921338611,56,Back,3921338615,141,24.6,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679417,23,1,1,1,46,8w89tsles26jm12aoelwvlttt,1,6.1,24.6,2022-11-19T15:10:50.677Z,2022-11-22T05:19:35Z,3921338805,212,14.5,3921338801,140,12.2,3921338807,213,5.2,3923785077,178,,3921338803,141,5.5,3921338799,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679457,24,1,1,1,48,8w89tsles26jm12aoelwvlttt,0,12.2,5.5,2022-11-19T15:10:52.943Z,2022-11-22T05:20:00Z,3921339007,140,13.5,3921339159,236,,3921339005,56,Back,3921339011,212,2.8,3923785339,178,,3921339161,233,16,3921339165,286,,3921339009,141,9.1,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,3921339013,213,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679473,16,74,1,1,48,9db4t34qy4owglhvvgwf5l22i,1,76.2,96.2,2022-11-19T15:10:52.987Z,2022-11-22T05:20:06Z,3923785423,178,,3921339097,285,,3921339177,233,24,3921339095,56,Left,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679495,17,5,1,1,49,9db4t34qy4owglhvvgwf5l22i,0,77,101.7,2022-11-19T15:10:53.520Z,2022-11-22T05:20:13Z,3921339189,56,Left,3921340881,233,25,3921339191,347,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679811,25,5,1,1,49,8w89tsles26jm12aoelwvlttt,1,23,-1.7,2022-11-19T15:10:53.520Z,2022-11-22T05:20:13Z,3921340861,56,Back,3921340877,233,17,3921340863,347,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679895,26,1,1,2,8,8w89tsles26jm12aoelwvlttt,1,23.2,0,2022-11-19T15:11:12.741Z,2022-11-22T05:20:18Z,3921341337,212,13.9,3921341327,56,Back,3921341335,141,7.9,3921341331,140,11.5,3921341341,213,2.7,3921341323,107,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679955,27,1,1,2,12,8w89tsles26jm12aoelwvlttt,0,12.5,7.4,2022-11-19T15:11:16.278Z,2022-11-22T05:20:23Z,3921341683,140,65.1,3921341689,213,0.3,3921341681,56,Center,3921341691,1,,3921341685,141,31.0,3921341687,212,57.5,3921341679,155,,3923785607,178,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486679985,18,61,1,2,14,9db4t34qy4owglhvvgwf5l22i,1,35.4,63.9,2022-11-19T15:11:18.936Z,2022-11-22T05:20:42Z,3921341831,56,Back,3923785795,178,,,,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680037,19,61,1,2,15,9db4t34qy4owglhvvgwf5l22i,1,35.2,60.5,2022-11-19T15:11:19.111Z,2022-11-22T05:20:58Z,3923785975,178,,3921342067,56,Back,,,,,,,,,,,,,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680059,20,49,1,2,16,9db4t34qy4owglhvvgwf5l22i,1,34,57.2,2022-11-19T15:11:20.517Z,2022-11-22T05:21:06Z,,,,,,,,,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680075,21,1,1,2,17,9db4t34qy4owglhvvgwf5l22i,1,34,57.2,2022-11-19T15:11:21.537Z,2022-11-22T07:05:08Z,3921342209,140,39.5,3921342213,212,7.8,3923786125,178,,3921342207,56,Back,3921342211,141,64.9,3921342215,213,0.7,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680095,22,1,1,2,18,9db4t34qy4owglhvvgwf5l22i,1,39.5,64.9,2022-11-19T15:11:22.471Z,2022-11-22T05:21:19Z,3923786227,178,,3921342319,213,3.9,3921342313,140,33.9,3921342317,212,7.9,3921342311,56,Back,3921342315,141,57.2,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680141,23,1,1,2,18,9db4t34qy4owglhvvgwf5l22i,1,33.9,57.2,2022-11-19T15:11:23.050Z,2022-11-22T05:21:26Z,3921342537,56,Back,3921342543,212,13.9,3921342541,141,47.2,3921342545,213,5.8,3921342539,140,45.4,3923786299,178,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680175,24,1,1,2,22,9db4t34qy4owglhvvgwf5l22i,1,45.4,47.2,2022-11-19T15:11:26.564Z,2022-11-22T05:21:45Z,3923786511,178,,3921342733,140,42.3,3921342741,212,16.3,3921342745,213,4.5,3921342737,141,23.7,3921342731,56,Back,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680211,25,1,1,2,25,9db4t34qy4owglhvvgwf5l22i,1,43.1,21.6,2022-11-19T15:11:29.578Z,2022-11-22T05:21:51Z,3921342949,140,54.9,3921342951,141,3.4,3921342955,213,5.5,3923786591,178,,3921342947,56,Right,3921342953,212,17.5,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680271,26,1,1,2,27,9db4t34qy4owglhvvgwf5l22i,1,54.9,3.4,2022-11-19T15:11:31.241Z,2022-11-22T05:21:57Z,3923786663,178,,3921343313,212,12.5,3921343309,140,43.4,3921343315,213,2.9,3921343311,141,8.3,3921343307,56,Back,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680317,27,1,1,2,29,9db4t34qy4owglhvvgwf5l22i,0,44.2,5.9,2022-11-19T15:11:34.053Z,2022-11-22T05:22:05Z,3921343563,213,0.2,3921343559,141,16.8,3921343553,155,,3923786787,178,,3921343557,140,74.3,3921343555,56,Right,3921343565,1,,3921343561,212,32.5,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680345,28,1,1,2,31,8w89tsles26jm12aoelwvlttt,0,27.1,87.7,2022-11-19T15:11:35.968Z,2022-11-22T05:22:15Z,3923786907,388,,3921343707,140,43.1,3921343711,212,16.8,3921343705,56,Back,3921343709,141,86.5,3921343713,213,6.2,3921343703,3,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486680373,28,1,1,2,34,9db4t34qy4owglhvvgwf5l22i,1,56.9,25.9,2022-11-19T15:11:38.101Z,2022-11-22T05:22:23Z,3921343841,3,,3921343845,140,61.5,3921343847,141,13.8,3923787011,388,,3921343851,213,5.2,3921343843,56,Right,3921343849,212,9.5,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
