id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/18/value
2504436061,7,1,1,0,25,3c3jcs7vc1t6vz5lev162jyv7,1,29.4,97,2023-02-05T14:01:00.742Z,2023-02-06T07:47:54Z,4014944679,213,3.2,4014944675,141,96.5,4014944671,56,Back,4014944677,212,7.4,4016889151,178,,4014944673,140,22.4,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436139,8,1,1,0,26,3c3jcs7vc1t6vz5lev162jyv7,0,19,93,2023-02-05T14:01:01.755Z,2023-02-06T07:47:53Z,4014945007,141,84.1,4014945013,1,,4014944999,157,,4014945011,213,6.0,4014945003,56,Back,4014945009,212,25.1,4014945005,140,42.2,4016889175,178,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504599139,793,61,1,0,27,9bxav814mkuhueiyivyive82d,1,60.3,14,2023-02-05T14:01:03.188Z,2023-02-06T07:47:53Z,4016889191,178,,4015794713,56,Right,,,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436185,10,49,1,0,29,9bxav814mkuhueiyivyive82d,1,49.8,28.4,2023-02-05T14:01:04.820Z,2023-02-06T07:47:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436195,11,1,1,0,29,9bxav814mkuhueiyivyive82d,0,49.8,28.4,2023-02-05T14:01:04.822Z,2023-02-06T07:47:52Z,4014945309,141,10.6,4014945305,56,Right,4014945315,1,,4014945303,157,,4014945311,212,18.4,4014945307,140,63.0,4016933961,388,,4014945313,213,5.6,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436211,9,44,1,0,32,3c3jcs7vc1t6vz5lev162jyv7,1,31.9,85.8,2023-02-05T14:01:08.105Z,2023-02-06T07:47:51Z,4014980915,233,52,4014945393,285,,4014945391,56,Back,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504441811,52,44,1,0,32,9bxav814mkuhueiyivyive82d,0,68.1,14.2,2023-02-05T14:01:08.106Z,2023-02-06T07:47:51Z,4014981017,233,9,4014980871,286,,4014980869,56,Right,,,,,,,,,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436219,10,1,1,0,32,3c3jcs7vc1t6vz5lev162jyv7,0,31.3,83.3,2023-02-05T14:01:08.145Z,2023-02-06T07:47:50Z,4014945445,56,Back,4014945449,141,85.1,4014945451,212,6.0,4014945453,213,0.2,4016889285,388,,4014945443,3,,4014945447,140,36.9,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504491741,373,61,1,0,32,9bxav814mkuhueiyivyive82d,1,62.7,17.4,2023-02-05T14:01:08.159Z,2023-02-06T07:47:50Z,4016889327,15,,4016889329,388,,4015236719,56,Right,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436293,11,1,1,0,35,3c3jcs7vc1t6vz5lev162jyv7,1,46,69.7,2023-02-05T14:01:10.714Z,2023-02-06T07:47:49Z,4014945785,56,Back,4014945789,141,66.7,4016889387,178,,4014945783,3,,4014945791,212,9.9,4014945787,140,36.8,4014945793,213,3.3,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436301,12,49,1,0,37,3c3jcs7vc1t6vz5lev162jyv7,1,38.1,63.7,2023-02-05T14:01:12.759Z,2023-02-06T07:47:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436317,13,1,1,0,37,3c3jcs7vc1t6vz5lev162jyv7,0,38.1,63.7,2023-02-05T14:01:12.816Z,2023-02-06T07:47:48Z,4014945909,56,Center,4014945905,155,,4016889517,178,,4014945915,212,27.6,4014945917,213,0.2,4014945911,140,63.9,4014945913,141,71.7,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436361,12,1,1,0,38,9bxav814mkuhueiyivyive82d,1,38.6,33,2023-02-05T14:01:14.214Z,2023-02-06T07:47:48Z,4014946113,3,,4016889613,388,,4014946123,213,0.7,4014946117,140,41.8,4014946121,212,4.3,4014946119,141,37.0,4014946115,56,Back,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436365,13,49,1,0,40,9bxav814mkuhueiyivyive82d,1,45.7,37,2023-02-05T14:01:15.914Z,2023-02-06T07:47:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436375,14,1,1,0,40,9bxav814mkuhueiyivyive82d,0,45.7,37,2023-02-05T14:01:15.947Z,2023-02-06T07:47:47Z,4014946181,212,19.0,4014946171,157,,4014946177,140,63.1,4014946191,1,,4014946179,141,29.1,4014946175,56,Center,4014946185,213,6.0,4016889757,178,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436439,14,1,1,0,42,3c3jcs7vc1t6vz5lev162jyv7,1,41.3,78.2,2023-02-05T14:01:17.593Z,2023-02-06T07:47:47Z,4014946533,140,45.5,4014946531,56,Back,4014946537,212,6.6,4014946535,141,70.9,4014946527,3,,4014946539,213,5.4,4016889887,178,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436443,15,44,1,0,44,3c3jcs7vc1t6vz5lev162jyv7,1,48.6,73.4,2023-02-05T14:01:19.933Z,2023-02-06T07:47:46Z,4014946549,285,,4014946567,233,15,4014946547,56,Back,,,,,,,,,,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436435,15,44,1,0,44,9bxav814mkuhueiyivyive82d,0,51.4,26.6,2023-02-05T14:01:19.934Z,2023-02-06T07:47:46Z,4014946663,233,15,4014946505,56,Center,4014946507,286,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436465,16,61,1,0,44,3c3jcs7vc1t6vz5lev162jyv7,1,47.5,71.7,2023-02-05T14:01:20.025Z,2023-02-06T07:47:45Z,4014946681,56,Back,4016890003,388,,4016890001,15,,,,,,,,,,,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436489,16,1,1,0,46,9bxav814mkuhueiyivyive82d,0,52.5,14.5,2023-02-05T14:01:21.590Z,2023-02-06T07:47:45Z,4014946823,141,40.1,4014946817,157,,4014946821,140,69.7,4014946827,213,0.8,4014946819,56,Center,4014946825,212,25.1,4014946829,1,,4016890035,178,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436533,17,1,1,0,49,3c3jcs7vc1t6vz5lev162jyv7,0,31.5,66.5,2023-02-05T14:01:24.772Z,2023-02-06T07:47:44Z,4014947027,56,Left,4014947035,213,0.5,4014947029,140,52.6,4014947025,3,,4016890051,178,,4014947031,141,84.5,4014947033,212,25.3,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436593,17,1,1,0,51,9bxav814mkuhueiyivyive82d,1,49.4,20.2,2023-02-05T14:01:26.683Z,2023-02-06T07:47:44Z,4016890097,178,,4014947293,56,Center,4014947301,213,1.2,4014947291,3,,4014947297,141,43.4,4014947295,140,55.6,4014947299,212,17.1,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436595,18,49,1,0,53,9bxav814mkuhueiyivyive82d,1,55.5,37.6,2023-02-05T14:01:28.685Z,2023-02-06T07:47:43Z,,,,,,,,,,,,,,,,,,,,,,,,,doc6xdg2vumiyoamostngr36d,M. Autret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436621,19,1,1,0,53,9bxav814mkuhueiyivyive82d,1,55.4,37.4,2023-02-05T14:01:28.741Z,2023-02-06T07:47:43Z,4014947457,212,19.6,4014947451,56,Center,4016890205,178,,4014947453,140,71.1,4015804779,168,,4014947455,141,21.9,4014947459,213,5.7,,,,doc6xdg2vumiyoamostngr36d,M. Autret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436689,21,4,1,0,54,9bxav814mkuhueiyivyive82d,1,65.6,23.1,2023-02-05T14:01:30.311Z,2023-02-06T07:47:43Z,4014947893,13,,4014948835,233,18,4014947897,56,Center,4014947899,152,,4014947895,294,,4014947901,286,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436611,18,4,1,0,54,3c3jcs7vc1t6vz5lev162jyv7,0,34.4,76.9,2023-02-05T14:01:30.312Z,2023-02-06T07:47:42Z,4014948749,152,,4016890229,178,,4014948745,13,,4014947391,285,,4014948877,233,21,4014947389,56,Back,4014948747,294,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436687,20,43,1,0,56,9bxav814mkuhueiyivyive82d,1,0,0,2023-02-05T14:01:32.091Z,2023-02-05T14:01:38Z,4014947881,56,Center,4014947883,286,0,4014948141,144,44,,,,,,,,,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437253,22,1,1,1,24,9bxav814mkuhueiyivyive82d,1,66.6,25.5,2023-02-05T14:02:00.411Z,2023-02-06T07:47:42Z,4014950761,56,Center,4015806277,224,,4014950755,155,,4015806281,20,,4014950757,152,,4014950769,141,42.2,4014950753,5,,4014950751,2,,doc6xdg2vumiyoamostngr36d,M. Autret,4014950777,213,0.5,4016890261,178,4014950765,140,85.3,4014950773,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,
2504437259,23,61,1,1,26,9bxav814mkuhueiyivyive82d,0,86.4,41.2,2023-02-05T14:02:01.753Z,2023-02-06T07:47:41Z,4014950793,56,Center,4016890281,178,,,,,,,,,,,,,,,,,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437211,19,5,1,1,29,3c3jcs7vc1t6vz5lev162jyv7,1,-0.8,65.4,2023-02-05T14:02:04.518Z,2023-02-06T04:21:55Z,4014950941,233,24,4014950531,346,,4014950529,56,Back,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437281,24,5,1,1,29,9bxav814mkuhueiyivyive82d,0,100.8,34.6,2023-02-05T14:02:04.518Z,2023-02-06T04:21:55Z,4014950889,346,,4014950983,233,19,4014950887,56,Center,,,,,,,,,,,,,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437241,20,43,1,1,29,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-05T14:02:05.012Z,2023-02-05T14:03:58Z,4014962201,144,5,4014950705,346,0,4014950703,56,Back,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437637,21,1,1,1,44,3c3jcs7vc1t6vz5lev162jyv7,1,5.7,58.8,2023-02-05T14:02:19.803Z,2023-02-06T07:47:41Z,4014952881,141,40.4,4014952877,56,Back,4014952883,212,12.8,4014952875,124,,4014952879,140,3.1,4014957023,189,,4014952885,213,4.5,4014952889,237,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437657,22,1,1,1,48,3c3jcs7vc1t6vz5lev162jyv7,1,7.6,42,2023-02-05T14:02:24.335Z,2023-02-06T07:47:40Z,4014952933,140,13.9,4014952931,56,Back,4014952937,212,22.9,4016890343,178,,4014952939,213,5.0,4014952935,141,9.7,,,,,,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437679,23,1,1,1,51,3c3jcs7vc1t6vz5lev162jyv7,0,20.6,8.4,2023-02-05T14:02:26.734Z,2023-02-06T07:47:39Z,4014953089,212,9.2,4016890365,178,,4014953079,140,28.1,4014953075,56,Back,4014953091,213,0.5,4014953083,141,15.5,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504488599,485,1,1,1,53,3c3jcs7vc1t6vz5lev162jyv7,1,29,21,2023-02-05T14:02:28.638Z,2023-02-06T07:47:38Z,4015218757,140,27.2,4016890401,178,,4015218761,212,3.3,4015218763,213,2.2,4015218755,56,Back,4015218759,141,25.0,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504488663,486,1,1,1,53,3c3jcs7vc1t6vz5lev162jyv7,1,25.1,27.9,2023-02-05T14:02:29.321Z,2023-02-06T07:47:38Z,4016890427,178,,4015219119,141,25.5,4015219115,56,Back,4015219117,140,40.9,4015219121,212,16.7,4015219123,213,6.2,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504488665,487,61,1,1,54,3c3jcs7vc1t6vz5lev162jyv7,0,42.5,28.6,2023-02-05T14:02:30.242Z,2023-02-06T07:47:37Z,4015219127,56,Back,4016890471,178,,,,,,,,,,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437713,25,49,1,1,55,9bxav814mkuhueiyivyive82d,1,61.2,71.4,2023-02-05T14:02:31.492Z,2023-02-06T07:47:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437835,26,1,1,1,56,9bxav814mkuhueiyivyive82d,1,61.1,71.4,2023-02-05T14:02:31.537Z,2023-02-06T07:47:37Z,4014953799,213,3.2,4016890523,178,,4014953785,56,Back,4014953789,140,22.3,4014953801,1,,4014953793,141,70.2,4014953797,212,40.7,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
