id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2531682037,14,1,1,1,29,4mo3tith28qu9za01e8siplsn,1,8.2,68.8,2023-04-10T13:04:44.801Z,2023-04-10T13:07:54Z,4179884905,140,20.5,4179884911,213,0.8,4179884901,123,,4179884909,212,18.4,4179884907,141,88.1,4179884903,56,Back,,,,,,,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682053,15,1,1,1,34,4mo3tith28qu9za01e8siplsn,0,20.5,88.1,2023-04-10T13:04:49.008Z,2023-04-10T13:13:22Z,4179884965,212,28.6,4179884959,56,Back,4179884961,140,41.5,4179884963,141,61.4,4179884967,213,5.6,,,,,,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682023,19,49,1,1,35,1939bnru25svvgv15k2c7tw2y,1,53.5,46,2023-04-10T13:04:50.036Z,2023-04-10T13:04:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682085,20,1,1,1,36,1939bnru25svvgv15k2c7tw2y,0,54.1,34.5,2023-04-10T13:04:51.142Z,2023-04-11T09:33:21Z,4179885145,155,,4179885149,140,89.9,4182494357,4,,4179885147,56,Center,4179885153,212,37.8,4179885155,213,0.1,4179885151,141,40.3,4179885157,1,,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682091,16,11,1,1,39,4mo3tith28qu9za01e8siplsn,1,8.6,57,2023-04-10T13:04:54.335Z,2023-04-11T09:33:25Z,4179885175,56,Back,4182494497,376,,4179885177,88,,,,,,,,,,,,,,,,,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682339,17,1,1,1,56,4mo3tith28qu9za01e8siplsn,0,8.6,57,2023-04-10T13:05:11.568Z,2023-04-10T13:59:02Z,4179886433,140,57.5,4179886435,141,35.2,4179886441,1,,4180136467,199,,4179886439,213,6.0,4179886431,56,Center,4179886437,212,53.4,,,,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682361,21,61,1,1,58,1939bnru25svvgv15k2c7tw2y,1,47.4,58.5,2023-04-10T13:05:13.599Z,2023-04-10T13:05:14Z,4179886533,56,Back,4179886611,189,,,,,,,,,,,,,,,,,,,,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682385,18,1,1,1,59,4mo3tith28qu9za01e8siplsn,0,34.1,39.2,2023-04-10T13:05:14.304Z,2023-04-10T13:14:02Z,4179886655,212,30.6,4179886651,140,59.2,4179886657,213,0.5,4179932471,155,,4179886649,56,Center,4179886653,141,62.1,,,,,,,8hfaq7u5l18azxpig0vlv1exh,H. Zackrisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682419,22,1,1,2,1,1939bnru25svvgv15k2c7tw2y,0,35.4,28.8,2023-04-10T13:05:16.053Z,2023-04-10T13:05:17Z,4179886835,56,Back,4179886837,140,46.2,4179886841,212,26.5,4179886839,141,64.0,4179886843,213,1.1,4179886833,3,,,,,,,,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682461,19,1,1,2,2,4mo3tith28qu9za01e8siplsn,0,53.9,34.5,2023-04-10T13:05:17.200Z,2023-04-10T13:05:19Z,4179887047,3,,4179887053,141,21.5,4179887049,56,Center,4179887057,213,5.7,4179887051,140,67.4,4179887055,212,16.7,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682457,23,49,1,2,3,1939bnru25svvgv15k2c7tw2y,1,29.6,75.4,2023-04-10T13:05:18.581Z,2023-04-10T13:05:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682493,24,1,1,2,3,1939bnru25svvgv15k2c7tw2y,0,29.6,75.4,2023-04-10T13:05:18.932Z,2023-04-10T13:05:22Z,4179887223,141,82.0,4179887217,157,,4179887219,56,Left,4179887229,1,,4179887221,140,53.3,4179887227,213,0.2,4179887225,212,25.3,,,,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682531,20,49,1,2,8,4mo3tith28qu9za01e8siplsn,1,46.2,15.5,2023-04-10T13:05:23.040Z,2023-04-10T13:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682545,21,1,1,2,8,4mo3tith28qu9za01e8siplsn,0,46.2,15.5,2023-04-10T13:05:23.424Z,2023-04-10T13:05:24Z,4179887493,141,31.6,4179887495,212,27.6,4179887499,1,,4179887491,140,70.3,4179887487,157,,4179887497,213,0.4,4179887489,56,Center,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682599,25,1,1,2,9,1939bnru25svvgv15k2c7tw2y,1,27,67.2,2023-04-10T13:05:24.950Z,2023-04-10T13:05:26Z,4179887723,141,50.7,4179887717,3,,4179887719,56,Back,4179887721,140,34.4,4179887727,213,5.3,4179887725,212,13.6,,,,,,,6on1coqb8yeebnwqyazkooa1,G. Henriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682601,26,49,1,2,11,1939bnru25svvgv15k2c7tw2y,1,34.5,50.9,2023-04-10T13:05:26.661Z,2023-04-10T13:05:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8hdi3uu3sc1pxstxh2w50qo6h,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682645,27,1,1,2,12,1939bnru25svvgv15k2c7tw2y,0,34.5,50.9,2023-04-10T13:05:27.412Z,2023-04-10T13:05:32Z,4179887927,56,Center,4179887929,140,61.5,4179887935,213,0.2,4179887931,141,60.6,4179887925,155,,4179887933,212,29.1,,,,,,,8hdi3uu3sc1pxstxh2w50qo6h,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682713,22,49,1,2,18,4mo3tith28qu9za01e8siplsn,1,30.1,34.8,2023-04-10T13:05:33.313Z,2023-04-10T13:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682747,23,1,1,2,18,4mo3tith28qu9za01e8siplsn,1,30.1,34.8,2023-04-10T13:05:33.629Z,2023-04-10T13:05:36Z,4179888477,212,23.7,4179888471,56,Back,4179888479,213,2.9,4179888475,141,44.3,4179888473,140,8.4,,,,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682843,24,1,1,2,20,4mo3tith28qu9za01e8siplsn,0,8.8,44.6,2023-04-10T13:05:35.967Z,2023-04-11T09:34:25Z,4179888923,140,40.0,4179888927,212,37.8,4179888929,213,0.5,4179888921,56,Back,4182497027,155,,4179888925,141,72.3,4179888931,1,,,,,b20ropdfff7oj1us6nliccamt,D. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682833,28,44,1,2,24,1939bnru25svvgv15k2c7tw2y,1,59.2,22.1,2023-04-10T13:05:39.122Z,2023-04-10T14:11:34Z,4179888895,56,Center,4179889131,233,25,4179888897,286,,,,,,,,,,,,,,,,,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682853,25,44,1,2,24,4mo3tith28qu9za01e8siplsn,0,40.8,77.9,2023-04-10T13:05:39.123Z,2023-04-10T13:59:26Z,4179888975,56,Back,4179889033,233,28,4179888977,285,,,,,,,,,,,,,,,,,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531694271,149,61,1,2,24,1939bnru25svvgv15k2c7tw2y,1,53.3,9.5,2023-04-10T13:05:39.422Z,2023-04-10T14:01:49Z,4179952785,56,Right,,,,,,,,,,,,,,,,,,,,,,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682949,26,43,1,2,24,4mo3tith28qu9za01e8siplsn,1,0,0,2023-04-10T13:05:39.701Z,2023-04-10T13:59:27Z,4179889535,141,97.4,4179889529,168,0,4179889527,3,0,4180137385,144,1,4179889539,213,0.9,4179889531,56,Left,4179889537,212,21.5,4179889533,140,52.5,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682963,27,61,1,2,30,4mo3tith28qu9za01e8siplsn,0,61,92.4,2023-04-10T13:05:45.291Z,2023-04-10T13:59:11Z,4179889599,56,Left,,,,,,,,,,,,,,,,,,,,,,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682957,29,43,1,2,31,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-04-10T13:05:46.292Z,2023-04-10T13:18:15Z,4179955247,144,7,4179889585,56,Back,4179889587,285,0,4179889665,233,27,,,,,,,,,,,,,8hdi3uu3sc1pxstxh2w50qo6h,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531682971,30,49,1,2,31,1939bnru25svvgv15k2c7tw2y,1,35.9,7.4,2023-04-10T13:05:46.791Z,2023-04-10T13:05:47Z,,,,,,,,,,,,,,,,,,,,,,,,,8hdi3uu3sc1pxstxh2w50qo6h,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531683039,31,1,1,2,33,1939bnru25svvgv15k2c7tw2y,0,41.1,7.3,2023-04-10T13:05:48.821Z,2023-04-10T13:05:51Z,4179889923,212,16.6,4179889927,213,0.5,4179889921,141,18.2,4179889919,140,55.2,4179889917,56,Right,,,,,,,,,,8hdi3uu3sc1pxstxh2w50qo6h,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531683051,28,49,1,2,35,4mo3tith28qu9za01e8siplsn,1,42.6,73.9,2023-04-10T13:05:50.944Z,2023-04-10T13:05:51Z,,,,,,,,,,,,,,,,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531683131,29,1,1,2,36,4mo3tith28qu9za01e8siplsn,1,42.8,73.8,2023-04-10T13:05:51.344Z,2023-04-10T13:05:55Z,4179890379,56,Back,4179890383,141,54.6,4179890381,140,46.4,4179890387,213,5.0,4179890385,212,13.6,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
