id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/15/value,qualifier/10/value,qualifier/11/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2526666029,21,61,1,1,11,czkf5t3ai00ghwbga03i5aqxw,0,81.9,15.5,2023-04-01T15:32:22.496Z,2023-04-01T15:32:22Z,4153225003,56,Right,,,,,,,,,,,,,,,,,,,,,,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666149,11,49,1,1,12,ac8jow4mdkvnsv5s0och4qqm,1,8.4,88.4,2023-04-01T15:32:24.102Z,2023-04-01T15:41:57Z,,,,,,,,,,,,,,,,,,,,,,,,,dhvlc4odgtd7wz8ntmr9rz26t,V. Agardius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666267,12,1,1,1,13,ac8jow4mdkvnsv5s0och4qqm,1,8.4,88.4,2023-04-01T15:32:24.447Z,2023-04-01T15:42:38Z,4153226355,213,0.2,4153226349,140,22.5,4153226357,1,,4153226345,157,,4153226353,212,15.3,4153226351,141,93.8,4153226347,56,Back,,,,dhvlc4odgtd7wz8ntmr9rz26t,V. Agardius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666133,10,1,1,1,14,ac8jow4mdkvnsv5s0och4qqm,1,20.5,89.4,2023-04-01T15:32:25.365Z,2023-04-01T15:43:42Z,4153342029,141,96.9,4153225589,56,Back,4153345483,156,,4153342033,213,1.9,4153342027,140,18.7,4153342031,212,5.4,,,,,,,972sdfy32aqsh3liqmn6chnf9,M. Ćosić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666533,13,1,1,1,16,ac8jow4mdkvnsv5s0och4qqm,0,16.3,95.7,2023-04-01T15:32:27.830Z,2023-04-01T15:43:04Z,4153227741,140,19.7,4153227739,56,Back,4153227743,141,91.5,4153339575,233,22,4153227747,213,5.6,4153339571,236,,4153339589,286,,4153227745,212,4.6,bmj66ols6rtul44h9c6obmi95,S. Kroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666275,22,74,1,1,16,czkf5t3ai00ghwbga03i5aqxw,1,78.7,2.2,2023-04-01T15:32:27.831Z,2023-04-01T16:19:58Z,4153226367,285,,4153339633,233,13,4153226365,56,Right,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666565,14,5,1,1,20,ac8jow4mdkvnsv5s0och4qqm,1,18.2,101.5,2023-04-01T15:32:31.378Z,2023-04-01T16:06:01Z,4153227893,56,Back,4153227897,347,,4153344763,233,23,,,,,,,,,,,,,,,,bmj66ols6rtul44h9c6obmi95,S. Kroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666303,23,5,1,1,20,czkf5t3ai00ghwbga03i5aqxw,0,81.8,-1.5,2023-04-01T15:32:31.378Z,2023-04-01T15:43:36Z,4153226523,56,Right,4153344805,233,14,4153226525,347,,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666697,15,1,1,1,28,ac8jow4mdkvnsv5s0och4qqm,1,15.6,100,2023-04-01T15:32:40.029Z,2023-04-01T15:32:43Z,4153228647,107,,4153228651,140,9.7,4153228653,141,92.4,4153228657,213,4.0,4153228649,56,Back,4153228655,212,9.0,,,,,,,bmj66ols6rtul44h9c6obmi95,S. Kroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666717,16,1,1,1,32,ac8jow4mdkvnsv5s0och4qqm,0,9.7,92.4,2023-04-01T15:32:43.422Z,2023-04-01T15:32:44Z,4153228753,140,53.3,4153228751,56,Center,4153228759,213,5.9,4153228757,212,49.4,4153228761,1,,4153228749,155,,4153228755,141,65.1,,,,dhvlc4odgtd7wz8ntmr9rz26t,V. Agardius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666791,24,1,1,1,32,czkf5t3ai00ghwbga03i5aqxw,1,44.2,32.2,2023-04-01T15:32:44.257Z,2023-04-01T15:32:46Z,4153229203,3,,4153229211,212,11.8,4153229213,213,3.5,4153229207,140,33.8,4153229205,56,Back,4153229209,141,25.5,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666803,25,49,1,1,35,czkf5t3ai00ghwbga03i5aqxw,1,32.7,25.3,2023-04-01T15:32:46.433Z,2023-04-01T15:32:46Z,,,,,,,,,,,,,,,,,,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666875,26,1,1,1,35,czkf5t3ai00ghwbga03i5aqxw,1,32.1,25.5,2023-04-01T15:32:47.216Z,2023-04-01T15:32:49Z,4153229753,1,,4153229751,213,2.4,4153229747,141,58.7,4153229745,140,10.2,4153229743,56,Back,4153229749,212,32.2,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666931,27,1,1,1,38,czkf5t3ai00ghwbga03i5aqxw,1,10.2,58.7,2023-04-01T15:32:49.720Z,2023-04-01T15:32:51Z,4153230043,141,73.2,4153230039,56,Back,4153230041,140,22.4,4153230045,212,16.2,4153230047,213,0.7,,,,,,,,,,1xmg6k4n9a6zmhmq6ysq6tch6,J. Widell Zetterström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526666985,28,1,1,1,39,czkf5t3ai00ghwbga03i5aqxw,1,22.4,73.2,2023-04-01T15:32:51.184Z,2023-04-01T15:32:54Z,4153230373,140,9.6,4153230371,56,Back,4153230377,212,13.5,4153230379,213,3.2,4153230375,141,71.8,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526667191,29,1,1,1,42,czkf5t3ai00ghwbga03i5aqxw,1,9.6,71.8,2023-04-01T15:32:54.065Z,2023-04-01T15:32:59Z,4153231479,213,0.2,4153231471,56,Left,4153231473,140,63.8,4153231481,1,,4153231475,141,92.4,4153231477,212,58.6,4153231469,155,,,,,1xmg6k4n9a6zmhmq6ysq6tch6,J. Widell Zetterström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526667285,30,1,1,1,48,czkf5t3ai00ghwbga03i5aqxw,1,67.8,84.8,2023-04-01T15:32:59.760Z,2023-04-01T15:33:02Z,4153231981,213,0.4,4153231973,56,Left,4153231977,141,93.8,4153231979,212,15.2,4153231975,140,81.0,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526667311,31,1,1,1,51,czkf5t3ai00ghwbga03i5aqxw,0,80.8,93,2023-04-01T15:33:02.760Z,2023-04-01T15:46:05Z,4153372113,233,115,4153232101,212,5.0,4153232095,56,Left,4153372111,236,,4153232097,140,83.5,4153232099,141,86.9,4153232107,213,5.3,4153372117,286,,6736te1pno19jo5i82obbns2d,M. Eriksson,4153232091,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526691921,115,12,1,1,51,ac8jow4mdkvnsv5s0och4qqm,1,10.4,18.8,2023-04-01T15:33:02.860Z,2023-04-01T15:46:14Z,4153372035,185,,4153372037,56,Back,4153372179,233,31,,,,,,,,,,,,,,,,950x9v0qx1pqgkc67e6hnbpt6,A. Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526667451,17,6,1,1,55,ac8jow4mdkvnsv5s0och4qqm,0,15.9,15.8,2023-04-01T15:33:06.702Z,2023-04-01T15:46:16Z,4153233715,233,32,4153232947,56,Back,4153232951,73,,,,,,,,,,,,,,,,,950x9v0qx1pqgkc67e6hnbpt6,A. Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526667575,32,6,1,1,55,czkf5t3ai00ghwbga03i5aqxw,1,84.1,84.2,2023-04-01T15:33:06.702Z,2023-04-01T16:19:55Z,4153233543,56,Left,4153233611,233,17,4153233547,73,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668233,33,1,1,2,16,czkf5t3ai00ghwbga03i5aqxw,1,99.5,99.5,2023-04-01T15:33:27.912Z,2023-04-01T15:33:30Z,4153237057,213,3.3,4153237039,56,Left,4153237043,140,90.4,4153237037,6,,4153237047,141,96.6,4153237053,212,9.8,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668317,34,1,1,2,18,czkf5t3ai00ghwbga03i5aqxw,1,89.8,95.3,2023-04-01T15:33:30.112Z,2023-04-01T15:33:32Z,4153237523,212,18.4,4153237521,141,79.7,4153237513,56,Left,4153237517,140,75.5,4153237525,213,3.8,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668335,35,1,1,2,21,czkf5t3ai00ghwbga03i5aqxw,0,75.5,79.7,2023-04-01T15:33:32.513Z,2023-04-01T15:33:33Z,4153237673,1,,4153237665,140,94.5,4153237671,213,5.4,4153237667,141,41.8,4153237659,2,,4153237669,212,32.6,4153237663,56,Center,4153237661,155,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668367,18,12,1,2,22,ac8jow4mdkvnsv5s0och4qqm,1,6.3,63,2023-04-01T15:33:33.941Z,2023-04-01T15:33:35Z,4153237909,213,0.4,4153237897,56,Back,4153237903,212,15.1,4153237899,140,19.4,4153237949,15,,4153237901,141,72.3,,,,,,,dhvlc4odgtd7wz8ntmr9rz26t,V. Agardius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668529,36,1,1,2,25,czkf5t3ai00ghwbga03i5aqxw,1,79.6,32.1,2023-04-01T15:33:36.864Z,2023-04-01T15:33:39Z,4153238723,56,Right,4153238735,213,5.8,4153238727,140,92.5,4153238731,141,20.9,4153238733,212,15.5,,,,,,,,,,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668579,37,1,1,2,27,czkf5t3ai00ghwbga03i5aqxw,1,92.5,20.9,2023-04-01T15:33:39.232Z,2023-04-01T16:18:08Z,4153238961,141,49.4,4153238963,212,19.9,4153390133,210,15,4153238957,140,88.4,4153390135,154,,4153238953,56,Center,4153238965,213,1.8,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526668593,38,15,1,2,29,czkf5t3ai00ghwbga03i5aqxw,1,88.4,49.4,2023-04-01T15:33:40.769Z,2023-04-01T16:18:08Z,4153390195,29,,4153390209,328,,4153390211,146,92.0,4153390207,103,19,4153390213,147,50,4153390343,233,19,4153390217,231,50.2,4153390203,102,51.3,7pel84swlqfux6obt6lznze1h,R. Schüller,4153239011,17,,4153390197,154,4153387155,25,4153390193,78,4153239015,56,Center,4153387161,72,4153390199,55,37,4153387167,82,4153390215,230,99.3,,,,,,,,,,,
2526668635,19,10,1,2,29,ac8jow4mdkvnsv5s0och4qqm,1,11.4,57.5,2023-04-01T15:33:40.869Z,2023-04-01T15:47:32Z,4153239235,94,,4153387299,233,38,4153239237,56,Back,,,,,,,,,,,,,,,,1zy10ymkyg5dz4edlg8pdcxcl,G. Sandberg Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
